attempt_name,candidate_id,candidate_alias,tester_status,runtime_status,report_status,terminal,symbol,timeframe,deposit,leverage,model,execution_mode,from_date,to_date,ea,set_path,set_sha256,model_path,feature_path,feature_order_hash,magic,fixed_lot,atr_enabled,model_risk_enabled,report_path,report_sha256,chart_path,net_profit,profit_factor,trade_count,max_drawdown_percent,module_hashes
s264_aih_lateadx_ta_2024,s264_allow_inner_high_quarter,s264_aih,completed,completed,completed,C:/Program Files/MetaTrader 5/terminal64.exe,US100,M5,500,1:100,4,0,2024.01.02,2025.01.01,Project_Obsidian_Prime_v2\foundation\mt5\ObsidianPrimeV2_RuntimeProbeEA.ex5,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267C/p1_soft_axis_followup/mt5/s264_aih_lateadx_ta_2024.set,98cf97cf07b4c15e1af011c73982859b78caa04d6136bf26f863ff2b552087f4,OPV2/s267c/run267C_p1/lateadx/s264_aih/models/s264_aih_lateadx_model.csv,OPV2/s267c/run267C_p1/lateadx/s264_aih/features/s264_aih_lateadx.csv,2ab2c67dfb3005122906ff74808ec5571664937452c2a529c153bba5c78f7e24,26741101,0.25,true,true,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267C/p1_soft_axis_followup/mt5/reports/Project_Obsidian_Prime_v2_run267C_stage267_execute_prioritized_ablation_replacement_variants_v1_s264_aih_lateadx_ta_2024.htm,a3ac9dcff9c8c0be3498cb356920d4058295bdb28ed56a1e8975dd47dc9dd645,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267C/p1_soft_axis_followup/mt5/reports/Project_Obsidian_Prime_v2_run267C_stage267_execute_prioritized_ablation_replacement_variants_v1_s264_aih_lateadx_ta_2024.png,117.41,1.06,348,35.79,foundation/mt5/ObsidianPrimeV2_RuntimeProbeEA.mq5=8052a066c6bb961354e7231bf8aab83fe8277d1396343ca86bf1309809c62c19;foundation/mt5/include/ObsidianPrime/DecisionSurface.mqh=f1ec27d4078f98c26e018aa9c62b9aac1cb6f2b99abf6bf211aac8ba5ee6708a;foundation/mt5/include/ObsidianPrime/EbmTableRuntime.mqh=825b0e289e62c6495fb6af52c1c370a715835bd313dfa2e615375db561389df1;foundation/mt5/include/ObsidianPrime/ExecutionBridge.mqh=6d05002d599692b77ff53327e4b8bc938ec7956d0ca1e6237e094d2a21a58560;foundation/mt5/include/ObsidianPrime/FeatureInputs.mqh=4a6da19b719c01d5134e829fd7f0aa99d94c4564d70ded16bccc20ed4baf72b8;foundation/mt5/include/ObsidianPrime/ModelRuntime.mqh=cf1032c866501f142ecb2372fe7e6d14eb711eafcf8d908dcb8f4226403b281f;foundation/mt5/include/ObsidianPrime/RuntimeTelemetry.mqh=b9ecadfde682d071e663721c3e761c633b8e525484554e0ceb432e110c6ea6a7
s264_aih_lateadx_rt_2024,s264_allow_inner_high_quarter,s264_aih,completed,completed,completed,C:/Program Files/MetaTrader 5/terminal64.exe,US100,M5,500,1:100,4,0,2024.01.02,2025.01.01,Project_Obsidian_Prime_v2\foundation\mt5\ObsidianPrimeV2_RuntimeProbeEA.ex5,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267C/p1_soft_axis_followup/mt5/s264_aih_lateadx_rt_2024.set,3573daab6649b879d3ffc32718279468553decc1da1074868f80a0dfd4b11b2c,OPV2/s267c/run267C_p1/lateadx/s264_aih/models/s264_aih_lateadx_model.csv,OPV2/s267c/run267C_p1/lateadx/s264_aih/features/s264_aih_lateadx.csv,2ab2c67dfb3005122906ff74808ec5571664937452c2a529c153bba5c78f7e24,26741102,0.25,true,true,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267C/p1_soft_axis_followup/mt5/reports/Project_Obsidian_Prime_v2_run267C_stage267_execute_prioritized_ablation_replacement_variants_v1_s264_aih_lateadx_rt_2024.htm,493bd13a13fdb571e07034a4954627707046d855e2a92c6b3eaae60739251f8c,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267C/p1_soft_axis_followup/mt5/reports/Project_Obsidian_Prime_v2_run267C_stage267_execute_prioritized_ablation_replacement_variants_v1_s264_aih_lateadx_rt_2024.png,117.41,1.06,348,35.79,foundation/mt5/ObsidianPrimeV2_RuntimeProbeEA.mq5=8052a066c6bb961354e7231bf8aab83fe8277d1396343ca86bf1309809c62c19;foundation/mt5/include/ObsidianPrime/DecisionSurface.mqh=f1ec27d4078f98c26e018aa9c62b9aac1cb6f2b99abf6bf211aac8ba5ee6708a;foundation/mt5/include/ObsidianPrime/EbmTableRuntime.mqh=825b0e289e62c6495fb6af52c1c370a715835bd313dfa2e615375db561389df1;foundation/mt5/include/ObsidianPrime/ExecutionBridge.mqh=6d05002d599692b77ff53327e4b8bc938ec7956d0ca1e6237e094d2a21a58560;foundation/mt5/include/ObsidianPrime/FeatureInputs.mqh=4a6da19b719c01d5134e829fd7f0aa99d94c4564d70ded16bccc20ed4baf72b8;foundation/mt5/include/ObsidianPrime/ModelRuntime.mqh=cf1032c866501f142ecb2372fe7e6d14eb711eafcf8d908dcb8f4226403b281f;foundation/mt5/include/ObsidianPrime/RuntimeTelemetry.mqh=b9ecadfde682d071e663721c3e761c633b8e525484554e0ceb432e110c6ea6a7
s264_lc_lateadx_ta_2024,s264_lowrank_control,s264_lc,completed,completed,completed,C:/Program Files/MetaTrader 5/terminal64.exe,US100,M5,500,1:100,4,0,2024.01.02,2025.01.01,Project_Obsidian_Prime_v2\foundation\mt5\ObsidianPrimeV2_RuntimeProbeEA.ex5,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267C/p1_soft_axis_followup/mt5/s264_lc_lateadx_ta_2024.set,19aa03965e55d506c11eec41a2972695d3261989205386e089b25b9196602795,OPV2/s267c/run267C_p1/lateadx/s264_lc/models/s264_lc_lateadx_model.csv,OPV2/s267c/run267C_p1/lateadx/s264_lc/features/s264_lc_lateadx.csv,57802ff8452e88002fcc25324198176680451bd754d1ed7eac425aba5090a0d8,26741201,0.25,true,true,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267C/p1_soft_axis_followup/mt5/reports/Project_Obsidian_Prime_v2_run267C_stage267_execute_prioritized_ablation_replacement_variants_v1_s264_lc_lateadx_ta_2024.htm,6956cacaa232f175b5bc73f8e863e57c231d790cbaefdf56248e114c56280c25,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267C/p1_soft_axis_followup/mt5/reports/Project_Obsidian_Prime_v2_run267C_stage267_execute_prioritized_ablation_replacement_variants_v1_s264_lc_lateadx_ta_2024.png,97.05,1.05,345,36.8,foundation/mt5/ObsidianPrimeV2_RuntimeProbeEA.mq5=8052a066c6bb961354e7231bf8aab83fe8277d1396343ca86bf1309809c62c19;foundation/mt5/include/ObsidianPrime/DecisionSurface.mqh=f1ec27d4078f98c26e018aa9c62b9aac1cb6f2b99abf6bf211aac8ba5ee6708a;foundation/mt5/include/ObsidianPrime/EbmTableRuntime.mqh=825b0e289e62c6495fb6af52c1c370a715835bd313dfa2e615375db561389df1;foundation/mt5/include/ObsidianPrime/ExecutionBridge.mqh=6d05002d599692b77ff53327e4b8bc938ec7956d0ca1e6237e094d2a21a58560;foundation/mt5/include/ObsidianPrime/FeatureInputs.mqh=4a6da19b719c01d5134e829fd7f0aa99d94c4564d70ded16bccc20ed4baf72b8;foundation/mt5/include/ObsidianPrime/ModelRuntime.mqh=cf1032c866501f142ecb2372fe7e6d14eb711eafcf8d908dcb8f4226403b281f;foundation/mt5/include/ObsidianPrime/RuntimeTelemetry.mqh=b9ecadfde682d071e663721c3e761c633b8e525484554e0ceb432e110c6ea6a7
s264_lc_lateadx_rt_2024,s264_lowrank_control,s264_lc,completed,completed,completed,C:/Program Files/MetaTrader 5/terminal64.exe,US100,M5,500,1:100,4,0,2024.01.02,2025.01.01,Project_Obsidian_Prime_v2\foundation\mt5\ObsidianPrimeV2_RuntimeProbeEA.ex5,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267C/p1_soft_axis_followup/mt5/s264_lc_lateadx_rt_2024.set,706ac6617f8c280daa9640cae7dae7b058e6e92153f9e7c938d047cea5ecc133,OPV2/s267c/run267C_p1/lateadx/s264_lc/models/s264_lc_lateadx_model.csv,OPV2/s267c/run267C_p1/lateadx/s264_lc/features/s264_lc_lateadx.csv,57802ff8452e88002fcc25324198176680451bd754d1ed7eac425aba5090a0d8,26741202,0.25,true,true,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267C/p1_soft_axis_followup/mt5/reports/Project_Obsidian_Prime_v2_run267C_stage267_execute_prioritized_ablation_replacement_variants_v1_s264_lc_lateadx_rt_2024.htm,36fc96cda60d1441feea04a26dbed2e9cd874c013bf0d6d571c1f5a37f104422,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267C/p1_soft_axis_followup/mt5/reports/Project_Obsidian_Prime_v2_run267C_stage267_execute_prioritized_ablation_replacement_variants_v1_s264_lc_lateadx_rt_2024.png,97.05,1.05,345,36.8,foundation/mt5/ObsidianPrimeV2_RuntimeProbeEA.mq5=8052a066c6bb961354e7231bf8aab83fe8277d1396343ca86bf1309809c62c19;foundation/mt5/include/ObsidianPrime/DecisionSurface.mqh=f1ec27d4078f98c26e018aa9c62b9aac1cb6f2b99abf6bf211aac8ba5ee6708a;foundation/mt5/include/ObsidianPrime/EbmTableRuntime.mqh=825b0e289e62c6495fb6af52c1c370a715835bd313dfa2e615375db561389df1;foundation/mt5/include/ObsidianPrime/ExecutionBridge.mqh=6d05002d599692b77ff53327e4b8bc938ec7956d0ca1e6237e094d2a21a58560;foundation/mt5/include/ObsidianPrime/FeatureInputs.mqh=4a6da19b719c01d5134e829fd7f0aa99d94c4564d70ded16bccc20ed4baf72b8;foundation/mt5/include/ObsidianPrime/ModelRuntime.mqh=cf1032c866501f142ecb2372fe7e6d14eb711eafcf8d908dcb8f4226403b281f;foundation/mt5/include/ObsidianPrime/RuntimeTelemetry.mqh=b9ecadfde682d071e663721c3e761c633b8e525484554e0ceb432e110c6ea6a7
s262_lih_lateadx_ta_2024,s262_lowrank_inner_half_filter,s262_lih,completed,completed,completed,C:/Program Files/MetaTrader 5/terminal64.exe,US100,M5,500,1:100,4,0,2024.01.02,2025.01.01,Project_Obsidian_Prime_v2\foundation\mt5\ObsidianPrimeV2_RuntimeProbeEA.ex5,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267C/p1_soft_axis_followup/mt5/s262_lih_lateadx_ta_2024.set,40accbcfd21590eb83a6e9a36af24ade658ab9fb6485151ba7838c1ab1385fcf,OPV2/s267c/run267C_p1/lateadx/s262_lih/models/s262_lih_lateadx_model.csv,OPV2/s267c/run267C_p1/lateadx/s262_lih/features/s262_lih_lateadx.csv,4f64f17683b280455b32178290469759d37c1ac5c966d9c556def888cbfd04de,26741301,0.25,true,true,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267C/p1_soft_axis_followup/mt5/reports/Project_Obsidian_Prime_v2_run267C_stage267_execute_prioritized_ablation_replacement_variants_v1_s262_lih_lateadx_ta_2024.htm,f00881862c7a642397886515b00f5b9eb49f29794d63be948b5032075a256c7b,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267C/p1_soft_axis_followup/mt5/reports/Project_Obsidian_Prime_v2_run267C_stage267_execute_prioritized_ablation_replacement_variants_v1_s262_lih_lateadx_ta_2024.png,69.5,1.04,347,38.13,foundation/mt5/ObsidianPrimeV2_RuntimeProbeEA.mq5=8052a066c6bb961354e7231bf8aab83fe8277d1396343ca86bf1309809c62c19;foundation/mt5/include/ObsidianPrime/DecisionSurface.mqh=f1ec27d4078f98c26e018aa9c62b9aac1cb6f2b99abf6bf211aac8ba5ee6708a;foundation/mt5/include/ObsidianPrime/EbmTableRuntime.mqh=825b0e289e62c6495fb6af52c1c370a715835bd313dfa2e615375db561389df1;foundation/mt5/include/ObsidianPrime/ExecutionBridge.mqh=6d05002d599692b77ff53327e4b8bc938ec7956d0ca1e6237e094d2a21a58560;foundation/mt5/include/ObsidianPrime/FeatureInputs.mqh=4a6da19b719c01d5134e829fd7f0aa99d94c4564d70ded16bccc20ed4baf72b8;foundation/mt5/include/ObsidianPrime/ModelRuntime.mqh=cf1032c866501f142ecb2372fe7e6d14eb711eafcf8d908dcb8f4226403b281f;foundation/mt5/include/ObsidianPrime/RuntimeTelemetry.mqh=b9ecadfde682d071e663721c3e761c633b8e525484554e0ceb432e110c6ea6a7
s262_lih_lateadx_rt_2024,s262_lowrank_inner_half_filter,s262_lih,completed,completed,completed,C:/Program Files/MetaTrader 5/terminal64.exe,US100,M5,500,1:100,4,0,2024.01.02,2025.01.01,Project_Obsidian_Prime_v2\foundation\mt5\ObsidianPrimeV2_RuntimeProbeEA.ex5,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267C/p1_soft_axis_followup/mt5/s262_lih_lateadx_rt_2024.set,a6def36be2b294f9c285a8790ebbbf103c8e40d9df8491184dc8177eab7b33f2,OPV2/s267c/run267C_p1/lateadx/s262_lih/models/s262_lih_lateadx_model.csv,OPV2/s267c/run267C_p1/lateadx/s262_lih/features/s262_lih_lateadx.csv,4f64f17683b280455b32178290469759d37c1ac5c966d9c556def888cbfd04de,26741302,0.25,true,true,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267C/p1_soft_axis_followup/mt5/reports/Project_Obsidian_Prime_v2_run267C_stage267_execute_prioritized_ablation_replacement_variants_v1_s262_lih_lateadx_rt_2024.htm,a5076df061853d61f0da06f04bca05be14cf71813fd62f0b23f09db1ac8bce83,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267C/p1_soft_axis_followup/mt5/reports/Project_Obsidian_Prime_v2_run267C_stage267_execute_prioritized_ablation_replacement_variants_v1_s262_lih_lateadx_rt_2024.png,69.5,1.04,347,38.13,foundation/mt5/ObsidianPrimeV2_RuntimeProbeEA.mq5=8052a066c6bb961354e7231bf8aab83fe8277d1396343ca86bf1309809c62c19;foundation/mt5/include/ObsidianPrime/DecisionSurface.mqh=f1ec27d4078f98c26e018aa9c62b9aac1cb6f2b99abf6bf211aac8ba5ee6708a;foundation/mt5/include/ObsidianPrime/EbmTableRuntime.mqh=825b0e289e62c6495fb6af52c1c370a715835bd313dfa2e615375db561389df1;foundation/mt5/include/ObsidianPrime/ExecutionBridge.mqh=6d05002d599692b77ff53327e4b8bc938ec7956d0ca1e6237e094d2a21a58560;foundation/mt5/include/ObsidianPrime/FeatureInputs.mqh=4a6da19b719c01d5134e829fd7f0aa99d94c4564d70ded16bccc20ed4baf72b8;foundation/mt5/include/ObsidianPrime/ModelRuntime.mqh=cf1032c866501f142ecb2372fe7e6d14eb711eafcf8d908dcb8f4226403b281f;foundation/mt5/include/ObsidianPrime/RuntimeTelemetry.mqh=b9ecadfde682d071e663721c3e761c633b8e525484554e0ceb432e110c6ea6a7
s264_aia_lateadx_ta_2024,s264_allow_inner_all_oos_anchor,s264_aia,completed,completed,completed,C:/Program Files/MetaTrader 5/terminal64.exe,US100,M5,500,1:100,4,0,2024.01.02,2025.01.01,Project_Obsidian_Prime_v2\foundation\mt5\ObsidianPrimeV2_RuntimeProbeEA.ex5,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267C/p1_soft_axis_followup/mt5/s264_aia_lateadx_ta_2024.set,99b4d547fbce4c4889e699bcf8af0afac318514ff0c9013a2958dde5b265b9c5,OPV2/s267c/run267C_p1/lateadx/s264_aia/models/s264_aia_lateadx_model.csv,OPV2/s267c/run267C_p1/lateadx/s264_aia/features/s264_aia_lateadx.csv,7647698b6fb69ce378e689021a9ffa86d076e6083ed493d66159b75799582469,26741401,0.25,true,true,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267C/p1_soft_axis_followup/mt5/reports/Project_Obsidian_Prime_v2_run267C_stage267_execute_prioritized_ablation_replacement_variants_v1_s264_aia_lateadx_ta_2024.htm,23ea030f4ba0f5fdfaf477a7312b1b3dba93b29af69d58f7f7505eaa3f832b96,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267C/p1_soft_axis_followup/mt5/reports/Project_Obsidian_Prime_v2_run267C_stage267_execute_prioritized_ablation_replacement_variants_v1_s264_aia_lateadx_ta_2024.png,113.83,1.06,349,35.88,foundation/mt5/ObsidianPrimeV2_RuntimeProbeEA.mq5=8052a066c6bb961354e7231bf8aab83fe8277d1396343ca86bf1309809c62c19;foundation/mt5/include/ObsidianPrime/DecisionSurface.mqh=f1ec27d4078f98c26e018aa9c62b9aac1cb6f2b99abf6bf211aac8ba5ee6708a;foundation/mt5/include/ObsidianPrime/EbmTableRuntime.mqh=825b0e289e62c6495fb6af52c1c370a715835bd313dfa2e615375db561389df1;foundation/mt5/include/ObsidianPrime/ExecutionBridge.mqh=6d05002d599692b77ff53327e4b8bc938ec7956d0ca1e6237e094d2a21a58560;foundation/mt5/include/ObsidianPrime/FeatureInputs.mqh=4a6da19b719c01d5134e829fd7f0aa99d94c4564d70ded16bccc20ed4baf72b8;foundation/mt5/include/ObsidianPrime/ModelRuntime.mqh=cf1032c866501f142ecb2372fe7e6d14eb711eafcf8d908dcb8f4226403b281f;foundation/mt5/include/ObsidianPrime/RuntimeTelemetry.mqh=b9ecadfde682d071e663721c3e761c633b8e525484554e0ceb432e110c6ea6a7
s264_aia_lateadx_rt_2024,s264_allow_inner_all_oos_anchor,s264_aia,completed,completed,completed,C:/Program Files/MetaTrader 5/terminal64.exe,US100,M5,500,1:100,4,0,2024.01.02,2025.01.01,Project_Obsidian_Prime_v2\foundation\mt5\ObsidianPrimeV2_RuntimeProbeEA.ex5,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267C/p1_soft_axis_followup/mt5/s264_aia_lateadx_rt_2024.set,6a16e7b852ce1b4f8274e1ba41fd131c9a6188212046d4421bd0e47c3108d56e,OPV2/s267c/run267C_p1/lateadx/s264_aia/models/s264_aia_lateadx_model.csv,OPV2/s267c/run267C_p1/lateadx/s264_aia/features/s264_aia_lateadx.csv,7647698b6fb69ce378e689021a9ffa86d076e6083ed493d66159b75799582469,26741402,0.25,true,true,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267C/p1_soft_axis_followup/mt5/reports/Project_Obsidian_Prime_v2_run267C_stage267_execute_prioritized_ablation_replacement_variants_v1_s264_aia_lateadx_rt_2024.htm,38a605905fff04b557deb223b94174de65bba55cd8a9fd71c268d09962b1bb1b,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267C/p1_soft_axis_followup/mt5/reports/Project_Obsidian_Prime_v2_run267C_stage267_execute_prioritized_ablation_replacement_variants_v1_s264_aia_lateadx_rt_2024.png,113.83,1.06,349,35.88,foundation/mt5/ObsidianPrimeV2_RuntimeProbeEA.mq5=8052a066c6bb961354e7231bf8aab83fe8277d1396343ca86bf1309809c62c19;foundation/mt5/include/ObsidianPrime/DecisionSurface.mqh=f1ec27d4078f98c26e018aa9c62b9aac1cb6f2b99abf6bf211aac8ba5ee6708a;foundation/mt5/include/ObsidianPrime/EbmTableRuntime.mqh=825b0e289e62c6495fb6af52c1c370a715835bd313dfa2e615375db561389df1;foundation/mt5/include/ObsidianPrime/ExecutionBridge.mqh=6d05002d599692b77ff53327e4b8bc938ec7956d0ca1e6237e094d2a21a58560;foundation/mt5/include/ObsidianPrime/FeatureInputs.mqh=4a6da19b719c01d5134e829fd7f0aa99d94c4564d70ded16bccc20ed4baf72b8;foundation/mt5/include/ObsidianPrime/ModelRuntime.mqh=cf1032c866501f142ecb2372fe7e6d14eb711eafcf8d908dcb8f4226403b281f;foundation/mt5/include/ObsidianPrime/RuntimeTelemetry.mqh=b9ecadfde682d071e663721c3e761c633b8e525484554e0ceb432e110c6ea6a7
s258_stc_lateadx_ta_2024,s258_short_tight_control,s258_stc,completed,completed,completed,C:/Program Files/MetaTrader 5/terminal64.exe,US100,M5,500,1:100,4,0,2024.01.02,2025.01.01,Project_Obsidian_Prime_v2\foundation\mt5\ObsidianPrimeV2_RuntimeProbeEA.ex5,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267C/p1_soft_axis_followup/mt5/s258_stc_lateadx_ta_2024.set,9a60aa9ca654f9d7359ba87009d0f058adc434cd1ec07e2ab0cf440dcf865b79,OPV2/s267c/run267C_p1/lateadx/s258_stc/models/s258_stc_lateadx_model.csv,OPV2/s267c/run267C_p1/lateadx/s258_stc/features/s258_stc_lateadx.csv,d236bdaee097504348693024cb9d469fa84f770a110e737e9670568b296d9c37,26741501,0.25,true,true,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267C/p1_soft_axis_followup/mt5/reports/Project_Obsidian_Prime_v2_run267C_stage267_execute_prioritized_ablation_replacement_variants_v1_s258_stc_lateadx_ta_2024.htm,03fa33397b558360e3b79e9afe23884d73b7cd79a116cf5e01190ea5b170ae1f,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267C/p1_soft_axis_followup/mt5/reports/Project_Obsidian_Prime_v2_run267C_stage267_execute_prioritized_ablation_replacement_variants_v1_s258_stc_lateadx_ta_2024.png,147.53,1.07,372,39.12,foundation/mt5/ObsidianPrimeV2_RuntimeProbeEA.mq5=8052a066c6bb961354e7231bf8aab83fe8277d1396343ca86bf1309809c62c19;foundation/mt5/include/ObsidianPrime/DecisionSurface.mqh=f1ec27d4078f98c26e018aa9c62b9aac1cb6f2b99abf6bf211aac8ba5ee6708a;foundation/mt5/include/ObsidianPrime/EbmTableRuntime.mqh=825b0e289e62c6495fb6af52c1c370a715835bd313dfa2e615375db561389df1;foundation/mt5/include/ObsidianPrime/ExecutionBridge.mqh=6d05002d599692b77ff53327e4b8bc938ec7956d0ca1e6237e094d2a21a58560;foundation/mt5/include/ObsidianPrime/FeatureInputs.mqh=4a6da19b719c01d5134e829fd7f0aa99d94c4564d70ded16bccc20ed4baf72b8;foundation/mt5/include/ObsidianPrime/ModelRuntime.mqh=cf1032c866501f142ecb2372fe7e6d14eb711eafcf8d908dcb8f4226403b281f;foundation/mt5/include/ObsidianPrime/RuntimeTelemetry.mqh=b9ecadfde682d071e663721c3e761c633b8e525484554e0ceb432e110c6ea6a7
s258_stc_lateadx_rt_2024,s258_short_tight_control,s258_stc,completed,completed,completed,C:/Program Files/MetaTrader 5/terminal64.exe,US100,M5,500,1:100,4,0,2024.01.02,2025.01.01,Project_Obsidian_Prime_v2\foundation\mt5\ObsidianPrimeV2_RuntimeProbeEA.ex5,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267C/p1_soft_axis_followup/mt5/s258_stc_lateadx_rt_2024.set,1203214a1d00be096fe894bcae6aa7e936a55fd1aff71cc60eaeba818c5621b6,OPV2/s267c/run267C_p1/lateadx/s258_stc/models/s258_stc_lateadx_model.csv,OPV2/s267c/run267C_p1/lateadx/s258_stc/features/s258_stc_lateadx.csv,d236bdaee097504348693024cb9d469fa84f770a110e737e9670568b296d9c37,26741502,0.25,true,true,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267C/p1_soft_axis_followup/mt5/reports/Project_Obsidian_Prime_v2_run267C_stage267_execute_prioritized_ablation_replacement_variants_v1_s258_stc_lateadx_rt_2024.htm,fe6b9bb7d589783c6d3b918d4140b801e7d3a8e666376b470e72391cb401b84c,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267C/p1_soft_axis_followup/mt5/reports/Project_Obsidian_Prime_v2_run267C_stage267_execute_prioritized_ablation_replacement_variants_v1_s258_stc_lateadx_rt_2024.png,147.53,1.07,372,39.12,foundation/mt5/ObsidianPrimeV2_RuntimeProbeEA.mq5=8052a066c6bb961354e7231bf8aab83fe8277d1396343ca86bf1309809c62c19;foundation/mt5/include/ObsidianPrime/DecisionSurface.mqh=f1ec27d4078f98c26e018aa9c62b9aac1cb6f2b99abf6bf211aac8ba5ee6708a;foundation/mt5/include/ObsidianPrime/EbmTableRuntime.mqh=825b0e289e62c6495fb6af52c1c370a715835bd313dfa2e615375db561389df1;foundation/mt5/include/ObsidianPrime/ExecutionBridge.mqh=6d05002d599692b77ff53327e4b8bc938ec7956d0ca1e6237e094d2a21a58560;foundation/mt5/include/ObsidianPrime/FeatureInputs.mqh=4a6da19b719c01d5134e829fd7f0aa99d94c4564d70ded16bccc20ed4baf72b8;foundation/mt5/include/ObsidianPrime/ModelRuntime.mqh=cf1032c866501f142ecb2372fe7e6d14eb711eafcf8d908dcb8f4226403b281f;foundation/mt5/include/ObsidianPrime/RuntimeTelemetry.mqh=b9ecadfde682d071e663721c3e761c633b8e525484554e0ceb432e110c6ea6a7
