record_view,tier_scope,split,status,route_role,net_profit,profit_factor,trade_count,expectancy,max_drawdown_amount,max_drawdown_percent,recovery_factor,order_attempt_count,fill_count,reject_count,skip_count,feature_ready_count,model_ok_count
mt5_ta_s264_aih_atrcomp_historical_2024_tier_a_train_era_stress,Tier A,historical_2024_tier_a_train_era_stress,completed,tier_only_total,269.2,1.16,314,0.86,245.25,28.73,1.1,557,557,0,59283,11651,11651
mt5_rt_s264_aih_atrcomp_historical_2024_tier_a_train_era_stress,Tier A+B,historical_2024_tier_a_train_era_stress,completed,routed_total,269.2,1.16,314,0.86,245.25,28.73,1.1,557,557,0,59283,11651,11651
mt5_ta_s264_lc_atrcomp_historical_2024_tier_a_train_era_stress,Tier A,historical_2024_tier_a_train_era_stress,completed,tier_only_total,240.12,1.15,311,0.77,237.43,28.78,1.01,551,551,0,59283,11651,11651
mt5_rt_s264_lc_atrcomp_historical_2024_tier_a_train_era_stress,Tier A+B,historical_2024_tier_a_train_era_stress,completed,routed_total,240.12,1.15,311,0.77,237.43,28.78,1.01,551,551,0,59283,11651,11651
mt5_ta_s262_lih_atrcomp_historical_2024_tier_a_train_era_stress,Tier A,historical_2024_tier_a_train_era_stress,completed,tier_only_total,201.92,1.12,313,0.65,251.44,30.48,0.8,554,554,0,59283,11651,11651
mt5_rt_s262_lih_atrcomp_historical_2024_tier_a_train_era_stress,Tier A+B,historical_2024_tier_a_train_era_stress,completed,routed_total,201.92,1.12,313,0.65,251.44,30.48,0.8,554,554,0,59283,11651,11651
mt5_ta_s264_aia_atrcomp_historical_2024_tier_a_train_era_stress,Tier A,historical_2024_tier_a_train_era_stress,completed,tier_only_total,261.08,1.16,315,0.83,244.59,28.89,1.07,559,559,0,59283,11651,11651
mt5_rt_s264_aia_atrcomp_historical_2024_tier_a_train_era_stress,Tier A+B,historical_2024_tier_a_train_era_stress,completed,routed_total,261.08,1.16,315,0.83,244.59,28.89,1.07,559,559,0,59283,11651,11651
mt5_ta_s258_stc_atrcomp_historical_2024_tier_a_train_era_stress,Tier A,historical_2024_tier_a_train_era_stress,completed,tier_only_total,260.91,1.14,334,0.78,268.04,29.99,0.97,591,591,0,59283,11651,11651
mt5_rt_s258_stc_atrcomp_historical_2024_tier_a_train_era_stress,Tier A+B,historical_2024_tier_a_train_era_stress,completed,routed_total,260.91,1.14,334,0.78,268.04,29.99,0.97,591,591,0,59283,11651,11651
mt5_ta_s264_aih_latevlow_historical_2024_tier_a_train_era_stress,Tier A,historical_2024_tier_a_train_era_stress,completed,tier_only_total,159.45,1.08,348,0.46,268.15,31.51,0.59,604,604,0,59283,11651,11651
mt5_rt_s264_aih_latevlow_historical_2024_tier_a_train_era_stress,Tier A+B,historical_2024_tier_a_train_era_stress,completed,routed_total,159.45,1.08,348,0.46,268.15,31.51,0.59,604,604,0,59283,11651,11651
mt5_ta_s264_lc_latevlow_historical_2024_tier_a_train_era_stress,Tier A,historical_2024_tier_a_train_era_stress,completed,tier_only_total,136.33,1.07,345,0.4,268.9,32.28,0.51,598,598,0,59283,11651,11651
mt5_rt_s264_lc_latevlow_historical_2024_tier_a_train_era_stress,Tier A+B,historical_2024_tier_a_train_era_stress,completed,routed_total,136.33,1.07,345,0.4,268.9,32.28,0.51,598,598,0,59283,11651,11651
mt5_ta_s262_lih_latevlow_historical_2024_tier_a_train_era_stress,Tier A,historical_2024_tier_a_train_era_stress,completed,tier_only_total,104.45,1.05,347,0.3,281.86,33.83,0.37,601,601,0,59283,11651,11651
mt5_rt_s262_lih_latevlow_historical_2024_tier_a_train_era_stress,Tier A+B,historical_2024_tier_a_train_era_stress,completed,routed_total,104.45,1.05,347,0.3,281.86,33.83,0.37,601,601,0,59283,11651,11651
mt5_ta_s264_aia_latevlow_historical_2024_tier_a_train_era_stress,Tier A,historical_2024_tier_a_train_era_stress,completed,tier_only_total,152.41,1.08,349,0.44,265.62,31.56,0.57,606,606,0,59283,11651,11651
mt5_rt_s264_aia_latevlow_historical_2024_tier_a_train_era_stress,Tier A+B,historical_2024_tier_a_train_era_stress,completed,routed_total,152.41,1.08,349,0.44,265.62,31.56,0.57,606,606,0,59283,11651,11651
mt5_ta_s258_stc_latevlow_historical_2024_tier_a_train_era_stress,Tier A,historical_2024_tier_a_train_era_stress,completed,tier_only_total,185.38,1.08,372,0.5,328.65,35.4,0.56,642,642,0,59283,11651,11651
mt5_rt_s258_stc_latevlow_historical_2024_tier_a_train_era_stress,Tier A+B,historical_2024_tier_a_train_era_stress,completed,routed_total,185.38,1.08,372,0.5,328.65,35.4,0.56,642,642,0,59283,11651,11651
