attempt_name,artifact_slug,candidate_id,feature_set_id,model_id,net_profit,profit_factor,trades_per_day,equity_dd_percent,recovery_factor,cost_1_net,cost_1_pf,cost_1_survives,cost_2_survives,max_surviving_extra_cost,worst_rolling_net,worst_rolling_start,worst_rolling_end,max_underwater_trade_count,underwater_trade_ratio,buy_net,sell_net,sell_pf,long_trade_share,db_source_status,overfit_pressure_score,overfit_pressure_level,pressure_flags,claim_effect
c56_bal_rf,c56_bal,core56_no_top3_weight_features__l2_balanced_c025,core56_no_top3_weight_features,l2_balanced_c025,1.45,1.0,2.586207,22.55,0.01,-73.55,0.805598,False,False,0.0,-66.07,2026-05-15 17:20:00,2026-05-20 16:35:00,39,0.52,87.0,-85.55,0.606015,0.56,out_of_scope_by_claim,20,high,net_too_small_for_forward_robustness;pf_near_flat;dd_percent_high;trade_density_below_us100_review_band;fails_plus1_cost_stress;fails_plus2_cost_stress;deep_rolling_curve_pocket;long_underwater_stretch;short_side_drag;db_source_missing_for_cp322a_attribution;run330f_fragility_flag,"research-only pressure evidence; no threshold, rule, or lot retuning"
c56_plain_rf,c56_plain,core56_no_top3_weight_features__l2_plain_c025,core56_no_top3_weight_features,l2_plain_c025,147.06,1.67,2.655172,10.08,2.09,70.06,1.278846,True,False,1.0,-34.86,2026-05-18 18:20:00,2026-05-21 19:50:00,23,0.2987012987,158.14,-11.08,0.8574,0.7532467532,out_of_scope_by_claim,4,low,trade_density_below_us100_review_band;fails_plus2_cost_stress;short_side_drag;db_source_missing_for_cp322a_attribution;watchlist_not_selection,"research-only pressure evidence; no threshold, rule, or lot retuning"
m48_bal_rf,m48_bal,macro48_no_equity_breadth_or_top3__l2_balanced_c025,macro48_no_equity_breadth_or_top3,l2_balanced_c025,57.84,1.08,9.551724,28.11,0.4,-219.16,0.745648,False,False,0.0,-79.99,2026-04-28 12:50:00,2026-04-30 08:35:00,194,0.7003610108,112.8,-54.96,0.795231,0.7797833935,out_of_scope_by_claim,16,high,pf_low_margin;dd_percent_high;fails_plus1_cost_stress;fails_plus2_cost_stress;deep_rolling_curve_pocket;long_underwater_stretch;short_side_drag;db_source_missing_for_cp322a_attribution;run330f_fragility_flag,"research-only pressure evidence; no threshold, rule, or lot retuning"
m48_plain_rf,m48_plain,macro48_no_equity_breadth_or_top3__l2_plain_c025,macro48_no_equity_breadth_or_top3,l2_plain_c025,269.88,1.49,9.275862,14.1,3.46,0.88,1.001302,True,False,1.0,-62.79,2026-04-27 16:05:00,2026-04-30 08:35:00,51,0.1895910781,229.53,40.35,1.475938,0.8847583643,out_of_scope_by_claim,5,medium,fails_plus2_cost_stress;deep_rolling_curve_pocket;long_side_concentration;db_source_missing_for_cp322a_attribution;watchlist_not_selection,"research-only pressure evidence; no threshold, rule, or lot retuning"
u42_bal_rf,u42_bal,us100_technical42_no_external__l2_balanced_c025,us100_technical42_no_external,l2_balanced_c025,8.66,1.01,9.5,30.87,0.05,-314.34,0.682058,False,False,0.0,-77.21,2026-04-28 13:25:00,2026-04-30 09:05:00,313,0.9690402477,69.46,-60.8,0.776594,0.8204334365,out_of_scope_by_claim,20,high,net_too_small_for_forward_robustness;pf_near_flat;dd_percent_high;fails_plus1_cost_stress;fails_plus2_cost_stress;deep_rolling_curve_pocket;long_underwater_stretch;short_side_drag;long_side_concentration;db_source_missing_for_cp322a_attribution;run330f_fragility_flag,"research-only pressure evidence; no threshold, rule, or lot retuning"
u42_plain_rf,u42_plain,us100_technical42_no_external__l2_plain_c025,us100_technical42_no_external,l2_plain_c025,119.91,1.17,9.588235,17.37,1.06,-206.09,0.760391,False,False,0.25,-72.06,2026-05-18 09:20:00,2026-05-19 14:35:00,80,0.245398773,156.42,-36.51,0.711269,0.9079754601,out_of_scope_by_claim,13,high,pf_low_margin;fails_plus1_cost_stress;fails_plus2_cost_stress;deep_rolling_curve_pocket;short_side_drag;long_side_concentration;db_source_missing_for_cp322a_attribution;run330f_fragility_flag,"research-only pressure evidence; no threshold, rule, or lot retuning"
