run_id,attempt_name,candidate_id,axis_id,split,layer,metric,proxy_value,runtime_value,delta,gap_class,evidence,claim_boundary
frontier68F_near_four_axis_onnx_runtime_repair_probe_v1,f68f_near_four_axis_c6192f_validation,f68b_0872ddc6192f,near_four_axis_repair_axis,validation,signal_count_parity,signal_count,4689,4689,0,signal_count_exact,runtime_summary_vs_onnx_signal_parity,repair_runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier68F_near_four_axis_onnx_runtime_repair_probe_v1,f68f_near_four_axis_c6192f_validation,f68b_0872ddc6192f,near_four_axis_repair_axis,validation,feature_readiness,feature_ready_count,9844,9844,0,feature_ready_exact,runtime_summary_feature_ready_count,repair_runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier68F_near_four_axis_onnx_runtime_repair_probe_v1,f68f_near_four_axis_c6192f_validation,f68b_0872ddc6192f,near_four_axis_repair_axis,validation,trade_density,trades_per_day,3.1845018450184504,3.974264705882353,0.7897628608639025,runtime_density_outside_target_band,proxy_kpi_vs_strategy_tester_trade_count,repair_runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier68F_near_four_axis_onnx_runtime_repair_probe_v1,f68f_near_four_axis_c6192f_validation,f68b_0872ddc6192f,near_four_axis_repair_axis,validation,economics_pf,profit_factor,1.2872492088315126,1.01,-0.2772492088315126,runtime_pf_below_proxy,proxy_kpi_vs_strategy_tester_report,repair_runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier68F_near_four_axis_onnx_runtime_repair_probe_v1,f68f_near_four_axis_c6192f_validation,f68b_0872ddc6192f,near_four_axis_repair_axis,validation,drawdown_methodology,drawdown_percent,6.821299999999944,25.06,18.238700000000055,runtime_dd_exceeds_proxy_dd,proxy_dd_percent_vs_strategy_tester_dd,repair_runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier68F_near_four_axis_onnx_runtime_repair_probe_v1,f68f_near_four_axis_c6192f_validation,f68b_0872ddc6192f,near_four_axis_repair_axis,validation,accounting_trade_shape,order_fill_vs_deal_count,2087,2162,75,deal_order_gap,runtime_order_fill_count_vs_strategy_report_deal_count,repair_runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier68F_near_four_axis_onnx_runtime_repair_probe_v1,f68f_near_four_axis_c6192f_validation,f68b_0872ddc6192f,near_four_axis_repair_axis,validation,cost_identity,commission_swap,proxy_cost_terms,commission=0.0;swap=3.96,3.96,cost_observed_in_deal_table,strategy_report_deal_table,repair_runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier68F_near_four_axis_onnx_runtime_repair_probe_v1,f68f_near_four_axis_c6192f_oos,f68b_0872ddc6192f,near_four_axis_repair_axis,oos,signal_count_parity,signal_count,4784,4784,0,signal_count_exact,runtime_summary_vs_onnx_signal_parity,repair_runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier68F_near_four_axis_onnx_runtime_repair_probe_v1,f68f_near_four_axis_c6192f_oos,f68b_0872ddc6192f,near_four_axis_repair_axis,oos,feature_readiness,feature_ready_count,7584,7584,0,feature_ready_exact,runtime_summary_feature_ready_count,repair_runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier68F_near_four_axis_onnx_runtime_repair_probe_v1,f68f_near_four_axis_c6192f_oos,f68b_0872ddc6192f,near_four_axis_repair_axis,oos,trade_density,trades_per_day,3.9896907216494846,4.779487179487179,0.7897964578376948,runtime_density_outside_target_band,proxy_kpi_vs_strategy_tester_trade_count,repair_runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
