candidate_id,split,rows,sklearn_signal_count,onnx_signal_count,signal_count_diff,signal_mismatch_count,side_mismatch_on_signal_count,max_edge_abs_diff,passed
f68b_0872ddc6192f,validation,9844,4689,4689,0,0,0,2.2332166560445899e-07,True
f68b_0872ddc6192f,oos,7584,4784,4784,0,0,0,2.129136322248648e-07,True
