run_id,record_view,split,tier_scope,route_role,trade_count,avg_hold_bars,mfe_mean,mae_mean,long_net_profit,short_net_profit,positive_month_ratio,status
run03R_et_gap_overnight_context_probe_v1,mt5_down_open_tier_a_only_validation_is,validation,Tier A,tier_only_total,43,57.2791,20.3349,14.9478,104.68,-25.28,0.666667,trade_attribution_recorded
run03R_et_gap_overnight_context_probe_v1,mt5_down_open_tier_b_fallback_only_validation_is,validation,Tier B,tier_b_fallback_only_total,6,2115.33,51.6112,41.1673,0.73,-221.6,0,trade_attribution_recorded
run03R_et_gap_overnight_context_probe_v1,mt5_down_open_routed_total_validation_is,validation,Tier A+B,routed_total,48,52.0833,18.592,13.9282,105.41,-27.22,0.666667,trade_attribution_recorded
run03R_et_gap_overnight_context_probe_v1,mt5_flat_open_tier_a_only_validation_is,validation,Tier A,tier_only_total,14,333,21.3052,20.0774,166.74,-71.44,0.333333,trade_attribution_recorded
run03R_et_gap_overnight_context_probe_v1,mt5_flat_open_tier_b_fallback_only_validation_is,validation,Tier B,tier_b_fallback_only_total,9,137.667,5.391,13.3522,-6.18,-64.43,0,trade_attribution_recorded
run03R_et_gap_overnight_context_probe_v1,mt5_flat_open_routed_total_validation_is,validation,Tier A+B,routed_total,22,214.364,15.1752,14.4839,179.45,-81.31,0.333333,trade_attribution_recorded
run03R_et_gap_overnight_context_probe_v1,mt5_up_open_tier_a_only_validation_is,validation,Tier A,tier_only_total,35,94.7429,12.7882,14.7056,18.75,-131.76,0.333333,trade_attribution_recorded
run03R_et_gap_overnight_context_probe_v1,mt5_up_open_tier_b_fallback_only_validation_is,validation,Tier B,tier_b_fallback_only_total,3,2040,62.7027,31.9783,107.18,-78.58,0.5,trade_attribution_recorded
run03R_et_gap_overnight_context_probe_v1,mt5_up_open_routed_total_validation_is,validation,Tier A+B,routed_total,37,90.2973,12.301,14.1009,20.11,-123.31,0.333333,trade_attribution_recorded
run03R_et_gap_overnight_context_probe_v1,mt5_down_open_tier_a_only_oos,oos,Tier A,tier_only_total,6,7.66667,9.907,4.45133,7.13,-9.59,0.333333,trade_attribution_recorded
run03R_et_gap_overnight_context_probe_v1,mt5_down_open_tier_b_fallback_only_oos,oos,Tier B,tier_b_fallback_only_total,1,1140,39.873,12.564,0,35.33,1,trade_attribution_recorded
run03R_et_gap_overnight_context_probe_v1,mt5_down_open_routed_total_oos,oos,Tier A+B,routed_total,8,8,7.49737,4.801,7.13,-18.66,0.333333,trade_attribution_recorded
run03R_et_gap_overnight_context_probe_v1,mt5_flat_open_tier_a_only_oos,oos,Tier A,tier_only_total,11,238.636,6.67455,12.0296,-6.67,-77.35,0,trade_attribution_recorded
run03R_et_gap_overnight_context_probe_v1,mt5_flat_open_tier_b_fallback_only_oos,oos,Tier B,tier_b_fallback_only_total,2,860,7.34,27.69,0,-41.57,0,trade_attribution_recorded
run03R_et_gap_overnight_context_probe_v1,mt5_flat_open_routed_total_oos,oos,Tier A+B,routed_total,12,166.75,6.65583,13.2911,0,-115.86,0,trade_attribution_recorded
run03R_et_gap_overnight_context_probe_v1,mt5_up_open_tier_a_only_oos,oos,Tier A,tier_only_total,8,145.875,14.5002,6.95988,11.3,24.8,0.666667,trade_attribution_recorded
run03R_et_gap_overnight_context_probe_v1,mt5_up_open_tier_b_fallback_only_oos,oos,Tier B,tier_b_fallback_only_total,4,27,3.1385,6.074,-0.33,-5.34,0,trade_attribution_recorded
run03R_et_gap_overnight_context_probe_v1,mt5_up_open_routed_total_oos,oos,Tier A+B,routed_total,10,117.8,11.9476,5.8774,7,18.27,0.666667,trade_attribution_recorded
