side,pnl,entry_hour,entry_month,entry_quarter,source,entry_time,exit_time
long,-3.23,19,2025-11,2025Q4,parent_kept(부모 유지),2025-11-25 19:40:00,2025-11-25 20:10:00
long,1.02,20,2025-11,2025Q4,parent_kept(부모 유지),2025-11-25 20:15:00,2025-11-25 20:45:00
long,-5.71,21,2025-11,2025Q4,parent_kept(부모 유지),2025-11-25 21:00:00,2025-11-25 21:45:00
long,23.48,21,2025-11,2025Q4,parent_kept(부모 유지),2025-11-25 21:55:00,2025-11-26 16:55:00
long,2.19,17,2025-11,2025Q4,parent_kept(부모 유지),2025-11-26 17:00:00,2025-11-26 17:30:00
long,6.86,17,2025-11,2025Q4,parent_kept(부모 유지),2025-11-26 17:35:00,2025-11-26 18:05:00
long,5.31,18,2025-11,2025Q4,parent_kept(부모 유지),2025-11-26 18:10:00,2025-11-26 18:40:00
long,-3.87,18,2025-11,2025Q4,parent_kept(부모 유지),2025-11-26 18:45:00,2025-11-26 19:15:00
long,-1.41,20,2025-11,2025Q4,parent_kept(부모 유지),2025-11-26 20:15:00,2025-11-26 21:00:00
long,1.48,21,2025-11,2025Q4,parent_kept(부모 유지),2025-11-26 21:05:00,2025-11-26 21:40:00
long,-2.0,17,2025-12,2025Q4,parent_kept(부모 유지),2025-12-01 17:10:00,2025-12-01 17:40:00
long,1.22,17,2025-12,2025Q4,parent_kept(부모 유지),2025-12-01 17:45:00,2025-12-01 18:15:00
long,5.44,18,2025-12,2025Q4,parent_kept(부모 유지),2025-12-01 18:30:00,2025-12-01 19:00:00
long,2.59,19,2025-12,2025Q4,parent_kept(부모 유지),2025-12-01 19:05:00,2025-12-01 19:45:00
long,-1.67,20,2025-12,2025Q4,parent_kept(부모 유지),2025-12-01 20:15:00,2025-12-01 21:05:00
long,4.01,16,2025-12,2025Q4,parent_kept(부모 유지),2025-12-02 16:40:00,2025-12-02 17:10:00
long,-1.29,17,2025-12,2025Q4,parent_kept(부모 유지),2025-12-02 17:15:00,2025-12-02 17:45:00
long,-12.33,17,2025-12,2025Q4,parent_kept(부모 유지),2025-12-02 17:50:00,2025-12-02 18:20:00
long,7.86,19,2025-12,2025Q4,parent_kept(부모 유지),2025-12-02 19:10:00,2025-12-02 19:40:00
long,-4.67,19,2025-12,2025Q4,parent_kept(부모 유지),2025-12-02 19:45:00,2025-12-02 20:15:00
long,1.24,20,2025-12,2025Q4,parent_kept(부모 유지),2025-12-02 20:20:00,2025-12-02 21:00:00
long,0.86,21,2025-12,2025Q4,parent_kept(부모 유지),2025-12-02 21:05:00,2025-12-02 21:35:00
long,5.61,17,2025-12,2025Q4,parent_kept(부모 유지),2025-12-03 17:10:00,2025-12-03 17:40:00
long,-5.62,17,2025-12,2025Q4,parent_kept(부모 유지),2025-12-03 17:45:00,2025-12-03 18:15:00
long,0.96,18,2025-12,2025Q4,parent_kept(부모 유지),2025-12-03 18:25:00,2025-12-03 19:00:00
long,-7.84,17,2025-12,2025Q4,parent_kept(부모 유지),2025-12-04 17:40:00,2025-12-04 18:15:00
long,3.64,18,2025-12,2025Q4,parent_kept(부모 유지),2025-12-04 18:25:00,2025-12-04 18:55:00
long,4.64,17,2025-12,2025Q4,parent_kept(부모 유지),2025-12-05 17:00:00,2025-12-05 17:30:00
long,-11.47,17,2025-12,2025Q4,parent_kept(부모 유지),2025-12-05 17:35:00,2025-12-05 18:05:00
long,-4.99,17,2025-12,2025Q4,parent_kept(부모 유지),2025-12-08 17:45:00,2025-12-08 18:15:00
long,-3.44,18,2025-12,2025Q4,parent_kept(부모 유지),2025-12-08 18:45:00,2025-12-08 19:25:00
long,-3.16,20,2025-12,2025Q4,parent_kept(부모 유지),2025-12-08 20:05:00,2025-12-08 20:40:00
long,1.79,21,2025-12,2025Q4,parent_kept(부모 유지),2025-12-08 21:10:00,2025-12-08 21:45:00
long,0.89,16,2025-12,2025Q4,parent_kept(부모 유지),2025-12-10 16:50:00,2025-12-10 17:20:00
long,0.47,18,2025-12,2025Q4,parent_kept(부모 유지),2025-12-10 18:25:00,2025-12-10 19:05:00
long,-7.449999999999999,21,2025-12,2025Q4,parent_kept(부모 유지),2025-12-10 21:45:00,2025-12-11 16:45:00
short,-18.385,17,2025-12,2025Q4,synthetic_short(합성 숏),2025-12-11 17:00:00,2025-12-11 17:30:00
long,-5.71,18,2025-12,2025Q4,parent_kept(부모 유지),2025-12-11 18:05:00,2025-12-11 18:35:00
long,12.75,18,2025-12,2025Q4,parent_kept(부모 유지),2025-12-11 18:55:00,2025-12-11 19:25:00
long,3.59,20,2025-12,2025Q4,parent_kept(부모 유지),2025-12-11 20:15:00,2025-12-11 20:50:00
short,8.315,17,2025-12,2025Q4,synthetic_short(합성 숏),2025-12-12 17:30:00,2025-12-12 18:00:00
short,1.69,18,2025-12,2025Q4,parent_kept(부모 유지),2025-12-12 18:00:00,2025-12-12 18:30:00
short,-8.24,17,2025-12,2025Q4,parent_kept(부모 유지),2025-12-15 17:30:00,2025-12-15 18:00:00
long,-6.49,18,2025-12,2025Q4,parent_kept(부모 유지),2025-12-15 18:25:00,2025-12-15 18:55:00
long,-2.84,19,2025-12,2025Q4,parent_kept(부모 유지),2025-12-15 19:00:00,2025-12-15 19:35:00
long,5.49,20,2025-12,2025Q4,parent_kept(부모 유지),2025-12-15 20:40:00,2025-12-15 21:20:00
long,5.69,16,2025-12,2025Q4,parent_kept(부모 유지),2025-12-16 16:45:00,2025-12-16 17:15:00
long,-0.16,17,2025-12,2025Q4,parent_kept(부모 유지),2025-12-16 17:20:00,2025-12-16 17:50:00
long,-9.04,18,2025-12,2025Q4,parent_kept(부모 유지),2025-12-16 18:00:00,2025-12-16 18:30:00
long,0.89,18,2025-12,2025Q4,parent_kept(부모 유지),2025-12-16 18:55:00,2025-12-16 19:25:00
long,-5.49,19,2025-12,2025Q4,parent_kept(부모 유지),2025-12-16 19:30:00,2025-12-16 20:05:00
long,-2.65,21,2025-12,2025Q4,parent_kept(부모 유지),2025-12-16 21:50:00,2025-12-17 16:55:00
short,11.09,17,2025-12,2025Q4,parent_kept(부모 유지),2025-12-17 17:45:00,2025-12-17 18:15:00
short,3.52,18,2025-12,2025Q4,parent_kept(부모 유지),2025-12-17 18:20:00,2025-12-17 18:50:00
long,2.09,16,2025-12,2025Q4,parent_kept(부모 유지),2025-12-18 16:40:00,2025-12-18 17:10:00
long,18.34,17,2025-12,2025Q4,parent_kept(부모 유지),2025-12-18 17:15:00,2025-12-18 17:45:00
long,1.57,17,2025-12,2025Q4,parent_kept(부모 유지),2025-12-18 17:50:00,2025-12-18 18:20:00
long,2.54,18,2025-12,2025Q4,parent_kept(부모 유지),2025-12-18 18:25:00,2025-12-18 18:55:00
long,-10.5,19,2025-12,2025Q4,parent_kept(부모 유지),2025-12-18 19:00:00,2025-12-18 19:35:00
long,-0.26,20,2025-12,2025Q4,parent_kept(부모 유지),2025-12-18 20:10:00,2025-12-18 20:55:00
long,-7.84,21,2025-12,2025Q4,parent_kept(부모 유지),2025-12-18 21:00:00,2025-12-18 21:40:00
long,10.14,16,2025-12,2025Q4,parent_kept(부모 유지),2025-12-19 16:40:00,2025-12-19 17:10:00
long,-2.98,17,2025-12,2025Q4,parent_kept(부모 유지),2025-12-19 17:15:00,2025-12-19 17:45:00
long,6.49,17,2025-12,2025Q4,parent_kept(부모 유지),2025-12-19 17:50:00,2025-12-19 18:20:00
long,-1.14,18,2025-12,2025Q4,parent_kept(부모 유지),2025-12-19 18:25:00,2025-12-19 18:55:00
long,6.59,19,2025-12,2025Q4,parent_kept(부모 유지),2025-12-19 19:00:00,2025-12-19 19:30:00
long,-2.09,16,2025-12,2025Q4,parent_kept(부모 유지),2025-12-22 16:40:00,2025-12-22 17:15:00
long,1.09,17,2025-12,2025Q4,parent_kept(부모 유지),2025-12-22 17:20:00,2025-12-22 18:25:00
long,5.12,17,2025-12,2025Q4,parent_kept(부모 유지),2025-12-23 17:05:00,2025-12-23 17:35:00
long,1.87,17,2025-12,2025Q4,parent_kept(부모 유지),2025-12-26 17:25:00,2025-12-26 18:00:00
long,-5.91,17,2025-12,2025Q4,parent_kept(부모 유지),2025-12-29 17:30:00,2025-12-29 18:05:00
long,-4.19,16,2025-12,2025Q4,parent_kept(부모 유지),2025-12-30 16:55:00,2025-12-30 17:25:00
long,-4.68,16,2026-01,2026Q1,parent_kept(부모 유지),2026-01-02 16:40:00,2026-01-02 17:15:00
short,13.38,17,2026-01,2026Q1,parent_kept(부모 유지),2026-01-02 17:30:00,2026-01-02 18:05:00
short,-2.06,18,2026-01,2026Q1,parent_kept(부모 유지),2026-01-02 18:10:00,2026-01-02 18:40:00
long,-4.79,19,2026-01,2026Q1,parent_kept(부모 유지),2026-01-02 19:20:00,2026-01-02 19:55:00
long,7.79,16,2026-01,2026Q1,parent_kept(부모 유지),2026-01-05 16:40:00,2026-01-05 17:10:00
long,0.04,17,2026-01,2026Q1,parent_kept(부모 유지),2026-01-05 17:15:00,2026-01-05 17:45:00
long,1.97,17,2026-01,2026Q1,parent_kept(부모 유지),2026-01-05 17:50:00,2026-01-05 18:20:00
long,-2.44,18,2026-01,2026Q1,parent_kept(부모 유지),2026-01-05 18:25:00,2026-01-05 19:00:00
long,-5.09,19,2026-01,2026Q1,parent_kept(부모 유지),2026-01-05 19:30:00,2026-01-05 20:20:00
long,-2.59,20,2026-01,2026Q1,parent_kept(부모 유지),2026-01-05 20:45:00,2026-01-05 21:25:00
long,3.19,16,2026-01,2026Q1,parent_kept(부모 유지),2026-01-06 16:55:00,2026-01-06 17:25:00
long,-6.67,17,2026-01,2026Q1,parent_kept(부모 유지),2026-01-06 17:40:00,2026-01-06 18:10:00
long,-2.01,16,2026-01,2026Q1,parent_kept(부모 유지),2026-01-07 16:50:00,2026-01-07 17:20:00
long,4.52,17,2026-01,2026Q1,parent_kept(부모 유지),2026-01-07 17:25:00,2026-01-07 17:55:00
long,2.92,18,2026-01,2026Q1,parent_kept(부모 유지),2026-01-07 18:50:00,2026-01-07 19:20:00
long,-3.81,20,2026-01,2026Q1,parent_kept(부모 유지),2026-01-07 20:35:00,2026-01-07 21:20:00
short,-5.61,17,2026-01,2026Q1,synthetic_short(합성 숏),2026-01-08 17:05:00,2026-01-08 17:35:00
long,-5.71,18,2026-01,2026Q1,parent_kept(부모 유지),2026-01-08 18:05:00,2026-01-08 18:35:00
long,0.49,18,2026-01,2026Q1,parent_kept(부모 유지),2026-01-08 18:50:00,2026-01-08 19:20:00
long,-2.91,20,2026-01,2026Q1,parent_kept(부모 유지),2026-01-08 20:20:00,2026-01-08 20:55:00
long,11.59,17,2026-01,2026Q1,parent_kept(부모 유지),2026-01-09 17:00:00,2026-01-09 17:30:00
long,-2.04,17,2026-01,2026Q1,parent_kept(부모 유지),2026-01-09 17:35:00,2026-01-09 18:05:00
long,-2.29,18,2026-01,2026Q1,parent_kept(부모 유지),2026-01-09 18:10:00,2026-01-09 18:40:00
long,4.27,18,2026-01,2026Q1,parent_kept(부모 유지),2026-01-09 18:45:00,2026-01-09 19:15:00
long,3.62,19,2026-01,2026Q1,parent_kept(부모 유지),2026-01-09 19:20:00,2026-01-09 19:50:00
long,2.24,20,2026-01,2026Q1,parent_kept(부모 유지),2026-01-09 20:45:00,2026-01-09 21:20:00
long,0.29,16,2026-01,2026Q1,parent_kept(부모 유지),2026-01-12 16:40:00,2026-01-12 17:10:00
long,-1.81,17,2026-01,2026Q1,parent_kept(부모 유지),2026-01-12 17:15:00,2026-01-12 17:45:00
long,5.34,17,2026-01,2026Q1,parent_kept(부모 유지),2026-01-12 17:50:00,2026-01-12 18:20:00
long,1.47,18,2026-01,2026Q1,parent_kept(부모 유지),2026-01-12 18:25:00,2026-01-12 19:00:00
long,-9.61,16,2026-01,2026Q1,parent_kept(부모 유지),2026-01-13 16:40:00,2026-01-13 17:10:00
long,6.72,18,2026-01,2026Q1,parent_kept(부모 유지),2026-01-13 18:15:00,2026-01-13 18:45:00
long,-3.51,18,2026-01,2026Q1,parent_kept(부모 유지),2026-01-13 18:50:00,2026-01-13 19:20:00
long,1.73,21,2026-01,2026Q1,parent_kept(부모 유지),2026-01-13 21:05:00,2026-01-13 21:50:00
short,-2.485,17,2026-01,2026Q1,synthetic_short(합성 숏),2026-01-14 17:50:00,2026-01-14 18:20:00
long,-12.04,18,2026-01,2026Q1,parent_kept(부모 유지),2026-01-14 18:30:00,2026-01-14 19:05:00
long,-0.91,16,2026-01,2026Q1,parent_kept(부모 유지),2026-01-15 16:40:00,2026-01-15 17:10:00
long,-5.64,17,2026-01,2026Q1,parent_kept(부모 유지),2026-01-15 17:15:00,2026-01-15 17:50:00
long,-0.46,18,2026-01,2026Q1,parent_kept(부모 유지),2026-01-15 18:05:00,2026-01-15 18:40:00
long,-3.94,18,2026-01,2026Q1,parent_kept(부모 유지),2026-01-15 18:50:00,2026-01-15 19:45:00
long,-6.65,19,2026-01,2026Q1,parent_kept(부모 유지),2026-01-15 19:55:00,2026-01-15 21:30:00
long,-10.16,16,2026-01,2026Q1,parent_kept(부모 유지),2026-01-16 16:45:00,2026-01-16 17:15:00
long,-2.76,18,2026-01,2026Q1,parent_kept(부모 유지),2026-01-16 18:45:00,2026-01-16 19:15:00
long,4.04,20,2026-01,2026Q1,parent_kept(부모 유지),2026-01-16 20:05:00,2026-01-16 20:45:00
long,-3.14,16,2026-01,2026Q1,parent_kept(부모 유지),2026-01-20 16:40:00,2026-01-20 17:10:00
long,10.54,17,2026-01,2026Q1,parent_kept(부모 유지),2026-01-20 17:15:00,2026-01-20 17:45:00
long,4.33,17,2026-01,2026Q1,parent_kept(부모 유지),2026-01-20 17:50:00,2026-01-20 18:20:00
long,-0.61,18,2026-01,2026Q1,parent_kept(부모 유지),2026-01-20 18:25:00,2026-01-20 18:55:00
long,-9.33,19,2026-01,2026Q1,parent_kept(부모 유지),2026-01-20 19:00:00,2026-01-20 19:35:00
long,12.72,16,2026-01,2026Q1,parent_kept(부모 유지),2026-01-21 16:40:00,2026-01-21 17:10:00
long,12.47,17,2026-01,2026Q1,parent_kept(부모 유지),2026-01-21 17:15:00,2026-01-21 17:45:00
long,-1.26,20,2026-01,2026Q1,parent_kept(부모 유지),2026-01-21 20:15:00,2026-01-21 20:45:00
long,18.49,20,2026-01,2026Q1,parent_kept(부모 유지),2026-01-21 20:55:00,2026-01-21 21:35:00
long,16.979999999999997,21,2026-01,2026Q1,parent_kept(부모 유지),2026-01-21 21:40:00,2026-01-22 16:40:00
long,0.37,17,2026-01,2026Q1,parent_kept(부모 유지),2026-01-22 17:35:00,2026-01-22 18:05:00
long,4.02,18,2026-01,2026Q1,parent_kept(부모 유지),2026-01-22 18:10:00,2026-01-22 18:45:00
long,6.09,17,2026-01,2026Q1,parent_kept(부모 유지),2026-01-23 17:05:00,2026-01-23 17:35:00
long,4.94,17,2026-01,2026Q1,parent_kept(부모 유지),2026-01-23 17:40:00,2026-01-23 18:10:00
long,-0.84,18,2026-01,2026Q1,parent_kept(부모 유지),2026-01-23 18:45:00,2026-01-23 19:15:00
long,-9.89,19,2026-01,2026Q1,parent_kept(부모 유지),2026-01-23 19:20:00,2026-01-23 19:55:00
long,-0.44,20,2026-01,2026Q1,parent_kept(부모 유지),2026-01-23 20:25:00,2026-01-23 21:05:00
long,3.07,16,2026-01,2026Q1,parent_kept(부모 유지),2026-01-26 16:40:00,2026-01-26 17:10:00
long,0.09,17,2026-01,2026Q1,parent_kept(부모 유지),2026-01-26 17:15:00,2026-01-26 17:45:00
long,-0.91,17,2026-01,2026Q1,parent_kept(부모 유지),2026-01-26 17:50:00,2026-01-26 18:20:00
long,0.74,18,2026-01,2026Q1,parent_kept(부모 유지),2026-01-26 18:25:00,2026-01-26 18:55:00
long,13.69,16,2026-01,2026Q1,parent_kept(부모 유지),2026-01-27 16:40:00,2026-01-27 17:10:00
long,2.82,17,2026-01,2026Q1,parent_kept(부모 유지),2026-01-27 17:15:00,2026-01-27 17:50:00
long,-0.26,16,2026-01,2026Q1,parent_kept(부모 유지),2026-01-28 16:40:00,2026-01-28 17:10:00
long,-3.39,17,2026-01,2026Q1,parent_kept(부모 유지),2026-01-28 17:15:00,2026-01-28 17:45:00
long,-1.89,18,2026-01,2026Q1,parent_kept(부모 유지),2026-01-28 18:35:00,2026-01-28 19:10:00
long,-1.91,19,2026-01,2026Q1,parent_kept(부모 유지),2026-01-28 19:15:00,2026-01-28 19:50:00
long,-1.76,19,2026-01,2026Q1,parent_kept(부모 유지),2026-01-28 19:55:00,2026-01-28 20:40:00
long,3.04,21,2026-01,2026Q1,parent_kept(부모 유지),2026-01-28 21:35:00,2026-01-28 22:05:00
short,12.565,17,2026-01,2026Q1,synthetic_short(합성 숏),2026-01-29 17:00:00,2026-01-29 17:30:00
short,8.72,17,2026-01,2026Q1,parent_kept(부모 유지),2026-01-29 17:40:00,2026-01-29 18:10:00
long,0.19,19,2026-01,2026Q1,parent_kept(부모 유지),2026-01-29 19:20:00,2026-01-29 19:50:00
long,2.17,16,2026-01,2026Q1,parent_kept(부모 유지),2026-01-30 16:45:00,2026-01-30 17:15:00
long,1.77,17,2026-01,2026Q1,parent_kept(부모 유지),2026-01-30 17:20:00,2026-01-30 17:50:00
long,-9.76,17,2026-01,2026Q1,parent_kept(부모 유지),2026-01-30 17:55:00,2026-01-30 18:25:00
long,-7.09,18,2026-01,2026Q1,parent_kept(부모 유지),2026-01-30 18:35:00,2026-01-30 19:05:00
long,-3.74,21,2026-01,2026Q1,parent_kept(부모 유지),2026-01-30 21:05:00,2026-01-30 21:40:00
long,13.19,16,2026-02,2026Q1,parent_kept(부모 유지),2026-02-02 16:40:00,2026-02-02 17:10:00
long,-0.06,19,2026-02,2026Q1,parent_kept(부모 유지),2026-02-02 19:05:00,2026-02-02 19:40:00
short,8.115,17,2026-02,2026Q1,synthetic_short(합성 숏),2026-02-03 17:00:00,2026-02-03 17:30:00
short,-0.86,17,2026-02,2026Q1,parent_kept(부모 유지),2026-02-03 17:40:00,2026-02-03 18:10:00
short,3.39,19,2026-02,2026Q1,parent_kept(부모 유지),2026-02-03 19:20:00,2026-02-03 19:50:00
short,9.72,20,2026-02,2026Q1,parent_kept(부모 유지),2026-02-03 20:20:00,2026-02-03 20:55:00
long,-9.2,16,2026-02,2026Q1,parent_kept(부모 유지),2026-02-04 16:45:00,2026-02-04 17:10:00
short,3.82,17,2026-02,2026Q1,parent_kept(부모 유지),2026-02-04 17:10:00,2026-02-04 17:40:00
short,2.82,18,2026-02,2026Q1,parent_kept(부모 유지),2026-02-04 18:10:00,2026-02-04 18:40:00
short,-2.86,18,2026-02,2026Q1,parent_kept(부모 유지),2026-02-04 18:50:00,2026-02-04 19:20:00
short,2.04,19,2026-02,2026Q1,parent_kept(부모 유지),2026-02-04 19:35:00,2026-02-04 20:05:00
short,-3.685,20,2026-02,2026Q1,synthetic_short(합성 숏),2026-02-04 20:15:00,2026-02-04 20:45:00
long,-22.66,16,2026-02,2026Q1,parent_kept(부모 유지),2026-02-05 16:40:00,2026-02-05 17:10:00
short,5.065,17,2026-02,2026Q1,synthetic_short(합성 숏),2026-02-05 17:20:00,2026-02-05 17:50:00
long,9.94,18,2026-02,2026Q1,parent_kept(부모 유지),2026-02-05 18:25:00,2026-02-05 18:55:00
long,6.79,19,2026-02,2026Q1,parent_kept(부모 유지),2026-02-05 19:10:00,2026-02-05 19:40:00
long,-11.94,16,2026-02,2026Q1,parent_kept(부모 유지),2026-02-06 16:40:00,2026-02-06 17:10:00
long,15.49,17,2026-02,2026Q1,parent_kept(부모 유지),2026-02-06 17:15:00,2026-02-06 17:45:00
long,7.99,17,2026-02,2026Q1,parent_kept(부모 유지),2026-02-06 17:50:00,2026-02-06 18:20:00
long,1.62,18,2026-02,2026Q1,parent_kept(부모 유지),2026-02-06 18:25:00,2026-02-06 19:05:00
long,3.82,19,2026-02,2026Q1,parent_kept(부모 유지),2026-02-06 19:10:00,2026-02-06 19:50:00
long,-3.81,20,2026-02,2026Q1,parent_kept(부모 유지),2026-02-06 20:05:00,2026-02-06 20:35:00
long,-1.56,20,2026-02,2026Q1,parent_kept(부모 유지),2026-02-06 20:40:00,2026-02-06 22:05:00
long,6.97,17,2026-02,2026Q1,parent_kept(부모 유지),2026-02-09 17:00:00,2026-02-09 17:30:00
long,7.62,17,2026-02,2026Q1,parent_kept(부모 유지),2026-02-09 17:35:00,2026-02-09 18:05:00
long,4.77,18,2026-02,2026Q1,parent_kept(부모 유지),2026-02-09 18:10:00,2026-02-09 18:45:00
long,2.52,18,2026-02,2026Q1,parent_kept(부모 유지),2026-02-09 18:50:00,2026-02-09 19:20:00
long,3.29,20,2026-02,2026Q1,parent_kept(부모 유지),2026-02-09 20:30:00,2026-02-09 21:10:00
long,-4.39,17,2026-02,2026Q1,parent_kept(부모 유지),2026-02-10 17:10:00,2026-02-10 17:40:00
long,-3.76,17,2026-02,2026Q1,parent_kept(부모 유지),2026-02-10 17:45:00,2026-02-10 18:15:00
long,4.42,18,2026-02,2026Q1,parent_kept(부모 유지),2026-02-10 18:50:00,2026-02-10 19:20:00
long,-11.72,16,2026-02,2026Q1,parent_kept(부모 유지),2026-02-11 16:40:00,2026-02-11 17:10:00
short,-18.67,17,2026-02,2026Q1,parent_kept(부모 유지),2026-02-11 17:25:00,2026-02-11 17:55:00
long,-5.21,18,2026-02,2026Q1,parent_kept(부모 유지),2026-02-11 18:00:00,2026-02-11 18:30:00
long,-1.89,18,2026-02,2026Q1,parent_kept(부모 유지),2026-02-11 18:40:00,2026-02-11 19:10:00
long,9.14,19,2026-02,2026Q1,parent_kept(부모 유지),2026-02-11 19:15:00,2026-02-11 19:45:00
long,-5.76,19,2026-02,2026Q1,parent_kept(부모 유지),2026-02-11 19:50:00,2026-02-11 20:25:00
long,4.05,20,2026-02,2026Q1,parent_kept(부모 유지),2026-02-11 20:55:00,2026-02-11 21:25:00
long,1.43,21,2026-02,2026Q1,parent_kept(부모 유지),2026-02-11 21:30:00,2026-02-12 16:40:00
short,2.19,17,2026-02,2026Q1,synthetic_short(합성 숏),2026-02-12 17:05:00,2026-02-12 17:35:00
short,14.62,17,2026-02,2026Q1,parent_kept(부모 유지),2026-02-12 17:45:00,2026-02-12 18:15:00
short,3.72,18,2026-02,2026Q1,parent_kept(부모 유지),2026-02-12 18:20:00,2026-02-12 18:50:00
long,13.04,16,2026-02,2026Q1,parent_kept(부모 유지),2026-02-13 16:40:00,2026-02-13 17:10:00
long,1.22,17,2026-02,2026Q1,parent_kept(부모 유지),2026-02-13 17:15:00,2026-02-13 17:45:00
long,7.92,17,2026-02,2026Q1,parent_kept(부모 유지),2026-02-13 17:50:00,2026-02-13 18:20:00
long,4.27,18,2026-02,2026Q1,parent_kept(부모 유지),2026-02-13 18:30:00,2026-02-13 19:00:00
long,5.92,19,2026-02,2026Q1,parent_kept(부모 유지),2026-02-13 19:05:00,2026-02-13 19:35:00
long,-5.14,19,2026-02,2026Q1,parent_kept(부모 유지),2026-02-13 19:40:00,2026-02-13 20:10:00
long,-2.31,20,2026-02,2026Q1,parent_kept(부모 유지),2026-02-13 20:20:00,2026-02-13 21:05:00
long,-3.24,21,2026-02,2026Q1,parent_kept(부모 유지),2026-02-13 21:10:00,2026-02-13 21:40:00
long,-28.51,16,2026-02,2026Q1,parent_kept(부모 유지),2026-02-17 16:40:00,2026-02-17 17:10:00
long,2.82,17,2026-02,2026Q1,parent_kept(부모 유지),2026-02-17 17:25:00,2026-02-17 17:55:00
long,12.86,18,2026-02,2026Q1,parent_kept(부모 유지),2026-02-17 18:00:00,2026-02-17 18:30:00
long,1.43,18,2026-02,2026Q1,parent_kept(부모 유지),2026-02-17 18:35:00,2026-02-17 19:05:00
long,-0.85,19,2026-02,2026Q1,parent_kept(부모 유지),2026-02-17 19:10:00,2026-02-17 19:40:00
long,15.67,20,2026-02,2026Q1,parent_kept(부모 유지),2026-02-17 20:20:00,2026-02-17 20:50:00
long,-2.14,20,2026-02,2026Q1,parent_kept(부모 유지),2026-02-17 20:55:00,2026-02-17 21:30:00
long,-1.4200000000000002,21,2026-02,2026Q1,parent_kept(부모 유지),2026-02-17 21:35:00,2026-02-18 16:45:00
long,11.48,17,2026-02,2026Q1,parent_kept(부모 유지),2026-02-18 17:00:00,2026-02-18 17:30:00
long,7.57,17,2026-02,2026Q1,parent_kept(부모 유지),2026-02-18 17:35:00,2026-02-18 18:15:00
long,-2.59,18,2026-02,2026Q1,parent_kept(부모 유지),2026-02-18 18:20:00,2026-02-18 19:00:00
long,-1.99,19,2026-02,2026Q1,parent_kept(부모 유지),2026-02-18 19:10:00,2026-02-18 19:50:00
long,-6.73,20,2026-02,2026Q1,parent_kept(부모 유지),2026-02-18 20:10:00,2026-02-18 20:50:00
long,-8.74,21,2026-02,2026Q1,parent_kept(부모 유지),2026-02-18 21:10:00,2026-02-18 21:45:00
long,4.22,17,2026-02,2026Q1,parent_kept(부모 유지),2026-02-19 17:15:00,2026-02-19 17:45:00
long,2.24,17,2026-02,2026Q1,parent_kept(부모 유지),2026-02-19 17:50:00,2026-02-19 18:20:00
long,-10.16,18,2026-02,2026Q1,parent_kept(부모 유지),2026-02-19 18:25:00,2026-02-19 19:00:00
long,4.87,20,2026-02,2026Q1,parent_kept(부모 유지),2026-02-19 20:20:00,2026-02-19 20:50:00
long,-3.21,21,2026-02,2026Q1,parent_kept(부모 유지),2026-02-19 21:00:00,2026-02-19 21:30:00
long,12.23,22,2026-02,2026Q1,parent_kept(부모 유지),2026-02-19 22:00:00,2026-02-20 17:00:00
long,-3.58,17,2026-02,2026Q1,parent_kept(부모 유지),2026-02-20 17:05:00,2026-02-20 17:35:00
long,9.72,17,2026-02,2026Q1,parent_kept(부모 유지),2026-02-20 17:40:00,2026-02-20 18:10:00
long,1.37,18,2026-02,2026Q1,parent_kept(부모 유지),2026-02-20 18:15:00,2026-02-20 18:45:00
long,-19.94,18,2026-02,2026Q1,parent_kept(부모 유지),2026-02-20 18:50:00,2026-02-20 19:20:00
long,6.62,20,2026-02,2026Q1,parent_kept(부모 유지),2026-02-20 20:15:00,2026-02-20 20:45:00
long,-2.54,20,2026-02,2026Q1,parent_kept(부모 유지),2026-02-20 20:50:00,2026-02-20 21:20:00
long,-3.36,21,2026-02,2026Q1,parent_kept(부모 유지),2026-02-20 21:25:00,2026-02-20 21:55:00
long,-4.09,17,2026-02,2026Q1,parent_kept(부모 유지),2026-02-23 17:00:00,2026-02-23 17:30:00
long,14.52,22,2026-02,2026Q1,parent_kept(부모 유지),2026-02-23 22:05:00,2026-02-24 17:05:00
long,9.89,17,2026-02,2026Q1,parent_kept(부모 유지),2026-02-24 17:10:00,2026-02-24 17:40:00
long,1.54,17,2026-02,2026Q1,parent_kept(부모 유지),2026-02-24 17:45:00,2026-02-24 18:15:00
long,0.89,18,2026-02,2026Q1,parent_kept(부모 유지),2026-02-24 18:20:00,2026-02-24 18:55:00
long,2.77,19,2026-02,2026Q1,parent_kept(부모 유지),2026-02-24 19:00:00,2026-02-24 19:40:00
long,2.07,21,2026-02,2026Q1,parent_kept(부모 유지),2026-02-24 21:25:00,2026-02-24 22:00:00
long,7.14,16,2026-02,2026Q1,parent_kept(부모 유지),2026-02-25 16:40:00,2026-02-25 17:10:00
long,-3.99,17,2026-02,2026Q1,parent_kept(부모 유지),2026-02-25 17:30:00,2026-02-25 18:00:00
long,0.72,18,2026-02,2026Q1,parent_kept(부모 유지),2026-02-25 18:05:00,2026-02-25 18:35:00
short,25.915,17,2026-02,2026Q1,synthetic_short(합성 숏),2026-02-26 17:00:00,2026-02-26 17:30:00
long,11.12,16,2026-02,2026Q1,parent_kept(부모 유지),2026-02-27 16:45:00,2026-02-27 17:15:00
