candidate_id,family,split,selection_role,baseline_trade_count,kept_trade_count,vetoed_trade_count,kept_fraction,baseline_net_profit,kept_net_profit,vetoed_net_profit,net_delta_vs_baseline,baseline_profit_factor,kept_profit_factor,profit_factor_delta,baseline_drawdown_percent_proxy,kept_drawdown_percent_proxy,drawdown_delta_proxy,baseline_trades_per_day,kept_trades_per_day,baseline_proxy_win_count,kept_proxy_win_count,baseline_proxy_win_runtime_loss_count,kept_proxy_win_runtime_loss_count,vetoed_proxy_win_runtime_loss_count,proxy_win_runtime_loss_capture_rate,baseline_proxy_win_runtime_loss_rate,kept_proxy_win_runtime_loss_rate,reversal_rate_reduction,runtime_winner_count,vetoed_runtime_winner_count,false_veto_runtime_winner_rate,kept_gross_profit,kept_gross_loss,kept_win_rate_percent,kept_avg_win,kept_avg_loss,kept_payoff_ratio,kept_expectancy,kept_recovery_factor,kept_time_under_water_proxy_rows,kept_max_consecutive_loss,kept_long_trade_count,kept_short_trade_count
f85b_first_touch_surrogate_006,first_touch_surrogate,validation,selection,2326,2324,2,0.999140154772141,-378.76,-377.28,-1.48,1.4800000000000182,0.712184075745832,0.7129859262076835,0.0008018504618515498,76.3439999999995,76.0479999999995,-0.29599999999999227,8.67910447761194,8.671641791044776,1089,1089,795,795,0,0.0,0.7300275482093664,0.7300275482093664,0.0,638,0,0.0,937.22,-1314.5,27.452667814113596,1.4689968652037617,-0.779655990510083,1.884160300291778,-0.1623407917383821,-0.9922154428781886,2321,21,2324,0
f85b_first_touch_surrogate_006,first_touch_surrogate,oos,locked_readout_only,1801,1796,5,0.997223764575236,-133.51,-131.76999999999998,-1.7399999999999998,1.740000000000009,0.8598276061188279,0.8611909953754912,0.0013633892566632388,30.239999999999682,29.89199999999967,-0.3480000000000132,9.33160621761658,9.305699481865284,821,819,560,558,2,0.0035714285714285713,0.682095006090134,0.6813186813186813,0.0007763247714526189,556,1,0.0017985611510791368,817.52,-949.29,30.902004454342986,1.4730090090090089,-0.7649395648670427,1.9256540995693412,-0.0733685968819599,-0.8816405727284989,1778,19,1796,0
f85b_first_touch_surrogate_007,first_touch_surrogate,validation,selection,2326,2326,0,1.0,-378.76,-378.76,0.0,0.0,0.712184075745832,0.712184075745832,0.0,76.3439999999995,76.3439999999995,0.0,8.67910447761194,8.67910447761194,1089,1089,795,795,0,0.0,0.7300275482093664,0.7300275482093664,0.0,638,0,0.0,937.22,-1315.98,27.429062768701634,1.4689968652037617,-0.7796090047393365,1.884273855578314,-0.16283748925193464,-0.9922456250654996,2323,21,2326,0
f85b_first_touch_surrogate_007,first_touch_surrogate,oos,locked_readout_only,1801,1800,1,0.9994447529150472,-133.51,-132.74,-0.77,0.7699999999999818,0.8598276061188279,0.8605232741410109,0.0006956680221830158,30.239999999999682,30.085999999999675,-0.15400000000000702,9.33160621761658,9.32642487046632,821,820,560,559,1,0.0017857142857142857,0.682095006090134,0.6817073170731708,0.0003876890169631775,556,0,0.0,818.96,-951.6999999999999,30.88888888888889,1.4729496402877698,-0.7650321543408359,1.9253434407039884,-0.07374444444444445,-0.8824037758425943,1782,19,1800,0
f85b_first_touch_surrogate_008,first_touch_surrogate,validation,selection,2326,2247,79,0.9660361134995701,-378.76,-365.61,-13.150000000000002,13.149999999999977,0.712184075745832,0.7122925470384097,0.00010847129257773869,76.3439999999995,73.71399999999952,-2.6299999999999812,8.67910447761194,8.384328358208956,1089,1049,795,769,26,0.03270440251572327,0.7300275482093664,0.7330791229742613,-0.0030515747648948155,638,22,0.034482758620689655,905.16,-1270.77,27.414330218068535,1.4694155844155843,-0.7791354996934396,1.885956402953971,-0.16271028037383178,-0.991968961120011,2244,23,2247,0
f85b_first_touch_surrogate_008,first_touch_surrogate,oos,locked_readout_only,1801,1649,152,0.9156024430871738,-133.51,-130.65,-2.860000000000003,2.859999999999985,0.8598276061188279,0.8506601131622564,-0.009167492956571488,30.239999999999682,30.603999999999687,0.3640000000000043,9.33160621761658,8.544041450777202,821,747,560,505,55,0.09821428571428571,0.682095006090134,0.6760374832663989,0.006057522823735062,556,51,0.09172661870503597,744.2,-874.85,30.624620982413585,1.4736633663366339,-0.764729020979021,1.9270399395200426,-0.07922983626440268,-0.8538099594824293,1628,20,1649,0
f85b_first_touch_surrogate_009,first_touch_surrogate,validation,selection,2326,2299,27,0.9883920894239037,-378.76,-370.65,-8.11,8.110000000000014,0.712184075745832,0.7147090517241379,0.002524975978305921,76.3439999999995,74.7219999999995,-1.6219999999999999,8.67910447761194,8.578358208955224,1089,1078,795,787,8,0.010062893081761006,0.7300275482093664,0.7300556586270872,-2.8110417720772496e-05,638,6,0.009404388714733543,928.55,-1299.2,27.49021313614615,1.4692246835443037,-0.7793641271745652,1.8851582107976863,-0.1612222705524141,-0.9920772998581474,2296,18,2299,0
f85b_first_touch_surrogate_009,first_touch_surrogate,oos,locked_readout_only,1801,1746,55,0.9694614103275958,-133.51,-126.64000000000001,-6.870000000000002,6.869999999999976,0.8598276061188279,0.8626702524507678,0.0028426463319398687,30.239999999999682,29.205999999999666,-1.0340000000000167,9.33160621761658,9.046632124352332,821,795,560,539,21,0.0375,0.682095006090134,0.6779874213836478,0.0041075847064862,556,16,0.02877697841726619,795.52,-922.16,30.927835051546392,1.4731851851851852,-0.7646434494195687,1.9266302304733816,-0.07253150057273769,-0.8672190645757821,1726,19,1746,0
f85b_first_touch_surrogate_010,first_touch_surrogate,validation,selection,2326,2324,2,0.999140154772141,-378.76,-377.28,-1.48,1.4800000000000182,0.712184075745832,0.7129859262076835,0.0008018504618515498,76.3439999999995,76.0479999999995,-0.29599999999999227,8.67910447761194,8.671641791044776,1089,1089,795,795,0,0.0,0.7300275482093664,0.7300275482093664,0.0,638,0,0.0,937.22,-1314.5,27.452667814113596,1.4689968652037617,-0.779655990510083,1.884160300291778,-0.1623407917383821,-0.9922154428781886,2321,21,2324,0
f85b_first_touch_surrogate_010,first_touch_surrogate,oos,locked_readout_only,1801,1789,12,0.9933370349805664,-133.51,-128.21,-5.300000000000001,5.299999999999983,0.8598276061188279,0.8642303456455439,0.004402739526715993,30.239999999999682,29.321999999999647,-0.9180000000000348,9.33160621761658,9.26943005181347,821,817,560,556,4,0.007142857142857143,0.682095006090134,0.6805385556915544,0.0015564503985795453,556,2,0.0035971223021582736,816.11,-944.3199999999999,30.967020681945222,1.4731227436823104,-0.7646315789473683,1.9265784781087487,-0.07166573504751259,-0.8744969647363859,1770,19,1789,0
f85b_first_touch_surrogate_011,first_touch_surrogate,validation,selection,2326,2326,0,1.0,-378.76,-378.76,0.0,0.0,0.712184075745832,0.712184075745832,0.0,76.3439999999995,76.3439999999995,0.0,8.67910447761194,8.67910447761194,1089,1089,795,795,0,0.0,0.7300275482093664,0.7300275482093664,0.0,638,0,0.0,937.22,-1315.98,27.429062768701634,1.4689968652037617,-0.7796090047393365,1.884273855578314,-0.16283748925193464,-0.9922456250654996,2323,21,2326,0
f85b_first_touch_surrogate_011,first_touch_surrogate,oos,locked_readout_only,1801,1797,4,0.9977790116601888,-133.51,-130.31,-3.1999999999999997,3.1999999999999886,0.8598276061188279,0.862726094788627,0.0028984886697991374,30.239999999999682,29.59999999999965,-0.6400000000000325,9.33160621761658,9.310880829015543,821,818,560,557,3,0.005357142857142857,0.682095006090134,0.6809290953545232,0.0011659107356107867,556,0,0.0,818.96,-949.27,30.940456316082358,1.4729496402877698,-0.7649234488315874,1.9256170568933206,-0.07251530328324986,-0.8804729729729834,1779,19,1797,0
f85b_first_touch_surrogate_012,first_touch_surrogate,validation,selection,2326,2196,130,0.944110060189166,-378.76,-357.59000000000003,-21.17,21.16999999999996,0.712184075745832,0.7122405787538123,5.650300798032415e-05,76.3439999999995,72.10999999999952,-4.2339999999999804,8.67910447761194,8.194029850746269,1089,1019,795,748,47,0.05911949685534591,0.7300275482093664,0.7340529931305201,-0.0040254449211536425,638,36,0.05642633228840126,885.0799999999999,-1242.67,27.413479052823316,1.4702325581395348,-0.7795922208281054,1.8858994726471374,-0.1628369763205829,-0.9917903203439258,2193,21,2196,0
f85b_first_touch_surrogate_012,first_touch_surrogate,oos,locked_readout_only,1801,1576,225,0.8750694058856191,-133.51,-133.94,0.43000000000000327,-0.4300000000000068,0.8598276061188279,0.8404146312403192,-0.019412974878508682,30.239999999999682,30.55199999999974,0.312000000000058,9.33160621761658,8.16580310880829,821,713,560,483,77,0.1375,0.682095006090134,0.6774193548387096,0.004675651251424329,556,77,0.13848920863309352,705.3599999999999,-839.3,30.393401015228427,1.4725678496868473,-0.7650865998176846,1.9247074122560128,-0.08498730964467005,-0.8768002094789286,1559,20,1576,0
f85b_first_touch_surrogate_013,first_touch_surrogate,validation,selection,2326,2283,43,0.9815133276010318,-378.76,-358.43,-20.330000000000002,20.329999999999984,0.712184075745832,0.7214952835319896,0.009311207786157571,76.3439999999995,72.27799999999947,-4.066000000000031,8.67910447761194,8.51865671641791,1089,1071,795,780,15,0.018867924528301886,0.7300275482093664,0.7282913165266106,0.0017362316827558288,638,6,0.009404388714733543,928.55,-1286.98,27.68287341217696,1.4692246835443037,-0.7795154451847366,1.8847922675811941,-0.15699956197985107,-0.9918094025844729,2280,18,2283,0
f85b_first_touch_surrogate_013,first_touch_surrogate,oos,locked_readout_only,1801,1714,87,0.9516935036091061,-133.51,-134.27,0.7600000000000018,-0.7600000000000193,0.8598276061188279,0.8522232005282853,-0.007604405590542651,30.239999999999682,30.453999999999716,0.21400000000003416,9.33160621761658,8.880829015544041,821,780,560,532,28,0.05,0.682095006090134,0.6820512820512821,4.372403885188891e-05,556,30,0.0539568345323741,774.33,-908.6,30.688448074679112,1.4721102661596959,-0.7648148148148148,1.9247930840828953,-0.07833722287047842,-0.8817889275628902,1695,19,1714,0
f85b_first_touch_surrogate_014,first_touch_surrogate,validation,selection,2326,2324,2,0.999140154772141,-378.76,-377.28,-1.48,1.4800000000000182,0.712184075745832,0.7129859262076835,0.0008018504618515498,76.3439999999995,76.0479999999995,-0.29599999999999227,8.67910447761194,8.671641791044776,1089,1089,795,795,0,0.0,0.7300275482093664,0.7300275482093664,0.0,638,0,0.0,937.22,-1314.5,27.452667814113596,1.4689968652037617,-0.779655990510083,1.884160300291778,-0.1623407917383821,-0.9922154428781886,2321,21,2324,0
f85b_first_touch_surrogate_014,first_touch_surrogate,oos,locked_readout_only,1801,1784,17,0.9905607995558023,-133.51,-131.32,-2.1900000000000004,2.1899999999999977,0.8598276061188279,0.8607245884948244,0.0008969823759964468,30.239999999999682,29.943999999999654,-0.2960000000000278,9.33160621761658,9.243523316062177,821,814,560,555,5,0.008928571428571428,0.682095006090134,0.6818181818181818,0.00027682427195219184,556,5,0.008992805755395683,811.56,-942.88,30.885650224215247,1.4728856624319417,-0.7647039740470397,1.9260860573758953,-0.07360986547085202,-0.877103927331028,1765,19,1784,0
f85b_first_touch_surrogate_015,first_touch_surrogate,validation,selection,2326,2326,0,1.0,-378.76,-378.76,0.0,0.0,0.712184075745832,0.712184075745832,0.0,76.3439999999995,76.3439999999995,0.0,8.67910447761194,8.67910447761194,1089,1089,795,795,0,0.0,0.7300275482093664,0.7300275482093664,0.0,638,0,0.0,937.22,-1315.98,27.429062768701634,1.4689968652037617,-0.7796090047393365,1.884273855578314,-0.16283748925193464,-0.9922456250654996,2323,21,2326,0
f85b_first_touch_surrogate_015,first_touch_surrogate,oos,locked_readout_only,1801,1796,5,0.997223764575236,-133.51,-129.58999999999997,-3.9200000000000004,3.920000000000016,0.8598276061188279,0.8633809498708556,0.003553343752027649,30.239999999999682,29.455999999999644,-0.784000000000038,9.33160621761658,9.305699481865284,821,818,560,557,3,0.005357142857142857,0.682095006090134,0.6809290953545232,0.0011659107356107867,556,0,0.0,818.96,-948.55,30.957683741648108,1.4729496402877698,-0.7649596774193548,1.9255258594242102,-0.07215478841870823,-0.8798886474742094,1778,19,1796,0
f85b_path_inversion_surrogate_016,path_inversion_surrogate,validation,selection,2326,2093,233,0.8998280309544282,-378.76,-348.19,-30.569999999999997,30.569999999999993,0.712184075745832,0.7071055442929366,-0.005078531452895385,76.3439999999995,70.37399999999965,-5.9699999999998425,8.67910447761194,7.809701492537314,1089,985,795,721,74,0.0930817610062893,0.7300275482093664,0.7319796954314721,-0.0019521472221056824,638,67,0.10501567398119123,840.6,-1188.79,27.281414237935977,1.47215411558669,-0.7810709592641262,1.8847892091310845,-0.16635929288103202,-0.9895415920652563,2090,17,2093,0
f85b_path_inversion_surrogate_016,path_inversion_surrogate,oos,locked_readout_only,1801,1598,203,0.8872848417545808,-133.51,-134.48000000000002,0.9700000000000024,-0.9700000000000273,0.8598276061188279,0.8417919578362861,-0.018035648282541783,30.239999999999682,29.45199999999975,-0.7879999999999328,9.33160621761658,8.279792746113989,821,733,560,499,61,0.10892857142857143,0.682095006090134,0.6807639836289222,0.0013310224612117505,556,71,0.12769784172661872,715.54,-850.02,30.35043804755945,1.475340206185567,-0.7637196765498652,1.9317823692201785,-0.08415519399249062,-0.9132147222599564,1583,20,1598,0
f85b_path_inversion_surrogate_017,path_inversion_surrogate,validation,selection,2326,2093,233,0.8998280309544282,-378.76,-348.19,-30.569999999999997,30.569999999999993,0.712184075745832,0.7071055442929366,-0.005078531452895385,76.3439999999995,70.37399999999965,-5.9699999999998425,8.67910447761194,7.809701492537314,1089,985,795,721,74,0.0930817610062893,0.7300275482093664,0.7319796954314721,-0.0019521472221056824,638,67,0.10501567398119123,840.6,-1188.79,27.281414237935977,1.47215411558669,-0.7810709592641262,1.8847892091310845,-0.16635929288103202,-0.9895415920652563,2090,17,2093,0
f85b_path_inversion_surrogate_017,path_inversion_surrogate,oos,locked_readout_only,1801,1598,203,0.8872848417545808,-133.51,-134.48000000000002,0.9700000000000024,-0.9700000000000273,0.8598276061188279,0.8417919578362861,-0.018035648282541783,30.239999999999682,29.45199999999975,-0.7879999999999328,9.33160621761658,8.279792746113989,821,733,560,499,61,0.10892857142857143,0.682095006090134,0.6807639836289222,0.0013310224612117505,556,71,0.12769784172661872,715.54,-850.02,30.35043804755945,1.475340206185567,-0.7637196765498652,1.9317823692201785,-0.08415519399249062,-0.9132147222599564,1583,20,1598,0
f85b_path_inversion_surrogate_018,path_inversion_surrogate,validation,selection,2326,2093,233,0.8998280309544282,-378.76,-348.19,-30.569999999999997,30.569999999999993,0.712184075745832,0.7071055442929366,-0.005078531452895385,76.3439999999995,70.37399999999965,-5.9699999999998425,8.67910447761194,7.809701492537314,1089,985,795,721,74,0.0930817610062893,0.7300275482093664,0.7319796954314721,-0.0019521472221056824,638,67,0.10501567398119123,840.6,-1188.79,27.281414237935977,1.47215411558669,-0.7810709592641262,1.8847892091310845,-0.16635929288103202,-0.9895415920652563,2090,17,2093,0
f85b_path_inversion_surrogate_018,path_inversion_surrogate,oos,locked_readout_only,1801,1598,203,0.8872848417545808,-133.51,-134.48000000000002,0.9700000000000024,-0.9700000000000273,0.8598276061188279,0.8417919578362861,-0.018035648282541783,30.239999999999682,29.45199999999975,-0.7879999999999328,9.33160621761658,8.279792746113989,821,733,560,499,61,0.10892857142857143,0.682095006090134,0.6807639836289222,0.0013310224612117505,556,71,0.12769784172661872,715.54,-850.02,30.35043804755945,1.475340206185567,-0.7637196765498652,1.9317823692201785,-0.08415519399249062,-0.9132147222599564,1583,20,1598,0
f85b_path_inversion_surrogate_019,path_inversion_surrogate,validation,selection,2326,2139,187,0.9196044711951848,-378.76,-354.15999999999997,-24.6,24.600000000000023,0.712184075745832,0.7081259271468601,-0.004058148598971911,76.3439999999995,71.56799999999961,-4.775999999999883,8.67910447761194,7.981343283582089,1089,1007,795,739,56,0.07044025157232704,0.7300275482093664,0.733862959285005,-0.0038354110756385618,638,54,0.08463949843260188,859.24,-1213.4,27.302477793361383,1.4713013698630137,-0.7803215434083602,1.8855065354680947,-0.16557269752220663,-0.9897160742231217,2136,18,2139,0
f85b_path_inversion_surrogate_019,path_inversion_surrogate,oos,locked_readout_only,1801,1656,145,0.9194891726818434,-133.51,-127.31000000000003,-6.200000000000001,6.19999999999996,0.8598276061188279,0.8547733935639893,-0.005054212554838622,30.239999999999682,28.26799999999968,-1.9720000000000013,9.33160621761658,8.580310880829016,821,755,560,516,44,0.07857142857142857,0.682095006090134,0.6834437086092715,-0.0013487025191375457,556,48,0.08633093525179857,749.3199999999999,-876.63,30.67632850241546,1.47503937007874,-0.7636149825783972,1.9316532594713773,-0.07687801932367151,-0.9007358143483901,1638,22,1656,0
f85b_path_inversion_surrogate_020,path_inversion_surrogate,validation,selection,2326,1860,466,0.7996560619088564,-378.76,-313.78,-64.97999999999999,64.98000000000002,0.712184075745832,0.7040565139068351,-0.008127561838996877,76.3439999999995,63.49199999999975,-12.851999999999748,8.67910447761194,6.966292134831461,1089,871,795,635,160,0.20125786163522014,0.7300275482093664,0.7290470723306545,0.0009804758787119727,638,132,0.20689655172413793,746.49,-1060.27,27.204301075268816,1.4752766798418973,-0.7830649926144756,1.883977311916709,-0.16869892473118278,-0.9884079884079923,1857,20,1860,0
f85b_path_inversion_surrogate_020,path_inversion_surrogate,oos,locked_readout_only,1801,1394,407,0.7740144364242088,-133.51,-98.86000000000001,-34.650000000000006,34.64999999999998,0.8598276061188279,0.8658142628335641,0.005986656714736194,30.239999999999682,21.4959999999998,-8.743999999999883,9.33160621761658,7.22279792746114,821,654,560,441,119,0.2125,0.682095006090134,0.6743119266055045,0.007783079484629418,556,124,0.22302158273381295,637.88,-736.74,30.989956958393112,1.476574074074074,-0.7658419958419959,1.9280400945506682,-0.07091822094691536,-0.9197990323781254,1385,19,1394,0
f85b_path_inversion_surrogate_021,path_inversion_surrogate,validation,selection,2326,1860,466,0.7996560619088564,-378.76,-313.78,-64.97999999999999,64.98000000000002,0.712184075745832,0.7040565139068351,-0.008127561838996877,76.3439999999995,63.49199999999975,-12.851999999999748,8.67910447761194,6.966292134831461,1089,871,795,635,160,0.20125786163522014,0.7300275482093664,0.7290470723306545,0.0009804758787119727,638,132,0.20689655172413793,746.49,-1060.27,27.204301075268816,1.4752766798418973,-0.7830649926144756,1.883977311916709,-0.16869892473118278,-0.9884079884079923,1857,20,1860,0
f85b_path_inversion_surrogate_021,path_inversion_surrogate,oos,locked_readout_only,1801,1394,407,0.7740144364242088,-133.51,-98.86000000000001,-34.650000000000006,34.64999999999998,0.8598276061188279,0.8658142628335641,0.005986656714736194,30.239999999999682,21.4959999999998,-8.743999999999883,9.33160621761658,7.22279792746114,821,654,560,441,119,0.2125,0.682095006090134,0.6743119266055045,0.007783079484629418,556,124,0.22302158273381295,637.88,-736.74,30.989956958393112,1.476574074074074,-0.7658419958419959,1.9280400945506682,-0.07091822094691536,-0.9197990323781254,1385,19,1394,0
f85b_path_inversion_surrogate_022,path_inversion_surrogate,validation,selection,2326,1953,373,0.8396388650042992,-378.76,-320.46,-58.300000000000004,58.30000000000001,0.712184075745832,0.710963994516199,-0.0012200812296330188,76.3439999999995,64.82799999999972,-11.515999999999778,8.67910447761194,7.287313432835821,1089,916,795,669,126,0.15849056603773584,0.7300275482093664,0.730349344978166,-0.00032179676879950936,638,103,0.1614420062695925,788.26,-1108.7199999999998,27.393753200204813,1.4733831775700934,-0.7818899858956275,1.884386811633589,-0.16408602150537632,-0.9886468809773596,1950,17,1953,0
f85b_path_inversion_surrogate_022,path_inversion_surrogate,oos,locked_readout_only,1801,1478,323,0.8206551915602444,-133.51,-113.03000000000003,-20.48,20.47999999999996,0.8598276061188279,0.8556320488421697,-0.004195557276658213,30.239999999999682,24.899999999999736,-5.339999999999947,9.33160621761658,7.658031088082901,821,686,560,464,96,0.17142857142857143,0.682095006090134,0.6763848396501457,0.005710166439988229,556,102,0.18345323741007194,669.9,-782.9300000000001,30.717185385656293,1.4755506607929514,-0.7645800781250001,1.9298837401197835,-0.0764749661705007,-0.907871485943785,1467,19,1478,0
f85b_path_inversion_surrogate_023,path_inversion_surrogate,validation,selection,2326,2139,187,0.9196044711951848,-378.76,-354.15999999999997,-24.6,24.600000000000023,0.712184075745832,0.7081259271468601,-0.004058148598971911,76.3439999999995,71.56799999999961,-4.775999999999883,8.67910447761194,7.981343283582089,1089,1007,795,739,56,0.07044025157232704,0.7300275482093664,0.733862959285005,-0.0038354110756385618,638,54,0.08463949843260188,859.24,-1213.4,27.302477793361383,1.4713013698630137,-0.7803215434083602,1.8855065354680947,-0.16557269752220663,-0.9897160742231217,2136,18,2139,0
f85b_path_inversion_surrogate_023,path_inversion_surrogate,oos,locked_readout_only,1801,1656,145,0.9194891726818434,-133.51,-127.31000000000003,-6.200000000000001,6.19999999999996,0.8598276061188279,0.8547733935639893,-0.005054212554838622,30.239999999999682,28.26799999999968,-1.9720000000000013,9.33160621761658,8.580310880829016,821,755,560,516,44,0.07857142857142857,0.682095006090134,0.6834437086092715,-0.0013487025191375457,556,48,0.08633093525179857,749.3199999999999,-876.63,30.67632850241546,1.47503937007874,-0.7636149825783972,1.9316532594713773,-0.07687801932367151,-0.9007358143483901,1638,22,1656,0
