f85b_candidate_id,split,row_index,timestamp_utc,decision,session_bucket,hour_utc,p_short,p_flat,p_long,f85b_side_prob,f85b_probability_margin,f85b_flat_pressure,atr_points,open_sl_points,open_tp_points,f85b_atr_sl_ratio,computed_lot,f85b_veto,f85b_keep,runtime_net,proxy_win,runtime_win_bool,proxy_win_runtime_loss,proxy_loss_runtime_win,proxy_both_hit,proxy_exit_path_label,input_hash,target_candidate_id,source_candidate_id,runtime_wrapper_id
f85b_first_touch_surrogate_003,oos,39348,2025-10-08 16:45:00+00:00,long,cash_open_or_pre_open,16,0.0,0.4949513078,0.5050486922,0.5050486922,0.01009738440000002,-0.01009738440000002,1911.5,700.0,1400.0,2.730714285714286,0.1,False,True,1.41,False,True,False,True,False,sl_expected,1218E7C8F81EF0F1,f84b_00287,f84b_00287,f84c_runtime_f84b_00287
f85b_first_touch_surrogate_003,oos,39349,2025-10-08 16:50:00+00:00,long,cash_open_or_pre_open,16,0.0,0.4909136295,0.5090863705,0.5090863705,0.018172741000000048,-0.018172741000000048,2066.0,700.0,1400.0,2.9514285714285715,0.1,False,True,-0.72,True,False,True,False,False,tp_expected,92E003F46FD93458,f84b_00287,f84b_00287,f84c_runtime_f84b_00287
f85b_first_touch_surrogate_003,oos,39351,2025-10-08 17:00:00+00:00,long,cash_mid,17,0.0,0.4967844486,0.5032155514,0.5032155514,0.006431102799999977,-0.006431102799999977,2251.7142857143,700.0,1400.0,3.216734693877571,0.1,False,True,2.06,True,True,False,False,False,tp_expected,25ED9F5F2809B022,f84b_00287,f84b_00287,f84c_runtime_f84b_00287
f85b_first_touch_surrogate_003,oos,39352,2025-10-08 17:05:00+00:00,long,cash_mid,17,0.0,0.4940082431,0.5059917569,0.5059917569,0.011983513799999956,-0.011983513799999956,2429.3571428571,700.0,1400.0,3.470510204081571,0.1,False,True,1.41,True,True,False,False,False,tp_expected,555FFFF81C471A89,f84b_00287,f84b_00287,f84c_runtime_f84b_00287
f85b_first_touch_surrogate_003,oos,39354,2025-10-08 17:20:00+00:00,long,cash_mid,17,0.0,0.4944236875,0.5055763125,0.5055763125,0.011152625000000027,-0.011152625000000027,2579.2857142857,700.0,1400.0,3.684693877551,0.1,False,True,-0.72,True,False,True,False,False,tp_expected,5EE8CEF7AB74807C,f84b_00287,f84b_00287,f84c_runtime_f84b_00287
f85b_first_touch_surrogate_003,oos,39355,2025-10-08 17:25:00+00:00,long,cash_mid,17,0.0,0.4984761477,0.5015238523,0.5015238523,0.0030477045999999786,-0.0030477045999999786,2723.0,700.0,1400.0,3.89,0.1,False,True,1.49,False,True,False,True,False,sl_expected,A5AE3DFA83AB63AA,f84b_00287,f84b_00287,f84c_runtime_f84b_00287
f85b_first_touch_surrogate_003,oos,39356,2025-10-08 17:30:00+00:00,long,cash_mid,17,0.0,0.4944236875,0.5055763125,0.5055763125,0.011152625000000027,-0.011152625000000027,2828.3571428571,700.0,1400.0,4.0405102040815715,0.1,False,True,-0.72,False,False,False,False,False,sl_expected,B7BA1870E385680E,f84b_00287,f84b_00287,f84c_runtime_f84b_00287
f85b_first_touch_surrogate_003,oos,39357,2025-10-08 17:40:00+00:00,long,cash_mid,17,0.0,0.4960508347,0.5039491653,0.5039491653,0.007898330600000003,-0.007898330600000003,2847.0714285714,700.0,1400.0,4.067244897959142,0.1,False,True,-0.71,False,False,False,False,False,sl_expected,779F7AD4C8FC3E10,f84b_00287,f84b_00287,f84c_runtime_f84b_00287
f85b_first_touch_surrogate_003,oos,39360,2025-10-08 17:55:00+00:00,long,cash_mid,17,0.0,0.4988341331,0.5011658669,0.5011658669,0.0023317337999999577,-0.0023317337999999577,2314.1428571428,700.0,1400.0,3.305918367346857,0.1,False,True,-0.71,True,False,True,False,False,tp_expected,2DEE632F033E60A5,f84b_00287,f84b_00287,f84c_runtime_f84b_00287
f85b_first_touch_surrogate_003,oos,39361,2025-10-08 18:00:00+00:00,long,cash_mid,18,0.0,0.4977121949,0.5022878051,0.5022878051,0.004575610200000024,-0.004575610200000024,2197.9999999999,700.0,1400.0,3.139999999999857,0.1,False,True,1.41,True,True,False,False,False,tp_expected,FC3FB1DC6D47E6D1,f84b_00287,f84b_00287,f84c_runtime_f84b_00287
f85b_first_touch_surrogate_003,oos,39364,2025-10-08 18:15:00+00:00,long,cash_mid,18,0.0,0.4893270731,0.5106729269,0.5106729269,0.02134585379999998,-0.02134585379999998,1901.5714285714,700.0,1400.0,2.716530612244857,0.1,False,True,-0.72,True,False,True,False,False,tp_expected,C371C8DF98710C64,f84b_00287,f84b_00287,f84c_runtime_f84b_00287
f85b_first_touch_surrogate_003,oos,39365,2025-10-08 18:20:00+00:00,long,cash_mid,18,0.0,0.4958531857,0.5041468143,0.5041468143,0.008293628599999991,-0.008293628599999991,1919.4285714285,700.0,1400.0,2.7420408163264285,0.1,False,True,1.43,True,True,False,False,False,tp_expected,C01E6E92D6CBE490,f84b_00287,f84b_00287,f84c_runtime_f84b_00287
f85b_first_touch_surrogate_003,oos,39366,2025-10-08 18:25:00+00:00,long,cash_mid,18,0.0,0.4908725023,0.5091274977,0.5091274977,0.018254995399999974,-0.018254995399999974,1902.4999999999,700.0,1400.0,2.717857142857,0.1,False,True,1.44,True,True,False,False,False,tp_expected,1095D95850387AC0,f84b_00287,f84b_00287,f84c_runtime_f84b_00287
f85b_first_touch_surrogate_003,oos,39463,2025-10-10 16:50:00+00:00,long,cash_open_or_pre_open,16,0.0,0.492041111,0.507958889,0.507958889,0.015917777999999994,-0.015917777999999994,2147.2857142857,700.0,1400.0,3.067551020408143,0.1,False,True,-0.73,True,False,True,False,False,tp_expected,D6A218D9983BDE56,f84b_00287,f84b_00287,f84c_runtime_f84b_00287
f85b_first_touch_surrogate_003,oos,39464,2025-10-10 17:00:00+00:00,long,cash_mid,17,0.0,0.4972983003,0.5027016997,0.5027016997,0.0054033994000000085,-0.0054033994000000085,2316.8571428572,700.0,1400.0,3.3097959183674286,0.1,False,True,-0.75,True,False,True,False,True,both_hit_close_direction,18089B093D917B8C,f84b_00287,f84b_00287,f84c_runtime_f84b_00287
f85b_first_touch_surrogate_003,oos,39477,2025-10-10 18:05:00+00:00,long,cash_mid,18,0.0,0.4792868495,0.5207131505,0.5207131505,0.041426301,-0.041426301,5399.0,700.0,1400.0,7.712857142857143,0.1,False,True,-0.85,True,False,True,False,False,tp_expected,9C329EE8A90081DE,f84b_00287,f84b_00287,f84c_runtime_f84b_00287
f85b_first_touch_surrogate_003,oos,39478,2025-10-10 18:10:00+00:00,long,cash_mid,18,0.0,0.4749133587,0.5250866413,0.5250866413,0.050173282600000035,-0.050173282600000035,5966.0,700.0,1400.0,8.522857142857143,0.1,False,True,1.44,False,True,False,True,True,both_hit_close_direction,10A8518A8182431,f84b_00287,f84b_00287,f84c_runtime_f84b_00287
f85b_first_touch_surrogate_003,oos,39479,2025-10-10 18:15:00+00:00,long,cash_mid,18,0.0,0.4720937014,0.5279062986,0.5279062986,0.055812597200000036,-0.055812597200000036,6326.7142857143,700.0,1400.0,9.038163265306142,0.1,False,True,-0.71,False,False,False,False,True,both_hit_close_direction,98932E3F727EBEC,f84b_00287,f84b_00287,f84c_runtime_f84b_00287
f85b_first_touch_surrogate_003,oos,39480,2025-10-10 18:20:00+00:00,long,cash_mid,18,0.0,0.4803346992,0.5196653008,0.5196653008,0.03933060159999996,-0.03933060159999996,7316.8571428572,700.0,1400.0,10.452653061224572,0.1,False,True,-0.75,False,False,False,False,True,both_hit_close_direction,76DEB377BF2E19E0,f84b_00287,f84b_00287,f84c_runtime_f84b_00287
f85b_first_touch_surrogate_003,oos,39481,2025-10-10 18:25:00+00:00,long,cash_mid,18,0.0,0.480022788,0.519977212,0.519977212,0.039954424000000044,-0.039954424000000044,8160.5714285715,700.0,1400.0,11.657959183673572,0.1,False,True,1.43,False,True,False,True,False,sl_expected,6C296C87C7C6E043,f84b_00287,f84b_00287,f84c_runtime_f84b_00287
f85b_first_touch_surrogate_003,oos,39482,2025-10-10 18:30:00+00:00,long,cash_mid,18,0.0,0.4742434025,0.5257565975,0.5257565975,0.05151319500000001,-0.05151319500000001,8639.1428571429,700.0,1400.0,12.341632653061286,0.1,False,True,-0.76,True,False,True,False,False,tp_expected,15055AED175361CD,f84b_00287,f84b_00287,f84c_runtime_f84b_00287
f85b_first_touch_surrogate_003,oos,39483,2025-10-10 18:35:00+00:00,long,cash_mid,18,0.0,0.4812856913,0.5187143087,0.5187143087,0.03742861740000003,-0.03742861740000003,9562.3571428572,700.0,1400.0,13.660510204081714,0.1,False,True,-0.78,True,False,True,False,True,both_hit_close_direction,25E317F85A862999,f84b_00287,f84b_00287,f84c_runtime_f84b_00287
f85b_first_touch_surrogate_003,oos,39484,2025-10-10 18:40:00+00:00,long,cash_mid,18,0.0,0.4802505374,0.5197494626,0.5197494626,0.03949892519999998,-0.03949892519999998,9887.3571428572,700.0,1400.0,14.124795918367427,0.1,False,True,-0.75,False,False,False,False,True,both_hit_close_direction,EC98E0AC8AA87E79,f84b_00287,f84b_00287,f84c_runtime_f84b_00287
f85b_first_touch_surrogate_003,oos,39485,2025-10-10 18:45:00+00:00,long,cash_mid,18,0.0,0.4701145887,0.5298854113,0.5298854113,0.059770822599999995,-0.059770822599999995,11061.5,700.0,1400.0,15.802142857142858,0.1,False,True,-0.72,True,False,True,False,False,tp_expected,48E3FD90FAF94AC6,f84b_00287,f84b_00287,f84c_runtime_f84b_00287
f85b_first_touch_surrogate_003,oos,39486,2025-10-10 18:50:00+00:00,long,cash_mid,18,0.0,0.4807853103,0.5192146897,0.5192146897,0.03842937939999996,-0.03842937939999996,11487.3571428572,700.0,1400.0,16.410510204081714,0.1,False,True,-0.72,False,False,False,False,False,sl_expected,FCB06BBFC3D42E36,f84b_00287,f84b_00287,f84c_runtime_f84b_00287
f85b_first_touch_surrogate_003,oos,39487,2025-10-10 18:55:00+00:00,long,cash_mid,18,0.0,0.4823465347,0.5176534653,0.5176534653,0.03530693060000001,-0.03530693060000001,11821.2857142858,700.0,1400.0,16.887551020408285,0.1,False,True,-0.72,False,False,False,False,False,sl_expected,522C3B89171D884E,f84b_00287,f84b_00287,f84c_runtime_f84b_00287
f85b_first_touch_surrogate_003,oos,39488,2025-10-10 19:00:00+00:00,long,cash_mid,19,0.0,0.4794062972,0.5205937028,0.5205937028,0.04118740559999995,-0.04118740559999995,12364.2142857143,700.0,1400.0,17.663163265306142,0.1,False,True,-0.71,True,False,True,False,True,both_hit_close_direction,DC63168948DFEC26,f84b_00287,f84b_00287,f84c_runtime_f84b_00287
f85b_first_touch_surrogate_003,oos,39489,2025-10-10 19:05:00+00:00,long,cash_mid,19,0.0,0.4846007824,0.5153992176,0.5153992176,0.030798435199999974,-0.030798435199999974,12734.7142857143,700.0,1400.0,18.19244897959186,0.1,False,True,1.46,True,True,False,False,True,both_hit_close_direction,C289E2A442F85417,f84b_00287,f84b_00287,f84c_runtime_f84b_00287
f85b_first_touch_surrogate_003,oos,39490,2025-10-10 19:10:00+00:00,long,cash_mid,19,0.0,0.4872848392,0.5127151608,0.5127151608,0.025430321600000028,-0.025430321600000028,11635.6428571429,700.0,1400.0,16.62234693877557,0.1,False,True,-0.72,False,False,False,False,True,both_hit_close_direction,8A893F7AB0C55E1E,f84b_00287,f84b_00287,f84c_runtime_f84b_00287
f85b_first_touch_surrogate_003,oos,39491,2025-10-10 19:15:00+00:00,long,cash_mid,19,0.0,0.4838390946,0.5161609054,0.5161609054,0.03232181080000002,-0.03232181080000002,10674.0714285714,700.0,1400.0,15.248673469387715,0.1,False,True,-0.71,True,False,True,False,True,both_hit_close_direction,7E092A74137525A6,f84b_00287,f84b_00287,f84c_runtime_f84b_00287
f85b_first_touch_surrogate_003,oos,39492,2025-10-10 19:20:00+00:00,long,cash_mid,19,0.0,0.472738266,0.527261734,0.527261734,0.054523467999999964,-0.054523467999999964,10445.4285714286,700.0,1400.0,14.922040816326572,0.1,False,True,-0.87,False,False,False,False,False,sl_expected,B22BEDABFDD51C5B,f84b_00287,f84b_00287,f84c_runtime_f84b_00287
f85b_first_touch_surrogate_003,oos,39493,2025-10-10 19:25:00+00:00,long,cash_mid,19,0.0,0.475304544,0.524695456,0.524695456,0.04939091200000001,-0.04939091200000001,10415.0714285715,700.0,1400.0,14.878673469387858,0.1,False,True,-0.87,False,False,False,False,True,both_hit_close_direction,FAB874B71CE6DDF4,f84b_00287,f84b_00287,f84c_runtime_f84b_00287
f85b_first_touch_surrogate_003,oos,39494,2025-10-10 19:30:00+00:00,long,cash_mid,19,0.0,0.4868069291,0.5131930709,0.5131930709,0.026386141799999985,-0.026386141799999985,9537.4285714286,700.0,1400.0,13.624897959183714,0.1,False,True,-0.76,True,False,True,False,True,both_hit_close_direction,652CC67791F2A636,f84b_00287,f84b_00287,f84c_runtime_f84b_00287
f85b_first_touch_surrogate_003,oos,39495,2025-10-10 19:35:00+00:00,long,cash_mid,19,0.0,0.4857882857,0.5142117143,0.5142117143,0.028423428600000022,-0.028423428600000022,8957.0714285714,700.0,1400.0,12.795816326530572,0.1,False,True,-0.75,False,False,False,False,False,sl_expected,64126F43CFAEE8E4,f84b_00287,f84b_00287,f84c_runtime_f84b_00287
f85b_first_touch_surrogate_003,oos,39496,2025-10-10 19:40:00+00:00,long,cash_mid,19,0.0,0.4880102277,0.5119897723,0.5119897723,0.023979544599999958,-0.023979544599999958,8612.5,700.0,1400.0,12.303571428571429,0.1,False,True,-0.73,False,False,False,False,True,both_hit_close_direction,D7B03E34B47EC233,f84b_00287,f84b_00287,f84c_runtime_f84b_00287
f85b_first_touch_surrogate_003,oos,39497,2025-10-10 19:45:00+00:00,long,cash_mid,19,0.0,0.4861426353,0.5138573647,0.5138573647,0.02771472939999997,-0.02771472939999997,8012.5,700.0,1400.0,11.446428571428571,0.1,False,True,-0.88,False,False,False,False,False,sl_expected,5EB0F64DC048BCC8,f84b_00287,f84b_00287,f84c_runtime_f84b_00287
f85b_first_touch_surrogate_003,oos,39498,2025-10-10 19:50:00+00:00,long,cash_mid,19,0.0,0.4890524745,0.5109475255,0.5109475255,0.021895051,-0.021895051,7993.7857142857,700.0,1400.0,11.419693877551,0.1,False,True,-0.76,False,False,False,False,True,both_hit_close_direction,13E38DE7D877E4B9,f84b_00287,f84b_00287,f84c_runtime_f84b_00287
f85b_first_touch_surrogate_003,oos,39499,2025-10-10 19:55:00+00:00,long,cash_mid,19,0.0,0.4948098063,0.5051901937,0.5051901937,0.010380387399999969,-0.010380387399999969,7017.8571428571,700.0,1400.0,10.025510204081572,0.1,False,True,1.43,False,True,False,True,True,both_hit_close_direction,E6E60167FB49C906,f84b_00287,f84b_00287,f84c_runtime_f84b_00287
f85b_first_touch_surrogate_003,oos,39501,2025-10-10 20:05:00+00:00,long,cash_late,20,0.0,0.4977541566,0.5022458434,0.5022458434,0.004491686800000005,-0.004491686800000005,6658.0,700.0,1400.0,9.51142857142857,0.1,False,True,-0.85,True,False,True,False,False,tp_expected,484A7534984B037F,f84b_00287,f84b_00287,f84c_runtime_f84b_00287
f85b_first_touch_surrogate_003,oos,39503,2025-10-10 20:15:00+00:00,long,cash_late,20,0.0,0.4907138348,0.5092861652,0.5092861652,0.018572330400000003,-0.018572330400000003,6140.1428571429,700.0,1400.0,8.771632653061285,0.1,False,True,-0.78,True,False,True,False,True,both_hit_close_direction,C391592340952E4,f84b_00287,f84b_00287,f84c_runtime_f84b_00287
f85b_first_touch_surrogate_003,oos,39504,2025-10-10 20:20:00+00:00,long,cash_late,20,0.0,0.4938551784,0.5061448216,0.5061448216,0.012289643199999978,-0.012289643199999978,6110.7142857143,700.0,1400.0,8.729591836734715,0.1,False,True,-0.72,True,False,True,False,False,tp_expected,185EB64179CDC9A8,f84b_00287,f84b_00287,f84c_runtime_f84b_00287
f85b_first_touch_surrogate_003,oos,39506,2025-10-10 20:30:00+00:00,long,cash_late,20,0.0,0.4920392036,0.5079607964,0.5079607964,0.01592159280000005,-0.01592159280000005,5870.5714285714,700.0,1400.0,8.386530612244858,0.1,False,True,1.46,False,True,False,True,True,both_hit_close_direction,76B9D9BC912A8357,f84b_00287,f84b_00287,f84c_runtime_f84b_00287
f85b_first_touch_surrogate_003,oos,39507,2025-10-10 20:35:00+00:00,long,cash_late,20,0.0,0.4952539802,0.5047460198,0.5047460198,0.009492039600000002,-0.009492039600000002,5463.4285714285,700.0,1400.0,7.804897959183571,0.1,False,True,-0.71,False,False,False,False,True,both_hit_close_direction,55DDBD29633F8C3A,f84b_00287,f84b_00287,f84c_runtime_f84b_00287
f85b_first_touch_surrogate_003,oos,39508,2025-10-10 20:40:00+00:00,long,cash_late,20,0.0,0.4964770079,0.5035229921,0.5035229921,0.007045984199999966,-0.007045984199999966,5429.5,700.0,1400.0,7.756428571428572,0.1,False,True,1.43,False,True,False,True,False,sl_expected,DA38FF61F20F4ECE,f84b_00287,f84b_00287,f84c_runtime_f84b_00287
f85b_first_touch_surrogate_003,oos,39509,2025-10-10 20:45:00+00:00,long,cash_late,20,0.0,0.4906102419,0.5093897581,0.5093897581,0.018779516199999957,-0.018779516199999957,5219.7142857142,700.0,1400.0,7.456734693877428,0.1,False,True,-0.75,False,False,False,False,False,sl_expected,E33323625F4EC782,f84b_00287,f84b_00287,f84c_runtime_f84b_00287
f85b_first_touch_surrogate_003,oos,39510,2025-10-10 20:50:00+00:00,long,cash_late,20,0.0,0.4947574735,0.5052425265,0.5052425265,0.010485053000000022,-0.010485053000000022,5242.9285714285,700.0,1400.0,7.489897959183571,0.1,False,True,-0.71,True,False,True,False,True,both_hit_close_direction,FC26D4F20955108A,f84b_00287,f84b_00287,f84c_runtime_f84b_00287
f85b_first_touch_surrogate_003,oos,39511,2025-10-10 20:55:00+00:00,long,cash_late,20,0.0,0.4886683226,0.5113316774,0.5113316774,0.02266335479999998,-0.02266335479999998,5113.4999999999,700.0,1400.0,7.304999999999857,0.1,False,True,-0.75,False,False,False,False,False,sl_expected,ABD47F047CF08291,f84b_00287,f84b_00287,f84c_runtime_f84b_00287
f85b_first_touch_surrogate_003,oos,39580,2025-10-14 16:50:00+00:00,long,cash_open_or_pre_open,16,0.0,0.4950864911,0.5049135089,0.5049135089,0.009827017799999949,-0.009827017799999949,4494.8571428571,700.0,1400.0,6.421224489795858,0.1,False,True,1.53,True,True,False,False,False,tp_expected,2C0EF1FF2C86F668,f84b_00287,f84b_00287,f84c_runtime_f84b_00287
f85b_first_touch_surrogate_003,oos,39581,2025-10-14 16:55:00+00:00,long,cash_open_or_pre_open,16,0.0,0.4666950107,0.5333049893,0.5333049893,0.06660997860000001,-0.06660997860000001,4776.0714285714,700.0,1400.0,6.822959183673429,0.1,False,True,1.42,True,True,False,False,True,both_hit_close_direction,7C2269BC1869D4C5,f84b_00287,f84b_00287,f84c_runtime_f84b_00287
f85b_first_touch_surrogate_003,oos,39582,2025-10-14 17:00:00+00:00,long,cash_mid,17,0.0,0.4853060842,0.5146939158,0.5146939158,0.029387831600000025,-0.029387831600000025,4901.9285714286,700.0,1400.0,7.002755102040857,0.1,False,True,-0.72,False,False,False,False,True,both_hit_close_direction,D30C764CB5ABEC0E,f84b_00287,f84b_00287,f84c_runtime_f84b_00287
f85b_first_touch_surrogate_003,oos,39583,2025-10-14 17:05:00+00:00,long,cash_mid,17,0.0,0.4847638011,0.5152361989,0.5152361989,0.03047239780000005,-0.03047239780000005,5087.6428571428,700.0,1400.0,7.268061224489713,0.1,False,True,-0.76,True,False,True,False,False,tp_expected,8B57D1B8B08173B5,f84b_00287,f84b_00287,f84c_runtime_f84b_00287
f85b_first_touch_surrogate_003,oos,39584,2025-10-14 17:10:00+00:00,long,cash_mid,17,0.0,0.4898505211,0.5101494789,0.5101494789,0.02029895779999996,-0.02029895779999996,5274.2857142857,700.0,1400.0,7.534693877551001,0.1,False,True,1.48,False,True,False,True,False,sl_expected,89E91E6F089D16E,f84b_00287,f84b_00287,f84c_runtime_f84b_00287
f85b_first_touch_surrogate_003,oos,39585,2025-10-14 17:15:00+00:00,long,cash_mid,17,0.0,0.4867147803,0.5132852197,0.5132852197,0.02657043939999998,-0.02657043939999998,5396.5714285714,700.0,1400.0,7.709387755102,0.1,False,True,-0.83,True,False,True,False,False,tp_expected,83ADFB7196D87B5B,f84b_00287,f84b_00287,f84c_runtime_f84b_00287
f85b_first_touch_surrogate_003,oos,39586,2025-10-14 17:20:00+00:00,long,cash_mid,17,0.0,0.4898017645,0.5101982355,0.5101982355,0.02039647099999997,-0.02039647099999997,5564.4285714286,700.0,1400.0,7.949183673469428,0.1,False,True,1.59,True,True,False,False,False,tp_expected,D551FCBCBDE165F6,f84b_00287,f84b_00287,f84c_runtime_f84b_00287
f85b_first_touch_surrogate_003,oos,39587,2025-10-14 17:25:00+00:00,long,cash_mid,17,0.0,0.4797211289,0.5202788711,0.5202788711,0.040557742200000024,-0.040557742200000024,5963.5714285714,700.0,1400.0,8.519387755102,0.1,False,True,1.41,False,True,False,True,False,sl_expected,FFCE34A187E03C6C,f84b_00287,f84b_00287,f84c_runtime_f84b_00287
f85b_first_touch_surrogate_003,oos,39588,2025-10-14 17:30:00+00:00,long,cash_mid,17,0.0,0.4836261868,0.5163738132,0.5163738132,0.03274762639999995,-0.03274762639999995,6022.4285714285,700.0,1400.0,8.603469387755,0.1,False,True,-0.72,True,False,True,False,False,tp_expected,2476A05DF25F80BE,f84b_00287,f84b_00287,f84c_runtime_f84b_00287
f85b_first_touch_surrogate_003,oos,39589,2025-10-14 17:35:00+00:00,long,cash_mid,17,0.0,0.4920204878,0.5079795122,0.5079795122,0.01595902440000002,-0.01595902440000002,6179.5714285714,700.0,1400.0,8.827959183673428,0.1,False,True,1.42,False,True,False,True,False,sl_expected,B4A4C288C2DA817C,f84b_00287,f84b_00287,f84c_runtime_f84b_00287
f85b_first_touch_surrogate_003,oos,39590,2025-10-14 17:40:00+00:00,long,cash_mid,17,0.0,0.490244329,0.509755671,0.509755671,0.019511341999999987,-0.019511341999999987,6130.5,700.0,1400.0,8.757857142857143,0.1,False,True,-0.77,False,False,False,False,True,both_hit_close_direction,6EBB1396BCA8C806,f84b_00287,f84b_00287,f84c_runtime_f84b_00287
f85b_first_touch_surrogate_003,oos,39591,2025-10-14 17:45:00+00:00,long,cash_mid,17,0.0,0.495967567,0.504032433,0.504032433,0.008064866000000004,-0.008064866000000004,5675.8571428571,700.0,1400.0,8.108367346938715,0.1,False,True,1.42,False,True,False,True,False,sl_expected,F971F08FF68FC9E8,f84b_00287,f84b_00287,f84c_runtime_f84b_00287
f85b_first_touch_surrogate_003,oos,39592,2025-10-14 17:50:00+00:00,long,cash_mid,17,0.0,0.4988518953,0.5011481047,0.5011481047,0.0022962094000000266,-0.0022962094000000266,5349.9285714285,700.0,1400.0,7.642755102040714,0.1,False,True,-0.72,False,False,False,False,False,sl_expected,2C7B43F8D664804F,f84b_00287,f84b_00287,f84c_runtime_f84b_00287
f85b_first_touch_surrogate_003,oos,39595,2025-10-14 18:05:00+00:00,long,cash_mid,18,0.0,0.4976026416,0.5023973584,0.5023973584,0.004794716799999987,-0.004794716799999987,4405.2142857142,700.0,1400.0,6.293163265306,0.1,False,True,1.44,True,True,False,False,True,both_hit_close_direction,3BD2AF455F944820,f84b_00287,f84b_00287,f84c_runtime_f84b_00287
