candidate_id,family,semantics,params,feature_axis,uses_oos_for_selection,uses_forbidden_feature,validation_score,validation_rank,validation_eligible,validation_rejection_reasons,locked_oos_no_collapse,locked_oos_rejection_reasons,materialization_ready_by_selected_locked_oos,validation_kept_trade_count,validation_kept_trades_per_day,validation_net_delta,validation_pf_delta,validation_reversal_rate_reduction,validation_false_veto_runtime_winner_rate,oos_kept_trade_count,oos_kept_trades_per_day,oos_net_delta,oos_pf_delta,oos_reversal_rate_reduction,oos_false_veto_runtime_winner_rate,claim_boundary
f85b_first_touch_surrogate_003,first_touch_surrogate,Veto narrow probability-margin entries under high ATR/SL pressure(좁은 확률 여유와 높은 ATR/SL 압력 차단).,"{""atr_sl_ratio_gte"":10.795102040816285,""probability_margin_lte"":0.005676746300000007}",multi_axis_pre_entry_surrogate(다축 진입 전 대체 신호),False,False,1.0976911562974156,1,False,"[""reversal_reduction_below_floor""]",True,[],False,2325,8.675373134328359,0.75,0.00040611760438058475,0.0,0.0,1800,9.32642487046632,0.9399999999999693,0.0008494087939967532,0.0,0.0,proxy_scout_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f85b_both_hit_ambiguity_proxy_033,both_hit_ambiguity_proxy,Veto validation-risk sessions only when high ATR/SL and weak margin agree(검증 위험 세션 + 높은 ATR/SL + 약한 확률 여유 동시 차단).,"{""atr_sl_ratio_gte"":10.795102040816285,""probability_margin_lte"":0.005676746300000007,""risk_sessions_validation_only"":[""cash_late"",""cash_mid""]}",multi_axis_pre_entry_surrogate(다축 진입 전 대체 신호),False,False,1.0976911562974156,2,False,"[""reversal_reduction_below_floor""]",True,[],False,2325,8.675373134328359,0.75,0.00040611760438058475,0.0,0.0,1800,9.32642487046632,0.9399999999999693,0.0008494087939967532,0.0,0.0,proxy_scout_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f85b_blended_firewall_078,blended_firewall,Veto if first-touch pressure and path-inversion pressure agree(첫 터치 압력과 경로 반전 압력이 동시에 맞을 때 차단).,"{""atr_sl_ratio_gte"":10.795102040816285,""p_flat_gte"":0.4976263642,""probability_margin_lte"":0.009317278799999995}",multi_axis_pre_entry_surrogate(다축 진입 전 대체 신호),False,False,1.0976911562974156,3,False,"[""reversal_reduction_below_floor""]",False,"[""oos_net_delta_not_positive"",""oos_pf_delta_not_positive""]",False,2325,8.675373134328359,0.75,0.00040611760438058475,0.0,0.0,1801,9.33160621761658,0.0,0.0,0.0,0.0,proxy_scout_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f85b_blended_firewall_086,blended_firewall,Veto if first-touch pressure and path-inversion pressure agree(첫 터치 압력과 경로 반전 압력이 동시에 맞을 때 차단).,"{""atr_sl_ratio_gte"":10.795102040816285,""p_flat_gte"":0.4976263642,""probability_margin_lte"":0.01306951050000002}",multi_axis_pre_entry_surrogate(다축 진입 전 대체 신호),False,False,1.0976911562974156,4,False,"[""reversal_reduction_below_floor""]",False,"[""oos_net_delta_not_positive"",""oos_pf_delta_not_positive""]",False,2325,8.675373134328359,0.75,0.00040611760438058475,0.0,0.0,1801,9.33160621761658,0.0,0.0,0.0,0.0,proxy_scout_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f85b_blended_firewall_094,blended_firewall,Veto if first-touch pressure and path-inversion pressure agree(첫 터치 압력과 경로 반전 압력이 동시에 맞을 때 차단).,"{""atr_sl_ratio_gte"":10.795102040816285,""p_flat_gte"":0.4976263642,""probability_margin_lte"":0.018311262199999956}",multi_axis_pre_entry_surrogate(다축 진입 전 대체 신호),False,False,1.0976911562974156,5,False,"[""reversal_reduction_below_floor""]",False,"[""oos_net_delta_not_positive"",""oos_pf_delta_not_positive""]",False,2325,8.675373134328359,0.75,0.00040611760438058475,0.0,0.0,1801,9.33160621761658,0.0,0.0,0.0,0.0,proxy_scout_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f85b_first_touch_surrogate_002,first_touch_surrogate,Veto narrow probability-margin entries under high ATR/SL pressure(좁은 확률 여유와 높은 ATR/SL 압력 차단).,"{""atr_sl_ratio_gte"":9.091734693877571,""probability_margin_lte"":0.005676746300000007}",multi_axis_pre_entry_surrogate(다축 진입 전 대체 신호),False,False,1.0967888600060753,6,False,"[""reversal_reduction_below_floor""]",True,[],False,2320,8.656716417910447,0.21999999999997044,-0.0005076342803739253,-0.0001750300595101395,0.003134796238244514,1784,9.243523316062177,2.0499999999999545,0.0007618081785517594,-0.00017100376208278867,0.008992805755395683,proxy_scout_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f85b_both_hit_ambiguity_proxy_032,both_hit_ambiguity_proxy,Veto validation-risk sessions only when high ATR/SL and weak margin agree(검증 위험 세션 + 높은 ATR/SL + 약한 확률 여유 동시 차단).,"{""atr_sl_ratio_gte"":9.091734693877571,""probability_margin_lte"":0.005676746300000007,""risk_sessions_validation_only"":[""cash_late"",""cash_mid""]}",multi_axis_pre_entry_surrogate(다축 진입 전 대체 신호),False,False,1.0967888600060753,7,False,"[""reversal_reduction_below_floor""]",True,[],False,2320,8.656716417910447,0.21999999999997044,-0.0005076342803739253,-0.0001750300595101395,0.003134796238244514,1784,9.243523316062177,2.0499999999999545,0.0007618081785517594,-0.00017100376208278867,0.008992805755395683,proxy_scout_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f85b_blended_firewall_075,blended_firewall,Veto if first-touch pressure and path-inversion pressure agree(첫 터치 압력과 경로 반전 압력이 동시에 맞을 때 차단).,"{""atr_sl_ratio_gte"":9.091734693877571,""p_flat_gte"":0.4976263642,""probability_margin_lte"":0.009317278799999995}",multi_axis_pre_entry_surrogate(다축 진입 전 대체 신호),False,False,1.0967888600060753,8,False,"[""reversal_reduction_below_floor""]",False,"[""oos_net_delta_not_positive"",""oos_pf_delta_not_positive""]",False,2320,8.656716417910447,0.21999999999997044,-0.0005076342803739253,-0.0001750300595101395,0.003134796238244514,1788,9.264248704663212,-1.4600000000000364,-0.002429668497324955,-0.0005618204781316916,0.008992805755395683,proxy_scout_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f85b_blended_firewall_083,blended_firewall,Veto if first-touch pressure and path-inversion pressure agree(첫 터치 압력과 경로 반전 압력이 동시에 맞을 때 차단).,"{""atr_sl_ratio_gte"":9.091734693877571,""p_flat_gte"":0.4976263642,""probability_margin_lte"":0.01306951050000002}",multi_axis_pre_entry_surrogate(다축 진입 전 대체 신호),False,False,1.0967888600060753,9,False,"[""reversal_reduction_below_floor""]",False,"[""oos_net_delta_not_positive"",""oos_pf_delta_not_positive""]",False,2320,8.656716417910447,0.21999999999997044,-0.0005076342803739253,-0.0001750300595101395,0.003134796238244514,1788,9.264248704663212,-1.4600000000000364,-0.002429668497324955,-0.0005618204781316916,0.008992805755395683,proxy_scout_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f85b_blended_firewall_091,blended_firewall,Veto if first-touch pressure and path-inversion pressure agree(첫 터치 압력과 경로 반전 압력이 동시에 맞을 때 차단).,"{""atr_sl_ratio_gte"":9.091734693877571,""p_flat_gte"":0.4976263642,""probability_margin_lte"":0.018311262199999956}",multi_axis_pre_entry_surrogate(다축 진입 전 대체 신호),False,False,1.0967888600060753,10,False,"[""reversal_reduction_below_floor""]",False,"[""oos_net_delta_not_positive"",""oos_pf_delta_not_positive""]",False,2320,8.656716417910447,0.21999999999997044,-0.0005076342803739253,-0.0001750300595101395,0.003134796238244514,1788,9.264248704663212,-1.4600000000000364,-0.002429668497324955,-0.0005618204781316916,0.008992805755395683,proxy_scout_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
