run_id,adapter_id,split,month,trade_count,net_profit,profit_factor,winner_count,loser_count,quality_flag
run227A_stage227_selection_structure_repair_after_threshold_axis_no_effect_v1,s227_sel_lowedge_or_control,validation_is,2025.01,21,6.96,1.083303,10,11,pf_below_34d
run227A_stage227_selection_structure_repair_after_threshold_axis_no_effect_v1,s227_sel_lowedge_or_control,validation_is,2025.02,31,123.64,1.905655,18,13,acceptable_measurement_only
run227A_stage227_selection_structure_repair_after_threshold_axis_no_effect_v1,s227_sel_lowedge_or_control,validation_is,2025.03,27,30.04,1.171883,13,14,pf_below_34d
run227A_stage227_selection_structure_repair_after_threshold_axis_no_effect_v1,s227_sel_lowedge_or_control,validation_is,2025.04,45,204.97,1.854362,28,17,acceptable_measurement_only
run227A_stage227_selection_structure_repair_after_threshold_axis_no_effect_v1,s227_sel_lowedge_or_control,validation_is,2025.05,27,14.46,1.093988,12,15,pf_below_34d
run227A_stage227_selection_structure_repair_after_threshold_axis_no_effect_v1,s227_sel_lowedge_or_control,validation_is,2025.06,17,89.21,2.036602,11,6,acceptable_measurement_only
run227A_stage227_selection_structure_repair_after_threshold_axis_no_effect_v1,s227_sel_lowedge_or_control,validation_is,2025.07,20,142.65,2.275597,11,9,acceptable_measurement_only
run227A_stage227_selection_structure_repair_after_threshold_axis_no_effect_v1,s227_sel_lowedge_or_control,validation_is,2025.08,23,92.14,1.443663,11,12,pf_below_34d
run227A_stage227_selection_structure_repair_after_threshold_axis_no_effect_v1,s227_sel_lowedge_or_control,validation_is,2025.09,22,129.15,1.856092,13,9,acceptable_measurement_only
run227A_stage227_selection_structure_repair_after_threshold_axis_no_effect_v1,s227_sel_lowedge_or_control,oos,2025.10,15,17.05,1.296419,9,6,pf_below_34d
run227A_stage227_selection_structure_repair_after_threshold_axis_no_effect_v1,s227_sel_lowedge_or_control,oos,2025.11,26,201.07,3.537161,17,9,acceptable_measurement_only
run227A_stage227_selection_structure_repair_after_threshold_axis_no_effect_v1,s227_sel_lowedge_or_control,oos,2025.12,17,-26.97,0.770605,8,9,negative_month
run227A_stage227_selection_structure_repair_after_threshold_axis_no_effect_v1,s227_sel_lowedge_or_control,oos,2026.01,27,105.4,1.897021,15,12,acceptable_measurement_only
run227A_stage227_selection_structure_repair_after_threshold_axis_no_effect_v1,s227_sel_lowedge_or_control,oos,2026.02,31,133.17,1.853599,17,14,acceptable_measurement_only
run227A_stage227_selection_structure_repair_after_threshold_axis_no_effect_v1,s227_sel_lowedge_or_control,oos,2026.03,35,357.67,2.565569,20,15,acceptable_measurement_only
run227A_stage227_selection_structure_repair_after_threshold_axis_no_effect_v1,s227_sel_lowedge_or_control,oos,2026.04,8,-21.99,0.690238,4,4,negative_month
run227A_stage227_selection_structure_repair_after_threshold_axis_no_effect_v1,s227_sel_session_only,validation_is,2025.01,30,11.94,1.116956,15,15,pf_below_34d
run227A_stage227_selection_structure_repair_after_threshold_axis_no_effect_v1,s227_sel_session_only,validation_is,2025.02,36,170.95,2.157649,23,13,acceptable_measurement_only
run227A_stage227_selection_structure_repair_after_threshold_axis_no_effect_v1,s227_sel_session_only,validation_is,2025.03,32,5.04,1.023852,13,19,pf_below_34d
run227A_stage227_selection_structure_repair_after_threshold_axis_no_effect_v1,s227_sel_session_only,validation_is,2025.04,53,262.69,1.936206,33,20,acceptable_measurement_only
run227A_stage227_selection_structure_repair_after_threshold_axis_no_effect_v1,s227_sel_session_only,validation_is,2025.05,28,19.29,1.113611,13,15,pf_below_34d
run227A_stage227_selection_structure_repair_after_threshold_axis_no_effect_v1,s227_sel_session_only,validation_is,2025.06,22,124.98,2.263317,15,7,acceptable_measurement_only
run227A_stage227_selection_structure_repair_after_threshold_axis_no_effect_v1,s227_sel_session_only,validation_is,2025.07,20,161.48,2.271096,11,9,acceptable_measurement_only
run227A_stage227_selection_structure_repair_after_threshold_axis_no_effect_v1,s227_sel_session_only,validation_is,2025.08,25,47.86,1.168071,11,14,pf_below_34d
run227A_stage227_selection_structure_repair_after_threshold_axis_no_effect_v1,s227_sel_session_only,validation_is,2025.09,23,147.93,1.898997,14,9,acceptable_measurement_only
run227A_stage227_selection_structure_repair_after_threshold_axis_no_effect_v1,s227_sel_session_only,oos,2025.10,21,21.7,1.31223,13,8,pf_below_34d
run227A_stage227_selection_structure_repair_after_threshold_axis_no_effect_v1,s227_sel_session_only,oos,2025.11,33,202.62,3.101867,21,12,acceptable_measurement_only
run227A_stage227_selection_structure_repair_after_threshold_axis_no_effect_v1,s227_sel_session_only,oos,2025.12,20,-29.93,0.773874,10,10,negative_month
run227A_stage227_selection_structure_repair_after_threshold_axis_no_effect_v1,s227_sel_session_only,oos,2026.01,31,120.36,1.983092,18,13,acceptable_measurement_only
run227A_stage227_selection_structure_repair_after_threshold_axis_no_effect_v1,s227_sel_session_only,oos,2026.02,38,105.64,1.520138,20,18,pf_below_34d
run227A_stage227_selection_structure_repair_after_threshold_axis_no_effect_v1,s227_sel_session_only,oos,2026.03,40,304.92,2.119712,21,19,acceptable_measurement_only
run227A_stage227_selection_structure_repair_after_threshold_axis_no_effect_v1,s227_sel_session_only,oos,2026.04,12,-5.83,0.921471,7,5,negative_month
run227A_stage227_selection_structure_repair_after_threshold_axis_no_effect_v1,s227_sel_margin_only,validation_is,2025.01,23,18.62,1.220381,12,11,pf_below_34d
run227A_stage227_selection_structure_repair_after_threshold_axis_no_effect_v1,s227_sel_margin_only,validation_is,2025.02,31,128.58,1.908179,18,13,acceptable_measurement_only
run227A_stage227_selection_structure_repair_after_threshold_axis_no_effect_v1,s227_sel_margin_only,validation_is,2025.03,32,37.84,1.19256,17,15,pf_below_34d
run227A_stage227_selection_structure_repair_after_threshold_axis_no_effect_v1,s227_sel_margin_only,validation_is,2025.04,51,249.35,1.879697,31,20,acceptable_measurement_only
run227A_stage227_selection_structure_repair_after_threshold_axis_no_effect_v1,s227_sel_margin_only,validation_is,2025.05,30,-12.69,0.936083,13,17,negative_month
run227A_stage227_selection_structure_repair_after_threshold_axis_no_effect_v1,s227_sel_margin_only,validation_is,2025.06,17,92.12,2.022306,11,6,acceptable_measurement_only
run227A_stage227_selection_structure_repair_after_threshold_axis_no_effect_v1,s227_sel_margin_only,validation_is,2025.07,20,149.38,2.27013,11,9,acceptable_measurement_only
run227A_stage227_selection_structure_repair_after_threshold_axis_no_effect_v1,s227_sel_margin_only,validation_is,2025.08,24,115.95,1.528872,12,12,pf_below_34d
run227A_stage227_selection_structure_repair_after_threshold_axis_no_effect_v1,s227_sel_margin_only,validation_is,2025.09,22,136.08,1.852204,13,9,acceptable_measurement_only
run227A_stage227_selection_structure_repair_after_threshold_axis_no_effect_v1,s227_sel_margin_only,oos,2025.10,15,17.05,1.296419,9,6,pf_below_34d
run227A_stage227_selection_structure_repair_after_threshold_axis_no_effect_v1,s227_sel_margin_only,oos,2025.11,27,204.56,3.581199,18,9,acceptable_measurement_only
run227A_stage227_selection_structure_repair_after_threshold_axis_no_effect_v1,s227_sel_margin_only,oos,2025.12,19,-50.2,0.634776,8,11,negative_month
run227A_stage227_selection_structure_repair_after_threshold_axis_no_effect_v1,s227_sel_margin_only,oos,2026.01,28,92.58,1.75879,15,13,acceptable_measurement_only
run227A_stage227_selection_structure_repair_after_threshold_axis_no_effect_v1,s227_sel_margin_only,oos,2026.02,33,114.31,1.704139,17,16,acceptable_measurement_only
run227A_stage227_selection_structure_repair_after_threshold_axis_no_effect_v1,s227_sel_margin_only,oos,2026.03,39,321.35,2.331083,21,18,acceptable_measurement_only
run227A_stage227_selection_structure_repair_after_threshold_axis_no_effect_v1,s227_sel_margin_only,oos,2026.04,8,-20.69,0.686705,4,4,negative_month
run227A_stage227_selection_structure_repair_after_threshold_axis_no_effect_v1,s227_sel_session_and_margin,validation_is,2025.01,32,26.17,1.252047,17,15,pf_below_34d
run227A_stage227_selection_structure_repair_after_threshold_axis_no_effect_v1,s227_sel_session_and_margin,validation_is,2025.02,36,182.89,2.19069,23,13,acceptable_measurement_only
run227A_stage227_selection_structure_repair_after_threshold_axis_no_effect_v1,s227_sel_session_and_margin,validation_is,2025.03,37,15.02,1.063242,17,20,pf_below_34d
run227A_stage227_selection_structure_repair_after_threshold_axis_no_effect_v1,s227_sel_session_and_margin,validation_is,2025.04,59,304.01,1.91619,36,23,acceptable_measurement_only
run227A_stage227_selection_structure_repair_after_threshold_axis_no_effect_v1,s227_sel_session_and_margin,validation_is,2025.05,31,-10.8,0.950808,14,17,negative_month
run227A_stage227_selection_structure_repair_after_threshold_axis_no_effect_v1,s227_sel_session_and_margin,validation_is,2025.06,22,131.64,2.270411,15,7,acceptable_measurement_only
run227A_stage227_selection_structure_repair_after_threshold_axis_no_effect_v1,s227_sel_session_and_margin,validation_is,2025.07,20,169.48,2.270465,11,9,acceptable_measurement_only
run227A_stage227_selection_structure_repair_after_threshold_axis_no_effect_v1,s227_sel_session_and_margin,validation_is,2025.08,26,70.32,1.233722,12,14,pf_below_34d
run227A_stage227_selection_structure_repair_after_threshold_axis_no_effect_v1,s227_sel_session_and_margin,validation_is,2025.09,23,157.84,1.901325,14,9,acceptable_measurement_only
run227A_stage227_selection_structure_repair_after_threshold_axis_no_effect_v1,s227_sel_session_and_margin,oos,2025.10,21,21.7,1.31223,13,8,pf_below_34d
run227A_stage227_selection_structure_repair_after_threshold_axis_no_effect_v1,s227_sel_session_and_margin,oos,2025.11,34,206.11,3.138071,22,12,acceptable_measurement_only
