protocol_id,branch_id,branch_name,payload_path,payload_exists,payload_sha256_manifest,payload_sha256_actual,payload_sha256_match,required_key_count,missing_key_count,missing_keys,schema_status
run335F_design_guarded_branch_probe_protocols_v1__cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,cost_spread_slippage_grid_guard,stages/335_overfit_guard__failure_memory_constrained_research_handoff/02_runs/run335G/probe_input_specs/run335C_b01_cost_spread_slippage_grid_guard.json,true,e2abf3a2046d4f074cc59c219750a60afd3e7c075e45323d724de22c529ed91c,e2abf3a2046d4f074cc59c219750a60afd3e7c075e45323d724de22c529ed91c,true,20,0,[],passed
run335F_design_guarded_branch_probe_protocols_v1__curve_noncalendar_state_holdout,run335C_b02_curve_noncalendar_state_holdout,curve_noncalendar_state_holdout,stages/335_overfit_guard__failure_memory_constrained_research_handoff/02_runs/run335G/probe_input_specs/run335C_b02_curve_noncalendar_state_holdout.json,true,19c83f6a2e06428adda100bc020d85379ccc2f85e4b34f505a33188df0449ee2,19c83f6a2e06428adda100bc020d85379ccc2f85e4b34f505a33188df0449ee2,true,20,0,[],passed
run335F_design_guarded_branch_probe_protocols_v1__direction_symmetry_no_side_drop,run335C_b03_direction_symmetry_no_side_drop,direction_symmetry_no_side_drop,stages/335_overfit_guard__failure_memory_constrained_research_handoff/02_runs/run335G/probe_input_specs/run335C_b03_direction_symmetry_no_side_drop.json,true,4acfadbe42706909f8def61c239e5492bb3c81c9ddfeb30988178b0805f11cf8,4acfadbe42706909f8def61c239e5492bb3c81c9ddfeb30988178b0805f11cf8,true,20,0,[],passed
run335F_design_guarded_branch_probe_protocols_v1__drawdown_underwater_recovery_quality,run335C_b04_drawdown_underwater_recovery_quality,drawdown_underwater_recovery_quality,stages/335_overfit_guard__failure_memory_constrained_research_handoff/02_runs/run335G/probe_input_specs/run335C_b04_drawdown_underwater_recovery_quality.json,true,703dce86d437d5124501d31659bbb1510af92dcc5137b456433646fc8932d506,703dce86d437d5124501d31659bbb1510af92dcc5137b456433646fc8932d506,true,20,0,[],passed
run335F_design_guarded_branch_probe_protocols_v1__regime_predeclared_macro_state,run335C_b05_regime_predeclared_macro_state,regime_predeclared_macro_state,stages/335_overfit_guard__failure_memory_constrained_research_handoff/02_runs/run335G/probe_input_specs/run335C_b05_regime_predeclared_macro_state.json,true,e690c7e879a7badd742214f095d7505e3e4d6255a3d102fee05f65c7b0ace60c,e690c7e879a7badd742214f095d7505e3e4d6255a3d102fee05f65c7b0ace60c,true,20,0,[],passed
run335F_design_guarded_branch_probe_protocols_v1__runtime_identity_strict_handoff,run335C_b06_runtime_identity_strict_handoff,runtime_identity_strict_handoff,stages/335_overfit_guard__failure_memory_constrained_research_handoff/02_runs/run335G/probe_input_specs/run335C_b06_runtime_identity_strict_handoff.json,true,b901370cf645730940269af592766bb0355d1543bc87cfed323033c8ef8afb52,b901370cf645730940269af592766bb0355d1543bc87cfed323033c8ef8afb52,true,20,0,[],passed
run335F_design_guarded_branch_probe_protocols_v1__cp322a_exact_blocker_control,run335C_b07_cp322a_exact_blocker_control,cp322a_exact_blocker_control,stages/335_overfit_guard__failure_memory_constrained_research_handoff/02_runs/run335G/probe_input_specs/run335C_b07_cp322a_exact_blocker_control.json,true,1cef9ccf5e86723d32a3495df2c04d288f1175681762540d701219ceebb2bdc2,1cef9ccf5e86723d32a3495df2c04d288f1175681762540d701219ceebb2bdc2,true,20,0,[],passed
run335F_design_guarded_branch_probe_protocols_v1__cost_curve_drawdown_interaction_guard,run335C_b08_cost_curve_drawdown_interaction_guard,cost_curve_drawdown_interaction_guard,stages/335_overfit_guard__failure_memory_constrained_research_handoff/02_runs/run335G/probe_input_specs/run335C_b08_cost_curve_drawdown_interaction_guard.json,true,b97de58ad9ef5ea2d6bf0746581261f04633d28316fb46b343c7ce5a5f8a307a,b97de58ad9ef5ea2d6bf0746581261f04633d28316fb46b343c7ce5a5f8a307a,true,20,0,[],passed
run335F_design_guarded_branch_probe_protocols_v1__regime_direction_interaction_guard,run335C_b09_regime_direction_interaction_guard,regime_direction_interaction_guard,stages/335_overfit_guard__failure_memory_constrained_research_handoff/02_runs/run335G/probe_input_specs/run335C_b09_regime_direction_interaction_guard.json,true,fb784e3624b70bf14716f7888a081a441d3936fab9de21e4fd4a58978295d150,fb784e3624b70bf14716f7888a081a441d3936fab9de21e4fd4a58978295d150,true,20,0,[],passed
run335F_design_guarded_branch_probe_protocols_v1__subject_swap_negative_control,run335C_b10_subject_swap_negative_control,subject_swap_negative_control,stages/335_overfit_guard__failure_memory_constrained_research_handoff/02_runs/run335G/probe_input_specs/run335C_b10_subject_swap_negative_control.json,true,be9e45ceab6582d9dfacf88328c09f128d62cf7c524af5b79db734abefd8a317,be9e45ceab6582d9dfacf88328c09f128d62cf7c524af5b79db734abefd8a317,true,20,0,[],passed
run335F_design_guarded_branch_probe_protocols_v1__null_adjacent_period_control,run335C_b11_null_adjacent_period_control,null_adjacent_period_control,stages/335_overfit_guard__failure_memory_constrained_research_handoff/02_runs/run335G/probe_input_specs/run335C_b11_null_adjacent_period_control.json,true,0166336431f78a38fef838f8bc3628dca05db5241d5f7c984b4f7b78cc31f590,0166336431f78a38fef838f8bc3628dca05db5241d5f7c984b4f7b78cc31f590,true,20,0,[],passed
