variant_id,queue_id,priority,workstream,candidate_id,candidate_alias,candidate_role,profile_label,profile_token,model_materialization_type,source_feature_file,source_feature_sha256,runtime_feature_file,runtime_feature_sha256,source_model_file,source_model_sha256,runtime_model_file,runtime_model_sha256,common_feature_path,common_feature_sha256,common_model_path,common_model_sha256,source_feature_count,engineered_feature_count,feature_count,feature_order,feature_order_hash,engineered_features,rank_column,gate_column,runtime_rows,missing_feature_cells,source_limitation,claim_boundary
run267bs_01_s264_aih_dir_asym,run267bs_q01_pool_wide_directional_asymmetry,P0,pool_wide_directional_asymmetry,s264_allow_inner_high_quarter,s264_aih,challenger_core,directional_asymmetry,dir_asym,score_table_appended_directional_impulse_main_effects_v1,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267B/historical_2024/features/s264_aih.csv,b49ba89595fa55d06d623282d21d52d8572b6cff7ee1d74ad353d4d54bce514d,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267BS/pool_wide_directional_impulse_followup_materialization/variants/s264_aih/run267bs_01_s264_aih_dir_asym/features/run267bs_01_s264_aih_dir_asym_features.csv,f5ce56e451442afb7f8630bf098be3931b0186f4d1580d1f3d39d428fbd1aab1,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267B/historical_2024/models/s264_aih_model.csv,5df52c60031e899e5df948eadad98ea84fe7a5a9c4ed0129c20e026e01f59482,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267BS/pool_wide_directional_impulse_followup_materialization/variants/s264_aih/run267bs_01_s264_aih_dir_asym/models/run267bs_01_s264_aih_dir_asym_model.csv,31b9ff0fcef4ffde571e302bd34c3f817a5192a18cf2ca24aaa48db9a4426a2e,OPV2/s267bs/run267BS_directional_impulse_followup/s264_aih/run267bs_01_s264_aih_dir_asym/features/run267bs_01_s264_aih_dir_asym_features.csv,f5ce56e451442afb7f8630bf098be3931b0186f4d1580d1f3d39d428fbd1aab1,OPV2/s267bs/run267BS_directional_impulse_followup/s264_aih/run267bs_01_s264_aih_dir_asym/models/run267bs_01_s264_aih_dir_asym_model.csv,31b9ff0fcef4ffde571e302bd34c3f817a5192a18cf2ca24aaa48db9a4426a2e,3,2,5,stage56_context_et_event_signal;stage264_source_feature_rank_bucket;stage264_source_feature_gate_allow_inner_high_quarter;stage267bs_short_side_rank_pressure_score;stage267bs_long_side_rank_pressure_score,a4046293a0e1433f17159d426399e8846d8b4d0b9c81e881c89c18c91440a25c,stage267bs_short_side_rank_pressure_score;stage267bs_long_side_rank_pressure_score,stage264_source_feature_rank_bucket,stage264_source_feature_gate_allow_inner_high_quarter,11651,0,2024_cached_compact_rank_gate_context_frame; raw_ATR_return_features_not_available_in_this_materialization,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267bs_02_s264_lc_dir_asym,run267bs_q01_pool_wide_directional_asymmetry,P0,pool_wide_directional_asymmetry,s264_lowrank_control,s264_lc,defensive_control,directional_asymmetry,dir_asym,score_table_appended_directional_impulse_main_effects_v1,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267B/historical_2024/features/s264_lc.csv,6f1a3c1dd083d5dff3766188bbe1ed838bc504af77c23cf8c7eef13ebf5ce0e7,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267BS/pool_wide_directional_impulse_followup_materialization/variants/s264_lc/run267bs_02_s264_lc_dir_asym/features/run267bs_02_s264_lc_dir_asym_features.csv,8462d2efa7c1ddaa712db492af4d9b1b98c34ef4bb789d2193eafe8803172626,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267B/historical_2024/models/s264_lc_model.csv,5df52c60031e899e5df948eadad98ea84fe7a5a9c4ed0129c20e026e01f59482,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267BS/pool_wide_directional_impulse_followup_materialization/variants/s264_lc/run267bs_02_s264_lc_dir_asym/models/run267bs_02_s264_lc_dir_asym_model.csv,31b9ff0fcef4ffde571e302bd34c3f817a5192a18cf2ca24aaa48db9a4426a2e,OPV2/s267bs/run267BS_directional_impulse_followup/s264_lc/run267bs_02_s264_lc_dir_asym/features/run267bs_02_s264_lc_dir_asym_features.csv,8462d2efa7c1ddaa712db492af4d9b1b98c34ef4bb789d2193eafe8803172626,OPV2/s267bs/run267BS_directional_impulse_followup/s264_lc/run267bs_02_s264_lc_dir_asym/models/run267bs_02_s264_lc_dir_asym_model.csv,31b9ff0fcef4ffde571e302bd34c3f817a5192a18cf2ca24aaa48db9a4426a2e,3,2,5,stage56_context_et_event_signal;stage264_source_feature_rank_bucket;stage264_source_feature_gate_lowrank_control;stage267bs_short_side_rank_pressure_score;stage267bs_long_side_rank_pressure_score,1524e6dfef9d2b54dce878d8d639ec152cbe9b91df306f784077a8daee7ce3d7,stage267bs_short_side_rank_pressure_score;stage267bs_long_side_rank_pressure_score,stage264_source_feature_rank_bucket,stage264_source_feature_gate_lowrank_control,11651,0,2024_cached_compact_rank_gate_context_frame; raw_ATR_return_features_not_available_in_this_materialization,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267bs_03_s262_lih_dir_asym,run267bs_q01_pool_wide_directional_asymmetry,P0,pool_wide_directional_asymmetry,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,directional_asymmetry,dir_asym,score_table_appended_directional_impulse_main_effects_v1,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267B/historical_2024/features/s262_lih.csv,572ac8872430105a4423aa38491709522e50bdd1223cbde591a0322d10959b24,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267BS/pool_wide_directional_impulse_followup_materialization/variants/s262_lih/run267bs_03_s262_lih_dir_asym/features/run267bs_03_s262_lih_dir_asym_features.csv,58d65a5d8e6e08405f3c876f3bb05ad6a7d3cffdc89e8c802afb436403ab6ad1,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267B/historical_2024/models/s262_lih_model.csv,5df52c60031e899e5df948eadad98ea84fe7a5a9c4ed0129c20e026e01f59482,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267BS/pool_wide_directional_impulse_followup_materialization/variants/s262_lih/run267bs_03_s262_lih_dir_asym/models/run267bs_03_s262_lih_dir_asym_model.csv,31b9ff0fcef4ffde571e302bd34c3f817a5192a18cf2ca24aaa48db9a4426a2e,OPV2/s267bs/run267BS_directional_impulse_followup/s262_lih/run267bs_03_s262_lih_dir_asym/features/run267bs_03_s262_lih_dir_asym_features.csv,58d65a5d8e6e08405f3c876f3bb05ad6a7d3cffdc89e8c802afb436403ab6ad1,OPV2/s267bs/run267BS_directional_impulse_followup/s262_lih/run267bs_03_s262_lih_dir_asym/models/run267bs_03_s262_lih_dir_asym_model.csv,31b9ff0fcef4ffde571e302bd34c3f817a5192a18cf2ca24aaa48db9a4426a2e,3,2,5,stage56_context_et_event_signal;stage262_source_feature_rank_bucket;stage262_source_feature_gate_lowrank_inner_half_filter;stage267bs_short_side_rank_pressure_score;stage267bs_long_side_rank_pressure_score,8e51187f0bd179efac6b815eef942ee1b50bc4385c58aba7618670ca87bc42eb,stage267bs_short_side_rank_pressure_score;stage267bs_long_side_rank_pressure_score,stage262_source_feature_rank_bucket,stage262_source_feature_gate_lowrank_inner_half_filter,11651,0,2024_cached_compact_rank_gate_context_frame; raw_ATR_return_features_not_available_in_this_materialization,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267bs_04_s264_aia_dir_asym,run267bs_q01_pool_wide_directional_asymmetry,P0,pool_wide_directional_asymmetry,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,directional_asymmetry,dir_asym,score_table_appended_directional_impulse_main_effects_v1,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267B/historical_2024/features/s264_aia.csv,65f3e8a53e9568221883a085b6e5ebc0a9d2acadfb206771e475000682845ff8,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267BS/pool_wide_directional_impulse_followup_materialization/variants/s264_aia/run267bs_04_s264_aia_dir_asym/features/run267bs_04_s264_aia_dir_asym_features.csv,80e9d3ff45d19b98ccfdac7e678a90ac3743a416939f7dda7ec01eb0aec6075c,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267B/historical_2024/models/s264_aia_model.csv,5df52c60031e899e5df948eadad98ea84fe7a5a9c4ed0129c20e026e01f59482,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267BS/pool_wide_directional_impulse_followup_materialization/variants/s264_aia/run267bs_04_s264_aia_dir_asym/models/run267bs_04_s264_aia_dir_asym_model.csv,31b9ff0fcef4ffde571e302bd34c3f817a5192a18cf2ca24aaa48db9a4426a2e,OPV2/s267bs/run267BS_directional_impulse_followup/s264_aia/run267bs_04_s264_aia_dir_asym/features/run267bs_04_s264_aia_dir_asym_features.csv,80e9d3ff45d19b98ccfdac7e678a90ac3743a416939f7dda7ec01eb0aec6075c,OPV2/s267bs/run267BS_directional_impulse_followup/s264_aia/run267bs_04_s264_aia_dir_asym/models/run267bs_04_s264_aia_dir_asym_model.csv,31b9ff0fcef4ffde571e302bd34c3f817a5192a18cf2ca24aaa48db9a4426a2e,3,2,5,stage56_context_et_event_signal;stage264_source_feature_rank_bucket;stage264_source_feature_gate_allow_inner_all_oos_anchor;stage267bs_short_side_rank_pressure_score;stage267bs_long_side_rank_pressure_score,5fa93a9c3b0443d912f425ff18dde643932bfb9414ebc868383557cb524ddd69,stage267bs_short_side_rank_pressure_score;stage267bs_long_side_rank_pressure_score,stage264_source_feature_rank_bucket,stage264_source_feature_gate_allow_inner_all_oos_anchor,11651,0,2024_cached_compact_rank_gate_context_frame; raw_ATR_return_features_not_available_in_this_materialization,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267bs_05_s258_stc_dir_asym,run267bs_q01_pool_wide_directional_asymmetry,P0,pool_wide_directional_asymmetry,s258_short_tight_control,s258_stc,stress_challenger,directional_asymmetry,dir_asym,score_table_appended_directional_impulse_main_effects_v1,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267B/historical_2024/features/s258_stc.csv,cf3c2073186dd24f6f68fc269c789e74277d7c711db25ed5cb9bc23cb5fdd8e2,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267BS/pool_wide_directional_impulse_followup_materialization/variants/s258_stc/run267bs_05_s258_stc_dir_asym/features/run267bs_05_s258_stc_dir_asym_features.csv,b1392f97c21d5878834d27ba1e1ca4756ff53ac238e4e97d1b278d6f0cf3793a,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267B/historical_2024/models/s258_stc_model.csv,5df52c60031e899e5df948eadad98ea84fe7a5a9c4ed0129c20e026e01f59482,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267BS/pool_wide_directional_impulse_followup_materialization/variants/s258_stc/run267bs_05_s258_stc_dir_asym/models/run267bs_05_s258_stc_dir_asym_model.csv,31b9ff0fcef4ffde571e302bd34c3f817a5192a18cf2ca24aaa48db9a4426a2e,OPV2/s267bs/run267BS_directional_impulse_followup/s258_stc/run267bs_05_s258_stc_dir_asym/features/run267bs_05_s258_stc_dir_asym_features.csv,b1392f97c21d5878834d27ba1e1ca4756ff53ac238e4e97d1b278d6f0cf3793a,OPV2/s267bs/run267BS_directional_impulse_followup/s258_stc/run267bs_05_s258_stc_dir_asym/models/run267bs_05_s258_stc_dir_asym_model.csv,31b9ff0fcef4ffde571e302bd34c3f817a5192a18cf2ca24aaa48db9a4426a2e,3,2,5,stage56_context_et_event_signal;stage258_source_feature_rank_bucket;stage258_source_feature_gate_short_tight_control;stage267bs_short_side_rank_pressure_score;stage267bs_long_side_rank_pressure_score,b057a19262162a2827eb68d0de4451fed5929f73af71426193375f2cf596df2a,stage267bs_short_side_rank_pressure_score;stage267bs_long_side_rank_pressure_score,stage258_source_feature_rank_bucket,stage258_source_feature_gate_short_tight_control,11651,0,2024_cached_compact_rank_gate_context_frame; raw_ATR_return_features_not_available_in_this_materialization,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267bs_06_s264_aih_impulse_repl,run267bs_q02_aggressive_impulse_replacement,P0,aggressive_impulse_replacement,s264_allow_inner_high_quarter,s264_aih,challenger_core,aggressive_impulse_replacement,impulse_repl,score_table_appended_directional_impulse_main_effects_v1,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267B/historical_2024/features/s264_aih.csv,b49ba89595fa55d06d623282d21d52d8572b6cff7ee1d74ad353d4d54bce514d,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267BS/pool_wide_directional_impulse_followup_materialization/variants/s264_aih/run267bs_06_s264_aih_impulse_repl/features/run267bs_06_s264_aih_impulse_repl_features.csv,63e9f9606d2a23c12bff7135dadf65c1a511fbb98d2679e895cf0a6598dec42d,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267B/historical_2024/models/s264_aih_model.csv,5df52c60031e899e5df948eadad98ea84fe7a5a9c4ed0129c20e026e01f59482,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267BS/pool_wide_directional_impulse_followup_materialization/variants/s264_aih/run267bs_06_s264_aih_impulse_repl/models/run267bs_06_s264_aih_impulse_repl_model.csv,26fd7bcec1945fbe2ad6a7ceb80f8ba2fb74dbf3cf02067dfdcf0ab0692f72ac,OPV2/s267bs/run267BS_directional_impulse_followup/s264_aih/run267bs_06_s264_aih_impulse_repl/features/run267bs_06_s264_aih_impulse_repl_features.csv,63e9f9606d2a23c12bff7135dadf65c1a511fbb98d2679e895cf0a6598dec42d,OPV2/s267bs/run267BS_directional_impulse_followup/s264_aih/run267bs_06_s264_aih_impulse_repl/models/run267bs_06_s264_aih_impulse_repl_model.csv,26fd7bcec1945fbe2ad6a7ceb80f8ba2fb74dbf3cf02067dfdcf0ab0692f72ac,3,1,4,stage56_context_et_event_signal;stage264_source_feature_rank_bucket;stage264_source_feature_gate_allow_inner_high_quarter;stage267bs_impulse_replacement_score,717ec4ea4c47a03dd6d21cf5fc057711e76efe3f2b875bebecfbc0ca762430df,stage267bs_impulse_replacement_score,stage264_source_feature_rank_bucket,stage264_source_feature_gate_allow_inner_high_quarter,11651,0,2024_cached_compact_rank_gate_context_frame; raw_ATR_return_features_not_available_in_this_materialization,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267bs_07_s264_lc_impulse_repl,run267bs_q02_aggressive_impulse_replacement,P0,aggressive_impulse_replacement,s264_lowrank_control,s264_lc,defensive_control,aggressive_impulse_replacement,impulse_repl,score_table_appended_directional_impulse_main_effects_v1,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267B/historical_2024/features/s264_lc.csv,6f1a3c1dd083d5dff3766188bbe1ed838bc504af77c23cf8c7eef13ebf5ce0e7,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267BS/pool_wide_directional_impulse_followup_materialization/variants/s264_lc/run267bs_07_s264_lc_impulse_repl/features/run267bs_07_s264_lc_impulse_repl_features.csv,fedf624d2ad5cb43d9001164cd5f4ab36e8442dd401f32117605071bc69e6b4f,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267B/historical_2024/models/s264_lc_model.csv,5df52c60031e899e5df948eadad98ea84fe7a5a9c4ed0129c20e026e01f59482,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267BS/pool_wide_directional_impulse_followup_materialization/variants/s264_lc/run267bs_07_s264_lc_impulse_repl/models/run267bs_07_s264_lc_impulse_repl_model.csv,26fd7bcec1945fbe2ad6a7ceb80f8ba2fb74dbf3cf02067dfdcf0ab0692f72ac,OPV2/s267bs/run267BS_directional_impulse_followup/s264_lc/run267bs_07_s264_lc_impulse_repl/features/run267bs_07_s264_lc_impulse_repl_features.csv,fedf624d2ad5cb43d9001164cd5f4ab36e8442dd401f32117605071bc69e6b4f,OPV2/s267bs/run267BS_directional_impulse_followup/s264_lc/run267bs_07_s264_lc_impulse_repl/models/run267bs_07_s264_lc_impulse_repl_model.csv,26fd7bcec1945fbe2ad6a7ceb80f8ba2fb74dbf3cf02067dfdcf0ab0692f72ac,3,1,4,stage56_context_et_event_signal;stage264_source_feature_rank_bucket;stage264_source_feature_gate_lowrank_control;stage267bs_impulse_replacement_score,43cb936233fac4799af2ba13d52c2abe2b6ca12cee66918a7d8239323428c77f,stage267bs_impulse_replacement_score,stage264_source_feature_rank_bucket,stage264_source_feature_gate_lowrank_control,11651,0,2024_cached_compact_rank_gate_context_frame; raw_ATR_return_features_not_available_in_this_materialization,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267bs_08_s262_lih_impulse_repl,run267bs_q02_aggressive_impulse_replacement,P0,aggressive_impulse_replacement,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,aggressive_impulse_replacement,impulse_repl,score_table_appended_directional_impulse_main_effects_v1,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267B/historical_2024/features/s262_lih.csv,572ac8872430105a4423aa38491709522e50bdd1223cbde591a0322d10959b24,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267BS/pool_wide_directional_impulse_followup_materialization/variants/s262_lih/run267bs_08_s262_lih_impulse_repl/features/run267bs_08_s262_lih_impulse_repl_features.csv,5a99a7afd732f73b903abbcf12e7e6266e0ff593f57a7ded5d4de51aafe6b0d5,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267B/historical_2024/models/s262_lih_model.csv,5df52c60031e899e5df948eadad98ea84fe7a5a9c4ed0129c20e026e01f59482,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267BS/pool_wide_directional_impulse_followup_materialization/variants/s262_lih/run267bs_08_s262_lih_impulse_repl/models/run267bs_08_s262_lih_impulse_repl_model.csv,26fd7bcec1945fbe2ad6a7ceb80f8ba2fb74dbf3cf02067dfdcf0ab0692f72ac,OPV2/s267bs/run267BS_directional_impulse_followup/s262_lih/run267bs_08_s262_lih_impulse_repl/features/run267bs_08_s262_lih_impulse_repl_features.csv,5a99a7afd732f73b903abbcf12e7e6266e0ff593f57a7ded5d4de51aafe6b0d5,OPV2/s267bs/run267BS_directional_impulse_followup/s262_lih/run267bs_08_s262_lih_impulse_repl/models/run267bs_08_s262_lih_impulse_repl_model.csv,26fd7bcec1945fbe2ad6a7ceb80f8ba2fb74dbf3cf02067dfdcf0ab0692f72ac,3,1,4,stage56_context_et_event_signal;stage262_source_feature_rank_bucket;stage262_source_feature_gate_lowrank_inner_half_filter;stage267bs_impulse_replacement_score,cf6356d29d588a0797254ed8bce13ecb754b66f342ada8e09646583b8d723c21,stage267bs_impulse_replacement_score,stage262_source_feature_rank_bucket,stage262_source_feature_gate_lowrank_inner_half_filter,11651,0,2024_cached_compact_rank_gate_context_frame; raw_ATR_return_features_not_available_in_this_materialization,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267bs_09_s264_aia_impulse_repl,run267bs_q02_aggressive_impulse_replacement,P0,aggressive_impulse_replacement,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,aggressive_impulse_replacement,impulse_repl,score_table_appended_directional_impulse_main_effects_v1,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267B/historical_2024/features/s264_aia.csv,65f3e8a53e9568221883a085b6e5ebc0a9d2acadfb206771e475000682845ff8,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267BS/pool_wide_directional_impulse_followup_materialization/variants/s264_aia/run267bs_09_s264_aia_impulse_repl/features/run267bs_09_s264_aia_impulse_repl_features.csv,bf31f906b3cb555c61efa9f6c46916d0efb68e5990ca66db60c635cb32d348d4,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267B/historical_2024/models/s264_aia_model.csv,5df52c60031e899e5df948eadad98ea84fe7a5a9c4ed0129c20e026e01f59482,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267BS/pool_wide_directional_impulse_followup_materialization/variants/s264_aia/run267bs_09_s264_aia_impulse_repl/models/run267bs_09_s264_aia_impulse_repl_model.csv,26fd7bcec1945fbe2ad6a7ceb80f8ba2fb74dbf3cf02067dfdcf0ab0692f72ac,OPV2/s267bs/run267BS_directional_impulse_followup/s264_aia/run267bs_09_s264_aia_impulse_repl/features/run267bs_09_s264_aia_impulse_repl_features.csv,bf31f906b3cb555c61efa9f6c46916d0efb68e5990ca66db60c635cb32d348d4,OPV2/s267bs/run267BS_directional_impulse_followup/s264_aia/run267bs_09_s264_aia_impulse_repl/models/run267bs_09_s264_aia_impulse_repl_model.csv,26fd7bcec1945fbe2ad6a7ceb80f8ba2fb74dbf3cf02067dfdcf0ab0692f72ac,3,1,4,stage56_context_et_event_signal;stage264_source_feature_rank_bucket;stage264_source_feature_gate_allow_inner_all_oos_anchor;stage267bs_impulse_replacement_score,1b4d49d6868c370ad277cae0031ab10137724c014579d56ef8e51db54b55ae42,stage267bs_impulse_replacement_score,stage264_source_feature_rank_bucket,stage264_source_feature_gate_allow_inner_all_oos_anchor,11651,0,2024_cached_compact_rank_gate_context_frame; raw_ATR_return_features_not_available_in_this_materialization,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267bs_10_s258_stc_impulse_repl,run267bs_q02_aggressive_impulse_replacement,P0,aggressive_impulse_replacement,s258_short_tight_control,s258_stc,stress_challenger,aggressive_impulse_replacement,impulse_repl,score_table_appended_directional_impulse_main_effects_v1,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267B/historical_2024/features/s258_stc.csv,cf3c2073186dd24f6f68fc269c789e74277d7c711db25ed5cb9bc23cb5fdd8e2,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267BS/pool_wide_directional_impulse_followup_materialization/variants/s258_stc/run267bs_10_s258_stc_impulse_repl/features/run267bs_10_s258_stc_impulse_repl_features.csv,ae6e32295be493a158883f318521af53b330676239ad5fddd65157355a09ccba,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267B/historical_2024/models/s258_stc_model.csv,5df52c60031e899e5df948eadad98ea84fe7a5a9c4ed0129c20e026e01f59482,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267BS/pool_wide_directional_impulse_followup_materialization/variants/s258_stc/run267bs_10_s258_stc_impulse_repl/models/run267bs_10_s258_stc_impulse_repl_model.csv,26fd7bcec1945fbe2ad6a7ceb80f8ba2fb74dbf3cf02067dfdcf0ab0692f72ac,OPV2/s267bs/run267BS_directional_impulse_followup/s258_stc/run267bs_10_s258_stc_impulse_repl/features/run267bs_10_s258_stc_impulse_repl_features.csv,ae6e32295be493a158883f318521af53b330676239ad5fddd65157355a09ccba,OPV2/s267bs/run267BS_directional_impulse_followup/s258_stc/run267bs_10_s258_stc_impulse_repl/models/run267bs_10_s258_stc_impulse_repl_model.csv,26fd7bcec1945fbe2ad6a7ceb80f8ba2fb74dbf3cf02067dfdcf0ab0692f72ac,3,1,4,stage56_context_et_event_signal;stage258_source_feature_rank_bucket;stage258_source_feature_gate_short_tight_control;stage267bs_impulse_replacement_score,bf253081e72e5e3aba136ab4ac537e0cd0afaf7b9ae41873ac012aa5818869ed,stage267bs_impulse_replacement_score,stage258_source_feature_rank_bucket,stage258_source_feature_gate_short_tight_control,11651,0,2024_cached_compact_rank_gate_context_frame; raw_ATR_return_features_not_available_in_this_materialization,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
