run_id,adapter_id,split,status,report_path,initial_balance,final_balance,net_profit,closed_trade_count,profit_factor,legacy_34d_pf,legacy_34d_dd_percent,max_drawdown_amount,max_drawdown_percent,report_balance_drawdown_maximal,report_equity_drawdown_maximal,report_balance_drawdown_relative,report_equity_drawdown_relative,late_net_share,weak_segments,split_quality_flag
run244A_stage244_timestamp_aware_midwindow_guard_repair_after_stage242_inactive_guard_v1,s244_samecap_control,validation_is,completed,stages/244_adapter_research__timestamp_aware_midwindow_guard_repair_after_stage242_inactive_guard/02_runs/run244A/mt5/reports/Project_Obsidian_Prime_v2_run244A_stage244_timestamp_aware_midwindow_guard_repair_after_stage242_inactive_guard_v1_s244_samecap_control_rt_val.htm,500,1467.85,967.85,269,1.571188,1.583157,12.909136,137.89,13.3771,137.89 (13.38%),150.67 (14.53%),13.38% (137.89),14.53% (150.67),0.4714,early;mid,validation_dd_above_34d;validation_segment_pf_below_34d
run244A_stage244_timestamp_aware_midwindow_guard_repair_after_stage242_inactive_guard_v1,s244_samecap_control,oos,completed,stages/244_adapter_research__timestamp_aware_midwindow_guard_repair_after_stage242_inactive_guard/02_runs/run244A/mt5/reports/Project_Obsidian_Prime_v2_run244A_stage244_timestamp_aware_midwindow_guard_repair_after_stage242_inactive_guard_v1_s244_samecap_control_rt_oos.htm,500,1312.8,812.8,195,1.780091,1.583157,12.909136,100.21,9.792,100.21 (9.79%),112.81 (10.98%),12.46% (71.39),14.42% (83.48),0.4217,,acceptable_measurement_only
run244A_stage244_timestamp_aware_midwindow_guard_repair_after_stage242_inactive_guard_v1,s244_midlow_guard,validation_is,completed,stages/244_adapter_research__timestamp_aware_midwindow_guard_repair_after_stage242_inactive_guard/02_runs/run244A/mt5/reports/Project_Obsidian_Prime_v2_run244A_stage244_timestamp_aware_midwindow_guard_repair_after_stage242_inactive_guard_v1_s244_midlow_guard_rt_val.htm,500,1026.85,526.85,198,1.493495,1.583157,12.909136,83.51,8.744,83.51 (8.74%),102.85 (9.34%),11.76% (82.81),12.26% (86.74),0.5199,mid,validation_segment_pf_below_34d;validation_late_concentration_above_50pct
run244A_stage244_timestamp_aware_midwindow_guard_repair_after_stage242_inactive_guard_v1,s244_midlow_guard,oos,completed,stages/244_adapter_research__timestamp_aware_midwindow_guard_repair_after_stage242_inactive_guard/02_runs/run244A/mt5/reports/Project_Obsidian_Prime_v2_run244A_stage244_timestamp_aware_midwindow_guard_repair_after_stage242_inactive_guard_v1_s244_midlow_guard_rt_oos.htm,500,1208.12,708.12,157,1.891468,1.583157,12.909136,92.49,9.8007,92.49 (9.80%),103.86 (10.96%),12.46% (71.39),14.42% (83.48),0.4328,mid,acceptable_measurement_only
run244A_stage244_timestamp_aware_midwindow_guard_repair_after_stage242_inactive_guard_v1,s244_midlowmid_guard,validation_is,completed,stages/244_adapter_research__timestamp_aware_midwindow_guard_repair_after_stage242_inactive_guard/02_runs/run244A/mt5/reports/Project_Obsidian_Prime_v2_run244A_stage244_timestamp_aware_midwindow_guard_repair_after_stage242_inactive_guard_v1_s244_midlowmid_guard_rt_val.htm,500,953.46,453.46,184,1.450317,1.583157,12.909136,82.81,11.7633,82.81 (11.76%),96.23 (12.15%),11.76% (82.81),12.26% (86.74),0.5155,mid,validation_segment_pf_below_34d;validation_late_concentration_above_50pct
run244A_stage244_timestamp_aware_midwindow_guard_repair_after_stage242_inactive_guard_v1,s244_midlowmid_guard,oos,completed,stages/244_adapter_research__timestamp_aware_midwindow_guard_repair_after_stage242_inactive_guard/02_runs/run244A/mt5/reports/Project_Obsidian_Prime_v2_run244A_stage244_timestamp_aware_midwindow_guard_repair_after_stage242_inactive_guard_v1_s244_midlowmid_guard_rt_oos.htm,500,1195.64,695.64,151,1.904368,1.583157,12.909136,91.92,9.8336,91.92 (9.83%),103.29 (11.00%),12.46% (71.39),14.42% (83.48),0.4079,,acceptable_measurement_only
run244A_stage244_timestamp_aware_midwindow_guard_repair_after_stage242_inactive_guard_v1,s244_cap0305_control,validation_is,completed,stages/244_adapter_research__timestamp_aware_midwindow_guard_repair_after_stage242_inactive_guard/02_runs/run244A/mt5/reports/Project_Obsidian_Prime_v2_run244A_stage244_timestamp_aware_midwindow_guard_repair_after_stage242_inactive_guard_v1_s244_cap0305_control_rt_val.htm,500,1476.67,976.67,269,1.58972,1.583157,12.909136,134.71,12.9428,134.71 (12.94%),146.78 (14.02%),12.94% (134.71),14.02% (146.78),0.4623,mid,validation_dd_above_34d;validation_segment_pf_below_34d
run244A_stage244_timestamp_aware_midwindow_guard_repair_after_stage242_inactive_guard_v1,s244_cap0305_control,oos,completed,stages/244_adapter_research__timestamp_aware_midwindow_guard_repair_after_stage242_inactive_guard/02_runs/run244A/mt5/reports/Project_Obsidian_Prime_v2_run244A_stage244_timestamp_aware_midwindow_guard_repair_after_stage242_inactive_guard_v1_s244_cap0305_control_rt_oos.htm,500,1275.76,775.76,195,1.775729,1.583157,12.909136,95.37,9.5076,95.37 (9.51%),107.36 (10.66%),12.23% (70.03),14.13% (81.69),0.4163,,acceptable_measurement_only
run244A_stage244_timestamp_aware_midwindow_guard_repair_after_stage242_inactive_guard_v1,s244_midlowmid_guard_cap0305,validation_is,completed,stages/244_adapter_research__timestamp_aware_midwindow_guard_repair_after_stage242_inactive_guard/02_runs/run244A/mt5/reports/Project_Obsidian_Prime_v2_run244A_stage244_timestamp_aware_midwindow_guard_repair_after_stage242_inactive_guard_v1_s244_midlowmid_guard_cap0305_rt_val.htm,500,954.48,454.48,184,1.461842,1.583157,12.909136,81.05,10.3027,81.05 (10.30%),93.61 (11.75%),11.35% (80.06),11.84% (83.88),0.5013,mid,validation_segment_pf_below_34d;validation_late_concentration_above_50pct
run244A_stage244_timestamp_aware_midwindow_guard_repair_after_stage242_inactive_guard_v1,s244_midlowmid_guard_cap0305,oos,completed,stages/244_adapter_research__timestamp_aware_midwindow_guard_repair_after_stage242_inactive_guard/02_runs/run244A/mt5/reports/Project_Obsidian_Prime_v2_run244A_stage244_timestamp_aware_midwindow_guard_repair_after_stage242_inactive_guard_v1_s244_midlowmid_guard_cap0305_rt_oos.htm,500,1180.5,680.5,151,1.919222,1.583157,12.909136,87.47,9.4742,87.47 (9.47%),98.24 (10.60%),12.23% (70.03),14.13% (81.69),0.4072,,acceptable_measurement_only
