variant_id,view,split,control_id,rows,days,trade_count,trades_per_day,net_proxy,gross_profit,gross_loss,proxy_pf,win_rate,avg_win,avg_loss,payoff_ratio,expectancy,max_drawdown,recovery_factor,time_under_water_bars,max_consecutive_loss,long_count,short_count,side_min_share,regime_coverage_count,adverse_first_share,no_event_share,avg_first_hit_bar,avg_bracket_return
extra_trees_first_hit_regime_q90,tier_a_separate,oos,trade_all_model_side,7575,131,7575,57.824427,-1.08881319,3.4735819,4.56239509,0.761351,0.499934,0.00091724,-0.00120443,0.761552,-0.00014374,1.10135193,-0.988615,7558,23,3702,3873,0.488713,50,0.466403,0.060594,2.110596,0.00095066
extra_trees_first_hit_regime_q90,tier_a_separate,oos,random_density_match_single,7575,131,981,7.48855,-0.15225515,0.43594188,0.58819703,0.741149,0.510703,0.00087014,-0.00122541,0.710083,-0.0001552,0.15614864,-0.975065,972,14,488,493,0.497452,42,0.446483,0.066259,2.066594,0.00095372
extra_trees_first_hit_regime_q90,tier_a_separate,oos,first_hit_oracle_reference_not_candidate,7575,131,7116,54.320611,5.71721251,5.71721251,-0.0,999.0,1.0,0.00080343,,,0.00080343,0.0,,0,0,3487,3629,0.490022,50,0.0,0.0,2.110596,0.00095343
extra_trees_first_hit_regime_q90,tier_a_separate,oos,adverse_blind_opposite_side,7575,131,981,7.48855,-0.11119819,0.33751186,0.44871006,0.752183,0.497452,0.00069162,-0.00091016,0.759889,-0.00011335,0.11392801,-0.976039,981,22,389,592,0.396534,21,0.440367,0.086646,3.552455,0.00083406
extra_trees_first_hit_regime_q90,tier_b_separate,train,no_trade,8963,555,0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0,,0,,,,
extra_trees_first_hit_regime_q90,tier_b_separate,train,trade_all_model_side,8963,555,8963,16.14955,-0.71048443,3.6658135,4.37629793,0.837652,0.537878,0.00076038,-0.00105657,0.719675,-7.927e-05,0.8131559,-0.873737,8920,14,3878,5085,0.432668,50,0.44282,0.032132,2.487147,0.00083483
extra_trees_first_hit_regime_q90,tier_b_separate,train,random_density_match_single,8963,555,1603,2.888288,-0.14294522,0.65152231,0.79446754,0.820074,0.533999,0.00076112,-0.00106354,0.715649,-8.917e-05,0.16227835,-0.880864,1599,8,720,883,0.449158,46,0.446039,0.031815,2.426546,0.00083665
extra_trees_first_hit_regime_q90,tier_b_separate,train,first_hit_oracle_reference_not_candidate,8963,555,8675,15.630631,5.93494081,5.93494081,-0.0,999.0,1.0,0.00068414,,,0.00068414,0.0,,0,0,4383,4292,0.494755,50,0.0,0.0,2.487147,0.00083414
extra_trees_first_hit_regime_q90,tier_b_separate,train,adverse_blind_opposite_side,8963,555,1603,2.888288,-0.43636148,0.45539274,0.89175423,0.510671,0.425452,0.00066773,-0.00096825,0.68963,-0.00027222,0.43636148,-1.0,1603,21,581,1022,0.362445,21,0.567686,0.012477,2.993683,0.0008131
extra_trees_first_hit_regime_q90,tier_b_separate,validation,no_trade,2361,148,0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0,,0,,,,
extra_trees_first_hit_regime_q90,tier_b_separate,validation,trade_all_model_side,2361,148,2361,15.952703,-0.34358021,0.78243412,1.12601433,0.69487,0.490894,0.00067509,-0.00093678,0.720651,-0.00014552,0.35677025,-0.963029,2348,13,969,1392,0.410419,48,0.461245,0.076662,3.34633,0.000816
extra_trees_first_hit_regime_q90,tier_b_separate,validation,random_density_match_single,2361,148,682,4.608108,-0.05315289,0.24878478,0.30193766,0.823961,0.530792,0.00068725,-0.00094356,0.728363,-7.794e-05,0.0563272,-0.943645,677,8,268,414,0.392962,40,0.417889,0.08651,3.321027,0.00081641
extra_trees_first_hit_regime_q90,tier_b_separate,validation,first_hit_oracle_reference_not_candidate,2361,148,2180,14.72973,1.45356514,1.45356514,-0.0,999.0,1.0,0.00066677,,,0.00066677,0.0,,0,0,1051,1129,0.48211,48,0.0,0.0,3.34633,0.00081677
extra_trees_first_hit_regime_q90,tier_b_separate,validation,adverse_blind_opposite_side,2361,148,682,4.608108,-0.13111589,0.18976997,0.32088586,0.591394,0.461877,0.00060244,-0.00087435,0.689021,-0.00019225,0.14291901,-0.917414,668,16,330,352,0.483871,13,0.467742,0.115836,4.069652,0.00080196
extra_trees_first_hit_regime_q90,tier_b_separate,oos,no_trade,1058,120,0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0,,0,,,,
extra_trees_first_hit_regime_q90,tier_b_separate,oos,trade_all_model_side,1058,120,1058,8.816667,-0.09534351,0.4074636,0.50280711,0.810378,0.517958,0.00074355,-0.0009859,0.754183,-9.012e-05,0.1113782,-0.856034,1049,12,399,659,0.377127,49,0.446125,0.085066,3.046488,0.00083825
extra_trees_first_hit_regime_q90,tier_b_separate,oos,random_density_match_single,1058,120,275,2.291667,-0.03232853,0.10019447,0.132523,0.756053,0.501818,0.00072605,-0.00096732,0.750575,-0.00011756,0.05123241,-0.631017,273,12,94,181,0.341818,38,0.450909,0.109091,2.910204,0.00082214
extra_trees_first_hit_regime_q90,tier_b_separate,oos,first_hit_oracle_reference_not_candidate,1058,120,968,8.066667,0.66868191,0.66868191,-0.0,999.0,1.0,0.00069079,,,0.00069079,0.0,,0,0,509,459,0.474174,48,0.0,0.0,3.046488,0.00084079
extra_trees_first_hit_regime_q90,tier_b_separate,oos,adverse_blind_opposite_side,1058,120,275,2.291667,-0.05683231,0.08265665,0.13948896,0.592568,0.458182,0.00065601,-0.00093617,0.700735,-0.00020666,0.05991072,-0.948617,271,14,138,137,0.498182,16,0.429091,0.138182,4.168776,0.00080935
extra_trees_first_hit_regime_q90,tier_ab_combined,train,no_trade,38180,579,0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0,,0,,,,
extra_trees_first_hit_regime_q90,tier_ab_combined,train,trade_all_model_side,38180,579,38180,65.941278,-3.25945355,18.13715415,21.39660769,0.847665,0.53363,0.00089021,-0.00120165,0.740823,-8.537e-05,3.29776143,-0.988384,38172,19,15617,22563,0.409036,53,0.445416,0.038816,1.927871,0.00093894
extra_trees_first_hit_regime_q90,tier_ab_combined,train,random_density_match_single,38180,579,3818,6.594128,-0.14216781,1.90611931,2.04828711,0.930592,0.55055,0.00090681,-0.00119364,0.759703,-3.724e-05,0.17614803,-0.807093,3815,12,1597,2221,0.418282,51,0.430592,0.037978,1.912061,0.00094247
extra_trees_first_hit_regime_q90,tier_ab_combined,train,first_hit_oracle_reference_not_candidate,38180,579,36698,63.381693,28.91681531,28.91681531,-0.0,999.0,1.0,0.00078797,,,0.00078797,0.0,,0,0,18604,18094,0.493051,53,0.0,0.0,1.927871,0.00093797
extra_trees_first_hit_regime_q90,tier_ab_combined,train,adverse_blind_opposite_side,38180,579,3818,6.594128,-0.85772916,1.23707909,2.09480825,0.590545,0.445521,0.00072727,-0.00098952,0.73497,-0.00022465,0.86978241,-0.986142,3809,31,1522,2296,0.398638,24,0.54924,0.009691,2.655647,0.00083292
extra_trees_first_hit_regime_q90,tier_ab_combined,validation,no_trade,12198,185,0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0,,0,,,,
extra_trees_first_hit_regime_q90,tier_ab_combined,validation,trade_all_model_side,12198,185,12198,65.935135,-1.58303518,5.92326541,7.50630059,0.789106,0.49959,0.00097198,-0.00122973,0.790401,-0.00012978,1.59931014,-0.989824,12181,17,5383,6815,0.441302,51,0.471471,0.052714,2.299784,0.00099608
extra_trees_first_hit_regime_q90,tier_ab_combined,validation,random_density_match_single,12198,185,1576,8.518919,-0.16397295,0.79395563,0.95792858,0.828825,0.500635,0.00100628,-0.00121719,0.826725,-0.00010404,0.16659691,-0.98425,1573,8,688,888,0.436548,47,0.477157,0.045685,2.347739,0.00100127
extra_trees_first_hit_regime_q90,tier_ab_combined,validation,first_hit_oracle_reference_not_candidate,12198,185,11555,62.459459,9.76511243,9.76511243,-0.0,999.0,1.0,0.0008451,,,0.0008451,0.0,,0,0,5631,5924,0.487322,51,0.0,0.0,2.299784,0.0009951
extra_trees_first_hit_regime_q90,tier_ab_combined,validation,adverse_blind_opposite_side,12198,185,1576,8.518919,-0.24583596,0.5028661,0.74870206,0.67165,0.488579,0.00065307,-0.00092891,0.703052,-0.00015599,0.25436305,-0.966477,1564,19,784,792,0.497462,21,0.466371,0.069797,3.57708,0.00082766
extra_trees_first_hit_regime_q90,tier_ab_combined,oos,no_trade,8634,131,0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0,,0,,,,
extra_trees_first_hit_regime_q90,tier_ab_combined,oos,trade_all_model_side,8634,131,8634,65.908397,-1.1835067,3.8816955,5.0652022,0.766346,0.502201,0.00089522,-0.0011785,0.759629,-0.00013708,1.20094544,-0.985479,8610,30,4102,4532,0.475098,51,0.463864,0.063586,2.223871,0.00093686
extra_trees_first_hit_regime_q90,tier_ab_combined,oos,random_density_match_single,8634,131,1257,9.59542,-0.14161216,0.57702589,0.71863805,0.802944,0.511535,0.0008974,-0.00117042,0.76673,-0.00011266,0.15692428,-0.902424,1251,13,611,646,0.486078,47,0.455052,0.070008,2.260907,0.00093505
extra_trees_first_hit_regime_q90,tier_ab_combined,oos,first_hit_oracle_reference_not_candidate,8634,131,8085,61.717557,6.38654442,6.38654442,-0.0,999.0,1.0,0.00078993,,,0.00078993,0.0,,0,0,3997,4088,0.494372,51,0.0,0.0,2.223871,0.00093993
extra_trees_first_hit_regime_q90,tier_ab_combined,oos,adverse_blind_opposite_side,8634,131,1257,9.59542,-0.1689805,0.42016851,0.58914902,0.713179,0.488465,0.00068431,-0.00091625,0.746863,-0.00013443,0.17111032,-0.987553,1257,25,527,730,0.419252,21,0.438345,0.097852,3.688713,0.00082863
ridge_signed_hit_edge_full58_q90,tier_a_separate,train,no_trade,29217,573,0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0,,0,,,,
ridge_signed_hit_edge_full58_q90,tier_a_separate,train,trade_all_model_side,29217,573,29217,50.989529,-2.84102877,14.37890428,17.21993305,0.835015,0.520177,0.00094611,-0.00122833,0.770238,-9.724e-05,2.93385053,-0.968362,29187,19,17191,12026,0.41161,52,0.459595,0.040867,1.754737,0.00097088
ridge_signed_hit_edge_full58_q90,tier_a_separate,train,random_density_match_single,29217,573,3134,5.469459,-0.2164917,1.62144923,1.83794094,0.88221,0.528079,0.00097973,-0.00124269,0.788392,-6.908e-05,0.27106036,-0.798684,3113,11,1851,1283,0.409381,48,0.449266,0.044033,1.740988,0.00097156
ridge_signed_hit_edge_full58_q90,tier_a_separate,train,first_hit_oracle_reference_not_candidate,29217,573,28023,48.905759,22.9818745,22.9818745,-0.0,999.0,1.0,0.00082011,,,0.00082011,0.0,,0,0,14221,13802,0.492524,51,0.0,0.0,1.754737,0.00097011
ridge_signed_hit_edge_full58_q90,tier_a_separate,train,adverse_blind_opposite_side,29217,573,3134,5.469459,-0.94247185,1.84703798,2.78950983,0.662137,0.446075,0.0013212,-0.00160686,0.822225,-0.00030072,0.98819704,-0.953729,3112,18,612,2522,0.195278,47,0.523612,0.054882,1.636394,0.00126095
ridge_signed_hit_edge_full58_q90,tier_a_separate,validation,no_trade,9836,183,0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0,,0,,,,
ridge_signed_hit_edge_full58_q90,tier_a_separate,validation,trade_all_model_side,9836,183,9836,53.748634,-1.60963947,4.95509788,6.56473734,0.754805,0.501525,0.00100448,-0.00133892,0.750215,-0.00016365,1.67134042,-0.963083,9807,15,5769,4067,0.413481,51,0.475193,0.04697,2.056433,0.00103932
ridge_signed_hit_edge_full58_q90,tier_a_separate,validation,random_density_match_single,9836,183,1588,8.677596,-0.37480215,0.77142189,1.14622404,0.673011,0.487406,0.00099667,-0.00140814,0.707792,-0.00023602,0.39993612,-0.937155,1579,12,924,664,0.418136,48,0.485516,0.049118,2.102649,0.0010314
ridge_signed_hit_edge_full58_q90,tier_a_separate,validation,first_hit_oracle_reference_not_candidate,9836,183,9374,51.224044,8.31089729,8.31089729,-0.0,999.0,1.0,0.00088659,,,0.00088659,0.0,,0,0,4579,4795,0.488479,51,0.0,0.0,2.056433,0.00103659
ridge_signed_hit_edge_full58_q90,tier_a_separate,validation,adverse_blind_opposite_side,9836,183,1588,8.677596,0.03876909,1.43182904,1.39305995,1.02783,0.515113,0.0017504,-0.00180917,0.967517,2.441e-05,0.09947807,0.389725,1573,9,304,1284,0.191436,45,0.459068,0.058564,1.626756,0.00154962
ridge_signed_hit_edge_full58_q90,tier_a_separate,oos,no_trade,7575,131,0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0,,0,,,,
ridge_signed_hit_edge_full58_q90,tier_a_separate,oos,trade_all_model_side,7575,131,7575,57.824427,-0.9843969,3.51852765,4.50292455,0.781387,0.506931,0.00091628,-0.0012056,0.760021,-0.00012995,1.01942925,-0.965635,7543,23,4689,2886,0.38099,50,0.459538,0.060594,2.110596,0.00095066
ridge_signed_hit_edge_full58_q90,tier_a_separate,oos,random_density_match_single,7575,131,1252,9.557252,-0.23387045,0.54080063,0.77467108,0.698104,0.503195,0.00085841,-0.00124545,0.689239,-0.0001868,0.24649295,-0.948792,1240,9,756,496,0.396166,45,0.458466,0.063099,2.114237,0.00094742
ridge_signed_hit_edge_full58_q90,tier_a_separate,oos,first_hit_oracle_reference_not_candidate,7575,131,7116,54.320611,5.71721251,5.71721251,-0.0,999.0,1.0,0.00080343,,,0.00080343,0.0,,0,0,3487,3629,0.490022,50,0.0,0.0,2.110596,0.00095343
ridge_signed_hit_edge_full58_q90,tier_a_separate,oos,adverse_blind_opposite_side,7575,131,1252,9.557252,-0.1829274,0.70519186,0.88811926,0.794028,0.48722,0.00115605,-0.00138336,0.835682,-0.00014611,0.19232916,-0.951116,1244,14,226,1026,0.180511,42,0.478435,0.063099,1.810742,0.00114678
ridge_signed_hit_edge_full58_q90,tier_b_separate,train,no_trade,8963,555,0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0,,0,,,,
ridge_signed_hit_edge_full58_q90,tier_b_separate,train,trade_all_model_side,8963,555,8963,16.14955,-1.04686431,3.51921401,4.56607833,0.77073,0.5217,0.00075261,-0.0010651,0.706612,-0.0001168,1.07514704,-0.973694,8961,14,5264,3699,0.412697,50,0.459891,0.032132,2.487147,0.00083483
ridge_signed_hit_edge_full58_q90,tier_b_separate,train,random_density_match_single,8963,555,685,1.234234,-0.07631566,0.25676265,0.3330783,0.770878,0.528467,0.00070929,-0.0010312,0.687827,-0.00011141,0.09064296,-0.841937,682,10,409,276,0.40292,45,0.461314,0.018978,2.5625,0.00083666
ridge_signed_hit_edge_full58_q90,tier_b_separate,train,first_hit_oracle_reference_not_candidate,8963,555,8675,15.630631,5.93494081,5.93494081,-0.0,999.0,1.0,0.00068414,,,0.00068414,0.0,,0,0,4383,4292,0.494755,50,0.0,0.0,2.487147,0.00083414
ridge_signed_hit_edge_full58_q90,tier_b_separate,train,adverse_blind_opposite_side,8963,555,685,1.234234,-0.11985714,0.36862324,0.48848037,0.754633,0.445255,0.0012086,-0.00128547,0.940198,-0.00017497,0.18374803,-0.652291,662,21,136,549,0.19854,47,0.509489,0.083212,2.316879,0.00091922
ridge_signed_hit_edge_full58_q90,tier_b_separate,validation,no_trade,2361,148,0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0,,0,,,,
ridge_signed_hit_edge_full58_q90,tier_b_separate,validation,trade_all_model_side,2361,148,2361,15.952703,-0.31199044,0.79601033,1.10800077,0.71842,0.497247,0.00067803,-0.00093345,0.726376,-0.00013214,0.3266744,-0.95505,2357,16,1277,1084,0.459127,48,0.455316,0.076662,3.34633,0.000816
ridge_signed_hit_edge_full58_q90,tier_b_separate,validation,random_density_match_single,2361,148,167,1.128378,-0.02550777,0.05419076,0.07969853,0.679947,0.497006,0.0006529,-0.00094879,0.688139,-0.00015274,0.02745777,-0.928982,167,8,86,81,0.48503,28,0.45509,0.053892,3.240506,0.00080696
ridge_signed_hit_edge_full58_q90,tier_b_separate,validation,first_hit_oracle_reference_not_candidate,2361,148,2180,14.72973,1.45356514,1.45356514,-0.0,999.0,1.0,0.00066677,,,0.00066677,0.0,,0,0,1051,1129,0.48211,48,0.0,0.0,3.34633,0.00081677
ridge_signed_hit_edge_full58_q90,tier_b_separate,validation,adverse_blind_opposite_side,2361,148,167,1.128378,-0.02756822,0.06638099,0.09394921,0.706562,0.467066,0.00085104,-0.00105561,0.806206,-0.00016508,0.02886822,-0.954968,167,20,34,133,0.203593,31,0.461078,0.095808,3.072848,0.00088975
ridge_signed_hit_edge_full58_q90,tier_b_separate,oos,no_trade,1058,120,0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0,,0,,,,
ridge_signed_hit_edge_full58_q90,tier_b_separate,oos,trade_all_model_side,1058,120,1058,8.816667,-0.06872033,0.41922556,0.48794589,0.859164,0.529301,0.00074862,-0.00097981,0.764042,-6.495e-05,0.1105715,-0.621501,1052,10,589,469,0.443289,49,0.435728,0.085066,3.046488,0.00083825
ridge_signed_hit_edge_full58_q90,tier_b_separate,oos,random_density_match_single,1058,120,116,0.966667,-0.01152135,0.04720917,0.05873052,0.803827,0.517241,0.00078682,-0.00104876,0.750238,-9.932e-05,0.02121716,-0.54302,116,6,57,59,0.491379,32,0.456897,0.077586,2.738318,0.00083337
ridge_signed_hit_edge_full58_q90,tier_b_separate,oos,first_hit_oracle_reference_not_candidate,1058,120,968,8.066667,0.66868191,0.66868191,-0.0,999.0,1.0,0.00069079,,,0.00069079,0.0,,0,0,509,459,0.474174,48,0.0,0.0,3.046488,0.00084079
ridge_signed_hit_edge_full58_q90,tier_b_separate,oos,adverse_blind_opposite_side,1058,120,116,0.966667,-0.04600782,0.02970881,0.07571663,0.392368,0.413793,0.00061893,-0.00111348,0.555855,-0.00039662,0.04600782,-1.0,116,9,25,91,0.215517,32,0.517241,0.103448,2.961538,0.00089551
ridge_signed_hit_edge_full58_q90,tier_ab_combined,train,no_trade,38180,579,0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0,,0,,,,
ridge_signed_hit_edge_full58_q90,tier_ab_combined,train,trade_all_model_side,38180,579,38180,65.941278,-3.88585383,17.89898792,21.78484175,0.821626,0.520561,0.00090058,-0.0011901,0.756723,-0.00010178,3.98534846,-0.975035,38152,20,22454,15726,0.411891,53,0.459639,0.038816,1.927871,0.00093894
ridge_signed_hit_edge_full58_q90,tier_ab_combined,train,random_density_match_single,38180,579,3818,6.594128,-0.36288221,1.79374479,2.15662701,0.831736,0.525668,0.00089374,-0.00119085,0.75051,-9.505e-05,0.37797641,-0.960066,3818,13,2216,1602,0.419591,49,0.452069,0.044526,1.927906,0.00094163
ridge_signed_hit_edge_full58_q90,tier_ab_combined,train,first_hit_oracle_reference_not_candidate,38180,579,36698,63.381693,28.91681531,28.91681531,-0.0,999.0,1.0,0.00078797,,,0.00078797,0.0,,0,0,18604,18094,0.493051,53,0.0,0.0,1.927871,0.00093797
ridge_signed_hit_edge_full58_q90,tier_ab_combined,train,adverse_blind_opposite_side,38180,579,3818,6.594128,-1.06297899,2.21501121,3.2779902,0.675722,0.445783,0.00130142,-0.00154914,0.840087,-0.00027841,1.12636576,-0.943725,3789,30,748,3070,0.195914,48,0.521215,0.059979,1.755085,0.00119976
ridge_signed_hit_edge_full58_q90,tier_ab_combined,validation,no_trade,12198,185,0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0,,0,,,,
ridge_signed_hit_edge_full58_q90,tier_ab_combined,validation,trade_all_model_side,12198,185,12198,65.935135,-1.92097991,5.7517582,7.67273811,0.749636,0.500738,0.00094168,-0.00125989,0.747427,-0.00015748,1.98986483,-0.965382,12171,22,7047,5151,0.422282,51,0.471307,0.052714,2.299784,0.00099608
ridge_signed_hit_edge_full58_q90,tier_ab_combined,validation,random_density_match_single,12198,185,1755,9.486486,-0.22857983,0.84764609,1.07622592,0.78761,0.51453,0.0009387,-0.00126318,0.743127,-0.00013024,0.24633246,-0.927932,1755,11,1010,745,0.424501,47,0.454131,0.050712,2.290516,0.00100006
ridge_signed_hit_edge_full58_q90,tier_ab_combined,validation,first_hit_oracle_reference_not_candidate,12198,185,11555,62.459459,9.76511243,9.76511243,-0.0,999.0,1.0,0.0008451,,,0.0008451,0.0,,0,0,5631,5924,0.487322,51,0.0,0.0,2.299784,0.0009951
ridge_signed_hit_edge_full58_q90,tier_ab_combined,validation,adverse_blind_opposite_side,12198,185,1755,9.486486,0.01120086,1.49821003,1.48700916,1.007532,0.510541,0.00167211,-0.00173109,0.965927,6.38e-06,0.12327336,0.090862,1740,22,338,1417,0.192593,46,0.459259,0.062108,1.759417,0.00148683
ridge_signed_hit_edge_full58_q90,tier_ab_combined,oos,no_trade,8634,131,0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0,,0,,,,
ridge_signed_hit_edge_full58_q90,tier_ab_combined,oos,trade_all_model_side,8634,131,8634,65.908397,-1.05246723,3.93840321,4.99087044,0.789122,0.509729,0.00089489,-0.00117904,0.758998,-0.0001219,1.09079958,-0.964858,8597,19,5279,3355,0.38858,51,0.456567,0.063586,2.223871,0.00093686
ridge_signed_hit_edge_full58_q90,tier_ab_combined,oos,random_density_match_single,8634,131,1368,10.442748,-0.17975838,0.62296505,0.80272343,0.776064,0.512427,0.00088868,-0.00120348,0.738424,-0.0001314,0.19139071,-0.939222,1349,8,819,549,0.401316,49,0.449561,0.068713,2.262166,0.00093269
ridge_signed_hit_edge_full58_q90,tier_ab_combined,oos,first_hit_oracle_reference_not_candidate,8634,131,8085,61.717557,6.38654442,6.38654442,-0.0,999.0,1.0,0.00078993,,,0.00078993,0.0,,0,0,3997,4088,0.494372,51,0.0,0.0,2.223871,0.00093993
ridge_signed_hit_edge_full58_q90,tier_ab_combined,oos,adverse_blind_opposite_side,8634,131,1368,10.442748,-0.22893522,0.73490067,0.96383589,0.762475,0.480994,0.00111687,-0.00135752,0.822731,-0.00016735,0.23413828,-0.977778,1362,17,251,1117,0.18348,47,0.481725,0.06652,1.904464,0.00112547
