timestamp,source_tier,route_role,first_hit_target,first_hit_bar,bracket_return,first_hit_horizon_return,regime_key,variant_id,split,side,score,event_prob,proxy_pnl
2025-01-02 18:30:00+00:00,Tier A,tier_a_primary,1,3,0.0015351220966575297,-0.00670740285863117,vol_high|cost_mid|trend_mid|session_mid,logreg_first_hit_full58_q88,validation,1,0.33854800022667697,0.4898182877252368,0.0013851220966575296
2025-01-02 18:35:00+00:00,Tier A,tier_a_primary,1,3,0.0014884673751343045,-0.008904068252009272,vol_high|cost_mid|trend_mid|session_mid,logreg_first_hit_full58_q88,validation,1,0.34714875741037665,0.48870496168880645,0.0013384673751343043
2025-01-02 18:40:00+00:00,Tier A,tier_a_primary,1,2,0.0014458770525497713,-0.011698437326304928,vol_high|cost_mid|trend_mid|session_mid,logreg_first_hit_full58_q88,validation,1,0.35336226545679794,0.48800742721369245,0.0012958770525497711
2025-01-02 18:45:00+00:00,Tier A,tier_a_primary,1,1,0.0014040890252040843,-0.011784652580838915,vol_high|cost_mid|trend_low|session_mid,logreg_first_hit_full58_q88,validation,1,0.33679072563583823,0.47863792529446547,0.0012540890252040842
2025-01-02 19:00:00+00:00,Tier A,tier_a_primary,-1,2,0.0013796001141885134,-0.011429957741202968,vol_high|cost_mid|trend_low|session_mid,logreg_first_hit_full58_q88,validation,1,0.32769734098072745,0.4608472980234613,-0.0015296001141885136
2025-01-02 20:30:00+00:00,Tier A,tier_a_primary,-1,1,0.0015149597426734713,0.0022944795063337244,vol_high|cost_high|trend_high|session_mid,logreg_first_hit_full58_q88,validation,1,0.34338983481552743,0.46346972053314905,-0.0016649597426734715
2025-01-02 20:50:00+00:00,Tier A,tier_a_primary,-1,1,0.001542609258938053,0.004501290690945714,vol_high|cost_high|trend_high|session_mid,logreg_first_hit_full58_q88,validation,1,0.32055300388020574,0.4740266633425233,-0.0016926092589380532
2025-01-02 20:55:00+00:00,Tier A,tier_a_primary,1,1,0.0015136439432274378,0.006273081764098816,vol_high|cost_high|trend_high|session_mid,logreg_first_hit_full58_q88,validation,1,0.3344470049522779,0.47043378077123116,0.0013636439432274377
2025-01-02 21:05:00+00:00,Tier A,tier_a_primary,1,4,0.0014983341643752626,0.0023947098377099805,vol_high|cost_high|trend_high|session_mid,logreg_first_hit_full58_q88,validation,1,0.33794838034399993,0.46124551354766746,0.0013483341643752624
2025-01-02 21:10:00+00:00,Tier A,tier_a_primary,1,3,0.0014822875292568821,0.0026778333518259942,vol_high|cost_high|trend_high|session_mid,logreg_first_hit_full58_q88,validation,1,0.33159183804971193,0.4742136387539393,0.001332287529256882
2025-01-02 21:15:00+00:00,Tier A,tier_a_primary,1,2,0.0014245015114510212,0.004810554390928126,vol_high|cost_mid|trend_high|session_mid,logreg_first_hit_full58_q88,validation,1,0.3906068679155388,0.48094501622150065,0.001274501511451021
2025-01-02 21:20:00+00:00,Tier A,tier_a_primary,1,1,0.0013830743178849816,0.0038776310867403266,vol_high|cost_mid|trend_high|session_mid,logreg_first_hit_full58_q88,validation,-1,0.3841547846521688,0.4706671272460174,-0.0015330743178849817
2025-01-02 21:25:00+00:00,Tier A,tier_a_primary,-1,3,0.0013574775476085346,0.002271335667162249,vol_high|cost_high|trend_high|session_mid,logreg_first_hit_full58_q88,validation,-1,0.3650981154677062,0.4599058477247258,0.0012074775476085345
2025-01-02 21:30:00+00:00,Tier A,tier_a_primary,-1,1,0.001311886231606772,0.0020854487454227996,vol_high|cost_mid|trend_mid|session_mid,logreg_first_hit_full58_q88,validation,1,0.38058855750516024,0.46443520100499275,-0.001461886231606772
2025-01-02 21:35:00+00:00,Tier A,tier_a_primary,-1,1,0.001281407697533355,0.0030046081534182566,vol_high|cost_mid|trend_mid|session_mid,logreg_first_hit_full58_q88,validation,1,0.3830462311733974,0.46386681269386315,-0.001431407697533355
2025-01-02 21:40:00+00:00,Tier A,tier_a_primary,1,2,0.0012531603356665238,0.001985570655982197,vol_high|cost_mid|trend_mid|session_mid,logreg_first_hit_full58_q88,validation,-1,0.38167199321071654,0.4664502895665918,-0.001403160335666524
2025-01-02 21:45:00+00:00,Tier A,tier_a_primary,0,-1,0.0012082709296112875,0.0022732431554361313,vol_high|cost_mid|trend_mid|session_mid,logreg_first_hit_full58_q88,validation,-1,0.4204796305110654,0.4881362396285677,-0.0024232431554361313
2025-01-02 21:55:00+00:00,Tier A,tier_a_primary,-1,1,0.0012359147332803313,0.0013892501737760347,vol_high|cost_mid|trend_mid|session_mid,logreg_first_hit_full58_q88,validation,-1,0.39590944235584746,0.4724804615353222,0.001085914733280331
