run_id,adapter_id,split,max_drawdown_amount,max_drawdown_percent,drawdown_peak_index,drawdown_trough_index,drawdown_peak_time,drawdown_trough_time,recovered,recovery_index,recovery_time,recovery_trades,max_underwater_trades,final_balance_is_new_high,drawdown_flag
run264A_stage264_dual_objective_lowrank_lowedge_repair_v1,s264_lowrank_control,validation_is,155.62,9.0536,248,265,2025.08.15 16:50:00,2025.09.03 16:50:00,True,277,2025.09.23 16:41:55,12,28,False,dd_measurement_only
run264A_stage264_dual_objective_lowrank_lowedge_repair_v1,s264_lowrank_control,oos,100.21,9.5916,128,141,2026.02.12 22:50:07,2026.02.24 16:38:51,True,160,2026.03.09 17:45:00,19,31,False,dd_measurement_only
run264A_stage264_dual_objective_lowrank_lowedge_repair_v1,s264_allow_inner_low_quarter,validation_is,151.25,9.0204,249,266,2025.08.15 16:50:00,2025.09.03 16:50:00,True,280,2025.09.24 16:55:00,14,30,False,dd_measurement_only
run264A_stage264_dual_objective_lowrank_lowedge_repair_v1,s264_allow_inner_low_quarter,oos,100.21,9.5707,129,142,2026.02.12 22:50:07,2026.02.24 16:38:51,True,161,2026.03.09 17:45:00,19,31,False,dd_measurement_only
run264A_stage264_dual_objective_lowrank_lowedge_repair_v1,s264_allow_inner_high_quarter,validation_is,151.25,9.0209,249,266,2025.08.15 16:50:00,2025.09.03 16:50:00,True,278,2025.09.23 16:41:55,12,28,False,dd_measurement_only
run264A_stage264_dual_objective_lowrank_lowedge_repair_v1,s264_allow_inner_high_quarter,oos,105.73,9.5171,130,143,2026.02.12 22:50:07,2026.02.24 16:38:51,True,162,2026.03.09 17:45:00,19,31,False,dd_measurement_only
run264A_stage264_dual_objective_lowrank_lowedge_repair_v1,s264_allow_inner_all_oos_anchor,validation_is,148.72,9.0779,250,267,2025.08.15 16:50:00,2025.09.03 16:50:00,True,281,2025.09.24 16:55:00,14,30,False,dd_measurement_only
run264A_stage264_dual_objective_lowrank_lowedge_repair_v1,s264_allow_inner_all_oos_anchor,oos,106.43,9.5743,131,144,2026.02.12 22:50:07,2026.02.24 16:38:51,True,163,2026.03.09 17:45:00,19,31,False,dd_measurement_only
run264A_stage264_dual_objective_lowrank_lowedge_repair_v1,s264_highedge_reference,validation_is,151.52,9.0307,251,268,2025.08.15 16:50:00,2025.09.03 16:50:00,True,282,2025.09.24 16:55:00,14,30,False,dd_measurement_only
run264A_stage264_dual_objective_lowrank_lowedge_repair_v1,s264_highedge_reference,oos,103.92,9.5478,133,146,2026.02.12 22:50:07,2026.02.24 16:38:51,True,165,2026.03.09 17:45:00,19,31,False,dd_measurement_only
