run_id,adapter_id,split,gate_column,source_feature,decision_feature,total_rows,signal_rows,base_blocked_signal_rows,blocked_signal_rows,changed_gate_rows,blocked_long_signal_rows,blocked_short_signal_rows,allowed_signal_rows,rank_counts,allowed_signal_rank_counts,max_hold_bars,same_direction_reentry_cooldown_bars,close_on_flat_signal,reverse_on_opposite_signal,source_branch_mode,gate_description,side_filter_feature_index,rank_feature_index
run264A_stage264_dual_objective_lowrank_lowedge_repair_v1,s264_lowrank_control,validation_is,stage264_source_feature_gate_lowrank_control,stages/59AR_adapter_repair__new_model_branch_from_stage59aq/02_runs/run59AM/s59ar_v41_sd8_h3/features/s59ar_v41_sd8_h3_stage59d_adapter_a_val.csv,stages/264_adapter_research__dual_objective_lowrank_lowedge_repair/02_runs/run264A/s264_lowrank_control/features/s264_lowrank_control_val.csv,9844,468,193,175,18,18,157,293,"{""high"":573,""low"":7439,""mid"":1559,""vhigh"":273}","{""high"":33,""low"":188,""mid"":55,""vhigh"":17}",3,8,False,True,lowrank_control,Exact Stage262 low-rank low-edge block.,2,1
run264A_stage264_dual_objective_lowrank_lowedge_repair_v1,s264_lowrank_control,oos,stage264_source_feature_gate_lowrank_control,stages/59AR_adapter_repair__new_model_branch_from_stage59aq/02_runs/run59AM/s59ar_v41_sd8_h3/features/s59ar_v41_sd8_h3_stage59d_adapter_a_oos.csv,stages/264_adapter_research__dual_objective_lowrank_lowedge_repair/02_runs/run264A/s264_lowrank_control/features/s264_lowrank_control_oos.csv,7584,348,148,141,7,14,127,207,"{""high"":494,""low"":5454,""mid"":1362,""vhigh"":274}","{""high"":28,""low"":127,""mid"":45,""vhigh"":7}",3,8,False,True,lowrank_control,Exact Stage262 low-rank low-edge block.,2,1
run264A_stage264_dual_objective_lowrank_lowedge_repair_v1,s264_allow_inner_low_quarter,validation_is,stage264_source_feature_gate_allow_inner_low_quarter,stages/59AR_adapter_repair__new_model_branch_from_stage59aq/02_runs/run59AM/s59ar_v41_sd8_h3/features/s59ar_v41_sd8_h3_stage59d_adapter_a_val.csv,stages/264_adapter_research__dual_objective_lowrank_lowedge_repair/02_runs/run264A/s264_allow_inner_low_quarter/features/s264_allow_inner_low_quarter_val.csv,9844,468,193,173,20,18,155,295,"{""high"":573,""low"":7439,""mid"":1559,""vhigh"":273}","{""high"":33,""low"":190,""mid"":55,""vhigh"":17}",3,8,False,True,allow_inner_low_quarter,Block all low-rank low-edge shorts except the lower quarter of the inner half.,2,1
run264A_stage264_dual_objective_lowrank_lowedge_repair_v1,s264_allow_inner_low_quarter,oos,stage264_source_feature_gate_allow_inner_low_quarter,stages/59AR_adapter_repair__new_model_branch_from_stage59aq/02_runs/run59AM/s59ar_v41_sd8_h3/features/s59ar_v41_sd8_h3_stage59d_adapter_a_oos.csv,stages/264_adapter_research__dual_objective_lowrank_lowedge_repair/02_runs/run264A/s264_allow_inner_low_quarter/features/s264_allow_inner_low_quarter_oos.csv,7584,348,148,140,8,14,126,208,"{""high"":494,""low"":5454,""mid"":1362,""vhigh"":274}","{""high"":28,""low"":128,""mid"":45,""vhigh"":7}",3,8,False,True,allow_inner_low_quarter,Block all low-rank low-edge shorts except the lower quarter of the inner half.,2,1
run264A_stage264_dual_objective_lowrank_lowedge_repair_v1,s264_allow_inner_high_quarter,validation_is,stage264_source_feature_gate_allow_inner_high_quarter,stages/59AR_adapter_repair__new_model_branch_from_stage59aq/02_runs/run59AM/s59ar_v41_sd8_h3/features/s59ar_v41_sd8_h3_stage59d_adapter_a_val.csv,stages/264_adapter_research__dual_objective_lowrank_lowedge_repair/02_runs/run264A/s264_allow_inner_high_quarter/features/s264_allow_inner_high_quarter_val.csv,9844,468,193,174,19,18,156,294,"{""high"":573,""low"":7439,""mid"":1559,""vhigh"":273}","{""high"":33,""low"":189,""mid"":55,""vhigh"":17}",3,8,False,True,allow_inner_high_quarter,Block all low-rank low-edge shorts except the upper quarter of the inner half.,2,1
run264A_stage264_dual_objective_lowrank_lowedge_repair_v1,s264_allow_inner_high_quarter,oos,stage264_source_feature_gate_allow_inner_high_quarter,stages/59AR_adapter_repair__new_model_branch_from_stage59aq/02_runs/run59AM/s59ar_v41_sd8_h3/features/s59ar_v41_sd8_h3_stage59d_adapter_a_oos.csv,stages/264_adapter_research__dual_objective_lowrank_lowedge_repair/02_runs/run264A/s264_allow_inner_high_quarter/features/s264_allow_inner_high_quarter_oos.csv,7584,348,148,139,9,14,125,209,"{""high"":494,""low"":5454,""mid"":1362,""vhigh"":274}","{""high"":28,""low"":129,""mid"":45,""vhigh"":7}",3,8,False,True,allow_inner_high_quarter,Block all low-rank low-edge shorts except the upper quarter of the inner half.,2,1
run264A_stage264_dual_objective_lowrank_lowedge_repair_v1,s264_allow_inner_all_oos_anchor,validation_is,stage264_source_feature_gate_allow_inner_all_oos_anchor,stages/59AR_adapter_repair__new_model_branch_from_stage59aq/02_runs/run59AM/s59ar_v41_sd8_h3/features/s59ar_v41_sd8_h3_stage59d_adapter_a_val.csv,stages/264_adapter_research__dual_objective_lowrank_lowedge_repair/02_runs/run264A/s264_allow_inner_all_oos_anchor/features/s264_allow_inner_all_oos_anchor_val.csv,9844,468,193,172,21,18,154,296,"{""high"":573,""low"":7439,""mid"":1559,""vhigh"":273}","{""high"":33,""low"":191,""mid"":55,""vhigh"":17}",3,8,False,True,allow_inner_all_oos_anchor,Block outer half only and allow the full inner half.,2,1
run264A_stage264_dual_objective_lowrank_lowedge_repair_v1,s264_allow_inner_all_oos_anchor,oos,stage264_source_feature_gate_allow_inner_all_oos_anchor,stages/59AR_adapter_repair__new_model_branch_from_stage59aq/02_runs/run59AM/s59ar_v41_sd8_h3/features/s59ar_v41_sd8_h3_stage59d_adapter_a_oos.csv,stages/264_adapter_research__dual_objective_lowrank_lowedge_repair/02_runs/run264A/s264_allow_inner_all_oos_anchor/features/s264_allow_inner_all_oos_anchor_oos.csv,7584,348,148,138,10,14,124,210,"{""high"":494,""low"":5454,""mid"":1362,""vhigh"":274}","{""high"":28,""low"":130,""mid"":45,""vhigh"":7}",3,8,False,True,allow_inner_all_oos_anchor,Block outer half only and allow the full inner half.,2,1
run264A_stage264_dual_objective_lowrank_lowedge_repair_v1,s264_highedge_reference,validation_is,stage264_source_feature_gate_highedge_reference,stages/59AR_adapter_repair__new_model_branch_from_stage59aq/02_runs/run59AM/s59ar_v41_sd8_h3/features/s59ar_v41_sd8_h3_stage59d_adapter_a_val.csv,stages/264_adapter_research__dual_objective_lowrank_lowedge_repair/02_runs/run264A/s264_highedge_reference/features/s264_highedge_reference_val.csv,9844,468,193,171,22,18,153,297,"{""high"":573,""low"":7439,""mid"":1559,""vhigh"":273}","{""high"":33,""low"":192,""mid"":55,""vhigh"":17}",3,8,False,True,highedge_reference,Exact Stage262 highedge reference gate.,2,1
run264A_stage264_dual_objective_lowrank_lowedge_repair_v1,s264_highedge_reference,oos,stage264_source_feature_gate_highedge_reference,stages/59AR_adapter_repair__new_model_branch_from_stage59aq/02_runs/run59AM/s59ar_v41_sd8_h3/features/s59ar_v41_sd8_h3_stage59d_adapter_a_oos.csv,stages/264_adapter_research__dual_objective_lowrank_lowedge_repair/02_runs/run264A/s264_highedge_reference/features/s264_highedge_reference_oos.csv,7584,348,148,135,13,14,121,213,"{""high"":494,""low"":5454,""mid"":1362,""vhigh"":274}","{""high"":28,""low"":133,""mid"":45,""vhigh"":7}",3,8,False,True,highedge_reference,Exact Stage262 highedge reference gate.,2,1
