attempt_name,candidate_id,candidate_alias,tester_status,runtime_status,report_status,terminal,symbol,timeframe,deposit,leverage,model,execution_mode,from_date,to_date,ea,set_path,set_sha256,model_path,feature_path,feature_order_hash,magic,fixed_lot,atr_enabled,model_risk_enabled,report_path,report_sha256,chart_path,net_profit,profit_factor,trade_count,max_drawdown_percent,module_hashes
run267t_01_s264_aih_abl_volatility_bandwidth_ta_2024,s264_allow_inner_high_quarter,s264_aih,completed,completed,completed,C:/Program Files/MetaTrader 5/terminal64.exe,US100,M5,500,1:100,4,0,2024.01.02,2025.01.01,Project_Obsidian_Prime_v2\foundation\mt5\ObsidianPrimeV2_RuntimeProbeEA.ex5,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/mt5/run267t_01_s264_aih_abl_volatility_bandwidth_ta_2024.set,a86d78448ea70d3dd3937eb415a4fcb0439d850a1607dbb1e700a93f65462a24,OPV2/s267t/run267T_orthogonal_stability/s264_aih/run267t_01_s264_aih_abl_volatility_bandwidth/models/s264_aih_abl_volatility_bandwidth_model.csv,OPV2/s267t/run267T_orthogonal_stability/s264_aih/run267t_01_s264_aih_abl_volatility_bandwidth/features/s264_aih_abl_volatility_bandwidth.csv,bc91bdf1a10eeeaf3d799304aed032755ce564ba16c372edfbbbdb2127b93751,1001001,0.1,,,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/mt5/reports/Project_Obsidian_Prime_v2_run267T_stage267_pool_wide_orthogonal_stability_mt5_attempts_v1_run267t_01_s264_aih_abl_volatility_bandwidth_ta_2024.htm,a03342e58a9f62cec46cdfff80d200527099b8ee15fa9d6756c72e7c18faf2cc,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/mt5/reports/Project_Obsidian_Prime_v2_run267T_stage267_pool_wide_orthogonal_stability_mt5_attempts_v1_run267t_01_s264_aih_abl_volatility_bandwidth_ta_2024.png,236.31,1.3,454,12.88,foundation/mt5/ObsidianPrimeV2_RuntimeProbeEA.mq5=8052a066c6bb961354e7231bf8aab83fe8277d1396343ca86bf1309809c62c19;foundation/mt5/include/ObsidianPrime/DecisionSurface.mqh=f1ec27d4078f98c26e018aa9c62b9aac1cb6f2b99abf6bf211aac8ba5ee6708a;foundation/mt5/include/ObsidianPrime/EbmTableRuntime.mqh=825b0e289e62c6495fb6af52c1c370a715835bd313dfa2e615375db561389df1;foundation/mt5/include/ObsidianPrime/ExecutionBridge.mqh=6d05002d599692b77ff53327e4b8bc938ec7956d0ca1e6237e094d2a21a58560;foundation/mt5/include/ObsidianPrime/FeatureInputs.mqh=4a6da19b719c01d5134e829fd7f0aa99d94c4564d70ded16bccc20ed4baf72b8;foundation/mt5/include/ObsidianPrime/ModelRuntime.mqh=cf1032c866501f142ecb2372fe7e6d14eb711eafcf8d908dcb8f4226403b281f;foundation/mt5/include/ObsidianPrime/RuntimeTelemetry.mqh=b9ecadfde682d071e663721c3e761c633b8e525484554e0ceb432e110c6ea6a7
run267t_01_s264_aih_abl_volatility_bandwidth_rt_2024,s264_allow_inner_high_quarter,s264_aih,completed,completed,completed,C:/Program Files/MetaTrader 5/terminal64.exe,US100,M5,500,1:100,4,0,2024.01.02,2025.01.01,Project_Obsidian_Prime_v2\foundation\mt5\ObsidianPrimeV2_RuntimeProbeEA.ex5,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/mt5/run267t_01_s264_aih_abl_volatility_bandwidth_rt_2024.set,2d846c69650dcb2b6a472bf7c6e44d010ecafcf73f5f88ab02d792b28249158b,OPV2/s267t/run267T_orthogonal_stability/s264_aih/run267t_01_s264_aih_abl_volatility_bandwidth/models/s264_aih_abl_volatility_bandwidth_model.csv,OPV2/s267t/run267T_orthogonal_stability/s264_aih/run267t_01_s264_aih_abl_volatility_bandwidth/features/s264_aih_abl_volatility_bandwidth.csv,bc91bdf1a10eeeaf3d799304aed032755ce564ba16c372edfbbbdb2127b93751,1001010,0.1,,,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/mt5/reports/Project_Obsidian_Prime_v2_run267T_stage267_pool_wide_orthogonal_stability_mt5_attempts_v1_run267t_01_s264_aih_abl_volatility_bandwidth_rt_2024.htm,cb16434e76cf52c41e14ee43c1fa9ed729d342ef6107f76dbd71ca89c2661fb1,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/mt5/reports/Project_Obsidian_Prime_v2_run267T_stage267_pool_wide_orthogonal_stability_mt5_attempts_v1_run267t_01_s264_aih_abl_volatility_bandwidth_rt_2024.png,236.31,1.3,454,12.88,foundation/mt5/ObsidianPrimeV2_RuntimeProbeEA.mq5=8052a066c6bb961354e7231bf8aab83fe8277d1396343ca86bf1309809c62c19;foundation/mt5/include/ObsidianPrime/DecisionSurface.mqh=f1ec27d4078f98c26e018aa9c62b9aac1cb6f2b99abf6bf211aac8ba5ee6708a;foundation/mt5/include/ObsidianPrime/EbmTableRuntime.mqh=825b0e289e62c6495fb6af52c1c370a715835bd313dfa2e615375db561389df1;foundation/mt5/include/ObsidianPrime/ExecutionBridge.mqh=6d05002d599692b77ff53327e4b8bc938ec7956d0ca1e6237e094d2a21a58560;foundation/mt5/include/ObsidianPrime/FeatureInputs.mqh=4a6da19b719c01d5134e829fd7f0aa99d94c4564d70ded16bccc20ed4baf72b8;foundation/mt5/include/ObsidianPrime/ModelRuntime.mqh=cf1032c866501f142ecb2372fe7e6d14eb711eafcf8d908dcb8f4226403b281f;foundation/mt5/include/ObsidianPrime/RuntimeTelemetry.mqh=b9ecadfde682d071e663721c3e761c633b8e525484554e0ceb432e110c6ea6a7
run267t_02_s264_aih_rep_volatility_atr_ta_2024,s264_allow_inner_high_quarter,s264_aih,completed,completed,completed,C:/Program Files/MetaTrader 5/terminal64.exe,US100,M5,500,1:100,4,0,2024.01.02,2025.01.01,Project_Obsidian_Prime_v2\foundation\mt5\ObsidianPrimeV2_RuntimeProbeEA.ex5,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/mt5/run267t_02_s264_aih_rep_volatility_atr_ta_2024.set,b45716711f55f09a832ba9690b46cf31ed599edc91e7797d54be15e947cad472,OPV2/s267t/run267T_orthogonal_stability/s264_aih/run267t_02_s264_aih_rep_volatility_atr/models/s264_aih_rep_volatility_atr_model.csv,OPV2/s267t/run267T_orthogonal_stability/s264_aih/run267t_02_s264_aih_rep_volatility_atr/features/s264_aih_rep_volatility_atr.csv,ef54790c4852477bab905cef024ec8db5a29cb1c40583d090814f84f5428428b,1001001,0.1,,,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/mt5/reports/Project_Obsidian_Prime_v2_run267T_stage267_pool_wide_orthogonal_stability_mt5_attempts_v1_run267t_02_s264_aih_rep_volatility_atr_ta_2024.htm,213bad0d0ddf607e542fa0fc1600430da2dce03bfef8bf85b2ae6ee329327db0,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/mt5/reports/Project_Obsidian_Prime_v2_run267T_stage267_pool_wide_orthogonal_stability_mt5_attempts_v1_run267t_02_s264_aih_rep_volatility_atr_ta_2024.png,236.31,1.3,454,12.88,foundation/mt5/ObsidianPrimeV2_RuntimeProbeEA.mq5=8052a066c6bb961354e7231bf8aab83fe8277d1396343ca86bf1309809c62c19;foundation/mt5/include/ObsidianPrime/DecisionSurface.mqh=f1ec27d4078f98c26e018aa9c62b9aac1cb6f2b99abf6bf211aac8ba5ee6708a;foundation/mt5/include/ObsidianPrime/EbmTableRuntime.mqh=825b0e289e62c6495fb6af52c1c370a715835bd313dfa2e615375db561389df1;foundation/mt5/include/ObsidianPrime/ExecutionBridge.mqh=6d05002d599692b77ff53327e4b8bc938ec7956d0ca1e6237e094d2a21a58560;foundation/mt5/include/ObsidianPrime/FeatureInputs.mqh=4a6da19b719c01d5134e829fd7f0aa99d94c4564d70ded16bccc20ed4baf72b8;foundation/mt5/include/ObsidianPrime/ModelRuntime.mqh=cf1032c866501f142ecb2372fe7e6d14eb711eafcf8d908dcb8f4226403b281f;foundation/mt5/include/ObsidianPrime/RuntimeTelemetry.mqh=b9ecadfde682d071e663721c3e761c633b8e525484554e0ceb432e110c6ea6a7
run267t_02_s264_aih_rep_volatility_atr_rt_2024,s264_allow_inner_high_quarter,s264_aih,completed,completed,completed,C:/Program Files/MetaTrader 5/terminal64.exe,US100,M5,500,1:100,4,0,2024.01.02,2025.01.01,Project_Obsidian_Prime_v2\foundation\mt5\ObsidianPrimeV2_RuntimeProbeEA.ex5,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/mt5/run267t_02_s264_aih_rep_volatility_atr_rt_2024.set,bfececaa2eb978124c9a7731516e88f1ae99f4f94feb2178263bd02d493e48ac,OPV2/s267t/run267T_orthogonal_stability/s264_aih/run267t_02_s264_aih_rep_volatility_atr/models/s264_aih_rep_volatility_atr_model.csv,OPV2/s267t/run267T_orthogonal_stability/s264_aih/run267t_02_s264_aih_rep_volatility_atr/features/s264_aih_rep_volatility_atr.csv,ef54790c4852477bab905cef024ec8db5a29cb1c40583d090814f84f5428428b,1001010,0.1,,,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/mt5/reports/Project_Obsidian_Prime_v2_run267T_stage267_pool_wide_orthogonal_stability_mt5_attempts_v1_run267t_02_s264_aih_rep_volatility_atr_rt_2024.htm,c3b47fd9e4624e9933ffab8e82cd48b1c70983eab4f18389674fa725e45fa653,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/mt5/reports/Project_Obsidian_Prime_v2_run267T_stage267_pool_wide_orthogonal_stability_mt5_attempts_v1_run267t_02_s264_aih_rep_volatility_atr_rt_2024.png,236.31,1.3,454,12.88,foundation/mt5/ObsidianPrimeV2_RuntimeProbeEA.mq5=8052a066c6bb961354e7231bf8aab83fe8277d1396343ca86bf1309809c62c19;foundation/mt5/include/ObsidianPrime/DecisionSurface.mqh=f1ec27d4078f98c26e018aa9c62b9aac1cb6f2b99abf6bf211aac8ba5ee6708a;foundation/mt5/include/ObsidianPrime/EbmTableRuntime.mqh=825b0e289e62c6495fb6af52c1c370a715835bd313dfa2e615375db561389df1;foundation/mt5/include/ObsidianPrime/ExecutionBridge.mqh=6d05002d599692b77ff53327e4b8bc938ec7956d0ca1e6237e094d2a21a58560;foundation/mt5/include/ObsidianPrime/FeatureInputs.mqh=4a6da19b719c01d5134e829fd7f0aa99d94c4564d70ded16bccc20ed4baf72b8;foundation/mt5/include/ObsidianPrime/ModelRuntime.mqh=cf1032c866501f142ecb2372fe7e6d14eb711eafcf8d908dcb8f4226403b281f;foundation/mt5/include/ObsidianPrime/RuntimeTelemetry.mqh=b9ecadfde682d071e663721c3e761c633b8e525484554e0ceb432e110c6ea6a7
run267t_03_s264_aih_abl_trend_strength_direction_ta_2024,s264_allow_inner_high_quarter,s264_aih,completed,completed,completed,C:/Program Files/MetaTrader 5/terminal64.exe,US100,M5,500,1:100,4,0,2024.01.02,2025.01.01,Project_Obsidian_Prime_v2\foundation\mt5\ObsidianPrimeV2_RuntimeProbeEA.ex5,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/mt5/run267t_03_s264_aih_abl_trend_strength_direction_ta_2024.set,abb30b565f8236a3c7c3e117b02b3cc1c6fefe53f966e83a503d0175c002fb46,OPV2/s267t/run267T_orthogonal_stability/s264_aih/run267t_03_s264_aih_abl_trend_strength_direction/models/s264_aih_abl_trend_strength_direction_model.csv,OPV2/s267t/run267T_orthogonal_stability/s264_aih/run267t_03_s264_aih_abl_trend_strength_direction/features/s264_aih_abl_trend_strength_direction.csv,333af9f9e8d6630863ae3b077f9bbc44b3a93a20f8fbdc8924e58a1c7797b5ac,1001001,0.1,,,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/mt5/reports/Project_Obsidian_Prime_v2_run267T_stage267_pool_wide_orthogonal_stability_mt5_attempts_v1_run267t_03_s264_aih_abl_trend_strength_direction_ta_2024.htm,b6466b10bd28abb98afefd42948d946b29278ddc0e62bf035143fee761366a28,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/mt5/reports/Project_Obsidian_Prime_v2_run267T_stage267_pool_wide_orthogonal_stability_mt5_attempts_v1_run267t_03_s264_aih_abl_trend_strength_direction_ta_2024.png,177.49,1.2,486,12.68,foundation/mt5/ObsidianPrimeV2_RuntimeProbeEA.mq5=8052a066c6bb961354e7231bf8aab83fe8277d1396343ca86bf1309809c62c19;foundation/mt5/include/ObsidianPrime/DecisionSurface.mqh=f1ec27d4078f98c26e018aa9c62b9aac1cb6f2b99abf6bf211aac8ba5ee6708a;foundation/mt5/include/ObsidianPrime/EbmTableRuntime.mqh=825b0e289e62c6495fb6af52c1c370a715835bd313dfa2e615375db561389df1;foundation/mt5/include/ObsidianPrime/ExecutionBridge.mqh=6d05002d599692b77ff53327e4b8bc938ec7956d0ca1e6237e094d2a21a58560;foundation/mt5/include/ObsidianPrime/FeatureInputs.mqh=4a6da19b719c01d5134e829fd7f0aa99d94c4564d70ded16bccc20ed4baf72b8;foundation/mt5/include/ObsidianPrime/ModelRuntime.mqh=cf1032c866501f142ecb2372fe7e6d14eb711eafcf8d908dcb8f4226403b281f;foundation/mt5/include/ObsidianPrime/RuntimeTelemetry.mqh=b9ecadfde682d071e663721c3e761c633b8e525484554e0ceb432e110c6ea6a7
run267t_03_s264_aih_abl_trend_strength_direction_rt_2024,s264_allow_inner_high_quarter,s264_aih,completed,completed,completed,C:/Program Files/MetaTrader 5/terminal64.exe,US100,M5,500,1:100,4,0,2024.01.02,2025.01.01,Project_Obsidian_Prime_v2\foundation\mt5\ObsidianPrimeV2_RuntimeProbeEA.ex5,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/mt5/run267t_03_s264_aih_abl_trend_strength_direction_rt_2024.set,c152a97490e8f89231b3827190514f76b92265b9e6df03f35050d23fd5b7fae3,OPV2/s267t/run267T_orthogonal_stability/s264_aih/run267t_03_s264_aih_abl_trend_strength_direction/models/s264_aih_abl_trend_strength_direction_model.csv,OPV2/s267t/run267T_orthogonal_stability/s264_aih/run267t_03_s264_aih_abl_trend_strength_direction/features/s264_aih_abl_trend_strength_direction.csv,333af9f9e8d6630863ae3b077f9bbc44b3a93a20f8fbdc8924e58a1c7797b5ac,1001010,0.1,,,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/mt5/reports/Project_Obsidian_Prime_v2_run267T_stage267_pool_wide_orthogonal_stability_mt5_attempts_v1_run267t_03_s264_aih_abl_trend_strength_direction_rt_2024.htm,132f3546474d945cb5806352dd66ae5e292e9c6cbb63fc2d85241be72df482b3,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/mt5/reports/Project_Obsidian_Prime_v2_run267T_stage267_pool_wide_orthogonal_stability_mt5_attempts_v1_run267t_03_s264_aih_abl_trend_strength_direction_rt_2024.png,177.49,1.2,486,12.68,foundation/mt5/ObsidianPrimeV2_RuntimeProbeEA.mq5=8052a066c6bb961354e7231bf8aab83fe8277d1396343ca86bf1309809c62c19;foundation/mt5/include/ObsidianPrime/DecisionSurface.mqh=f1ec27d4078f98c26e018aa9c62b9aac1cb6f2b99abf6bf211aac8ba5ee6708a;foundation/mt5/include/ObsidianPrime/EbmTableRuntime.mqh=825b0e289e62c6495fb6af52c1c370a715835bd313dfa2e615375db561389df1;foundation/mt5/include/ObsidianPrime/ExecutionBridge.mqh=6d05002d599692b77ff53327e4b8bc938ec7956d0ca1e6237e094d2a21a58560;foundation/mt5/include/ObsidianPrime/FeatureInputs.mqh=4a6da19b719c01d5134e829fd7f0aa99d94c4564d70ded16bccc20ed4baf72b8;foundation/mt5/include/ObsidianPrime/ModelRuntime.mqh=cf1032c866501f142ecb2372fe7e6d14eb711eafcf8d908dcb8f4226403b281f;foundation/mt5/include/ObsidianPrime/RuntimeTelemetry.mqh=b9ecadfde682d071e663721c3e761c633b8e525484554e0ceb432e110c6ea6a7
run267t_04_s264_aih_rep_trend_strength_adx_ta_2024,s264_allow_inner_high_quarter,s264_aih,completed,completed,completed,C:/Program Files/MetaTrader 5/terminal64.exe,US100,M5,500,1:100,4,0,2024.01.02,2025.01.01,Project_Obsidian_Prime_v2\foundation\mt5\ObsidianPrimeV2_RuntimeProbeEA.ex5,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/mt5/run267t_04_s264_aih_rep_trend_strength_adx_ta_2024.set,f933941da201f26578788392b6ecd44eae69d6e57ce4e1636b25dbd02158cb46,OPV2/s267t/run267T_orthogonal_stability/s264_aih/run267t_04_s264_aih_rep_trend_strength_adx/models/s264_aih_rep_trend_strength_adx_model.csv,OPV2/s267t/run267T_orthogonal_stability/s264_aih/run267t_04_s264_aih_rep_trend_strength_adx/features/s264_aih_rep_trend_strength_adx.csv,87c4f67bf20f9731ec15ce00994066e569c3b5e9255b1907d56598336949db88,1001001,0.1,,,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/mt5/reports/Project_Obsidian_Prime_v2_run267T_stage267_pool_wide_orthogonal_stability_mt5_attempts_v1_run267t_04_s264_aih_rep_trend_strength_adx_ta_2024.htm,94a81ef52fa3d005289f2dc27acb5c6db90f12178155ca52a731d4467692e996,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/mt5/reports/Project_Obsidian_Prime_v2_run267T_stage267_pool_wide_orthogonal_stability_mt5_attempts_v1_run267t_04_s264_aih_rep_trend_strength_adx_ta_2024.png,177.49,1.2,486,12.68,foundation/mt5/ObsidianPrimeV2_RuntimeProbeEA.mq5=8052a066c6bb961354e7231bf8aab83fe8277d1396343ca86bf1309809c62c19;foundation/mt5/include/ObsidianPrime/DecisionSurface.mqh=f1ec27d4078f98c26e018aa9c62b9aac1cb6f2b99abf6bf211aac8ba5ee6708a;foundation/mt5/include/ObsidianPrime/EbmTableRuntime.mqh=825b0e289e62c6495fb6af52c1c370a715835bd313dfa2e615375db561389df1;foundation/mt5/include/ObsidianPrime/ExecutionBridge.mqh=6d05002d599692b77ff53327e4b8bc938ec7956d0ca1e6237e094d2a21a58560;foundation/mt5/include/ObsidianPrime/FeatureInputs.mqh=4a6da19b719c01d5134e829fd7f0aa99d94c4564d70ded16bccc20ed4baf72b8;foundation/mt5/include/ObsidianPrime/ModelRuntime.mqh=cf1032c866501f142ecb2372fe7e6d14eb711eafcf8d908dcb8f4226403b281f;foundation/mt5/include/ObsidianPrime/RuntimeTelemetry.mqh=b9ecadfde682d071e663721c3e761c633b8e525484554e0ceb432e110c6ea6a7
run267t_04_s264_aih_rep_trend_strength_adx_rt_2024,s264_allow_inner_high_quarter,s264_aih,completed,completed,completed,C:/Program Files/MetaTrader 5/terminal64.exe,US100,M5,500,1:100,4,0,2024.01.02,2025.01.01,Project_Obsidian_Prime_v2\foundation\mt5\ObsidianPrimeV2_RuntimeProbeEA.ex5,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/mt5/run267t_04_s264_aih_rep_trend_strength_adx_rt_2024.set,ed0d71ec1d756b4c2f86468f3bc5f71f39a1bf78e001912543d19a8f2aede728,OPV2/s267t/run267T_orthogonal_stability/s264_aih/run267t_04_s264_aih_rep_trend_strength_adx/models/s264_aih_rep_trend_strength_adx_model.csv,OPV2/s267t/run267T_orthogonal_stability/s264_aih/run267t_04_s264_aih_rep_trend_strength_adx/features/s264_aih_rep_trend_strength_adx.csv,87c4f67bf20f9731ec15ce00994066e569c3b5e9255b1907d56598336949db88,1001010,0.1,,,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/mt5/reports/Project_Obsidian_Prime_v2_run267T_stage267_pool_wide_orthogonal_stability_mt5_attempts_v1_run267t_04_s264_aih_rep_trend_strength_adx_rt_2024.htm,2bc9cc71a29f55508927f02b0e7568842e88047ec1275cbb77ea89589c5959d8,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/mt5/reports/Project_Obsidian_Prime_v2_run267T_stage267_pool_wide_orthogonal_stability_mt5_attempts_v1_run267t_04_s264_aih_rep_trend_strength_adx_rt_2024.png,177.49,1.2,486,12.68,foundation/mt5/ObsidianPrimeV2_RuntimeProbeEA.mq5=8052a066c6bb961354e7231bf8aab83fe8277d1396343ca86bf1309809c62c19;foundation/mt5/include/ObsidianPrime/DecisionSurface.mqh=f1ec27d4078f98c26e018aa9c62b9aac1cb6f2b99abf6bf211aac8ba5ee6708a;foundation/mt5/include/ObsidianPrime/EbmTableRuntime.mqh=825b0e289e62c6495fb6af52c1c370a715835bd313dfa2e615375db561389df1;foundation/mt5/include/ObsidianPrime/ExecutionBridge.mqh=6d05002d599692b77ff53327e4b8bc938ec7956d0ca1e6237e094d2a21a58560;foundation/mt5/include/ObsidianPrime/FeatureInputs.mqh=4a6da19b719c01d5134e829fd7f0aa99d94c4564d70ded16bccc20ed4baf72b8;foundation/mt5/include/ObsidianPrime/ModelRuntime.mqh=cf1032c866501f142ecb2372fe7e6d14eb711eafcf8d908dcb8f4226403b281f;foundation/mt5/include/ObsidianPrime/RuntimeTelemetry.mqh=b9ecadfde682d071e663721c3e761c633b8e525484554e0ceb432e110c6ea6a7
run267t_05_s264_lc_rep_volatility_atr_ta_2024,s264_lowrank_control,s264_lc,completed,completed,completed,C:/Program Files/MetaTrader 5/terminal64.exe,US100,M5,500,1:100,4,0,2024.01.02,2025.01.01,Project_Obsidian_Prime_v2\foundation\mt5\ObsidianPrimeV2_RuntimeProbeEA.ex5,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/mt5/run267t_05_s264_lc_rep_volatility_atr_ta_2024.set,e7bc9efd0a124d450db284afee9d1083321e1bf4cf63919b15a5c9cb2070e2c4,OPV2/s267t/run267T_orthogonal_stability/s264_lc/run267t_05_s264_lc_rep_volatility_atr/models/s264_lc_rep_volatility_atr_model.csv,OPV2/s267t/run267T_orthogonal_stability/s264_lc/run267t_05_s264_lc_rep_volatility_atr/features/s264_lc_rep_volatility_atr.csv,98f9c96ec080b3e4d49354efab8a100eba81774e723da69c73809ce2a919cfc3,1001001,0.1,,,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/mt5/reports/Project_Obsidian_Prime_v2_run267T_stage267_pool_wide_orthogonal_stability_mt5_attempts_v1_run267t_05_s264_lc_rep_volatility_atr_ta_2024.htm,6fb3507a6db62294751d9e02e288e80eb90940735633f35eabb297f8f383a966,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/mt5/reports/Project_Obsidian_Prime_v2_run267T_stage267_pool_wide_orthogonal_stability_mt5_attempts_v1_run267t_05_s264_lc_rep_volatility_atr_ta_2024.png,236.31,1.3,454,12.88,foundation/mt5/ObsidianPrimeV2_RuntimeProbeEA.mq5=8052a066c6bb961354e7231bf8aab83fe8277d1396343ca86bf1309809c62c19;foundation/mt5/include/ObsidianPrime/DecisionSurface.mqh=f1ec27d4078f98c26e018aa9c62b9aac1cb6f2b99abf6bf211aac8ba5ee6708a;foundation/mt5/include/ObsidianPrime/EbmTableRuntime.mqh=825b0e289e62c6495fb6af52c1c370a715835bd313dfa2e615375db561389df1;foundation/mt5/include/ObsidianPrime/ExecutionBridge.mqh=6d05002d599692b77ff53327e4b8bc938ec7956d0ca1e6237e094d2a21a58560;foundation/mt5/include/ObsidianPrime/FeatureInputs.mqh=4a6da19b719c01d5134e829fd7f0aa99d94c4564d70ded16bccc20ed4baf72b8;foundation/mt5/include/ObsidianPrime/ModelRuntime.mqh=cf1032c866501f142ecb2372fe7e6d14eb711eafcf8d908dcb8f4226403b281f;foundation/mt5/include/ObsidianPrime/RuntimeTelemetry.mqh=b9ecadfde682d071e663721c3e761c633b8e525484554e0ceb432e110c6ea6a7
run267t_05_s264_lc_rep_volatility_atr_rt_2024,s264_lowrank_control,s264_lc,completed,completed,completed,C:/Program Files/MetaTrader 5/terminal64.exe,US100,M5,500,1:100,4,0,2024.01.02,2025.01.01,Project_Obsidian_Prime_v2\foundation\mt5\ObsidianPrimeV2_RuntimeProbeEA.ex5,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/mt5/run267t_05_s264_lc_rep_volatility_atr_rt_2024.set,9d762eb7b93fd3d070ffb57597e9b8c2bcb44f79c300c563e65aa20416db30b9,OPV2/s267t/run267T_orthogonal_stability/s264_lc/run267t_05_s264_lc_rep_volatility_atr/models/s264_lc_rep_volatility_atr_model.csv,OPV2/s267t/run267T_orthogonal_stability/s264_lc/run267t_05_s264_lc_rep_volatility_atr/features/s264_lc_rep_volatility_atr.csv,98f9c96ec080b3e4d49354efab8a100eba81774e723da69c73809ce2a919cfc3,1001010,0.1,,,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/mt5/reports/Project_Obsidian_Prime_v2_run267T_stage267_pool_wide_orthogonal_stability_mt5_attempts_v1_run267t_05_s264_lc_rep_volatility_atr_rt_2024.htm,89c03ed698dbaa85aa8b97d49bfaa7144e94bc915e9f661eac435ef00afd27a6,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/mt5/reports/Project_Obsidian_Prime_v2_run267T_stage267_pool_wide_orthogonal_stability_mt5_attempts_v1_run267t_05_s264_lc_rep_volatility_atr_rt_2024.png,236.31,1.3,454,12.88,foundation/mt5/ObsidianPrimeV2_RuntimeProbeEA.mq5=8052a066c6bb961354e7231bf8aab83fe8277d1396343ca86bf1309809c62c19;foundation/mt5/include/ObsidianPrime/DecisionSurface.mqh=f1ec27d4078f98c26e018aa9c62b9aac1cb6f2b99abf6bf211aac8ba5ee6708a;foundation/mt5/include/ObsidianPrime/EbmTableRuntime.mqh=825b0e289e62c6495fb6af52c1c370a715835bd313dfa2e615375db561389df1;foundation/mt5/include/ObsidianPrime/ExecutionBridge.mqh=6d05002d599692b77ff53327e4b8bc938ec7956d0ca1e6237e094d2a21a58560;foundation/mt5/include/ObsidianPrime/FeatureInputs.mqh=4a6da19b719c01d5134e829fd7f0aa99d94c4564d70ded16bccc20ed4baf72b8;foundation/mt5/include/ObsidianPrime/ModelRuntime.mqh=cf1032c866501f142ecb2372fe7e6d14eb711eafcf8d908dcb8f4226403b281f;foundation/mt5/include/ObsidianPrime/RuntimeTelemetry.mqh=b9ecadfde682d071e663721c3e761c633b8e525484554e0ceb432e110c6ea6a7
