attempt_name,artifact_slug,axis,bucket,trade_count,net_profit,gross_profit,gross_loss,profit_factor,expectancy,win_rate,max_drawdown
u42_bal_rf,u42_bal,session_slice,outside_cash_session,6,-28.05,26.28,-54.33,0.483711,-4.675,0.5,45.09
u42_plain_rf,u42_plain,session_slice,early,39,76.95,199.24,-122.29,1.629242,1.973077,0.692308,56.49
u42_plain_rf,u42_plain,session_slice,late,10,13.71,29.71,-16.0,1.856875,1.371,0.6,7.22
u42_plain_rf,u42_plain,session_slice,mid,269,35.94,554.21,-518.27,1.069346,0.133606,0.542751,99.89
u42_plain_rf,u42_plain,session_slice,outside_cash_session,8,-6.69,41.09,-47.78,0.859983,-0.83625,0.625,37.77
c56_bal_rf,c56_bal,hour,16,26,-49.87,105.54,-155.41,0.679107,-1.918077,0.461538,76.46
c56_bal_rf,c56_bal,hour,17,13,78.42,101.26,-22.84,4.43345,6.032308,0.769231,12.84
c56_bal_rf,c56_bal,hour,18,12,-3.41,17.59,-21.0,0.837619,-0.284167,0.416667,14.15
c56_bal_rf,c56_bal,hour,19,6,11.66,30.85,-19.19,1.607608,1.943333,0.5,15.35
c56_bal_rf,c56_bal,hour,20,8,39.42,48.26,-8.84,5.459276,4.9275,0.875,8.84
c56_bal_rf,c56_bal,hour,21,3,-12.04,0,-12.04,0.0,-4.013333,0.0,12.04
c56_bal_rf,c56_bal,hour,22,7,-62.73,39.4,-102.13,0.385783,-8.961429,0.285714,69.11
c56_plain_rf,c56_plain,hour,16,28,53.18,142.62,-89.44,1.594589,1.899286,0.607143,31.12
c56_plain_rf,c56_plain,hour,17,12,47.99,80.01,-32.02,2.498751,3.999167,0.75,24.44
c56_plain_rf,c56_plain,hour,18,12,15.03,25.83,-10.8,2.391667,1.2525,0.583333,6.12
c56_plain_rf,c56_plain,hour,19,6,29.84,42.87,-13.03,3.2901,4.973333,0.666667,13.03
c56_plain_rf,c56_plain,hour,20,10,12.08,24.03,-11.95,2.010879,1.208,0.6,6.18
c56_plain_rf,c56_plain,hour,21,5,7.62,15.06,-7.44,2.024194,1.524,0.4,5.48
c56_plain_rf,c56_plain,hour,22,4,-18.68,35.47,-54.15,0.655032,-4.67,0.25,27.94
m48_bal_rf,m48_bal,hour,10,22,-21.29,32.68,-53.97,0.605522,-0.967727,0.454545,48.5
m48_bal_rf,m48_bal,hour,11,26,12.73,53.88,-41.15,1.309356,0.489615,0.538462,17.39
m48_bal_rf,m48_bal,hour,12,21,-5.82,40.22,-46.04,0.873588,-0.277143,0.47619,19.09
m48_bal_rf,m48_bal,hour,13,21,19.45,38.58,-19.13,2.016728,0.92619,0.619048,9.35
m48_bal_rf,m48_bal,hour,14,26,-0.08,72.39,-72.47,0.998896,-0.003077,0.538462,37.87
m48_bal_rf,m48_bal,hour,15,21,-8.19,50.47,-58.66,0.860382,-0.39,0.333333,27.8
m48_bal_rf,m48_bal,hour,16,25,10.53,127.17,-116.64,1.090278,0.4212,0.52,32.94
m48_bal_rf,m48_bal,hour,17,14,54.47,98.23,-43.76,2.244744,3.890714,0.642857,40.27
m48_bal_rf,m48_bal,hour,18,15,26.79,42.95,-16.16,2.657797,1.786,0.6,11.11
m48_bal_rf,m48_bal,hour,19,5,-6.38,17.11,-23.49,0.728395,-1.276,0.4,19.82
m48_bal_rf,m48_bal,hour,20,6,19.41,28.25,-8.84,3.195701,3.235,0.833333,8.84
m48_bal_rf,m48_bal,hour,21,5,14.19,26.23,-12.04,2.178571,2.838,0.4,9.92
m48_bal_rf,m48_bal,hour,22,4,-30.46,5.54,-36.0,0.153889,-7.615,0.25,36.0
m48_bal_rf,m48_bal,hour,23,3,-34.64,14.0,-48.64,0.287829,-11.546667,0.333333,48.64
m48_bal_rf,m48_bal,hour,7,27,-32.17,44.91,-77.08,0.582641,-1.191481,0.481481,32.56
m48_bal_rf,m48_bal,hour,8,13,11.01,27.68,-16.67,1.660468,0.846923,0.461538,7.91
m48_bal_rf,m48_bal,hour,9,23,28.29,54.35,-26.06,2.085572,1.23,0.521739,11.4
m48_plain_rf,m48_plain,hour,10,20,-2.18,36.34,-38.52,0.943406,-0.109,0.6,31.39
m48_plain_rf,m48_plain,hour,11,22,10.88,43.67,-32.79,1.331808,0.494545,0.5,17.03
m48_plain_rf,m48_plain,hour,12,21,-0.31,43.42,-43.73,0.992911,-0.014762,0.47619,18.58
m48_plain_rf,m48_plain,hour,13,24,52.21,65.81,-13.6,4.838971,2.175417,0.708333,6.73
m48_plain_rf,m48_plain,hour,14,26,13.84,76.21,-62.37,1.221902,0.532308,0.615385,27.85
m48_plain_rf,m48_plain,hour,15,17,1.05,49.78,-48.73,1.021547,0.061765,0.411765,21.01
m48_plain_rf,m48_plain,hour,16,26,12.62,115.52,-102.9,1.122643,0.485385,0.615385,41.53
m48_plain_rf,m48_plain,hour,17,12,63.1,100.46,-37.36,2.688972,5.258333,0.666667,24.44
m48_plain_rf,m48_plain,hour,18,14,54.09,62.13,-8.04,7.727612,3.863571,0.714286,3.46
m48_plain_rf,m48_plain,hour,19,8,45.57,58.6,-13.03,4.497314,5.69625,0.75,13.03
m48_plain_rf,m48_plain,hour,20,7,14.55,21.64,-7.09,3.052186,2.078571,0.714286,4.62
m48_plain_rf,m48_plain,hour,21,5,-3.46,9.24,-12.7,0.727559,-0.692,0.2,7.22
m48_plain_rf,m48_plain,hour,22,4,-3.83,13.78,-17.61,0.78251,-0.9575,0.75,17.61
m48_plain_rf,m48_plain,hour,23,2,9.97,14.0,-4.03,3.473945,4.985,0.5,4.03
m48_plain_rf,m48_plain,hour,7,27,-25.07,44.91,-69.98,0.641755,-0.928519,0.481481,27.46
m48_plain_rf,m48_plain,hour,8,11,-3.71,18.26,-21.97,0.831133,-0.337273,0.454545,12.3
m48_plain_rf,m48_plain,hour,9,23,30.56,49.28,-18.72,2.632479,1.328696,0.521739,9.87
u42_bal_rf,u42_bal,hour,1,1,1.14,1.14,0,,1.14,1.0,0.0
u42_bal_rf,u42_bal,hour,10,29,-17.41,50.98,-68.39,0.745431,-0.600345,0.413793,43.6
u42_bal_rf,u42_bal,hour,11,28,20.58,58.68,-38.1,1.540157,0.735,0.571429,11.78
u42_bal_rf,u42_bal,hour,12,30,-18.38,45.86,-64.24,0.713885,-0.612667,0.433333,24.19
u42_bal_rf,u42_bal,hour,13,29,35.54,68.06,-32.52,2.092866,1.225517,0.551724,12.45
u42_bal_rf,u42_bal,hour,14,24,25.96,74.86,-48.9,1.530879,1.081667,0.625,17.69
u42_bal_rf,u42_bal,hour,15,17,-7.09,53.5,-60.59,0.882984,-0.417059,0.411765,35.38
u42_bal_rf,u42_bal,hour,16,29,-81.42,99.07,-180.49,0.548895,-2.807586,0.37931,104.15
u42_bal_rf,u42_bal,hour,17,15,56.82,93.32,-36.5,2.556712,3.788,0.733333,16.61
u42_bal_rf,u42_bal,hour,18,8,25.93,36.35,-10.42,3.488484,3.24125,0.75,10.36
u42_bal_rf,u42_bal,hour,19,7,5.46,20.87,-15.41,1.354315,0.78,0.571429,7.85
u42_bal_rf,u42_bal,hour,20,6,-16.42,10.43,-26.85,0.388454,-2.736667,0.333333,22.01
u42_bal_rf,u42_bal,hour,21,6,27.26,39.3,-12.04,3.26412,4.543333,0.5,9.92
u42_bal_rf,u42_bal,hour,22,4,-34.52,11.17,-45.69,0.244474,-8.63,0.25,36.45
u42_bal_rf,u42_bal,hour,23,2,-16.46,13.97,-30.43,0.459086,-8.23,0.5,30.43
u42_bal_rf,u42_bal,hour,7,29,-15.75,32.46,-48.21,0.673304,-0.543103,0.551724,28.61
u42_bal_rf,u42_bal,hour,8,29,-18.37,38.06,-56.43,0.674464,-0.633448,0.482759,26.56
u42_bal_rf,u42_bal,hour,9,30,35.79,81.91,-46.12,1.776019,1.193,0.533333,18.47
u42_plain_rf,u42_plain,hour,1,1,1.14,1.14,0,,1.14,1.0,0.0
u42_plain_rf,u42_plain,hour,10,29,-15.26,54.98,-70.24,0.782745,-0.526207,0.413793,45.45
u42_plain_rf,u42_plain,hour,11,28,9.52,47.06,-37.54,1.253596,0.34,0.571429,22.81
u42_plain_rf,u42_plain,hour,12,28,-3.67,49.06,-52.73,0.9304,-0.131071,0.535714,17.55
u42_plain_rf,u42_plain,hour,13,29,28.19,68.24,-40.05,1.70387,0.972069,0.551724,13.78
u42_plain_rf,u42_plain,hour,14,28,1.92,72.38,-70.46,1.02725,0.068571,0.678571,41.02
u42_plain_rf,u42_plain,hour,15,20,-21.94,48.4,-70.34,0.688086,-1.097,0.4,38.93
u42_plain_rf,u42_plain,hour,16,24,71.16,119.45,-48.29,2.473597,2.965,0.708333,32.05
u42_plain_rf,u42_plain,hour,17,16,21.98,92.74,-70.76,1.310627,1.37375,0.75,29.91
u42_plain_rf,u42_plain,hour,18,12,12.07,21.94,-9.87,2.222898,1.005833,0.666667,5.11
u42_plain_rf,u42_plain,hour,19,7,27.51,39.22,-11.71,3.349274,3.93,0.571429,10.64
u42_plain_rf,u42_plain,hour,20,5,13.66,16.97,-3.31,5.126888,2.732,0.8,3.31
u42_plain_rf,u42_plain,hour,21,5,-6.78,9.22,-16.0,0.57625,-1.356,0.2,8.78
u42_plain_rf,u42_plain,hour,22,6,14.3,31.65,-17.35,1.824207,2.383333,0.666667,14.66
u42_plain_rf,u42_plain,hour,23,2,-18.61,11.82,-30.43,0.388432,-9.305,0.5,30.43
u42_plain_rf,u42_plain,hour,7,28,-13.29,32.46,-45.75,0.709508,-0.474643,0.571429,26.15
u42_plain_rf,u42_plain,hour,8,29,-20.13,32.98,-53.11,0.620975,-0.694138,0.482759,28.11
u42_plain_rf,u42_plain,hour,9,29,18.14,74.54,-56.4,1.321631,0.625517,0.551724,22.67
c56_bal_rf,c56_bal,month,2026-04,27,-47.62,98.5,-146.12,0.674103,-1.763704,0.37037,106.45
c56_bal_rf,c56_bal,month,2026-05,48,49.07,244.4,-195.33,1.251216,1.022292,0.604167,89.02
c56_plain_rf,c56_plain,month,2026-04,26,48.34,125.17,-76.83,1.629181,1.859231,0.576923,38.95
c56_plain_rf,c56_plain,month,2026-05,51,98.72,240.72,-142.0,1.695211,1.935686,0.607843,53.23
m48_bal_rf,m48_bal,month,2026-04,115,-79.83,216.34,-296.17,0.730459,-0.694174,0.486957,133.91
m48_bal_rf,m48_bal,month,2026-05,162,137.67,558.3,-420.63,1.327295,0.849815,0.524691,48.47
m48_plain_rf,m48_plain,month,2026-04,108,26.46,248.74,-222.28,1.119039,0.245,0.555556,68.57
m48_plain_rf,m48_plain,month,2026-05,161,243.42,574.31,-330.89,1.735652,1.511925,0.57764,44.58
u42_bal_rf,u42_bal,month,2026-04,136,-116.79,244.9,-361.69,0.677099,-0.85875,0.477941,158.45
u42_bal_rf,u42_bal,month,2026-05,187,125.45,585.09,-459.64,1.272931,0.670856,0.534759,48.51
u42_plain_rf,u42_plain,month,2026-04,137,8.48,279.46,-270.98,1.031294,0.061898,0.547445,90.92
u42_plain_rf,u42_plain,month,2026-05,189,111.43,544.79,-433.36,1.25713,0.589577,0.57672,95.53
c56_bal_rf,c56_bal,volatility_regime,vol_high,43,0.57,189.24,-188.67,1.003021,0.013256,0.511628,89.02
c56_bal_rf,c56_bal,volatility_regime,vol_low,9,-12.8,31.75,-44.55,0.712682,-1.422222,0.333333,44.55
c56_bal_rf,c56_bal,volatility_regime,vol_mid,23,13.68,121.91,-108.23,1.126397,0.594783,0.608696,24.92
c56_plain_rf,c56_plain,volatility_regime,vol_high,44,58.45,191.66,-133.21,1.438781,1.328409,0.568182,53.23
c56_plain_rf,c56_plain,volatility_regime,vol_low,10,39.16,62.73,-23.57,2.661434,3.916,0.6,19.95
c56_plain_rf,c56_plain,volatility_regime,vol_mid,23,49.45,111.5,-62.05,1.796938,2.15,0.652174,17.35
m48_bal_rf,m48_bal,volatility_regime,vol_high,90,108.48,408.55,-300.07,1.361516,1.205333,0.544444,72.23
m48_bal_rf,m48_bal,volatility_regime,vol_low,105,-40.82,141.1,-181.92,0.775616,-0.388762,0.447619,50.92
m48_bal_rf,m48_bal,volatility_regime,vol_mid,82,-9.82,224.99,-234.81,0.958179,-0.119756,0.54878,40.05
m48_plain_rf,m48_plain,volatility_regime,vol_high,93,201.75,422.66,-220.91,1.913268,2.169355,0.612903,38.85
m48_plain_rf,m48_plain,volatility_regime,vol_low,103,20.64,179.38,-158.74,1.130024,0.200388,0.524272,39.51
m48_plain_rf,m48_plain,volatility_regime,vol_mid,73,47.49,221.01,-173.52,1.273686,0.650548,0.575342,26.31
u42_bal_rf,u42_bal,volatility_regime,vol_high,117,28.61,494.7,-466.09,1.061383,0.24453,0.529915,132.16
u42_bal_rf,u42_bal,volatility_regime,vol_low,123,18.57,181.09,-162.52,1.114263,0.150976,0.528455,46.74
u42_bal_rf,u42_bal,volatility_regime,vol_mid,83,-38.52,154.2,-192.72,0.800125,-0.464096,0.457831,73.26
u42_plain_rf,u42_plain,volatility_regime,vol_high,117,66.62,437.68,-371.06,1.17954,0.569402,0.606838,98.38
u42_plain_rf,u42_plain,volatility_regime,vol_low,124,50.95,201.05,-150.1,1.33944,0.410887,0.548387,46.21
u42_plain_rf,u42_plain,volatility_regime,vol_mid,85,2.34,185.52,-183.18,1.012774,0.027529,0.529412,51.35
c56_bal_rf,c56_bal,adx_bucket,adx_20_25,19,-67.41,71.25,-138.66,0.513847,-3.547895,0.473684,73.87
c56_bal_rf,c56_bal,adx_bucket,adx_gt25,34,-40.55,110.42,-150.97,0.731404,-1.192647,0.441176,78.51
c56_bal_rf,c56_bal,adx_bucket,adx_lt20,22,109.41,161.23,-51.82,3.111347,4.973182,0.681818,29.18
c56_plain_rf,c56_plain,adx_bucket,adx_20_25,21,-57.71,69.82,-127.53,0.547479,-2.748095,0.571429,78.6
c56_plain_rf,c56_plain,adx_bucket,adx_gt25,36,36.22,110.15,-73.93,1.489923,1.006111,0.527778,32.02
c56_plain_rf,c56_plain,adx_bucket,adx_lt20,20,168.55,185.92,-17.37,10.703512,8.4275,0.75,12.6
m48_bal_rf,m48_bal,adx_bucket,adx_20_25,68,-37.99,140.8,-178.79,0.787516,-0.558676,0.514706,50.61
m48_bal_rf,m48_bal,adx_bucket,adx_gt25,125,62.91,378.54,-315.63,1.199316,0.50328,0.472,60.98
m48_bal_rf,m48_bal,adx_bucket,adx_lt20,84,32.92,255.3,-222.38,1.148035,0.391905,0.559524,54.17
m48_plain_rf,m48_plain,adx_bucket,adx_20_25,68,-44.03,149.17,-193.2,0.772101,-0.6475,0.558824,62.22
m48_plain_rf,m48_plain,adx_bucket,adx_gt25,115,75.06,335.13,-260.07,1.288615,0.652696,0.504348,52.64
m48_plain_rf,m48_plain,adx_bucket,adx_lt20,86,238.85,338.75,-99.9,3.390891,2.777326,0.662791,12.66
u42_bal_rf,u42_bal,adx_bucket,adx_20_25,83,-36.83,172.75,-209.58,0.824268,-0.443735,0.518072,57.41
u42_bal_rf,u42_bal,adx_bucket,adx_gt25,141,-18.51,397.91,-416.42,0.95555,-0.131277,0.489362,99.37
u42_bal_rf,u42_bal,adx_bucket,adx_lt20,99,64.0,259.33,-195.33,1.327651,0.646465,0.535354,58.79
u42_plain_rf,u42_plain,adx_bucket,adx_20_25,87,-11.19,181.08,-192.27,0.941801,-0.128621,0.551724,83.28
u42_plain_rf,u42_plain,adx_bucket,adx_gt25,136,73.22,371.11,-297.89,1.245795,0.538382,0.573529,57.9
u42_plain_rf,u42_plain,adx_bucket,adx_lt20,103,57.88,272.06,-214.18,1.27024,0.561942,0.563107,61.67
c56_bal_rf,c56_bal,trend_regime,downtrend,53,-107.96,181.67,-289.63,0.627249,-2.036981,0.45283,107.96
c56_bal_rf,c56_bal,trend_regime,range_or_weak_trend,22,109.41,161.23,-51.82,3.111347,4.973182,0.681818,29.18
c56_plain_rf,c56_plain,trend_regime,downtrend,57,-21.49,179.97,-201.46,0.893329,-0.377018,0.54386,79.44
c56_plain_rf,c56_plain,trend_regime,range_or_weak_trend,20,168.55,185.92,-17.37,10.703512,8.4275,0.75,12.6
m48_bal_rf,m48_bal,trend_regime,downtrend,193,24.92,519.34,-494.42,1.050402,0.129119,0.487047,93.89
m48_bal_rf,m48_bal,trend_regime,range_or_weak_trend,84,32.92,255.3,-222.38,1.148035,0.391905,0.559524,54.17
m48_plain_rf,m48_plain,trend_regime,downtrend,183,31.03,484.3,-453.27,1.068458,0.169563,0.52459,72.66
m48_plain_rf,m48_plain,trend_regime,range_or_weak_trend,86,238.85,338.75,-99.9,3.390891,2.777326,0.662791,12.66
u42_bal_rf,u42_bal,trend_regime,downtrend,224,-55.34,570.66,-626.0,0.911597,-0.247054,0.5,132.65
u42_bal_rf,u42_bal,trend_regime,range_or_weak_trend,99,64.0,259.33,-195.33,1.327651,0.646465,0.535354,58.79
u42_plain_rf,u42_plain,trend_regime,downtrend,223,62.03,552.19,-490.16,1.126551,0.278161,0.565022,65.71
u42_plain_rf,u42_plain,trend_regime,range_or_weak_trend,103,57.88,272.06,-214.18,1.27024,0.561942,0.563107,61.67
c56_bal_rf,c56_bal,vix_regime,vix_high,25,-62.51,103.61,-166.12,0.623706,-2.5004,0.4,89.64
c56_bal_rf,c56_bal,vix_regime,vix_low,34,40.8,177.35,-136.55,1.298792,1.2,0.558824,74.57
c56_bal_rf,c56_bal,vix_regime,vix_mid,16,23.16,61.94,-38.78,1.597215,1.4475,0.625,22.85
c56_plain_rf,c56_plain,vix_regime,vix_high,25,-14.64,70.2,-84.84,0.82744,-0.5856,0.56,49.38
c56_plain_rf,c56_plain,vix_regime,vix_low,33,136.79,210.32,-73.53,2.860329,4.145152,0.666667,36.7
c56_plain_rf,c56_plain,vix_regime,vix_mid,19,24.91,85.37,-60.46,1.412008,1.311053,0.526316,32.87
m48_bal_rf,m48_bal,vix_regime,vix_high,91,-15.1,272.45,-287.55,0.947487,-0.165934,0.450549,96.83
m48_bal_rf,m48_bal,vix_regime,vix_low,119,-26.9,299.45,-326.35,0.917573,-0.22605,0.504202,71.8
m48_bal_rf,m48_bal,vix_regime,vix_mid,67,99.84,202.74,-102.9,1.970262,1.490149,0.597015,23.81
m48_plain_rf,m48_plain,vix_regime,vix_high,76,90.65,265.84,-175.19,1.517438,1.192763,0.552632,30.29
m48_plain_rf,m48_plain,vix_regime,vix_low,123,56.14,339.42,-283.28,1.198178,0.456423,0.544715,54.88
m48_plain_rf,m48_plain,vix_regime,vix_mid,70,123.09,217.79,-94.7,2.299789,1.758429,0.628571,28.23
u42_bal_rf,u42_bal,vix_regime,vix_missing,323,8.66,829.99,-821.33,1.010544,0.026811,0.510836,158.45
u42_plain_rf,u42_plain,vix_regime,vix_missing,326,119.91,824.25,-704.34,1.170244,0.367822,0.564417,95.53
c56_bal_rf,c56_bal,vix_change_regime,vix_change_down,39,24.33,185.82,-161.49,1.150659,0.623846,0.564103,76.29
c56_bal_rf,c56_bal,vix_change_regime,vix_change_flat,6,26.13,34.08,-7.95,4.286792,4.355,0.666667,7.95
c56_bal_rf,c56_bal,vix_change_regime,vix_change_up,30,-49.01,123.0,-172.01,0.715075,-1.633667,0.433333,92.52
c56_plain_rf,c56_plain,vix_change_regime,vix_change_down,31,90.31,186.38,-96.07,1.940044,2.913226,0.645161,60.23
c56_plain_rf,c56_plain,vix_change_regime,vix_change_flat,15,8.27,47.93,-39.66,1.208522,0.551333,0.466667,25.43
c56_plain_rf,c56_plain,vix_change_regime,vix_change_up,31,48.48,131.58,-83.1,1.583394,1.563871,0.612903,37.52
m48_bal_rf,m48_bal,vix_change_regime,vix_change_down,115,41.71,309.59,-267.88,1.155704,0.362696,0.504348,52.59
m48_bal_rf,m48_bal,vix_change_regime,vix_change_flat,72,70.71,205.05,-134.34,1.526351,0.982083,0.583333,34.98
m48_bal_rf,m48_bal,vix_change_regime,vix_change_up,90,-54.58,260.0,-314.58,0.826499,-0.606444,0.455556,89.95
m48_plain_rf,m48_plain,vix_change_regime,vix_change_down,108,31.54,292.0,-260.46,1.121093,0.292037,0.546296,88.94
m48_plain_rf,m48_plain,vix_change_regime,vix_change_flat,78,69.02,202.62,-133.6,1.516617,0.884872,0.576923,25.5
m48_plain_rf,m48_plain,vix_change_regime,vix_change_up,83,169.32,328.43,-159.11,2.064169,2.04,0.590361,48.02
u42_bal_rf,u42_bal,vix_change_regime,vix_change_missing,323,8.66,829.99,-821.33,1.010544,0.026811,0.510836,158.45
u42_plain_rf,u42_plain,vix_change_regime,vix_change_missing,326,119.91,824.25,-704.34,1.170244,0.367822,0.564417,95.53
c56_bal_rf,c56_bal,usd_regime,usdx_high,29,-58.78,109.05,-167.83,0.649765,-2.026897,0.413793,67.92
c56_bal_rf,c56_bal,usd_regime,usdx_low,27,34.15,131.01,-96.86,1.352571,1.264815,0.592593,32.84
c56_bal_rf,c56_bal,usd_regime,usdx_mid,19,26.08,102.84,-76.76,1.33976,1.372632,0.578947,40.74
c56_plain_rf,c56_plain,usd_regime,usdx_high,31,-17.28,110.47,-127.75,0.864736,-0.557419,0.580645,75.57
c56_plain_rf,c56_plain,usd_regime,usdx_low,33,86.46,169.62,-83.16,2.039683,2.62,0.575758,13.14
c56_plain_rf,c56_plain,usd_regime,usdx_mid,13,77.88,85.8,-7.92,10.833333,5.990769,0.692308,3.97
m48_bal_rf,m48_bal,usd_regime,usdx_high,114,75.75,347.96,-272.21,1.278278,0.664474,0.508772,52.45
m48_bal_rf,m48_bal,usd_regime,usdx_low,104,53.43,278.17,-224.74,1.237741,0.51375,0.509615,34.46
m48_bal_rf,m48_bal,usd_regime,usdx_mid,59,-71.34,148.51,-219.85,0.675506,-1.209153,0.508475,93.67
m48_plain_rf,m48_plain,usd_regime,usdx_high,108,100.15,343.43,-243.28,1.411666,0.927315,0.592593,67.87
m48_plain_rf,m48_plain,usd_regime,usdx_low,108,84.5,279.84,-195.34,1.432579,0.782407,0.518519,28.23
m48_plain_rf,m48_plain,usd_regime,usdx_mid,53,85.23,199.78,-114.55,1.744042,1.608113,0.622642,29.58
u42_bal_rf,u42_bal,usd_regime,usdx_missing,323,8.66,829.99,-821.33,1.010544,0.026811,0.510836,158.45
u42_plain_rf,u42_plain,usd_regime,usdx_missing,326,119.91,824.25,-704.34,1.170244,0.367822,0.564417,95.53
c56_bal_rf,c56_bal,usd_change_regime,usdx_change_down,36,72.7,210.53,-137.83,1.527461,2.019444,0.583333,44.64
c56_bal_rf,c56_bal,usd_change_regime,usdx_change_flat,5,2.1,20.18,-18.08,1.11615,0.42,0.4,18.08
c56_bal_rf,c56_bal,usd_change_regime,usdx_change_up,34,-73.35,112.19,-185.54,0.604667,-2.157353,0.470588,78.55
c56_plain_rf,c56_plain,usd_change_regime,usdx_change_down,39,63.3,185.25,-121.95,1.519065,1.623077,0.538462,80.17
c56_plain_rf,c56_plain,usd_change_regime,usdx_change_flat,2,-11.77,0,-11.77,0.0,-5.885,0.0,11.77
c56_plain_rf,c56_plain,usd_change_regime,usdx_change_up,36,95.53,180.64,-85.11,2.12243,2.653611,0.694444,26.75
m48_bal_rf,m48_bal,usd_change_regime,usdx_change_down,119,-27.38,301.01,-328.39,0.916624,-0.230084,0.453782,97.8
m48_bal_rf,m48_bal,usd_change_regime,usdx_change_flat,20,27.66,58.17,-30.51,1.906588,1.383,0.6,15.59
m48_bal_rf,m48_bal,usd_change_regime,usdx_change_up,138,57.56,415.46,-357.9,1.160827,0.417101,0.543478,126.16
m48_plain_rf,m48_plain,usd_change_regime,usdx_change_down,121,11.16,328.15,-316.99,1.035206,0.092231,0.504132,97.62
m48_plain_rf,m48_plain,usd_change_regime,usdx_change_flat,21,24.93,62.42,-37.49,1.664977,1.187143,0.571429,30.01
m48_plain_rf,m48_plain,usd_change_regime,usdx_change_up,127,233.79,432.48,-198.69,2.176657,1.840866,0.629921,45.06
u42_bal_rf,u42_bal,usd_change_regime,usdx_change_missing,323,8.66,829.99,-821.33,1.010544,0.026811,0.510836,158.45
u42_plain_rf,u42_plain,usd_change_regime,usdx_change_missing,326,119.91,824.25,-704.34,1.170244,0.367822,0.564417,95.53
c56_bal_rf,c56_bal,rate_regime,us10yr_high,20,66.88,130.16,-63.28,2.05689,3.344,0.55,20.35
c56_bal_rf,c56_bal,rate_regime,us10yr_low,38,-110.81,122.04,-232.85,0.524114,-2.916053,0.421053,119.95
c56_bal_rf,c56_bal,rate_regime,us10yr_mid,17,45.38,90.7,-45.32,2.001324,2.669412,0.705882,17.42
c56_plain_rf,c56_plain,rate_regime,us10yr_high,22,28.54,87.09,-58.55,1.487447,1.297273,0.545455,21.99
c56_plain_rf,c56_plain,rate_regime,us10yr_low,34,-8.72,134.94,-143.66,0.939301,-0.256471,0.529412,76.62
c56_plain_rf,c56_plain,rate_regime,us10yr_mid,21,127.24,143.86,-16.62,8.655836,6.059048,0.761905,8.59
m48_bal_rf,m48_bal,rate_regime,us10yr_high,95,110.54,263.36,-152.82,1.723335,1.163579,0.6,31.82
m48_bal_rf,m48_bal,rate_regime,us10yr_low,121,-92.78,313.56,-406.34,0.771669,-0.766777,0.413223,190.21
m48_bal_rf,m48_bal,rate_regime,us10yr_mid,61,40.08,197.72,-157.64,1.25425,0.657049,0.557377,48.16
m48_plain_rf,m48_plain,rate_regime,us10yr_high,107,154.42,306.13,-151.71,2.017863,1.443178,0.616822,24.78
m48_plain_rf,m48_plain,rate_regime,us10yr_low,108,76.79,354.72,-277.93,1.276293,0.711019,0.509259,56.51
