trade_sequence,split,expected_entry_timestamp,actual_entry_time,expected_actual_entry_delay_minutes,actual_exit_time,actual_entry_month,actual_entry_hour,entry_weekday,actual_side,expected_side,p_short,p_flat,p_long,long_margin,entry_score,exit_score,threshold,actual_net_profit_after_cost,expected_net_profit,net_profit_gap_actual_minus_expected,actual_profit_before_swap,actual_swap,actual_hold_m5_calendar,expected_held_m5,closed_balance_drawdown_percent,drawdown_increment_percent,tail_loss_ge_10,tail_loss_ge_20,tail_gain_ge_20,tail_hold_gt_12_m5,tail_hold_gt_96_m5,swap_drag_trade,drawdown_after_ge_10pct,drawdown_after_ge_20pct,drawdown_increment_positive,avoid_candidate_label,rescue_candidate_label,join_method(결합 방법),claim_boundary(주장 경계),log_return_1,log_return_3,hl_range,close_open_ratio,gap_percent,close_prev_close_ratio,return_zscore_20,hl_zscore_50,overnight_return,return_1_over_atr_14,close_ema20_ratio,close_ema50_ratio,ema9_ema20_diff,ema20_ema50_diff,ema50_ema200_diff,ema20_ema50_spread_zscore_50,sma50_sma200_ratio,rsi_14,rsi_50,rsi_14_slope_3,rsi_14_minus_50,stoch_kd_diff,stochrsi_kd_diff,ppo_hist_12_26_9,roc_12,trix_15,atr_14,atr_50,atr_14_over_atr_50,bollinger_width_20,bb_position_20,bb_squeeze,historical_vol_20,historical_vol_5_over_20,adx_14,di_spread_14,supertrend_10_3,vortex_indicator,is_us_cash_open,minutes_from_cash_open,is_first_30m_after_open,is_last_30m_before_cash_close,vix_change_1,vix_zscore_20,us10yr_change_1,us10yr_zscore_20,usdx_change_1,usdx_zscore_20,nvda_xnas_log_return_1,aapl_xnas_log_return_1,msft_xnas_log_return_1,amzn_xnas_log_return_1,mega8_equal_return_1,top3_weighted_return_1,mega8_pos_breadth_1,mega8_dispersion_5,us100_minus_mega8_equal_return_1,us100_minus_top3_weighted_return_1
638,oos,2025-10-24 17:25:00+00:00,2025-10-24 17:30:00,5.0,2025-10-24 18:10:00,2025-10,17,4,long,long,0.303789436817,0.345696955919,0.350513637066,0.004816681147,0.004816681147,0.009569346905,-0.000562137088,-1.38,-5.025,3.6450000000000005,-1.38,0.0,8,8,1.8238881980221489,0.13619944335879608,0,0,0,0,0,0,0,0,1,1,0,sequence_order_expected_trade_to_mt5_closed_trade_plus_entry_timestamp_probability_feature,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,-0.000625210931,-0.000679558609,0.001142834662,0.999365150928,9.845865e-06,0.999374985695,-1.290567398071,0.39176684618,0.008690530434,-0.607285559177,1.000974416733,1.002771019936,23.43302154541,45.419486999512,93.009666442871,1.819319009781,1.00295650959,62.696479797363,63.729106903076,-3.027670860291,12.696478843689,-2.753233671188,-13.883354187012,0.001332465094,0.001113729435,0.000166827493,26.116346359253,17.359830856323,1.504412531853,0.003831469454,0.72940582037,0.0,0.148664206266,0.82605355978,31.086584091187,8.15025806427,-1.0,0.207380339503,1.0,55.0,0.0,0.0,0.0,0.877058029175,-8.815233e-05,-0.402519226074,-2.0267325e-05,0.480479776859,-0.001842519385,0.000843138085,-0.000860083557,-0.000580862805,-0.000950696704,-0.000598161947,0.375,0.003470639931,0.000325681205,-2.6853542e-05
639,oos,2025-10-24 18:10:00+00:00,2025-10-24 18:15:00,5.0,2025-10-24 19:05:00,2025-10,18,4,long,long,0.322058171034,0.332613646984,0.345328181982,0.012714534998,0.012714534998,-0.035701543093,-0.000562137088,3.12,3.25,-0.1299999999999999,3.12,0.0,10,8,1.515959021732695,-0.3079291762894538,0,0,0,0,0,0,0,0,0,0,0,sequence_order_expected_trade_to_mt5_closed_trade_plus_entry_timestamp_probability_feature,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,0.00074986188,0.000562343688,0.001218266087,1.000755310059,-5.132558e-06,1.000750184059,1.032824754715,0.296523690224,0.008690530434,0.650158464909,0.999843537807,1.001083731651,0.102337792516,31.407135009766,95.419624328613,0.446144461632,1.00342643261,50.776554107666,57.38745880127,1.523504018784,0.776553452015,4.675511837006,3.520364761353,-0.033820912242,-0.001782004721,0.000101318044,29.245565414429,19.854036331177,1.47302877903,0.003299395787,0.304434299469,0.0,0.184602335095,1.150619745255,22.789176940918,-7.931321144104,-1.0,-0.115733280778,1.0,100.0,0.0,0.0,-0.00269541773,0.146647110581,0.0,0.584280252457,-0.000222838964,-0.10342784971,0.000216543966,0.000953525247,0.000191460844,0.0,0.0006471987,0.000398885924,0.75,0.002110530389,0.000102944432,0.000351257186
640,oos,2025-10-27 16:35:00+00:00,2025-10-27 16:40:00,5.0,2025-10-27 17:20:00,2025-10,16,0,long,long,0.352221280336,0.278193384409,0.369585305452,0.017364025116,0.017364025116,-0.030245095491,-0.000562137088,-0.37,3.35,-3.72,-0.37,0.0,8,8,1.5524762637926628,0.03651724205996776,0,0,0,0,0,0,0,0,1,1,0,sequence_order_expected_trade_to_mt5_closed_trade_plus_entry_timestamp_probability_feature,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,0.000300509186,2.3352401e-05,0.00176581007,1.000300526619,0.0,1.000300526619,1.217412590981,5.661993980408,0.013292653486,0.612035930157,0.999770760536,0.999929845333,-2.420438051224,4.087500572205,87.011650085449,-1.73855638504,1.003190994263,45.559867858887,54.159168243408,0.936543822289,-4.440134048462,-0.868986666203,5.580826282501,-0.006561300252,-0.000137369483,1.80199e-07,12.617430686951,9.995950698853,1.262254118919,0.001059641945,0.213816389441,1.0,0.064897149801,1.256640791893,14.990918159485,8.857131004333,-1.0,-0.04680115357,1.0,65.0,0.0,0.0,0.0,0.668004453182,-0.000176584843,-0.745356023312,0.000152123641,1.496277809143,0.019719472155,0.011952183209,0.013719510287,0.011882205494,0.014843556099,0.014525299892,1.0,0.005457932595,-0.01454300154,-0.014224745333
641,oos,2025-10-27 17:20:00+00:00,2025-10-27 17:25:00,5.0,2025-10-27 18:05:00,2025-10,17,0,long,long,0.335149854422,0.312801748514,0.352048367262,0.01689851284,0.01689851284,-0.024996250868,-0.000562137088,4.46,1.5,2.96,4.46,0.0,8,8,1.112295454096838,-0.44018080969582485,0,0,0,0,0,0,0,0,0,0,0,sequence_order_expected_trade_to_mt5_closed_trade_plus_entry_timestamp_probability_feature,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,-0.001220037229,-0.001229751157,0.001274079084,0.999018669128,-0.000238185719,0.998780727386,-3.048453092575,2.084742546082,0.013292653486,-1.630963683128,0.999739229679,1.000092625618,6.472804546356,9.08403968811,84.627700805664,-0.448381632566,1.002823710442,47.969676971436,54.104454040527,-6.560749053955,-2.030323982239,-8.569807052612,-16.761957168579,0.008491111919,0.000461215299,1.9323841e-05,19.21669960022,12.745921134949,1.507674455643,0.00220924546,0.446386158466,0.0,0.108092747629,1.631373047829,12.254051208496,-4.782620429993,-1.0,0.061036009341,1.0,110.0,0.0,0.0,0.008356546052,3.106914997101,8.8354835e-05,-0.56079441309,5.068989e-05,0.635911643505,-0.005905010272,3.7562211e-05,-0.00202820776,-4.3974407e-05,-0.001960374415,-0.002229101025,0.375,0.005761507899,0.000741081196,0.001009807806
642,oos,2025-10-27 18:05:00+00:00,2025-10-27 18:10:00,5.0,2025-10-27 18:50:00,2025-10,18,0,long,long,0.321106821299,0.329386681318,0.349506497383,0.020119816065,0.020119816065,-0.069905996323,-0.000562137088,2.61,2.4,0.20999999999999996,2.61,0.0,8,8,0.8547008547008628,-0.2575945993959752,0,0,0,0,0,0,0,0,0,0,0,sequence_order_expected_trade_to_mt5_closed_trade_plus_entry_timestamp_probability_feature,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,0.001010225154,0.000242749418,0.00133981416,1.001039862633,-2.9155834e-05,1.001010775566,1.638753652573,1.840852499008,0.013292653486,1.255795240402,1.00083398819,1.001409649849,9.240197181702,14.788873672485,85.340461730957,1.043507814407,1.002358317375,59.315864562988,58.64725112915,-0.026554888114,9.315863609314,-3.966074943542,-8.464191436768,0.004369246773,0.000519496272,5.1007195e-05,20.724937438965,14.315926551819,1.447684049606,0.003247230779,0.803219914436,0.0,0.149346023798,1.066465258598,10.679828643799,1.302408218384,-1.0,0.28266826272,1.0,155.0,0.0,0.0,0.0,1.567542314529,-0.000353263284,-0.251445174217,0.000253475155,0.232807651162,0.003779135412,7.5372147e-05,0.000431531837,0.000220424539,0.0029548686,0.000989514519,0.875,0.003544847947,-0.001944133081,2.1221e-05
643,oos,2025-10-28 16:35:00+00:00,2025-10-28 16:40:00,5.0,2025-10-28 17:20:00,2025-10,16,1,long,long,0.327551484108,0.324982106686,0.347466379404,0.019914895296,0.019914895296,-0.038945406675,-0.000562137088,-0.37,-0.313,-0.056999999999999995,-0.37,0.0,8,8,0.8912180967608192,0.036517242059956434,0,0,0,0,0,0,0,0,1,1,0,sequence_order_expected_trade_to_mt5_closed_trade_plus_entry_timestamp_probability_feature,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,0.000737665512,0.00129715784,0.001729964395,1.00072324276,1.4658458e-05,1.000737905502,1.443948030472,4.455658435822,0.003119171597,1.283483624458,1.001629829407,1.002489566803,16.210353851318,22.21485710144,42.409858703613,2.464293956757,1.000683784485,73.726654052734,65.188629150391,3.490454912186,23.726654052734,1.738690972328,4.282579898834,0.014876823872,0.002269743709,7.1936462e-05,14.915747642517,10.51448059082,1.418591022491,0.003504388267,1.019536614418,0.0,0.11174453795,1.227373719215,34.382545471191,33.248268127441,-1.0,0.445814818144,1.0,65.0,0.0,0.0,0.002785515273,-0.466252416372,0.000176491347,-0.475602090359,-5.0668314e-05,1.176132321358,0.01944620721,0.001189945149,0.02684799768,0.001672609244,0.007356440183,0.018826814368,1.0,0.008635077626,-0.00661850255,-0.018088875338
644,oos,2025-10-28 19:35:00+00:00,2025-10-28 19:40:00,5.0,2025-10-28 20:35:00,2025-10,19,1,long,long,0.320621132851,0.337293475866,0.342085331678,0.004791855812,0.004791855812,-0.052122920752,-0.000562137088,3.54,1.725,1.815,3.54,0.0,11,8,0.541836915970866,-0.34938118078995317,0,0,0,0,0,0,0,0,0,0,0,sequence_order_expected_trade_to_mt5_closed_trade_plus_entry_timestamp_probability_feature,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,0.000625644287,0.001309487969,0.002549906028,1.000635504723,-9.628308e-06,1.00062584877,1.206786155701,3.699079036713,0.003119171597,0.750446915627,1.001684546471,1.00242805481,14.50398349762,19.235723495483,54.71203994751,0.451269119978,1.002177715302,69.370323181152,61.138416290283,3.170501947403,19.37032699585,-1.06743490696,8.249089241028,0.020371040329,0.003069278784,4.2031617e-05,21.667314529419,16.702489852905,1.297250628471,0.003306564875,1.096998333931,0.0,0.109984435141,0.876192331314,20.58616065979,23.867395401001,-1.0,0.475015819073,1.0,245.0,0.0,0.0,-0.005509641953,-2.847947835922,-0.000264480303,-1.339180588722,0.000101596073,-0.106598690152,0.001805380569,-0.000148737585,-0.000294930884,0.000698232616,0.000496590917,0.000152773078,0.625,0.000607721857,0.00012924918,0.00047306699
645,oos,2025-10-29 19:05:00+00:00,2025-10-29 19:10:00,5.0,2025-10-29 20:40:00,2025-10,19,2,long,long,0.332855254412,0.3133931458,0.353751689196,0.020896434784,0.020896434784,-0.16177752614,-0.000562137088,2.62,1.6,1.02,2.62,0.0,18,8,0.2832553640867733,-0.2585815518840927,0,0,0,1,0,0,0,0,0,0,0,sequence_order_expected_trade_to_mt5_closed_trade_plus_entry_timestamp_probability_feature,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,-0.000929089088,-0.001244974323,0.001077860827,0.999075949192,-4.595419e-06,0.999071359634,-1.79809653759,1.139376163483,0.002800108166,-1.143499612808,0.998473465443,0.998084306717,-12.646881103516,-10.186463356018,27.697864532471,-2.760739564896,1.000700950623,32.345039367676,43.392036437988,-3.333974123001,-17.654958724976,-4.161987304688,-8.008463859558,-0.015144718811,-0.001588199986,-4.4258522e-05,21.187135696411,16.467926025391,1.286569714546,0.003461702727,-0.011017838493,0.0,0.117623992264,1.0651679039,27.814626693726,-18.431325912476,-1.0,-0.245517387986,1.0,215.0,0.0,0.0,0.0,-0.633978903294,8.8206754e-05,1.095066308975,-2.0318803e-05,-1.769809246063,-0.009248788469,0.001119862776,0.00063103193,-0.000561931345,-0.001680937014,-0.001152279903,0.375,0.006327474024,0.000752279419,0.000223622206
646,oos,2025-10-30 16:55:00+00:00,2025-10-30 17:00:00,5.0,2025-10-30 17:40:00,2025-10,17,3,long,long,0.391329884529,0.211492985487,0.397177189589,0.005847305059,0.005847305059,0.019203960896,-0.000562137088,-8.47,-8.525,0.054999999999999716,-8.47,0.0,8,8,1.1192041215135935,0.8359487574268202,0,0,0,0,0,0,0,0,1,1,0,sequence_order_expected_trade_to_mt5_closed_trade_plus_entry_timestamp_probability_feature,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,0.00292621227,0.006543041207,0.003532081377,1.002959489822,-2.8919387e-05,1.002930521965,2.042067289352,2.829773426056,-0.000840757275,1.691594004631,1.000961899757,0.99872469902,-35.284523010254,-58.206485748291,-60.846466064453,-2.165787220001,0.997730493546,50.814235687256,45.840602874756,10.975058555603,0.814237058163,25.233808517456,30.39049911499,-0.000700218079,0.001144322916,-0.000239511792,45.059700012207,30.494527816772,1.477632284164,0.009529284202,0.598491370678,0.0,0.404152750969,1.848593831062,46.688297271729,-4.058270931244,-1.0,-0.094616882503,1.0,85.0,0.0,0.0,0.0,-1.294857263565,0.000266571878,0.11757927388,-0.000553603983,-0.685986995697,0.000244983967,0.000147432831,0.001717062551,0.005900507327,0.003599219024,0.001014627283,0.875,0.041589215398,-0.000668721157,0.001915870584
647,oos,2025-10-30 17:40:00+00:00,2025-10-30 17:45:00,5.0,2025-10-30 18:25:00,2025-10,17,3,long,long,0.366608977318,0.26075220108,0.3726387918,0.006029814482,0.006029814482,-0.000690102577,-0.000562137088,-1.56,1.662,-3.222,-1.56,0.0,8,8,1.2731687096583149,0.15396458814472136,0,0,0,0,0,0,0,0,1,1,0,sequence_order_expected_trade_to_mt5_closed_trade_plus_entry_timestamp_probability_feature,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,-0.000366471213,0.000492054096,0.00225208886,0.999595046043,3.8568847e-05,0.999633610249,-0.176909789443,0.876238465309,-0.000840757275,-0.182677596807,0.998483598232,0.996352434158,-24.068897247314,-55.523433685303,-77.506675720215,-1.338188529015,0.997017085552,41.489318847656,41.999073028564,1.039096236229,-8.510680198669,1.227381944656,2.763830661774,0.003865403822,0.003004195401,-0.000188116275,51.985130310059,35.352024078369,1.470499515533,0.007562646177,0.336521834135,0.0,0.418591976166,0.711336493492,29.226354598999,-3.950103521347,-1.0,-0.138016596437,1.0,130.0,0.0,0.0,0.002652519848,0.945628166199,0.000266311574,1.606941342354,-2.01489e-05,-0.711526274681,0.002764205215,-0.001225831802,-0.000396821648,-0.001851444249,-0.000333628443,-1.178975e-06,0.25,0.004572675563,-3.277561e-05,-0.000365225103
648,oos,2025-10-30 18:25:00+00:00,2025-10-30 18:30:00,5.0,2025-10-30 19:10:00,2025-10,18,3,long,long,0.360699623823,0.276621609926,0.362678855658,0.001979231834,0.001979231834,0.011247485876,-0.000562137088,0.91,-3.95,4.86,0.91,0.0,8,8,1.1833560332405606,-0.08981267641775426,0,0,0,0,0,0,0,0,0,0,0,sequence_order_expected_trade_to_mt5_closed_trade_plus_entry_timestamp_probability_feature,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,0.000163828357,0.000269849232,0.0008961641,1.000178456306,-1.4649382e-05,1.000163793564,-0.008992989548,-0.704941272736,-0.000840757275,0.093440890312,1.000078320503,0.998306214809,-7.981882095337,-46.050842285156,-88.758293151855,-0.583224833012,0.996007621288,48.569267272949,44.918834686279,0.374292314053,-1.430734395981,8.352829933167,2.345977544785,0.027255857363,0.001486176043,-0.000136287796,45.490753173828,36.215229034424,1.256122231483,0.005332233384,0.519613325596,0.0,0.369718044996,0.381038814783,18.077041625977,-0.788419783115,-1.0,-0.072788588703,1.0,175.0,0.0,0.0,0.002673796844,-0.57009345293,0.0,1.544890284538,0.000151124361,-0.019051613286,-0.001229195972,-0.001255632029,-5.7186971e-05,0.001491032192,0.000563206733,-0.000603114022,0.375,0.005782401189,-0.000399364944,0.00076695584
649,oos,2025-10-31 18:30:00+00:00,2025-10-31 18:35:00,5.0,2025-10-31 19:15:00,2025-10,18,4,long,long,0.333341121674,0.333035439253,0.333623498678,0.000282377005,0.000282377005,-0.04305523634,-0.000562137088,-13.42,-13.137,-0.2829999999999995,-13.42,0.0,8,8,2.50784627228046,1.3244902390398996,1,0,0,0,0,0,0,0,1,1,0,sequence_order_expected_trade_to_mt5_closed_trade_plus_entry_timestamp_probability_feature,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,-0.000835695246,-0.001272284309,0.001018628944,0.999160051346,4.608807e-06,0.999164640903,-1.388815879822,0.244799822569,0.01065448951,-0.858565688133,0.999386250973,0.998903572559,2.449048042297,-12.577396392822,-4.979102134705,-0.561808168888,0.99994635582,44.278553009033,46.38943862915,-3.604462146759,-5.721445560455,-6.579016685486,-15.96319770813,0.01753010042,0.001130609657,-4.3748503e-05,25.311786651611,20.407110214233,1.240341544151,0.005092537496,0.521438837051,0.0,0.172132685781,0.828766942024,29.616138458252,-10.2262840271,-1.0,0.286599576473,1.0,180.0,0.0,0.0,0.00263157906,1.992047667503,-8.8699664e-05,-1.45138657093,0.00025115785,0.030493954197,-4.8715137e-05,-0.000221189999,-0.003613651264,0.003761607688,-0.000824789749,-0.002015643287,0.125,0.004422444385,-1.0556397e-05,0.001180296997
650,oos,2025-11-03 18:05:00+00:00,2025-11-03 18:10:00,5.0,2025-11-03 18:50:00,2025-11,18,0,long,long,0.341073185205,0.316058218479,0.342868447304,0.001795262098,0.001795262098,0.002014368773,-0.000562137088,-1.5,-0.025,-1.475,-1.5,0.0,8,8,2.655889145496544,0.14804287321608367,0,0,0,0,0,0,0,0,1,1,0,sequence_order_expected_trade_to_mt5_closed_trade_plus_entry_timestamp_probability_feature,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,-0.00049092964,0.000722393452,0.0013526025,0.999475359917,3.3875454e-05,0.999509215355,-0.222578585148,0.658455491066,0.008928288706,-0.369802087545,0.998828470707,0.997865557671,-24.328945159912,-25.083721160889,17.332227706909,-2.396595239639,1.001682639122,41.012447357178,45.518146514893,1.84791970253,-8.987550735474,6.180870056152,9.396566390991,-0.009302951396,-0.001374972984,-0.000137845534,34.46097946167,22.871471405029,1.506723284721,0.008433622308,0.314128428698,0.0,0.240608483553,0.865385055542,25.917938232422,-9.091532707214,-1.0,-0.224137932062,1.0,95.0,0.0,0.0,0.0,0.05832118541,-0.000266311574,-0.992094755173,-0.000100119141,-1.845889687538,-0.000432661123,-0.001084903139,-0.001039261115,0.00121461472,-0.000991867739,-0.000927211717,0.125,0.00247882749,0.000501058588,0.000436402537
651,oos,2025-11-03 18:50:00+00:00,2025-11-03 18:55:00,5.0,2025-11-03 20:05:00,2025-11,18,0,long,long,0.341758519411,0.313497006893,0.344744324684,0.002985805273,0.002985805273,-0.050467133522,-0.000562137088,5.72,8.35,-2.63,5.72,0.0,14,8,2.0913523222992096,-0.5645368231973342,0,0,0,1,0,0,0,0,0,0,0,sequence_order_expected_trade_to_mt5_closed_trade_plus_entry_timestamp_probability_feature,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,-0.000597077946,-0.00053931179,0.001194512472,0.999403119087,0.0,0.999403119087,-0.580660760403,0.173815175891,0.008928288706,-0.468055069447,0.999026954174,0.998008847237,-12.641456604004,-26.500944137573,4.001352787018,-1.494675278664,1.001091599464,41.607364654541,45.248664855957,-0.877899646759,-8.392636299133,-4.689402580261,-5.665281295776,0.009810947813,0.000231249433,-0.000122359561,33.095993041992,24.285350799561,1.362796545029,0.003276410047,0.32874956727,0.0,0.223446011543,0.905977010727,22.000957489014,-8.474510192871,-1.0,0.125091791153,1.0,140.0,0.0,0.0,0.002608241979,-0.963338255882,-8.8809946e-05,-1.095870137215,0.000100164267,-1.084994196892,-0.000913527503,0.000821938331,-0.001292525674,-0.001136965235,-0.000954215357,-0.000637370395,0.375,0.00418422604,0.000357315614,4.0470626e-05
652,oos,2025-11-04 17:00:00+00:00,2025-11-04 17:05:00,5.0,2025-11-04 17:45:00,2025-11,17,1,long,long,0.364352166653,0.248957842588,0.386689960957,0.022337794304,0.022337794304,0.003063678741,-0.000562137088,-0.47,-0.35,-0.12,-0.47,0.0,8,8,2.137739089240252,0.04638676694104227,0,0,0,0,0,0,0,0,1,1,0,sequence_order_expected_trade_to_mt5_closed_trade_plus_entry_timestamp_probability_feature,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,0.000912429707,0.003902874654,0.001222486258,1.000854492188,5.8266774e-05,1.000912904739,0.504028558731,0.272463798523,-0.014156396501,0.595751821995,1.004700064659,1.004927635193,26.651903152466,5.805997371674,-93.330764770508,2.185118913651,0.995747208595,70.601615905762,57.102653503418,3.99959397316,20.601613998413,8.546957969666,6.553680419922,0.069180883467,0.006232534535,-4.342624e-06,39.481964111328,27.002117156982,1.462180256844,0.007911615074,1.198951244354,0.0,0.341723620892,1.067090392113,20.096240997314,18.787015914917,-1.0,0.491428673267,1.0,30.0,1.0,0.0,-0.005136106629,-2.626161813736,-0.000177367867,-0.318896412849,9.9824312e-05,0.747672736645,-0.000539811095,-0.000782633026,-0.001968984259,0.003771662014,0.00053543289,-0.001351850573,0.625,0.009361214936,0.000377413235,0.002264696639
653,oos,2025-11-04 17:50:00+00:00,2025-11-04 17:55:00,5.0,2025-11-04 18:35:00,2025-11,17,1,long,long,0.351860135794,0.288444757462,0.359695076942,0.007834941149,0.007834941149,-0.02813783288,-0.000562137088,-3.97,-6.5,2.53,-3.97,0.0,8,8,2.5295592270188108,0.39182013777855884,0,0,0,0,0,0,0,0,1,1,0,sequence_order_expected_trade_to_mt5_closed_trade_plus_entry_timestamp_probability_feature,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,-0.001495514181,-0.001282006153,0.001700719236,0.998495936394,9.703873e-06,0.998505592346,-1.384988903999,0.747767150402,-0.014156396501,-1.097539186478,1.000391483307,1.001798033714,29.203113555908,36.102554321289,-57.848583221436,2.390976667404,0.996993839741,55.35368347168,53.157802581787,-3.453404903412,5.353682041168,-3.334025621414,-18.916799545288,0.006926548667,0.002191430889,0.000178643211,35.026054382324,27.713621139526,1.263857007027,0.010589492507,0.579497218132,0.0,0.34263086319,0.498921334743,21.07599067688,2.38930606842,-1.0,0.54291498661,1.0,80.0,0.0,0.0,0.005175983533,-0.462103039026,0.000177273527,1.767312526703,-1.9972837e-05,-1.693912625313,-0.001781385043,-0.001639283611,-0.000641156454,-0.00182127778,-0.001695516636,-0.001145913498,0.0,0.003096838947,0.000201120187,-0.00034848295
654,oos,2025-11-05 16:55:00+00:00,2025-11-05 17:00:00,5.0,2025-11-05 17:40:00,2025-11,17,2,long,long,0.385241061449,0.216270148754,0.398488789797,0.013247728348,0.013247728348,0.028428852558,-0.000562137088,2.13,2.65,-0.52,2.13,0.0,8,8,2.319338347051973,-0.2102208799668377,0,0,0,0,0,0,0,0,0,0,0,sequence_order_expected_trade_to_mt5_closed_trade_plus_entry_timestamp_probability_feature,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,0.002291136654,0.004459818359,0.002728612861,1.002318501472,-2.4702065e-05,1.00229370594,1.721684813499,2.295618534088,-0.001337990165,1.550609230995,1.004150032997,1.005225896835,17.714986801147,27.245018005371,-0.339268922806,1.416241407394,1.001150369644,68.032775878906,59.634895324707,4.981696128845,18.032775878906,18.367979049683,19.114673614502,0.017650716007,0.002995751798,8.8454959e-05,37.81364440918,26.793849945068,1.411280751228,0.005525758956,1.224789619446,0.0,0.313121110201,1.660844087601,25.632015228271,11.867272377014,-1.0,0.20584243536,1.0,25.0,1.0,0.0,-0.00772399595,-2.911086797714,-0.000266548188,-1.773317217827,-0.0003491237,-1.906445264816,0.002250732388,0.00182682497,-0.000156262206,0.00080596417,0.002167132916,0.000878110761,0.625,0.007190611679,0.000126630432,0.001415652456
655,oos,2025-11-05 17:40:00+00:00,2025-11-05 17:45:00,5.0,2025-11-05 18:25:00,2025-11,17,2,long,long,0.34561753273,0.278253465891,0.376128911972,0.030511379242,0.030511379242,-0.002195358276,-0.000562137088,0.72,-3.4,4.12,0.72,0.0,8,8,2.24827776790825,-0.07106057914372288,0,0,0,0,0,0,0,0,0,0,0,sequence_order_expected_trade_to_mt5_closed_trade_plus_entry_timestamp_probability_feature,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,0.000273492944,0.00078629842,0.001001238008,1.000312566757,-3.9075763e-05,1.00027358532,0.036363601685,-0.257761955261,-0.001337990165,0.170141100883,1.002809047699,1.004928946495,37.993183135986,53.848472595215,30.674940109253,1.976209759712,1.002590894699,66.639862060547,60.065021514893,0.777068078518,16.63985824585,4.215888977051,3.722636461258,0.027660867199,0.005879281089,0.000190708874,41.153575897217,29.862819671631,1.378087520599,0.010123305023,0.841151237488,0.0,0.331401795149,0.379628509283,28.185085296631,10.080185890198,-1.0,0.397668391466,1.0,70.0,0.0,0.0,-0.00527148135,-1.642599344254,-0.000266880175,-1.666778445244,0.00024931191,0.125614792109,-0.000299117615,0.000891596777,-0.00120787078,-0.000603366818,0.000856227416,-0.000448593782,0.625,0.005328244064,-0.000582697103,0.000722124125
