run_id,adapter_id,split,max_drawdown_amount,max_drawdown_percent,drawdown_peak_index,drawdown_trough_index,drawdown_peak_time,drawdown_trough_time,recovered,recovery_index,recovery_time,recovery_trades,max_underwater_trades,final_balance_is_new_high,drawdown_flag
run246A_stage246_soft_timestamp_guard_repair_after_stage244_overprune_v1,s246_cap0305_control,validation_is,134.71,12.9428,143,157,2025.04.25 16:50:00,2025.05.05 17:35:00,True,189,2025.06.12 17:25:00,32,45,False,dd_above_34d
run246A_stage246_soft_timestamp_guard_repair_after_stage244_overprune_v1,s246_cap0305_control,oos,95.37,9.5076,123,136,2026.02.12 22:50:07,2026.02.24 16:38:51,True,155,2026.03.09 17:45:00,19,32,False,dd_measurement_only
run246A_stage246_soft_timestamp_guard_repair_after_stage244_overprune_v1,s246_softlow_flat003,validation_is,123.76,12.2261,143,157,2025.04.25 16:50:00,2025.05.05 17:35:00,True,189,2025.06.12 17:25:00,32,45,False,dd_measurement_only
run246A_stage246_soft_timestamp_guard_repair_after_stage244_overprune_v1,s246_softlow_flat003,oos,94.87,9.5137,123,136,2026.02.12 22:50:07,2026.02.24 16:38:51,True,155,2026.03.09 17:45:00,19,32,False,dd_measurement_only
run246A_stage246_soft_timestamp_guard_repair_after_stage244_overprune_v1,s246_softlow_flat005,validation_is,116.51,11.6296,143,157,2025.04.25 16:50:00,2025.05.05 17:35:00,True,189,2025.06.12 17:25:00,32,45,False,dd_measurement_only
run246A_stage246_soft_timestamp_guard_repair_after_stage244_overprune_v1,s246_softlow_flat005,oos,94.87,9.5307,123,136,2026.02.12 22:50:07,2026.02.24 16:38:51,True,155,2026.03.09 17:45:00,19,32,False,dd_measurement_only
run246A_stage246_soft_timestamp_guard_repair_after_stage244_overprune_v1,s246_softlowmid_lite,validation_is,120.82,12.0496,143,157,2025.04.25 16:50:00,2025.05.05 17:35:00,True,189,2025.06.12 17:25:00,32,45,False,dd_measurement_only
run246A_stage246_soft_timestamp_guard_repair_after_stage244_overprune_v1,s246_softlowmid_lite,oos,95.41,9.5594,123,136,2026.02.12 22:50:07,2026.02.24 16:38:51,True,155,2026.03.09 17:45:00,19,32,False,dd_measurement_only
run246A_stage246_soft_timestamp_guard_repair_after_stage244_overprune_v1,s246_softlowmid_balanced,validation_is,116.72,11.6721,143,157,2025.04.25 16:50:00,2025.05.05 17:35:00,True,189,2025.06.12 17:25:00,32,45,False,dd_measurement_only
run246A_stage246_soft_timestamp_guard_repair_after_stage244_overprune_v1,s246_softlowmid_balanced,oos,94.56,9.5101,123,136,2026.02.12 22:50:07,2026.02.24 16:38:51,True,155,2026.03.09 17:45:00,19,32,False,dd_measurement_only
