run_id,variant_id,split,entry_index,exit_index,entry_time,exit_time,entry_price,exit_price,entry_keep_probability,hold_bars,gross_proxy_profit,cost_0_30_proxy_profit,exit_reason,proxy_boundary
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__run364E_fixed_density_3_0__close_on_flat_m5_max12,validation,2289,2292,2025.03.04 21:55:00,2025.03.05 16:40:00,20545.18,20329.55,0.545549094677,3,-21.563,-21.863,close_on_flat,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__run364E_fixed_density_3_0__close_on_flat_m5_max12,validation,3575,3587,2025.04.07 20:05:00,2025.04.07 21:05:00,17131.21,17573.83,0.491897910833,12,44.262,43.962,calendar_max_hold,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__run364E_fixed_density_3_0__close_on_flat_m5_max12,validation,4251,4263,2025.04.22 21:25:00,2025.04.23 16:55:00,18214.39,18910.47,0.575466156006,12,69.608,69.308,calendar_max_hold,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__run364E_fixed_density_3_0__close_on_flat_m5_max12,validation,3704,3716,2025.04.09 19:50:00,2025.04.09 20:50:00,17351.4,18544.02,0.489201366901,12,119.262,118.962,calendar_max_hold,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__run364E_fixed_density_3_0__close_on_flat_m5_max12,oos,5276,5281,2026.02.17 16:35:00,2026.02.17 17:00:00,24699.1,24426.1,0.490156054497,5,-27.3,-27.6,close_on_flat,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__run364E_fixed_density_3_0__close_on_flat_m5_max12,oos,6720,6722,2026.03.23 21:00:00,2026.03.24 16:40:00,24277.8,24024.55,0.562482774258,2,-25.325,-25.625,close_on_flat,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__run364E_fixed_density_3_0__close_on_flat_m5_max12,oos,2809,2811,2025.12.10 21:55:00,2025.12.11 16:35:00,25796.65,25590.75,0.500222206116,2,-20.59,-20.89,close_on_flat,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__run364E_fixed_density_3_0__close_on_flat_m5_max12,oos,7056,7068,2026.03.31 21:05:00,2026.04.01 16:35:00,23630.7,23996.25,0.536463797092,12,36.555,36.255,calendar_max_hold,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__run364E_fixed_density_3_0__close_on_flat_m5_max12,oos,1574,1578,2025.11.07 21:45:00,2025.11.10 16:35:00,24994.01,25476.41,0.534473538399,4,48.24,47.94,close_on_flat,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__run364E_fixed_density_3_0__close_on_flat_m5_max12,oos,2033,2034,2025.11.19 22:00:00,2025.11.20 16:35:00,24587.88,25117.89,0.473176509142,1,53.001,52.701,close_on_flat,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__run364E_fixed_density_3_0__close_on_flat_m5_max24,validation,3550,3574,2025.04.07 18:00:00,2025.04.07 20:00:00,17491.21,17085.71,0.49008718133,24,-40.55,-40.85,close_on_flat,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__run364E_fixed_density_3_0__close_on_flat_m5_max24,validation,2345,2357,2025.03.05 21:05:00,2025.03.06 16:35:00,20567.17,20235.08,0.484824568033,12,-33.209,-33.509,close_on_flat,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__run364E_fixed_density_3_0__close_on_flat_m5_max24,validation,2538,2542,2025.03.11 18:10:00,2025.03.11 18:30:00,19495.14,19291.76,0.485760718584,4,-20.338,-20.638,close_on_flat,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__run364E_fixed_density_3_0__close_on_flat_m5_max24,validation,4251,4264,2025.04.22 21:25:00,2025.04.23 17:00:00,18214.39,18922.69,0.575466156006,13,70.83,70.53,close_on_flat,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__run364E_fixed_density_3_0__close_on_flat_m5_max24,validation,3575,3599,2025.04.07 20:05:00,2025.04.08 16:35:00,17131.21,18003.43,0.491897910833,24,87.222,86.922,calendar_max_hold,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__run364E_fixed_density_3_0__close_on_flat_m5_max24,validation,3692,3716,2025.04.09 18:50:00,2025.04.09 20:50:00,17218.52,18544.02,0.454031646252,24,132.55,132.25,calendar_max_hold,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__run364E_fixed_density_3_0__close_on_flat_m5_max24,oos,5276,5281,2026.02.17 16:35:00,2026.02.17 17:00:00,24699.1,24426.1,0.490156054497,5,-27.3,-27.6,close_on_flat,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__run364E_fixed_density_3_0__close_on_flat_m5_max24,oos,6720,6722,2026.03.23 21:00:00,2026.03.24 16:40:00,24277.8,24024.55,0.562482774258,2,-25.325,-25.625,close_on_flat,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__run364E_fixed_density_3_0__close_on_flat_m5_max24,oos,2809,2811,2025.12.10 21:55:00,2025.12.11 16:35:00,25796.65,25590.75,0.500222206116,2,-20.59,-20.89,close_on_flat,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__run364E_fixed_density_3_0__close_on_flat_m5_max24,oos,7020,7044,2026.03.31 18:05:00,2026.03.31 20:05:00,23300.5,23678.5,0.468239724636,24,37.8,37.5,calendar_max_hold,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__run364E_fixed_density_3_0__close_on_flat_m5_max24,oos,1574,1578,2025.11.07 21:45:00,2025.11.10 16:35:00,24994.01,25476.41,0.534473538399,4,48.24,47.94,close_on_flat,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__run364E_fixed_density_3_0__close_on_flat_m5_max24,oos,2033,2034,2025.11.19 22:00:00,2025.11.20 16:35:00,24587.88,25117.89,0.473176509142,1,53.001,52.701,close_on_flat,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__run364E_fixed_density_3_0__same_day_flat_m5_max24,validation,3550,3574,2025.04.07 18:00:00,2025.04.07 20:00:00,17491.21,17085.71,0.49008718133,24,-40.55,-40.85,close_on_flat,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__run364E_fixed_density_3_0__same_day_flat_m5_max24,validation,2345,2357,2025.03.05 21:05:00,2025.03.06 16:35:00,20567.17,20235.08,0.484824568033,12,-33.209,-33.509,same_day_force_flat,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__run364E_fixed_density_3_0__same_day_flat_m5_max24,validation,2538,2542,2025.03.11 18:10:00,2025.03.11 18:30:00,19495.14,19291.76,0.485760718584,4,-20.338,-20.638,close_on_flat,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__run364E_fixed_density_3_0__same_day_flat_m5_max24,validation,4251,4259,2025.04.22 21:25:00,2025.04.23 16:35:00,18214.39,18861.47,0.575466156006,8,64.708,64.408,same_day_force_flat,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__run364E_fixed_density_3_0__same_day_flat_m5_max24,validation,3575,3599,2025.04.07 20:05:00,2025.04.08 16:35:00,17131.21,18003.43,0.491897910833,24,87.222,86.922,same_day_force_flat,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__run364E_fixed_density_3_0__same_day_flat_m5_max24,validation,3692,3716,2025.04.09 18:50:00,2025.04.09 20:50:00,17218.52,18544.02,0.454031646252,24,132.55,132.25,calendar_max_hold,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__run364E_fixed_density_3_0__same_day_flat_m5_max24,oos,5276,5281,2026.02.17 16:35:00,2026.02.17 17:00:00,24699.1,24426.1,0.490156054497,5,-27.3,-27.6,close_on_flat,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__run364E_fixed_density_3_0__same_day_flat_m5_max24,oos,2809,2811,2025.12.10 21:55:00,2025.12.11 16:35:00,25796.65,25590.75,0.500222206116,2,-20.59,-20.89,same_day_force_flat,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__run364E_fixed_density_3_0__same_day_flat_m5_max24,oos,6720,6721,2026.03.23 21:00:00,2026.03.24 16:35:00,24277.8,24119.55,0.562482774258,1,-15.825,-16.125,same_day_force_flat,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__run364E_fixed_density_3_0__same_day_flat_m5_max24,oos,7020,7044,2026.03.31 18:05:00,2026.03.31 20:05:00,23300.5,23678.5,0.468239724636,24,37.8,37.5,calendar_max_hold,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__run364E_fixed_density_3_0__same_day_flat_m5_max24,oos,1574,1578,2025.11.07 21:45:00,2025.11.10 16:35:00,24994.01,25476.41,0.534473538399,4,48.24,47.94,same_day_force_flat,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__run364E_fixed_density_3_0__same_day_flat_m5_max24,oos,2033,2034,2025.11.19 22:00:00,2025.11.20 16:35:00,24587.88,25117.89,0.473176509142,1,53.001,52.701,same_day_force_flat,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__validation_dense_target_3_0__close_on_flat_m5_max6,validation,2751,2753,2025.03.17 20:55:00,2025.03.18 16:35:00,19817.84,19628.3,0.574967443943,2,-18.954,-19.254,close_on_flat,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__validation_dense_target_3_0__close_on_flat_m5_max6,validation,9399,9400,2025.09.17 21:05:00,2025.09.17 21:10:00,24267.57,24195.57,0.579833865166,1,-7.2,-7.5,close_on_flat,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__validation_dense_target_3_0__close_on_flat_m5_max6,validation,1001,1002,2025.01.30 17:25:00,2025.01.30 17:30:00,21447.37,21377.62,0.560480356216,1,-6.975,-7.275,close_on_flat,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__validation_dense_target_3_0__close_on_flat_m5_max6,validation,4220,4222,2025.04.22 18:50:00,2025.04.22 19:00:00,18173.39,18250.64,0.589181959629,2,7.725,7.425,close_on_flat,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__validation_dense_target_3_0__close_on_flat_m5_max6,validation,898,901,2025.01.28 18:55:00,2025.01.28 19:15:00,21287.96,21373.21,0.563847243786,3,8.525,8.225,close_on_flat,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__validation_dense_target_3_0__close_on_flat_m5_max6,validation,4258,4259,2025.04.22 22:00:00,2025.04.23 16:35:00,18254.27,18861.47,0.575039148331,1,60.72,60.42,close_on_flat,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__validation_dense_target_3_0__close_on_flat_m5_max6,oos,6720,6722,2026.03.23 21:00:00,2026.03.24 16:40:00,24277.8,24024.55,0.562482774258,2,-25.325,-25.625,close_on_flat,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__validation_dense_target_3_0__close_on_flat_m5_max6,oos,3125,3129,2025.12.18 18:45:00,2025.12.18 19:10:00,25177.45,25041.05,0.568629622459,4,-13.64,-13.94,close_on_flat,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__validation_dense_target_3_0__close_on_flat_m5_max6,oos,658,662,2025.10.16 18:10:00,2025.10.16 18:30:00,24960.03,24874.03,0.567104518414,4,-8.6,-8.9,close_on_flat,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__validation_dense_target_3_0__close_on_flat_m5_max6,oos,2426,2432,2025.12.02 19:10:00,2025.12.02 19:40:00,25478.74,25557.74,0.569694042206,6,7.9,7.6,close_on_flat,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__validation_dense_target_3_0__close_on_flat_m5_max6,oos,2841,2846,2025.12.11 19:05:00,2025.12.11 19:35:00,25548.5,25649.3,0.560390233994,5,10.08,9.78,close_on_flat,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__validation_dense_target_3_0__close_on_flat_m5_max6,oos,7064,7068,2026.03.31 21:45:00,2026.04.01 16:35:00,23674.95,23996.25,0.560523450375,4,32.13,31.83,close_on_flat,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__validation_dense_target_3_0__close_on_flat_m5_max12,validation,2751,2753,2025.03.17 20:55:00,2025.03.18 16:35:00,19817.84,19628.3,0.574967443943,2,-18.954,-19.254,close_on_flat,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__validation_dense_target_3_0__close_on_flat_m5_max12,validation,9399,9400,2025.09.17 21:05:00,2025.09.17 21:10:00,24267.57,24195.57,0.579833865166,1,-7.2,-7.5,close_on_flat,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__validation_dense_target_3_0__close_on_flat_m5_max12,validation,1001,1002,2025.01.30 17:25:00,2025.01.30 17:30:00,21447.37,21377.62,0.560480356216,1,-6.975,-7.275,close_on_flat,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__validation_dense_target_3_0__close_on_flat_m5_max12,validation,898,901,2025.01.28 18:55:00,2025.01.28 19:15:00,21287.96,21373.21,0.563847243786,3,8.525,8.225,close_on_flat,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__validation_dense_target_3_0__close_on_flat_m5_max12,validation,7877,7885,2025.08.04 16:40:00,2025.08.04 17:20:00,23054.73,23143.23,0.563704490662,8,8.85,8.55,close_on_flat,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__validation_dense_target_3_0__close_on_flat_m5_max12,validation,4258,4259,2025.04.22 22:00:00,2025.04.23 16:35:00,18254.27,18861.47,0.575039148331,1,60.72,60.42,close_on_flat,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__validation_dense_target_3_0__close_on_flat_m5_max12,oos,6720,6722,2026.03.23 21:00:00,2026.03.24 16:40:00,24277.8,24024.55,0.562482774258,2,-25.325,-25.625,close_on_flat,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__validation_dense_target_3_0__close_on_flat_m5_max12,oos,3125,3129,2025.12.18 18:45:00,2025.12.18 19:10:00,25177.45,25041.05,0.568629622459,4,-13.64,-13.94,close_on_flat,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__validation_dense_target_3_0__close_on_flat_m5_max12,oos,6188,6195,2026.03.10 16:35:00,2026.03.10 17:10:00,25021.9,24898.9,0.608762443066,7,-12.3,-12.6,close_on_flat,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__validation_dense_target_3_0__close_on_flat_m5_max12,oos,4987,4999,2026.02.09 18:00:00,2026.02.09 19:05:00,25239.55,25329.8,0.577191233635,12,9.025,8.725,close_on_flat,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__validation_dense_target_3_0__close_on_flat_m5_max12,oos,2841,2846,2025.12.11 19:05:00,2025.12.11 19:35:00,25548.5,25649.3,0.560390233994,5,10.08,9.78,close_on_flat,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__validation_dense_target_3_0__close_on_flat_m5_max12,oos,7064,7068,2026.03.31 21:45:00,2026.04.01 16:35:00,23674.95,23996.25,0.560523450375,4,32.13,31.83,close_on_flat,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__validation_dense_target_3_0__close_on_flat_m5_max24,validation,2751,2753,2025.03.17 20:55:00,2025.03.18 16:35:00,19817.84,19628.3,0.574967443943,2,-18.954,-19.254,close_on_flat,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__validation_dense_target_3_0__close_on_flat_m5_max24,validation,9399,9400,2025.09.17 21:05:00,2025.09.17 21:10:00,24267.57,24195.57,0.579833865166,1,-7.2,-7.5,close_on_flat,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__validation_dense_target_3_0__close_on_flat_m5_max24,validation,1001,1002,2025.01.30 17:25:00,2025.01.30 17:30:00,21447.37,21377.62,0.560480356216,1,-6.975,-7.275,close_on_flat,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__validation_dense_target_3_0__close_on_flat_m5_max24,validation,898,901,2025.01.28 18:55:00,2025.01.28 19:15:00,21287.96,21373.21,0.563847243786,3,8.525,8.225,close_on_flat,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__validation_dense_target_3_0__close_on_flat_m5_max24,validation,7877,7885,2025.08.04 16:40:00,2025.08.04 17:20:00,23054.73,23143.23,0.563704490662,8,8.85,8.55,close_on_flat,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__validation_dense_target_3_0__close_on_flat_m5_max24,validation,4258,4259,2025.04.22 22:00:00,2025.04.23 16:35:00,18254.27,18861.47,0.575039148331,1,60.72,60.42,close_on_flat,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__validation_dense_target_3_0__close_on_flat_m5_max24,oos,6720,6722,2026.03.23 21:00:00,2026.03.24 16:40:00,24277.8,24024.55,0.562482774258,2,-25.325,-25.625,close_on_flat,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__validation_dense_target_3_0__close_on_flat_m5_max24,oos,3125,3129,2025.12.18 18:45:00,2025.12.18 19:10:00,25177.45,25041.05,0.568629622459,4,-13.64,-13.94,close_on_flat,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester
