attempt_name,record_view,report_path,expected_trade_count,parsed_trade_count,trade_count_delta,parser_status
run267cz_01_s258_stc_explosive_second_ta_2024,mt5_ta_s258_stc_explosive_second_historical_2024,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DA/shared_weakness_breakout_second_followup_or_prune_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267DA_run267cz_01_s258_stc_explosive_second_ta_2024.htm,533,533,0,matched
run267cz_01_s258_stc_explosive_second_rt_2024,mt5_rt_s258_stc_explosive_second_historical_2024,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DA/shared_weakness_breakout_second_followup_or_prune_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267DA_run267cz_01_s258_stc_explosive_second_rt_2024.htm,533,533,0,matched
run267cz_02_s264_aia_explosive_second_ta_2024,mt5_ta_s264_aia_explosive_second_historical_2024,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DA/shared_weakness_breakout_second_followup_or_prune_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267DA_run267cz_02_s264_aia_explosive_second_ta_2024.htm,543,543,0,matched
run267cz_02_s264_aia_explosive_second_rt_2024,mt5_rt_s264_aia_explosive_second_historical_2024,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DA/shared_weakness_breakout_second_followup_or_prune_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267DA_run267cz_02_s264_aia_explosive_second_rt_2024.htm,543,543,0,matched
run267cz_03_s264_aih_explosive_second_ta_2024,mt5_ta_s264_aih_explosive_second_historical_2024,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DA/shared_weakness_breakout_second_followup_or_prune_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267DA_run267cz_03_s264_aih_explosive_second_ta_2024.htm,516,516,0,matched
run267cz_03_s264_aih_explosive_second_rt_2024,mt5_rt_s264_aih_explosive_second_historical_2024,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DA/shared_weakness_breakout_second_followup_or_prune_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267DA_run267cz_03_s264_aih_explosive_second_rt_2024.htm,516,516,0,matched
run267cz_04_s264_aia_aia_val_damage_ta_2024,mt5_ta_s264_aia_aia_val_damage_historical_2024,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DA/shared_weakness_breakout_second_followup_or_prune_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267DA_run267cz_04_s264_aia_aia_val_damage_ta_2024.htm,529,529,0,matched
run267cz_04_s264_aia_aia_val_damage_rt_2024,mt5_rt_s264_aia_aia_val_damage_historical_2024,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DA/shared_weakness_breakout_second_followup_or_prune_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267DA_run267cz_04_s264_aia_aia_val_damage_rt_2024.htm,529,529,0,matched
run267cz_05_s264_aih_aih_final_supply_ta_2024,mt5_ta_s264_aih_aih_final_supply_historical_2024,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DA/shared_weakness_breakout_second_followup_or_prune_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267DA_run267cz_05_s264_aih_aih_final_supply_ta_2024.htm,307,307,0,matched
run267cz_05_s264_aih_aih_final_supply_rt_2024,mt5_rt_s264_aih_aih_final_supply_historical_2024,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DA/shared_weakness_breakout_second_followup_or_prune_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267DA_run267cz_05_s264_aih_aih_final_supply_rt_2024.htm,307,307,0,matched
run267cz_06_s264_lc_control_rejoin_ta_2024,mt5_ta_s264_lc_control_rejoin_historical_2024,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DA/shared_weakness_breakout_second_followup_or_prune_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267DA_run267cz_06_s264_lc_control_rejoin_ta_2024.htm,473,473,0,matched
run267cz_06_s264_lc_control_rejoin_rt_2024,mt5_rt_s264_lc_control_rejoin_historical_2024,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DA/shared_weakness_breakout_second_followup_or_prune_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267DA_run267cz_06_s264_lc_control_rejoin_rt_2024.htm,473,473,0,matched
run267cz_07_s262_lih_control_rejoin_ta_2024,mt5_ta_s262_lih_control_rejoin_historical_2024,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DA/shared_weakness_breakout_second_followup_or_prune_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267DA_run267cz_07_s262_lih_control_rejoin_ta_2024.htm,462,462,0,matched
run267cz_07_s262_lih_control_rejoin_rt_2024,mt5_rt_s262_lih_control_rejoin_historical_2024,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DA/shared_weakness_breakout_second_followup_or_prune_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267DA_run267cz_07_s262_lih_control_rejoin_rt_2024.htm,462,462,0,matched
