attempt_name,model_id,set_path,set_sha256,parameter_count,decision_mode,side_filter_feature,side_filter_feature_index,block_long_min,block_long_max,max_hold_bars,allow_trading,fixed_lot,output_contract,claim_boundary
run364R_h12_rf5_adx34_block_high_side_filter_maxhold8,h12_move5__rf5_l80_n64,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364R/mt5/sets/ObsidianPrimeV2_RuntimeProbeEA_run364R_h12_rf5_adx34_block_high_side_filter_maxhold8.set,f28226efc5144aba8b203ae72fa7b8e3bb7e6e7a70694b592b48949e1d57117b,55,threshold_margin(임계값 마진),adx_14,34,38.68818,1000000.0,8,True,0.1,p_short_p_flat_p_long_direct_three_class_probability_threshold_margin,research_development_runtime_probe_package_only_common_files_synced_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
