run_id,attempt_name,candidate_id,axis_id,split,layer,metric,proxy_value,runtime_value,delta,gap_class,evidence,claim_boundary
frontier68J_unit_corrected_atr_runtime_repair_probe_v1,f68j_uncapped_atr03_tp05_re0_sd6_validation,f68b_0872ddc6192f,unit_corrected_atr_axis,validation,signal_count_parity,signal_count,4689,4689,0,signal_count_exact,runtime_summary_vs_onnx_signal_parity,unit_corrected_atr_runtime_repair_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier68J_unit_corrected_atr_runtime_repair_probe_v1,f68j_uncapped_atr03_tp05_re0_sd6_validation,f68b_0872ddc6192f,unit_corrected_atr_axis,validation,feature_readiness,feature_ready_count,9844,9844,0,feature_ready_exact,runtime_summary_feature_ready_count,unit_corrected_atr_runtime_repair_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier68J_unit_corrected_atr_runtime_repair_probe_v1,f68j_uncapped_atr03_tp05_re0_sd6_validation,f68b_0872ddc6192f,unit_corrected_atr_axis,validation,trade_density,trades_per_day,3.1845018450184504,9.055147058823529,5.870645213805078,runtime_density_in_target_band,proxy_kpi_vs_strategy_tester_trade_count,unit_corrected_atr_runtime_repair_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier68J_unit_corrected_atr_runtime_repair_probe_v1,f68j_uncapped_atr03_tp05_re0_sd6_validation,f68b_0872ddc6192f,unit_corrected_atr_axis,validation,economics_pf,profit_factor,1.2872492088315126,0.81,-0.47724920883151256,runtime_pf_below_proxy,proxy_kpi_vs_strategy_tester_report,unit_corrected_atr_runtime_repair_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier68J_unit_corrected_atr_runtime_repair_probe_v1,f68j_uncapped_atr03_tp05_re0_sd6_validation,f68b_0872ddc6192f,unit_corrected_atr_axis,validation,drawdown_methodology,drawdown_percent,6.821299999999944,98.26,91.43870000000007,runtime_dd_exceeds_proxy_dd,proxy_dd_percent_vs_strategy_tester_dd,unit_corrected_atr_runtime_repair_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier68J_unit_corrected_atr_runtime_repair_probe_v1,f68j_uncapped_atr03_tp05_re0_sd6_validation,f68b_0872ddc6192f,unit_corrected_atr_axis,validation,accounting_trade_shape,order_fill_vs_deal_count,2539,4926,2387,deal_order_gap,runtime_order_fill_count_vs_strategy_report_deal_count,unit_corrected_atr_runtime_repair_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier68J_unit_corrected_atr_runtime_repair_probe_v1,f68j_uncapped_atr03_tp05_re0_sd6_validation,f68b_0872ddc6192f,unit_corrected_atr_axis,validation,cost_identity,commission_swap,proxy_cost_terms,commission=0.0;swap=0.0,0.0,cost_zero_or_unparsed,strategy_report_deal_table,unit_corrected_atr_runtime_repair_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier68J_unit_corrected_atr_runtime_repair_probe_v1,f68j_uncapped_atr03_tp05_re0_sd6_oos,f68b_0872ddc6192f,unit_corrected_atr_axis,oos,signal_count_parity,signal_count,4784,4784,0,signal_count_exact,runtime_summary_vs_onnx_signal_parity,unit_corrected_atr_runtime_repair_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier68J_unit_corrected_atr_runtime_repair_probe_v1,f68j_uncapped_atr03_tp05_re0_sd6_oos,f68b_0872ddc6192f,unit_corrected_atr_axis,oos,feature_readiness,feature_ready_count,7584,7584,0,feature_ready_exact,runtime_summary_feature_ready_count,unit_corrected_atr_runtime_repair_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier68J_unit_corrected_atr_runtime_repair_probe_v1,f68j_uncapped_atr03_tp05_re0_sd6_oos,f68b_0872ddc6192f,unit_corrected_atr_axis,oos,trade_density,trades_per_day,3.9896907216494846,20.47179487179487,16.482104150145386,runtime_density_outside_target_band,proxy_kpi_vs_strategy_tester_trade_count,unit_corrected_atr_runtime_repair_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier68J_unit_corrected_atr_runtime_repair_probe_v1,f68j_uncapped_atr03_tp05_re0_sd6_oos,f68b_0872ddc6192f,unit_corrected_atr_axis,oos,economics_pf,profit_factor,1.234431711461819,0.88,-0.35443171146181907,runtime_pf_below_proxy,proxy_kpi_vs_strategy_tester_report,unit_corrected_atr_runtime_repair_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier68J_unit_corrected_atr_runtime_repair_probe_v1,f68j_uncapped_atr03_tp05_re0_sd6_oos,f68b_0872ddc6192f,unit_corrected_atr_axis,oos,drawdown_methodology,drawdown_percent,5.061499999999865,89.72,84.65850000000013,runtime_dd_exceeds_proxy_dd,proxy_dd_percent_vs_strategy_tester_dd,unit_corrected_atr_runtime_repair_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier68J_unit_corrected_atr_runtime_repair_probe_v1,f68j_uncapped_atr03_tp05_re0_sd6_oos,f68b_0872ddc6192f,unit_corrected_atr_axis,oos,accounting_trade_shape,order_fill_vs_deal_count,4114,7984,3870,deal_order_gap,runtime_order_fill_count_vs_strategy_report_deal_count,unit_corrected_atr_runtime_repair_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier68J_unit_corrected_atr_runtime_repair_probe_v1,f68j_uncapped_atr03_tp05_re0_sd6_oos,f68b_0872ddc6192f,unit_corrected_atr_axis,oos,cost_identity,commission_swap,proxy_cost_terms,commission=0.0;swap=0.0,0.0,cost_zero_or_unparsed,strategy_report_deal_table,unit_corrected_atr_runtime_repair_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier68J_unit_corrected_atr_runtime_repair_probe_v1,f68j_uncapped_atr06_tp10_re0_sd6_validation,f68b_0872ddc6192f,unit_corrected_atr_axis,validation,signal_count_parity,signal_count,4689,4689,0,signal_count_exact,runtime_summary_vs_onnx_signal_parity,unit_corrected_atr_runtime_repair_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier68J_unit_corrected_atr_runtime_repair_probe_v1,f68j_uncapped_atr06_tp10_re0_sd6_validation,f68b_0872ddc6192f,unit_corrected_atr_axis,validation,feature_readiness,feature_ready_count,9844,9844,0,feature_ready_exact,runtime_summary_feature_ready_count,unit_corrected_atr_runtime_repair_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier68J_unit_corrected_atr_runtime_repair_probe_v1,f68j_uncapped_atr06_tp10_re0_sd6_validation,f68b_0872ddc6192f,unit_corrected_atr_axis,validation,trade_density,trades_per_day,3.1845018450184504,8.448529411764707,5.264027566746256,runtime_density_in_target_band,proxy_kpi_vs_strategy_tester_trade_count,unit_corrected_atr_runtime_repair_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier68J_unit_corrected_atr_runtime_repair_probe_v1,f68j_uncapped_atr06_tp10_re0_sd6_validation,f68b_0872ddc6192f,unit_corrected_atr_axis,validation,economics_pf,profit_factor,1.2872492088315126,0.99,-0.2972492088315126,runtime_pf_below_proxy,proxy_kpi_vs_strategy_tester_report,unit_corrected_atr_runtime_repair_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier68J_unit_corrected_atr_runtime_repair_probe_v1,f68j_uncapped_atr06_tp10_re0_sd6_validation,f68b_0872ddc6192f,unit_corrected_atr_axis,validation,drawdown_methodology,drawdown_percent,6.821299999999944,32.31,25.48870000000006,runtime_dd_exceeds_proxy_dd,proxy_dd_percent_vs_strategy_tester_dd,unit_corrected_atr_runtime_repair_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier68J_unit_corrected_atr_runtime_repair_probe_v1,f68j_uncapped_atr06_tp10_re0_sd6_validation,f68b_0872ddc6192f,unit_corrected_atr_axis,validation,accounting_trade_shape,order_fill_vs_deal_count,2901,4596,1695,deal_order_gap,runtime_order_fill_count_vs_strategy_report_deal_count,unit_corrected_atr_runtime_repair_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier68J_unit_corrected_atr_runtime_repair_probe_v1,f68j_uncapped_atr06_tp10_re0_sd6_validation,f68b_0872ddc6192f,unit_corrected_atr_axis,validation,cost_identity,commission_swap,proxy_cost_terms,commission=0.0;swap=0.0,0.0,cost_zero_or_unparsed,strategy_report_deal_table,unit_corrected_atr_runtime_repair_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier68J_unit_corrected_atr_runtime_repair_probe_v1,f68j_uncapped_atr06_tp10_re0_sd6_oos,f68b_0872ddc6192f,unit_corrected_atr_axis,oos,signal_count_parity,signal_count,4784,4784,0,signal_count_exact,runtime_summary_vs_onnx_signal_parity,unit_corrected_atr_runtime_repair_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier68J_unit_corrected_atr_runtime_repair_probe_v1,f68j_uncapped_atr06_tp10_re0_sd6_oos,f68b_0872ddc6192f,unit_corrected_atr_axis,oos,feature_readiness,feature_ready_count,7584,7584,0,feature_ready_exact,runtime_summary_feature_ready_count,unit_corrected_atr_runtime_repair_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier68J_unit_corrected_atr_runtime_repair_probe_v1,f68j_uncapped_atr06_tp10_re0_sd6_oos,f68b_0872ddc6192f,unit_corrected_atr_axis,oos,trade_density,trades_per_day,3.9896907216494846,10.282051282051283,6.292360560401798,runtime_density_outside_target_band,proxy_kpi_vs_strategy_tester_trade_count,unit_corrected_atr_runtime_repair_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier68J_unit_corrected_atr_runtime_repair_probe_v1,f68j_uncapped_atr06_tp10_re0_sd6_oos,f68b_0872ddc6192f,unit_corrected_atr_axis,oos,economics_pf,profit_factor,1.234431711461819,0.95,-0.2844317114618191,runtime_pf_below_proxy,proxy_kpi_vs_strategy_tester_report,unit_corrected_atr_runtime_repair_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier68J_unit_corrected_atr_runtime_repair_probe_v1,f68j_uncapped_atr06_tp10_re0_sd6_oos,f68b_0872ddc6192f,unit_corrected_atr_axis,oos,drawdown_methodology,drawdown_percent,5.061499999999865,38.76,33.69850000000013,runtime_dd_exceeds_proxy_dd,proxy_dd_percent_vs_strategy_tester_dd,unit_corrected_atr_runtime_repair_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
