attempt_name,model_id,variant_id,set_path,set_sha256,parameter_count,short_threshold,long_threshold,min_margin,entry_margin_floor,side_filter_feature,side_filter_feature_index,block_long_min,block_premarket_short,march_non_hour16_margin_filter,march_abs_margin_min,max_hold_bars,allow_trading,fixed_lot,output_contract,claim_boundary
run364BD_density_restore_ba02_pshort045_floor00025_hold6,h12_move5__rf5_l80_n64,run364BB_ba02_between_ax03_ax08_floor025_ps450,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BD/mt5/sets/OPv2_run364BD.set,8aeda10eff4626e003378e0610cb67a1932cbe9fb7a0d9b65474daafeaeb4380,65,0.45,0.0,-0.000562137088,0.00025,adx_14,34,40.0,True,True,0.1,6,True,0.1,p_short_p_flat_p_long_direct_three_class_probability_threshold_margin,research_development_runtime_probe_package_only_common_files_synced_compile_checked_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
