attempt_name,model_id,ini_path,ini_sha256,terminal_path,expert,symbol,period,model,deposit,leverage,from_date,to_date,report,set_file,claim_boundary
run364BD_density_restore_ba02_pshort045_floor00025_hold6,h12_move5__rf5_l80_n64,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BD/mt5/inis/OPv2_run364BD.ini,f954a972f98ca14f3e462f72f049659286f9a3ab674295322e30dff6161e0326,C:/Users/awdse/AppData/Local/ObsidianPrime/mt5_portable_run329E/terminal64.exe,Project_Obsidian_Prime_v2\foundation\mt5\ObsidianPrimeV2_RuntimeProbeEA.ex5,US100,M5,4,500.0,1:100,2025.01.02,2026.04.14,OPv2_run364BD_density_restore_ba02,OPv2_run364BD.set,research_development_runtime_probe_package_only_common_files_synced_compile_checked_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
