candidate_id,label_id,horizon_bars,tp_atr,sl_atr,utility_mode,feature_set_id,feature_count,model_id,model_family,model_role,selection_id,mask_name,threshold_quantile,threshold,relaxed_threshold_quantile,density_lift_fracture_pass,validation_net_profit,validation_gross_profit,validation_gross_loss,validation_profit_factor,validation_max_drawdown_percent,validation_trade_count,validation_trades_day,validation_win_rate,validation_expectancy,validation_recovery_factor,validation_smooth_equity_proxy,oos_net_profit,oos_gross_profit,oos_gross_loss,oos_profit_factor,oos_max_drawdown_percent,oos_trade_count,oos_trades_day,oos_win_rate,oos_expectancy,oos_recovery_factor,oos_smooth_equity_proxy,scout_clue,meaningful_candidate,final_like_reference_only,meaningful_with_fracture
f71b_8ffda39d9d6a,econ_slow_payoff_dd_guarded_h18_tp105_sl70,18,1.05,0.7,dd_guarded,econ_macro_context_v1,58,extratrees_shallow_v1,extra_trees(엑스트라트리스),tree_reference(트리 참조),all_q55,all,0.55,0.34763721536627057,0.4,False,299.62815270423954,7414.8060857295995,-7115.177933025359,1.0421111257546358,9.300544207096099,459,1.69231753997414,39.869281045751634,0.6527846464144652,0.32216195744290993,False,16.292222862244074,6226.878056049347,-6210.585833187103,1.0026232988803059,6.809894313812258,374,1.9255948656524302,40.909090909090914,0.04356209321455635,0.023924340248862832,False,False,False,False,False
f71b_e2caaa83bc45,econ_slow_payoff_dd_guarded_h18_tp105_sl70,18,1.05,0.7,dd_guarded,econ_macro_context_v1,58,extratrees_shallow_v1,extra_trees(엑스트라트리스),tree_reference(트리 참조),cash_q55,cash,0.55,0.34763721536627057,0.4,False,299.62815270423954,7414.8060857295995,-7115.177933025359,1.0421111257546358,9.300544207096099,459,1.69231753997414,39.869281045751634,0.6527846464144652,0.32216195744290993,False,16.292222862244074,6226.878056049347,-6210.585833187103,1.0026232988803059,6.809894313812258,374,1.9255948656524302,40.909090909090914,0.04356209321455635,0.023924340248862832,False,False,False,False,False
f71b_0531335078f2,econ_slow_payoff_first_hit_net_h18_tp105_sl70,18,1.05,0.7,first_hit_net,econ_macro_context_v1,58,linear_logreg_balanced_l2_v1,linear_logistic(선형 로지스틱),economics_label_carrier(경제성 라벨 운반),all_q70,all,0.7,0.22665774907805625,0.5499999999999999,False,-1229.6695248126982,5977.322957715988,-7206.992482528686,0.8293782700906538,15.148245793819438,407,1.5005952914367646,36.11793611793612,-3.021301043765843,-0.8117570453698406,False,13.160993318557985,5679.394813203811,-5666.233819885254,1.0023227056519217,8.492855872821805,325,1.6733110463557215,40.30769230769231,0.04049536405710149,0.015496546174384994,False,False,False,False,False
f71b_49239f09c8d9,econ_slow_payoff_first_hit_net_h18_tp105_sl70,18,1.05,0.7,first_hit_net,econ_no_macro_v1,42,extratrees_shallow_v1,extra_trees(엑스트라트리스),tree_reference(트리 참조),all_q55,all,0.55,0.35739758771478347,0.4,False,-1064.7395629310602,6608.307470035554,-7673.047032966613,0.8612364086448977,13.217659501934055,462,1.7033784389282194,37.66233766233766,-2.3046310885953685,-0.8055431922537146,False,13.82940996170072,6248.488864803315,-6234.659454841614,1.0022181500147471,7.77071830511093,376,1.9358921643992348,40.159574468085104,0.03678034564282106,0.01779682317476994,False,False,False,False,False
f71b_70ecfd26c60a,econ_slow_payoff_first_hit_net_h18_tp105_sl70,18,1.05,0.7,first_hit_net,econ_no_macro_v1,42,extratrees_shallow_v1,extra_trees(엑스트라트리스),tree_reference(트리 참조),cash_q55,cash,0.55,0.35739758771478347,0.4,False,-1064.7395629310602,6608.307470035554,-7673.047032966613,0.8612364086448977,13.217659501934055,462,1.7033784389282194,37.66233766233766,-2.3046310885953685,-0.8055431922537146,False,13.82940996170072,6248.488864803315,-6234.659454841614,1.0022181500147471,7.77071830511093,376,1.9358921643992348,40.159574468085104,0.03678034564282106,0.01779682317476994,False,False,False,False,False
f71b_9f79cf23bea2,econ_mid_payoff_dd_guarded_h12_tp85_sl55,12,0.85,0.55,dd_guarded,econ_no_macro_v1,42,histgb_small_tree_v1,hist_gradient_boosting(히스토그램 그래디언트 부스팅),nonlinear_reference(비선형 참조),all_q70,all,0.7,0.25169207297185325,0.5499999999999999,False,-742.2026416492471,7025.202227544783,-7767.404869194032,0.9044465102375613,11.348315960311893,565,2.0831359696849434,40.176991150442475,-1.3136329940694638,-0.6540200715638593,False,11.425901556013997,6309.1689009189595,-6297.742999362946,1.0018142851426566,6.549202664852145,467,2.4044192573788368,40.25695931477516,0.02446659862101498,0.01744624825451473,False,False,False,False,False
f71b_9191b51be69f,econ_slow_tight_dd_path_balanced_h24_tp95_sl50,24,0.95,0.5,path_balanced,econ_macro_context_v1,58,histgb_small_tree_v1,hist_gradient_boosting(히스토그램 그래디언트 부스팅),nonlinear_reference(비선형 참조),early_late_q45,early_late,0.45,0.4177195758674062,0.30000000000000004,False,245.82905225753777,3146.533583831787,-2900.7045315742494,1.084748049855365,4.584404951763155,258,0.9512373100508238,37.2093023255814,0.9528257839439448,0.5362289214066752,False,3.255493927001936,2267.724333286285,-2264.4688393592833,1.001437641300431,3.6667630305290224,188,0.9679460821996174,36.17021276595745,0.017316457058520935,0.008878386467565781,False,False,False,False,False
f71b_382949cb7ac0,econ_slow_payoff_path_balanced_h18_tp105_sl70,18,1.05,0.7,path_balanced,econ_no_macro_v1,42,extratrees_shallow_v1,extra_trees(엑스트라트리스),tree_reference(트리 참조),trend_q45,trend,0.45,0.39342223944848514,0.30000000000000004,False,-251.21241868019064,4493.205298089982,-4744.417716770172,0.9470509483614342,8.979762444496151,314,1.157707423860305,39.490445859872615,-0.8000395499369128,-0.2797539692535663,False,0.28714200973530524,3957.197667121887,-3956.910525112152,1.0000725672233206,5.046864048004149,246,1.2665677458569462,42.68292682926829,0.0011672439420134359,0.000568951346824687,False,False,False,False,False
f71b_69044e816271,econ_slow_payoff_dd_guarded_h18_tp105_sl70,18,1.05,0.7,dd_guarded,econ_no_macro_v1,42,extratrees_shallow_v1,extra_trees(엑스트라트리스),tree_reference(트리 참조),chop_q45,chop,0.45,0.33931259104173045,0.30000000000000004,False,463.42441530227666,2916.781513023376,-2453.3570977210998,1.188893991719651,5.5061354575157155,182,0.6710278698808136,40.65934065934066,2.546287996166355,0.841650952610902,False,-0.5080901145933581,2321.6104961395263,-2322.11858625412,0.9997811954490173,6.002478307723997,149,0.7671487566369308,39.59731543624161,-0.00341000076908294,-0.0008464672232793362,False,False,False,False,False
f71b_5f6d5d22c656,econ_slow_tight_dd_dd_guarded_h24_tp95_sl50,24,0.95,0.5,dd_guarded,econ_no_macro_v1,42,histgb_small_tree_v1,hist_gradient_boosting(히스토그램 그래디언트 부스팅),nonlinear_reference(비선형 참조),early_late_q45,early_late,0.45,0.043045618353664765,0.30000000000000004,False,339.049426679611,3163.3792834568026,-2824.329856777191,1.1200459733363075,4.519000170135516,256,0.9438633774147709,36.71875,1.3244118229672304,0.7502753129337537,False,-0.7382886409760374,2250.8941719532013,-2251.6324605941763,0.9996721096120722,3.4521645507812506,193,0.9936893290666284,35.751295336787564,-0.0038253297459898312,-0.0021386252889044853,False,False,False,False,False
f71b_2a813e92f023,econ_mid_payoff_first_hit_net_h12_tp85_sl55,12,0.85,0.55,first_hit_net,econ_minimal_linear_v1,10,extratrees_shallow_v1,extra_trees(엑스트라트리스),tree_reference(트리 참조),all_q55,all,0.55,0.34254842337164915,0.4,False,-2493.6419024181378,7091.52861503601,-9585.17051745415,0.7398437619990866,25.955981416893003,671,2.473954399395747,35.3204172876304,-3.7163068590434243,-0.960719559151477,False,-4.497326831818896,7507.0468707752225,-7511.544197607041,0.9994012779911152,10.044433413505557,566,2.9141355453456566,39.92932862190813,-0.00794580712335494,-0.00447743207274576,False,False,False,False,False
f71b_9acc954c09db,econ_mid_payoff_first_hit_net_h12_tp85_sl55,12,0.85,0.55,first_hit_net,econ_minimal_linear_v1,10,extratrees_shallow_v1,extra_trees(엑스트라트리스),tree_reference(트리 참조),cash_q55,cash,0.55,0.34254842337164915,0.4,False,-2493.6419024181378,7091.52861503601,-9585.17051745415,0.7398437619990866,25.955981416893003,671,2.473954399395747,35.3204172876304,-3.7163068590434243,-0.960719559151477,False,-4.497326831818896,7507.0468707752225,-7511.544197607041,0.9994012779911152,10.044433413505557,566,2.9141355453456566,39.92932862190813,-0.00794580712335494,-0.00447743207274576,False,False,False,False,False
f71b_a5eb00421cd2,econ_slow_tight_dd_path_balanced_h24_tp95_sl50,24,0.95,0.5,path_balanced,econ_macro_context_v1,58,extratrees_shallow_v1,extra_trees(엑스트라트리스),tree_reference(트리 참조),all_q70,all,0.7,0.41666550362955984,0.5499999999999999,False,-968.9350258541108,2398.930498361588,-3367.8655242156983,0.7122999659911439,9.866103434276628,263,0.969672141640956,31.55893536121673,-3.684163596403463,-0.9820848041060011,False,-2.4845309734347154,2482.404394483566,-2484.8889254570004,0.9990001440515184,4.193100696563718,205,1.055473121547455,35.609756097560975,-0.012119663285047393,-0.005925283348121856,False,False,False,False,False
f71b_de3ec3af3510,econ_slow_payoff_dd_guarded_h18_tp105_sl70,18,1.05,0.7,dd_guarded,econ_core_price_v1,25,extratrees_shallow_v1,extra_trees(엑스트라트리스),tree_reference(트리 참조),all_q40,all,0.4,0.34246885029832774,0.25,False,451.6936549758917,7948.138441467286,-7496.444786491394,1.060254382956284,6.961262588882445,499,1.839796192695198,41.68336673346693,0.9051977053625084,0.6488674277239215,False,-7.213392477035256,6477.875732965469,-6485.089125442505,0.9988876957066425,7.660058630943296,394,2.0285678531204745,40.609137055837564,-0.01830810273359202,-0.009416889379797037,False,False,False,False,False
f71b_019dc7485341,econ_slow_payoff_dd_guarded_h18_tp105_sl70,18,1.05,0.7,dd_guarded,econ_core_price_v1,25,extratrees_shallow_v1,extra_trees(엑스트라트리스),tree_reference(트리 참조),cash_q40,cash,0.4,0.34246885029832774,0.25,False,451.6936549758917,7948.138441467286,-7496.444786491394,1.060254382956284,6.961262588882445,499,1.839796192695198,41.68336673346693,0.9051977053625084,0.6488674277239215,False,-7.213392477035256,6477.875732965469,-6485.089125442505,0.9988876957066425,7.660058630943296,394,2.0285678531204745,40.609137055837564,-0.01830810273359202,-0.009416889379797037,False,False,False,False,False
f71b_9780f157bb7e,econ_slow_payoff_path_balanced_h18_tp105_sl70,18,1.05,0.7,path_balanced,econ_minimal_linear_v1,10,extratrees_shallow_v1,extra_trees(엑스트라트리스),tree_reference(트리 참조),early_late_q45,early_late,0.45,0.3952104500905608,0.30000000000000004,False,-261.8799507999418,3482.5018859577176,-3744.38183675766,0.9300605648096216,6.275468255901336,256,0.9438633774147709,39.0625,-1.0229685578122727,-0.4173074265074558,False,-4.597867202758607,3312.6265056610105,-3317.2243728637695,0.9986139414504573,4.59668020248413,213,1.096662316534673,40.845070422535215,-0.0215862309988667,-0.010002582299011872,False,False,False,False,False
f71b_a0bf577ee3a0,econ_slow_payoff_first_hit_net_h18_tp105_sl70,18,1.05,0.7,first_hit_net,econ_macro_context_v1,58,linear_logreg_balanced_l2_v1,linear_logistic(선형 로지스틱),economics_label_carrier(경제성 라벨 운반),chop_q45,chop,0.45,0.1791840733005356,0.30000000000000004,False,-295.3111826610563,2504.175808382034,-2799.4869910430907,0.8945123933042377,7.420479534339902,187,0.6894627014709459,37.4331550802139,-1.5792041853532424,-0.3979677880579534,False,-3.2197353363035432,2194.1770910263062,-2197.39682636261,0.9985347501654338,4.075127709388733,137,0.7053649641561042,39.416058394160586,-0.023501717783237543,-0.007900943395922436,False,False,False,False,False
f71b_843b3bf3c902,econ_mid_payoff_first_hit_net_h12_tp85_sl55,12,0.85,0.55,first_hit_net,econ_core_price_v1,25,linear_logreg_balanced_l2_v1,linear_logistic(선형 로지스틱),economics_label_carrier(경제성 라벨 운반),vol_expansion_q45,vol_expansion,0.45,0.1516057129164853,0.30000000000000004,False,-262.9783509540562,4761.641582841873,-5024.619933795929,0.9476620412251988,7.673832059860229,419,1.544838887253082,36.9928400954654,-0.6276332958330697,-0.34269495201703193,False,-7.815039634705215,4044.9360385417936,-4052.7510781764986,0.9980716704569427,4.2206420378685,328,1.6887569944759282,40.54878048780488,-0.023826340349711022,-0.01851623417619171,False,False,False,False,False
f71b_dd78a0ad2244,econ_fast_balanced_dd_guarded_h6_tp55_sl45,6,0.55,0.45,dd_guarded,econ_core_price_v1,25,extratrees_shallow_v1,extra_trees(엑스트라트리스),tree_reference(트리 참조),vol_expansion_q45,vol_expansion,0.45,0.29174310169020734,0.30000000000000004,False,13.547900257111053,4393.2416372203825,-4379.693736963272,1.003093344208699,4.260903130531309,522,1.9245964180098063,48.08429118773947,0.02595383191017443,0.03179584196607096,False,-9.017539262771578,3468.048131322861,-3477.0656705856327,0.9974065663070284,5.38321999835968,389,2.0028246062534634,47.81491002570694,-0.023181334865736706,-0.016751199589686676,False,False,False,False,False
f71b_6fe916a56f5c,econ_mid_payoff_dd_guarded_h12_tp85_sl55,12,0.85,0.55,dd_guarded,econ_core_price_v1,25,extratrees_shallow_v1,extra_trees(엑스트라트리스),tree_reference(트리 참조),early_late_q45,early_late,0.45,0.3266504704315431,0.30000000000000004,False,-70.82665052413986,4785.222368564606,-4856.049019088745,0.9854147579141551,4.959666790771486,403,1.4858474261646588,41.43920595533499,-0.1757485124668483,-0.1428052599338486,False,-13.18981089592043,3729.849673080444,-3743.0394839763644,0.9964761763929061,4.256418023586275,299,1.5394461626472637,39.46488294314381,-0.04411307991946632,-0.030988053388626667,False,False,False,False,False
f71b_a68c854694c1,econ_slow_payoff_path_balanced_h18_tp105_sl70,18,1.05,0.7,path_balanced,econ_macro_context_v1,58,histgb_small_tree_v1,hist_gradient_boosting(히스토그램 그래디언트 부스팅),nonlinear_reference(비선형 참조),trend_q45,trend,0.45,0.43197148257713086,0.30000000000000004,False,-212.1136453437801,4755.368921451569,-4967.482566795349,0.9572995692503014,6.75479558639526,332,1.224072817584781,39.1566265060241,-0.6388965221198195,-0.3140193402313983,False,-19.75361032485948,4193.4835187911995,-4213.237129116058,0.995311536066093,4.516554141044617,254,1.3077569408441638,40.15748031496063,-0.07777011938921055,-0.04373602022246708,False,False,False,False,False
f71b_332930777f41,econ_slow_tight_dd_dd_guarded_h24_tp95_sl50,24,0.95,0.5,dd_guarded,econ_minimal_linear_v1,10,linear_logreg_balanced_l2_v1,linear_logistic(선형 로지스틱),economics_label_carrier(경제성 라벨 운반),early_late_q45,early_late,0.45,0.17516151193110766,0.30000000000000004,False,-362.055248632431,3002.7486447048186,-3364.803893337249,0.8923993016801522,6.853967973041532,270,0.9954809058671411,31.48148148148148,-1.3409453653053,-0.5282418156263496,False,-14.34708361625675,2707.3821938037877,-2721.7292774200437,0.9947286882147751,3.1186715793609627,215,1.1069596152814773,36.74418604651163,-0.06673062147096163,-0.0460038296792911,False,False,False,False,False
f71b_5f40495644cf,econ_mid_payoff_path_balanced_h12_tp85_sl55,12,0.85,0.55,path_balanced,econ_macro_context_v1,58,linear_logreg_balanced_l2_v1,linear_logistic(선형 로지스틱),economics_label_carrier(경제성 라벨 운반),all_q55,all,0.55,0.19000305765928324,0.4,False,149.58444814681945,6999.510970115661,-6849.926521968842,1.0218373799583216,6.604329963207245,580,2.13844046445534,41.03448275862069,0.25790422094279214,0.22649451038963095,False,-34.48412742614835,5821.3663857460015,-5855.85051317215,0.9941111667129172,5.755350513458262,458,2.358081413018217,40.174672489082965,-0.0752928546422453,-0.059916641645910124,False,False,False,False,False
f71b_a2c525d9ccb9,econ_mid_payoff_path_balanced_h12_tp85_sl55,12,0.85,0.55,path_balanced,econ_macro_context_v1,58,linear_logreg_balanced_l2_v1,linear_logistic(선형 로지스틱),economics_label_carrier(경제성 라벨 운반),cash_q55,cash,0.55,0.19000305765928324,0.4,False,149.58444814681945,6999.510970115661,-6849.926521968842,1.0218373799583216,6.604329963207245,580,2.13844046445534,41.03448275862069,0.25790422094279214,0.22649451038963095,False,-34.48412742614835,5821.3663857460015,-5855.85051317215,0.9941111667129172,5.755350513458262,458,2.358081413018217,40.174672489082965,-0.0752928546422453,-0.059916641645910124,False,False,False,False,False
f71b_6305eb5d288d,econ_mid_payoff_dd_guarded_h12_tp85_sl55,12,0.85,0.55,dd_guarded,econ_core_price_v1,25,histgb_small_tree_v1,hist_gradient_boosting(히스토그램 그래디언트 부스팅),nonlinear_reference(비선형 참조),chop_q45,chop,0.45,0.19252232269696584,0.30000000000000004,False,-572.6539687633517,2146.046705436707,-2718.700674200058,0.7893648336509692,8.495373015880585,210,0.7742629267855542,36.19047619047619,-2.7269236607778655,-0.6740774862891568,False,-13.27719712257408,2179.4127058982845,-2192.6899030208588,0.9939447903215669,3.8900170702934265,180,0.9267568872123996,37.77777777777778,-0.07376220623652266,-0.03413146236289542,False,False,False,False,False
f71b_5e3d7e40552a,econ_slow_tight_dd_path_balanced_h24_tp95_sl50,24,0.95,0.5,path_balanced,econ_risk_path_v1,16,histgb_small_tree_v1,hist_gradient_boosting(히스토그램 그래디언트 부스팅),nonlinear_reference(비선형 참조),all_q40,all,0.4,0.3956641416694284,0.25,False,-906.8481552886965,3549.971149177551,-4456.819304466247,0.796525707385101,10.81988030719758,347,1.2793773123551777,32.27665706051873,-2.6133952601979726,-0.8381314113848788,False,-21.15865472793614,3382.2268330383304,-3403.385487766265,0.9937830566640213,4.4809884037971495,270,1.3901353308185993,36.2962962962963,-0.07836538788124496,-0.04721872234707522,False,False,False,False,False
f71b_3be7456243ed,econ_slow_tight_dd_path_balanced_h24_tp95_sl50,24,0.95,0.5,path_balanced,econ_risk_path_v1,16,histgb_small_tree_v1,hist_gradient_boosting(히스토그램 그래디언트 부스팅),nonlinear_reference(비선형 참조),cash_q40,cash,0.4,0.3956641416694284,0.25,False,-906.8481552886965,3549.971149177551,-4456.819304466247,0.796525707385101,10.81988030719758,347,1.2793773123551777,32.27665706051873,-2.6133952601979726,-0.8381314113848788,False,-21.15865472793614,3382.2268330383304,-3403.385487766265,0.9937830566640213,4.4809884037971495,270,1.3901353308185993,36.2962962962963,-0.07836538788124496,-0.04721872234707522,False,False,False,False,False
f71b_bdc40d594d65,econ_mid_payoff_dd_guarded_h12_tp85_sl55,12,0.85,0.55,dd_guarded,econ_core_price_v1,25,extratrees_shallow_v1,extra_trees(엑스트라트리스),tree_reference(트리 참조),vol_expansion_q45,vol_expansion,0.45,0.3217156677490757,0.30000000000000004,False,-90.23289878845253,4685.741519327164,-4775.974418115617,0.9811069132937159,4.6207056722641,408,1.504282257754791,40.68627450980392,-0.2211590656579719,-0.1952794771804613,False,-24.45981559753477,3839.975702381134,-3864.4355179786685,0.993670533384827,4.354601947784424,312,1.6063786045014927,39.42307692307692,-0.07839684486389349,-0.05617003779181164,False,False,False,False,False
f71b_cdf0740520f0,econ_mid_payoff_first_hit_net_h12_tp85_sl55,12,0.85,0.55,first_hit_net,econ_no_macro_v1,42,extratrees_shallow_v1,extra_trees(엑스트라트리스),tree_reference(트리 참조),all_q70,all,0.7,0.3523181554352135,0.5499999999999999,False,-908.9013102626809,6513.221907405852,-7422.123217668534,0.8775416031764305,11.749495691967013,537,1.979900912780203,37.243947858473,-1.6925536503960539,-0.7735662313439424,False,-44.433827114106236,6307.194206285476,-6351.628033399583,0.9930043404808255,7.632856282711032,468,2.409567906752239,38.88888888888889,-0.09494407503014153,-0.05821389198006001,False,False,False,False,False
f71b_8d813849c425,econ_mid_payoff_first_hit_net_h12_tp85_sl55,12,0.85,0.55,first_hit_net,econ_risk_path_v1,16,histgb_small_tree_v1,hist_gradient_boosting(히스토그램 그래디언트 부스팅),nonlinear_reference(비선형 참조),all_q70,all,0.7,0.3060819029651609,0.5499999999999999,False,-1036.7584323692329,6504.327893133163,-7541.086325502396,0.8625186892685303,11.078348558235172,540,1.9909618117342822,37.96296296296296,-1.9199230229059867,-0.93584204082345,False,-43.84031250953916,6104.5662422657,-6148.406554775239,0.9928696464492105,5.499165616989137,456,2.347784114271412,40.35087719298245,-0.09614103620512973,-0.07972175337672824,False,False,False,False,False
f71b_d6402a4aa41a,econ_slow_payoff_first_hit_net_h18_tp105_sl70,18,1.05,0.7,first_hit_net,econ_core_price_v1,25,extratrees_shallow_v1,extra_trees(엑스트라트리스),tree_reference(트리 참조),vol_expansion_q45,vol_expansion,0.45,0.3462883768684722,0.30000000000000004,False,1058.686406116486,5814.949956207276,-4756.26355009079,1.2225878349605495,3.8545467111587515,353,1.3014991102633364,43.626062322946176,2.999111632058034,2.74659119592878,False,-29.965078163146785,3979.357224750519,-4009.322302913665,0.9925261488353356,3.7295066556930543,260,1.3386488370845773,40.0,-0.11525030062748763,-0.08034595706487183,False,False,False,False,False
f71b_4fcfc883c1e7,econ_slow_payoff_dd_guarded_h18_tp105_sl70,18,1.05,0.7,dd_guarded,econ_macro_context_v1,58,linear_logreg_balanced_l2_v1,linear_logistic(선형 로지스틱),economics_label_carrier(경제성 라벨 운반),early_late_q45,early_late,0.45,0.17334280018155504,0.30000000000000004,False,-968.1484246540066,3894.6594602298733,-4862.8078848838795,0.8009075317033371,14.309931978034967,307,1.1318986596341198,35.83061889250814,-3.1535779304690768,-0.6765569718570753,False,-28.52833196640003,3571.932064819335,-3600.460396785736,0.9920764766661871,5.1458622943878165,228,1.173892057135706,40.78947368421053,-0.12512426301052645,-0.05543936144096514,False,False,False,False,False
f71b_8ca1f9e2cbe0,econ_mid_payoff_path_balanced_h12_tp85_sl55,12,0.85,0.55,path_balanced,econ_minimal_linear_v1,10,linear_logreg_balanced_l2_v1,linear_logistic(선형 로지스틱),economics_label_carrier(경제성 라벨 운반),all_q40,all,0.4,0.1501169492976781,0.25,False,-954.2257527732852,5769.42229678154,-6723.648049554825,0.8580791639091722,14.331446899127965,570,2.101570801275076,37.719298245614034,-1.6740802680233073,-0.6658265278374284,False,-43.08426654338916,5318.416135478019,-5361.500402021407,0.9919641400143988,5.418752451896669,448,2.3065949192841946,40.625,-0.09617023782006509,-0.07950956779416789,False,False,False,False,False
f71b_697ff54eeb85,econ_mid_payoff_path_balanced_h12_tp85_sl55,12,0.85,0.55,path_balanced,econ_minimal_linear_v1,10,linear_logreg_balanced_l2_v1,linear_logistic(선형 로지스틱),economics_label_carrier(경제성 라벨 운반),cash_q40,cash,0.4,0.1501169492976781,0.25,False,-954.2257527732852,5769.42229678154,-6723.648049554825,0.8580791639091722,14.331446899127965,570,2.101570801275076,37.719298245614034,-1.6740802680233073,-0.6658265278374284,False,-43.08426654338916,5318.416135478019,-5361.500402021407,0.9919641400143988,5.418752451896669,448,2.3065949192841946,40.625,-0.09617023782006509,-0.07950956779416789,False,False,False,False,False
f71b_b29f02f14448,econ_mid_payoff_first_hit_net_h12_tp85_sl55,12,0.85,0.55,first_hit_net,econ_minimal_linear_v1,10,histgb_small_tree_v1,hist_gradient_boosting(히스토그램 그래디언트 부스팅),nonlinear_reference(비선형 참조),all_q55,all,0.55,0.2670956711061809,0.4,False,-1661.9418655014047,7600.589331293106,-9262.53119679451,0.8205736822698579,17.914317932987213,681,2.5108240625760114,38.1791483113069,-2.4404432679903154,-0.9277170762059126,False,-60.54064381599554,7304.90398478508,-7365.444628601074,0.9917804495358086,5.508386645793918,555,2.857500402238232,39.0990990990991,-0.10908224110990186,-0.1099063077974438,False,False,False,False,False
f71b_87e5b046080d,econ_mid_payoff_first_hit_net_h12_tp85_sl55,12,0.85,0.55,first_hit_net,econ_minimal_linear_v1,10,histgb_small_tree_v1,hist_gradient_boosting(히스토그램 그래디언트 부스팅),nonlinear_reference(비선형 참조),cash_q55,cash,0.55,0.2670956711061809,0.4,False,-1661.9418655014047,7600.589331293106,-9262.53119679451,0.8205736822698579,17.914317932987213,681,2.5108240625760114,38.1791483113069,-2.4404432679903154,-0.9277170762059126,False,-60.54064381599554,7304.90398478508,-7365.444628601074,0.9917804495358086,5.508386645793918,555,2.857500402238232,39.0990990990991,-0.10908224110990186,-0.1099063077974438,False,False,False,False,False
f71b_eb25c890cedc,econ_mid_payoff_dd_guarded_h12_tp85_sl55,12,0.85,0.55,dd_guarded,econ_minimal_linear_v1,10,histgb_small_tree_v1,hist_gradient_boosting(히스토그램 그래디언트 부스팅),nonlinear_reference(비선형 참조),vol_expansion_q45,vol_expansion,0.45,0.15368770023213588,0.30000000000000004,False,-621.2022166728977,4444.880928630829,-5066.083145303726,0.8773801773765293,8.163657780647283,409,1.5079692240728175,38.63080684596577,-1.5188318256061069,-0.7609361310386086,False,-35.583824825287536,3769.3526103973386,-3804.936435222626,0.9906479844194281,3.6941590776443487,306,1.5754867082610793,39.869281045751634,-0.11628700923296581,-0.09632456014313882,False,False,False,False,False
f71b_f0662609701f,econ_slow_payoff_path_balanced_h18_tp105_sl70,18,1.05,0.7,path_balanced,econ_risk_path_v1,16,histgb_small_tree_v1,hist_gradient_boosting(히스토그램 그래디언트 부스팅),nonlinear_reference(비선형 참조),trend_q45,trend,0.45,0.4256326185707788,0.30000000000000004,False,-165.51357875823942,4832.646486663819,-4998.160065422058,0.9668850983978515,8.174844994640353,322,1.1872031544045165,37.577639751552795,-0.5140173253361473,-0.2024669322375587,False,-40.281685018539235,4215.9867166996,-4256.268401718139,0.9905359152157137,8.52484846973419,258,1.3283515383377729,40.310077519379846,-0.15613056208736137,-0.047252083320368087,False,False,False,False,False
f71b_04bf3a42b775,econ_mid_payoff_path_balanced_h12_tp85_sl55,12,0.85,0.55,path_balanced,econ_core_price_v1,25,linear_logreg_balanced_l2_v1,linear_logistic(선형 로지스틱),economics_label_carrier(경제성 라벨 운반),all_q40,all,0.4,0.15416572821060576,0.25,False,-1825.0703489780433,6778.747219305038,-8603.81756828308,0.7878766798001459,20.890112197399148,667,2.4592065341236413,36.8815592203898,-2.7362374047646827,-0.873652727056807,False,-68.87766065597634,6593.03409781456,-6661.911758470536,0.9896609767356346,7.822368460655214,523,2.692743622289361,40.344168260038245,-0.13169724790817655,-0.08805218138523616,False,False,False,False,False
f71b_a8a9ec4a2496,econ_mid_payoff_path_balanced_h12_tp85_sl55,12,0.85,0.55,path_balanced,econ_core_price_v1,25,linear_logreg_balanced_l2_v1,linear_logistic(선형 로지스틱),economics_label_carrier(경제성 라벨 운반),cash_q40,cash,0.4,0.15416572821060576,0.25,False,-1825.0703489780433,6778.747219305038,-8603.81756828308,0.7878766798001459,20.890112197399148,667,2.4592065341236413,36.8815592203898,-2.7362374047646827,-0.873652727056807,False,-68.87766065597634,6593.03409781456,-6661.911758470536,0.9896609767356346,7.822368460655214,523,2.692743622289361,40.344168260038245,-0.13169724790817655,-0.08805218138523616,False,False,False,False,False
f71b_f72a397f2b7a,econ_slow_payoff_path_balanced_h18_tp105_sl70,18,1.05,0.7,path_balanced,econ_minimal_linear_v1,10,histgb_small_tree_v1,hist_gradient_boosting(히스토그램 그래디언트 부스팅),nonlinear_reference(비선형 참조),vol_expansion_q45,vol_expansion,0.45,0.4096522627270071,0.30000000000000004,False,566.3397342491154,4790.85155708313,-4224.511822834014,1.134060397508649,5.684879856491089,308,1.1355856259521462,41.55844155844156,1.8387653709386864,0.9962211138067578,False,-39.21730990409827,3659.260541391373,-3698.477851295471,0.9893963648071162,5.027673832893371,245,1.261419096483544,38.775510204081634,-0.16007065266978887,-0.07800289200846815,False,False,False,False,False
