candidate_id,label_id,horizon_bars,tp_atr,sl_atr,feature_set_id,feature_count,model_id,model_family,selection_id,mask_name,entry_gap_bars,threshold_quantile,threshold,density_lift_fracture_pass,validation_net_profit,validation_gross_profit,validation_gross_loss,validation_profit_factor,validation_max_drawdown_percent,validation_trade_count,validation_trades_day,validation_win_rate,validation_expectancy,validation_recovery_factor,validation_smooth_equity_proxy,oos_net_profit,oos_gross_profit,oos_gross_loss,oos_profit_factor,oos_max_drawdown_percent,oos_trade_count,oos_trades_day,oos_win_rate,oos_expectancy,oos_recovery_factor,oos_smooth_equity_proxy,scout_clue,meaningful_candidate,final_like_reference_only,meaningful_with_fracture
f71c_d269d8fe1b47,repair_density_h15_guard_dd_guarded_h15_tp90_sl52,15,0.9,0.52,econ_no_macro_v1,42,extratrees_leaf70_depth8_v1,extra_trees_quality_repair(엑스트라트리스 품질 수리),vol_expansion_q40_gap9,vol_expansion,9,0.4,0.33202565006871504,False,727.2675278854372,6089.62626537323,-5362.358737487793,1.1356245569325998,4.992797511672974,491,1.8103004621509864,42.36252545824847,1.4811965944713588,1.45663333268596,False,617.6527511024473,4789.053458499909,-4171.400707397461,1.1480684293904244,3.3119194723129297,355,1.827770527557788,40.28169014084507,1.7398669045139359,1.8649389161358443,False,True,False,False,False
f71c_3bed8f101172,repair_density_h12_guard_dd_guarded_h12_tp75_sl45,12,0.75,0.45,econ_macro_context_v1,58,extratrees_dense_leaf45_depth9_v1,extra_trees_density_repair(엑스트라트리스 밀도 수리),vol_expansion_q40_gap9,vol_expansion,9,0.4,0.32278092673816505,False,620.656969499588,5155.407694263459,-4534.7507247638705,1.1368668328581406,3.1949497784614938,488,1.799239563196907,41.39344262295082,1.271838052253254,1.9426188595629854,False,445.27177586555456,3943.3212508201605,-3498.0494749546056,1.1272914460054437,2.7644411773681674,352,1.8123245794375815,41.76136363636363,1.2649766359816892,1.6107117037283714,False,True,False,False,False
f71c_02a2460d1f2b,repair_density_h15_bal_path_balanced_h15_tp85_sl50,15,0.85,0.5,econ_macro_context_v1,58,extratrees_leaf70_depth8_v1,extra_trees_quality_repair(엑스트라트리스 품질 수리),vol_expansion_q40_gap9,vol_expansion,9,0.4,0.3784802794231141,False,445.38506922721854,4644.953490686416,-4199.568421459198,1.10605496196975,3.5715537891387927,431,1.5890824830693995,39.90719257540603,1.0333760306896023,1.247034471611903,False,618.9841191291807,4012.505877971649,-3393.5217588424675,1.1824016944981421,2.2610513629913376,335,1.7247975400897437,40.298507462686565,1.8477137884453156,2.7375942416021632,False,True,False,False,False
f71c_743bd57e2999,repair_h24_slow_guard_dd_guarded_h24_tp90_sl48,24,0.9,0.48,econ_macro_context_v1,58,extratrees_dense_leaf45_depth9_v1,extra_trees_density_repair(엑스트라트리스 밀도 수리),all_q20_gap6,all,6,0.2,0.3286983708258057,False,-3480.3355623626694,15519.121874618531,-18999.4574369812,0.8168192131850869,35.25007250022891,1551,5.718484759259022,33.39780786589297,-2.2439300853402124,-0.9873272068703032,False,-2245.3514723205567,13279.07410583496,-15524.425578155517,0.8553665344320371,23.594717758178682,1204,6.198973845576273,32.39202657807309,-1.8649098607313594,-0.9516331135354422,False,False,False,False,False
f71c_a04cc3f614cb,repair_h24_slow_guard_dd_guarded_h24_tp90_sl48,24,0.9,0.48,econ_macro_context_v1,58,extratrees_dense_leaf45_depth9_v1,extra_trees_density_repair(엑스트라트리스 밀도 수리),cash_q20_gap6,cash,6,0.2,0.3286983708258057,False,-3480.3355623626694,15519.121874618531,-18999.4574369812,0.8168192131850869,35.25007250022891,1551,5.718484759259022,33.39780786589297,-2.2439300853402124,-0.9873272068703032,False,-2245.3514723205567,13279.07410583496,-15524.425578155517,0.8553665344320371,23.594717758178682,1204,6.198973845576273,32.39202657807309,-1.8649098607313594,-0.9516331135354422,False,False,False,False,False
f71c_b9f30270e651,repair_density_h15_bal_path_balanced_h15_tp85_sl50,15,0.85,0.5,econ_core_price_v1,25,histgb_density_leaf16_v1,hist_gradient_boosting_density(히스토그램 부스팅 밀도),all_q20_gap6,all,6,0.2,0.36444836852165835,False,-2711.932716760636,15861.401376199721,-18573.334092960355,0.8539878352918603,29.087438472843136,1549,5.711110826622969,35.11943189154293,-1.7507635356750395,-0.9323381016491273,False,496.51622338294885,14806.786898660659,-14310.270675277709,1.0346964941928547,6.59178572034836,1199,6.173230598709262,39.0325271059216,0.41410860999411914,0.7532347749870565,False,False,False,False,False
f71c_fb4f530a7f35,repair_density_h15_bal_path_balanced_h15_tp85_sl50,15,0.85,0.5,econ_core_price_v1,25,histgb_density_leaf16_v1,hist_gradient_boosting_density(히스토그램 부스팅 밀도),cash_q20_gap6,cash,6,0.2,0.36444836852165835,False,-2711.932716760636,15861.401376199721,-18573.334092960355,0.8539878352918603,29.087438472843136,1549,5.711110826622969,35.11943189154293,-1.7507635356750395,-0.9323381016491273,False,496.51622338294885,14806.786898660659,-14310.270675277709,1.0346964941928547,6.59178572034836,1199,6.173230598709262,39.0325271059216,0.41410860999411914,0.7532347749870565,False,False,False,False,False
f71c_2c13e8efc2c7,repair_h24_slow_guard_dd_guarded_h24_tp90_sl48,24,0.9,0.48,econ_core_price_v1,25,extratrees_dense_leaf45_depth9_v1,extra_trees_density_repair(엑스트라트리스 밀도 수리),all_q20_gap6,all,6,0.2,0.3243626551679418,False,-2689.1917307853682,16099.220881671907,-18788.412612457276,0.8568696682229368,27.33343262157441,1548,5.707423860304942,33.4625322997416,-1.7372039604556642,-0.9838470593930365,False,-268.8050665473935,14568.445162029268,-14837.25022857666,0.9818830940769825,10.133062180137626,1209,6.224717092443284,34.65674110835401,-0.2223366968961071,-0.26527525615533387,False,False,False,False,False
f71c_081fdc03dded,repair_h24_slow_guard_dd_guarded_h24_tp90_sl48,24,0.9,0.48,econ_core_price_v1,25,extratrees_dense_leaf45_depth9_v1,extra_trees_density_repair(엑스트라트리스 밀도 수리),cash_q20_gap6,cash,6,0.2,0.3243626551679418,False,-2689.1917307853682,16099.220881671907,-18788.412612457276,0.8568696682229368,27.33343262157441,1548,5.707423860304942,33.4625322997416,-1.7372039604556642,-0.9838470593930365,False,-268.8050665473935,14568.445162029268,-14837.25022857666,0.9818830940769825,10.133062180137626,1209,6.224717092443284,34.65674110835401,-0.2223366968961071,-0.26527525615533387,False,False,False,False,False
f71c_b33a51ed10e3,repair_h18_path_bal_path_balanced_h18_tp98_sl62,18,0.98,0.62,econ_core_price_v1,25,histgb_density_leaf16_v1,hist_gradient_boosting_density(히스토그램 부스팅 밀도),all_q20_gap6,all,6,0.2,0.3847159230484713,False,-2340.5851462173464,19613.790596599578,-21954.375742816923,0.8933886723250083,30.184681014060967,1548,5.707423860304942,38.372093023255815,-1.5120059084091384,-0.7754215276043596,False,-3368.5223020744334,15276.591853828431,-18645.114155902862,0.8193348523421087,37.12183390197757,1192,6.137190053095447,34.73154362416108,-2.825941528585934,-0.9074234616127045,False,False,False,False,False
