candidate_id,label_id,feature_set_id,model_id,selection_id,split,net_profit,gross_profit,gross_loss,profit_factor,max_drawdown_percent,max_drawdown_amount,trade_count,trades_day,win_rate,average_win,average_loss,payoff_ratio,expectancy,recovery_factor,max_consecutive_loss,time_under_water_trades,underwater_fraction,smooth_equity_proxy,long_trade_count,short_trade_count,signal_count
f71c_ed61fa938708,repair_density_h12_fast_first_hit_net_h12_tp70_sl42,econ_core_price_v1,extratrees_dense_leaf45_depth9_v1,all_q20_gap6,train,3480.851546783446,31017.792137470242,-27536.940590686798,1.1264066186045625,4.169457756423952,416.94577564239523,4321,5.070273794002608,44.781300624855355,16.02986673771072,-11.541048026272756,1.3889437684705357,0.805566199209314,8.348451405750401,13,4032,0.9331173339504745,False,2582,1741,4323
f71c_ed61fa938708,repair_density_h12_fast_first_hit_net_h12_tp70_sl42,econ_core_price_v1,extratrees_dense_leaf45_depth9_v1,all_q20_gap6,validation,-2498.4416416740414,12699.595584182738,-15198.03722585678,0.8356076113944908,29.313884797859174,2931.3884797859173,1466,5.405092622226774,35.81173260572988,24.189705874633788,-16.150942854258002,1.4977271663280303,-1.7042576000505056,-0.852306563562843,12,1448,0.9877216916780355,False,884,584,1468
f71c_ed61fa938708,repair_density_h12_fast_first_hit_net_h12_tp70_sl42,econ_core_price_v1,extratrees_dense_leaf45_depth9_v1,all_q20_gap6,oos,-291.5899162483224,11663.690496578216,-11955.280412826538,0.9756099475562713,14.64662476902008,1464.662476902008,1158,5.962135974399771,37.47841105354059,26.87486289534151,-16.51281824976041,1.6275152120523972,-0.2518047635995876,-0.19908335254486828,14,1149,0.9922279792746114,False,727,433,1160
f71c_f25aa7e9ef64,repair_density_h12_fast_first_hit_net_h12_tp70_sl42,econ_core_price_v1,extratrees_dense_leaf45_depth9_v1,all_q30_gap6,train,1986.011300621032,28572.19091999054,-26586.179619369505,1.0747008908032094,8.273302356529237,827.3302356529236,4085,4.793350717079531,43.81884944920441,15.962117832396949,-11.584391991010678,1.3778986281527181,0.48617167701861247,2.4005061280682978,13,3923,0.9603427172582619,False,2528,1559,4087
f71c_f25aa7e9ef64,repair_density_h12_fast_first_hit_net_h12_tp70_sl42,econ_core_price_v1,extratrees_dense_leaf45_depth9_v1,all_q30_gap6,validation,-2120.6088466644287,12265.795353279113,-14386.404199943543,0.852596325169791,24.292099878311145,2429.2099878311146,1392,5.132257114692816,35.91954022988506,24.531590706558227,-16.12825582953312,1.5210318441029071,-1.523425895592262,-0.8729623446665408,18,1380,0.9913793103448276,False,865,529,1394
f71c_f25aa7e9ef64,repair_density_h12_fast_first_hit_net_h12_tp70_sl42,econ_core_price_v1,extratrees_dense_leaf45_depth9_v1,all_q30_gap6,oos,-896.6118708419808,10803.992290248872,-11700.60416109085,0.9233704637386531,13.992953358268737,1399.2953358268737,1107,5.699554856356258,37.12737127371274,26.287085864352488,-16.811212875130533,1.5636638510026826,-0.8099474894688173,-0.6407595651079289,11,1100,0.993676603432701,False,718,391,1109
f71c_d8d49399c1db,repair_density_h12_fast_first_hit_net_h12_tp70_sl42,econ_core_price_v1,extratrees_dense_leaf45_depth9_v1,all_q40_gap9,train,2089.345383396148,19329.40430021286,-17240.058916816713,1.1211913134100782,3.7557211771011367,375.5721177101137,2701,3.1693611473272494,45.05738615327656,15.882830156296516,-11.617290375213418,1.367171659080161,0.7735451252855047,5.563100360418168,11,2507,0.9281747500925583,False,1705,997,2702
f71c_d8d49399c1db,repair_density_h12_fast_first_hit_net_h12_tp70_sl42,econ_core_price_v1,extratrees_dense_leaf45_depth9_v1,all_q40_gap9,validation,-1960.402764492035,7850.197169246673,-9810.599933738707,0.8001750374357639,22.06218638286589,2206.218638286589,927,3.417817776810518,35.59870550161812,23.788476270444463,-16.43316571815529,1.447589385906518,-2.1147818387184842,-0.8885804563842044,17,920,0.9924487594390508,False,575,353,928
f71c_d8d49399c1db,repair_density_h12_fast_first_hit_net_h12_tp70_sl42,econ_core_price_v1,extratrees_dense_leaf45_depth9_v1,all_q40_gap9,oos,-604.3570621776586,7194.84352440834,-7799.200586585998,0.9225103835363455,12.504423290729527,1250.4423290729528,736,3.789405938824034,36.684782608695656,26.64756860891978,-16.736481945463517,1.5921845878812482,-0.8211373127413839,-0.48331462245501083,15,721,0.9796195652173914,False,490,247,737
f71c_e36d05a9f2b7,repair_density_h12_fast_first_hit_net_h12_tp70_sl42,econ_core_price_v1,extratrees_dense_leaf45_depth9_v1,cash_q20_gap6,train,3480.851546783446,31017.792137470242,-27536.940590686798,1.1264066186045625,4.169457756423952,416.94577564239523,4321,5.070273794002608,44.781300624855355,16.02986673771072,-11.541048026272756,1.3889437684705357,0.805566199209314,8.348451405750401,13,4032,0.9331173339504745,False,2582,1741,4323
