candidate_id,selection_id,threshold_quantile,relaxed_threshold_quantile,validation_profit_factor,validation_max_drawdown_percent,validation_trades_day,oos_profit_factor,oos_max_drawdown_percent,oos_trades_day,fracture_pass
f71b_f55abd290291,all_q40,0.4,0.25,0.7738221362799624,35.45815830068589,5.545197342311779,0.8220396592005177,22.544529732131952,6.137190053095447,False
f71b_580c8eb5e8e7,all_q55,0.55,0.4,0.8295142064595608,24.66959035215379,5.1470049799649225,0.8002377685763263,24.776251952171382,5.869460285678531,False
f71b_4b424f3100db,all_q70,0.7,0.5499999999999999,0.8225958017066537,25.32757765312197,4.616081830169113,0.8707950387151553,18.696065988779086,5.447271037059549,False
f71b_987c39b1376f,cash_q40,0.4,0.25,0.7738221362799624,35.45815830068589,5.545197342311779,0.8220396592005177,22.544529732131952,6.137190053095447,False
f71b_6e92411b7bf5,cash_q55,0.55,0.4,0.8295142064595608,24.66959035215379,5.1470049799649225,0.8002377685763263,24.776251952171382,5.869460285678531,False
f71b_73417f02927a,early_late_q45,0.45,0.30000000000000004,0.7862073019158519,17.091645058345808,2.927451256513,0.7761334081794222,14.075698687076557,3.0994869227881363,False
f71b_13bba0f94a15,trend_q45,0.45,0.30000000000000004,0.8415629005455498,14.362745861244191,3.089677774506164,0.7394929522465112,20.798350087165854,3.562865366394336,False
f71b_603c2060ba38,chop_q45,0.45,0.30000000000000004,0.7828987232853691,7.738973351573946,1.3678645039878126,0.8905865868994738,6.95418056249619,1.6063786045014927,False
f71b_1e9f3fae9a50,vol_expansion_q45,0.45,0.30000000000000004,0.8014683740785101,12.679120253562925,2.426023837261403,0.7341764625288103,14.1029932322502,2.6258111804351323,False
f71b_8af0cb33c698,all_q40,0.4,0.25,0.8555634222397757,21.90791727170941,5.3387272285022975,0.8328089937397944,20.573128528404244,5.884906233798738,False
f71b_f98aecde3865,all_q55,0.55,0.4,0.8515923705811519,20.85905013103489,5.010587226197944,0.8710712048047322,15.204282603836052,5.632622414502029,False
f71b_90a89ad4c5fe,all_q70,0.7,0.5499999999999999,0.8970650238652296,14.295993206405614,4.641890594395299,0.9248806911325218,10.434146469402297,5.354595348338309,False
f71b_da3e2cc91433,cash_q40,0.4,0.25,0.8555634222397757,21.90791727170941,5.3387272285022975,0.8328089937397944,20.573128528404244,5.884906233798738,False
f71b_ce39d24670a9,cash_q55,0.55,0.4,0.8515923705811519,20.85905013103489,5.010587226197944,0.8710712048047322,15.204282603836052,5.632622414502029,False
f71b_dd4e094f088d,early_late_q45,0.45,0.30000000000000004,0.8881480722370698,9.301618881797785,2.768911704837863,0.6511255475057766,22.094273491382587,2.9141355453456566,False
f71b_2266014f3ff0,trend_q45,0.45,0.30000000000000004,0.8085303651191041,17.021419240951523,2.9311382228310268,0.8564788390334276,10.995629135608667,3.3311761445912365,False
f71b_5aa891e20f9b,chop_q45,0.45,0.30000000000000004,0.7508324682666597,9.823147628974912,1.3531166387157068,0.9028113256653237,4.924717009162902,1.590932656381286,False
f71b_719046cb8075,vol_expansion_q45,0.45,0.30000000000000004,0.9258161913357666,7.326209278678891,2.3780932751270596,0.7411401134366898,13.647958225059497,2.5434327904606966,False
f71b_d66ef06294f0,all_q40,0.4,0.25,0.8076079620026732,29.175792953681935,5.102761384148605,0.9116312498467101,14.457237614727008,5.627473765128626,False
f71b_431847f8780c,all_q55,0.55,0.4,0.7288737050702904,35.57314517192841,4.560777335398717,0.847233417764505,18.816167665529225,5.1229061265352085,False
