branch_name,branch_id,metric_id,metric_family,attempt_name,trade_count,net_profit,profit_factor,trades_per_calendar_day,expectancy,report_max_drawdown_amount,closed_balance_max_drawdown,report_recovery_factor,recovery_factor_closed,longest_underwater_trades,long_net_profit,short_net_profit,net_per_lot,metric_payload,metric_status,selection_eligible,claim_boundary
cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,trade_ledger,runtime_trade_identity,c56_bal_rf,75,1.45,1.0042465954,1.97152245345,0.0193333333333,112.77,106.45,0.01,0.0136214185063,39,87,-85.55,0.193333333333,"{""artifact_slug"": ""c56_bal"", ""attempt_name"": ""c56_bal_rf"", ""calendar_day_span"": 38.041666666666664, ""claim_boundary"": ""research_development_only_stage335N_branch_specific_runtime_metric_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve"", ""closed_balance_max_drawdown"": 106.44999999999999, ""closed_balance_max_drawdown_percent"": 21.29, ""expectancy"": 0.019333333333333293, ""feature_set_id"": ""core56_no_top3_weight_features"", ""first_trade_open_time"": ""2026-04-14 16:40:00"", ""last_trade_close_time"": ""2026-05-22 17:40:00"", ""long_net_profit"": 87.0, ""long_trade_count"": 42, ""longest_underwater_trades"": 39, ""max_losing_streak"": 7, ""net_per_lot"": 0.19333333333333294, ""net_profit"": 1.449999999999997, ""parsed_net_profit"": 1.45, ""parser_status"": ""matched"", ""profit_factor"": 1.0042465954019621, ""recovery_factor_closed"": 0.01362141850634098, ""report_max_drawdown_amount"": 112.77, ""report_net_profit"": 1.45, ""report_recovery_factor"": 0.01, ""short_net_profit"": -85.55, ""short_trade_count"": 33, ""trade_count"": 75, ""trades_per_calendar_day"": 1.9715224534501645, ""underwater_trade_share"": 0.8933333333333333, ""win_rate"": 0.52}",materialized_from_structured_runtime_trade_ledger,false,research_development_only_stage335N_branch_specific_runtime_metric_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,trade_ledger,runtime_trade_identity,c56_plain_rf,77,147.06,1.67202851529,2.02465078061,1.90987012987,70.4,53.23,2.09,2.76272778508,23,158.14,-11.08,19.0987012987,"{""artifact_slug"": ""c56_plain"", ""attempt_name"": ""c56_plain_rf"", ""calendar_day_span"": 38.03125, ""claim_boundary"": ""research_development_only_stage335N_branch_specific_runtime_metric_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve"", ""closed_balance_max_drawdown"": 53.23000000000013, ""closed_balance_max_drawdown_percent"": 7.744911172867365, ""expectancy"": 1.90987012987013, ""feature_set_id"": ""core56_no_top3_weight_features"", ""first_trade_open_time"": ""2026-04-14 16:55:00"", ""last_trade_close_time"": ""2026-05-22 17:40:00"", ""long_net_profit"": 158.14, ""long_trade_count"": 58, ""longest_underwater_trades"": 23, ""max_losing_streak"": 4, ""net_per_lot"": 19.0987012987013, ""net_profit"": 147.06, ""parsed_net_profit"": 147.06, ""parser_status"": ""matched"", ""profit_factor"": 1.672028515285838, ""recovery_factor_closed"": 2.7627277850835927, ""report_max_drawdown_amount"": 70.4, ""report_net_profit"": 147.06, ""report_recovery_factor"": 2.09, ""short_net_profit"": -11.079999999999998, ""short_trade_count"": 19, ""trade_count"": 77, ""trades_per_calendar_day"": 2.0246507806080527, ""underwater_trade_share"": 0.6493506493506493, ""win_rate"": 0.5974025974025974}",materialized_from_structured_runtime_trade_ledger,false,research_development_only_stage335N_branch_specific_runtime_metric_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,trade_ledger,runtime_trade_identity,m48_bal_rf,277,57.84,1.08069196429,7.20129987362,0.20880866426,143.61,133.91,0.4,0.431931894556,194,112.8,-54.96,2.0880866426,"{""artifact_slug"": ""m48_bal"", ""attempt_name"": ""m48_bal_rf"", ""calendar_day_span"": 38.46527777777778, ""claim_boundary"": ""research_development_only_stage335N_branch_specific_runtime_metric_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve"", ""closed_balance_max_drawdown"": 133.9099999999999, ""closed_balance_max_drawdown_percent"": 26.289337809450874, ""expectancy"": 0.20880866425992775, ""feature_set_id"": ""macro48_no_equity_breadth_or_top3"", ""first_trade_open_time"": ""2026-04-14 07:00:00"", ""last_trade_close_time"": ""2026-05-22 18:10:00"", ""long_net_profit"": 112.8, ""long_trade_count"": 216, ""longest_underwater_trades"": 194, ""max_losing_streak"": 9, ""net_per_lot"": 2.0880866425992775, ""net_profit"": 57.83999999999999, ""parsed_net_profit"": 57.84, ""parser_status"": ""matched"", ""profit_factor"": 1.0806919642857142, ""recovery_factor_closed"": 0.4319318945560453, ""report_max_drawdown_amount"": 143.61, ""report_net_profit"": 57.84, ""report_recovery_factor"": 0.4, ""short_net_profit"": -54.96000000000001, ""short_trade_count"": 61, ""trade_count"": 277, ""trades_per_calendar_day"": 7.201299873623397, ""underwater_trade_share"": 0.9530685920577617, ""win_rate"": 0.5090252707581228}",materialized_from_structured_runtime_trade_ledger,false,research_development_only_stage335N_branch_specific_runtime_metric_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,trade_ledger,runtime_trade_identity,m48_plain_rf,269,269.88,1.48787895222,6.99395143089,1.00327137546,77.96,68.57,3.46,3.9358319965,51,229.53,40.35,10.0327137546,"{""artifact_slug"": ""m48_plain"", ""attempt_name"": ""m48_plain_rf"", ""calendar_day_span"": 38.46180555555556, ""claim_boundary"": ""research_development_only_stage335N_branch_specific_runtime_metric_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve"", ""closed_balance_max_drawdown"": 68.56999999999988, ""closed_balance_max_drawdown_percent"": 12.432461834137113, ""expectancy"": 1.003271375464684, ""feature_set_id"": ""macro48_no_equity_breadth_or_top3"", ""first_trade_open_time"": ""2026-04-14 07:00:00"", ""last_trade_close_time"": ""2026-05-22 18:05:00"", ""long_net_profit"": 229.53, ""long_trade_count"": 238, ""longest_underwater_trades"": 51, ""max_losing_streak"": 5, ""net_per_lot"": 10.032713754646839, ""net_profit"": 269.88, ""parsed_net_profit"": 269.88, ""parser_status"": ""matched"", ""profit_factor"": 1.4878789522208362, ""recovery_factor_closed"": 3.935831996499934, ""report_max_drawdown_amount"": 77.96, ""report_net_profit"": 269.88, ""report_recovery_factor"": 3.46, ""short_net_profit"": 40.35, ""short_trade_count"": 31, ""trade_count"": 269, ""trades_per_calendar_day"": 6.9939514308928405, ""underwater_trade_share"": 0.7992565055762082, ""win_rate"": 0.5687732342007435}",materialized_from_structured_runtime_trade_ledger,false,research_development_only_stage335N_branch_specific_runtime_metric_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,trade_ledger,runtime_trade_identity,u42_bal_rf,323,8.66,1.01054387396,8.40097534543,0.0268111455108,163.25,158.45,0.05,0.054654465131,313,69.46,-60.8,0.268111455108,"{""artifact_slug"": ""u42_bal"", ""attempt_name"": ""u42_bal_rf"", ""calendar_day_span"": 38.447916666666664, ""claim_boundary"": ""research_development_only_stage335N_branch_specific_runtime_metric_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve"", ""closed_balance_max_drawdown"": 158.44999999999993, ""closed_balance_max_drawdown_percent"": 30.12013838725619, ""expectancy"": 0.026811145510835886, ""feature_set_id"": ""us100_technical42_no_external"", ""first_trade_open_time"": ""2026-04-14 07:00:00"", ""last_trade_close_time"": ""2026-05-22 17:45:00"", ""long_net_profit"": 69.46, ""long_trade_count"": 265, ""longest_underwater_trades"": 313, ""max_losing_streak"": 6, ""net_per_lot"": 0.2681114551083588, ""net_profit"": 8.659999999999991, ""parsed_net_profit"": 8.66, ""parser_status"": ""matched"", ""profit_factor"": 1.0105438739605275, ""recovery_factor_closed"": 0.054654465130956106, ""report_max_drawdown_amount"": 163.25, ""report_net_profit"": 8.66, ""report_recovery_factor"": 0.05, ""short_net_profit"": -60.800000000000004, ""short_trade_count"": 58, ""trade_count"": 323, ""trades_per_calendar_day"": 8.400975345434842, ""underwater_trade_share"": 0.978328173374613, ""win_rate"": 0.5108359133126935}",materialized_from_structured_runtime_trade_ledger,false,research_development_only_stage335N_branch_specific_runtime_metric_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,trade_ledger,runtime_trade_identity,u42_plain_rf,326,119.91,1.1702444842,8.47900298022,0.36782208589,112.86,95.53,1.06,1.25520778813,80,156.42,-36.51,3.6782208589,"{""artifact_slug"": ""u42_plain"", ""attempt_name"": ""u42_plain_rf"", ""calendar_day_span"": 38.447916666666664, ""claim_boundary"": ""research_development_only_stage335N_branch_specific_runtime_metric_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve"", ""closed_balance_max_drawdown"": 95.53000000000009, ""closed_balance_max_drawdown_percent"": 16.2647584973167, ""expectancy"": 0.3678220858895705, ""feature_set_id"": ""us100_technical42_no_external"", ""first_trade_open_time"": ""2026-04-14 07:00:00"", ""last_trade_close_time"": ""2026-05-22 17:45:00"", ""long_net_profit"": 156.42, ""long_trade_count"": 296, ""longest_underwater_trades"": 80, ""max_losing_streak"": 6, ""net_per_lot"": 3.678220858895705, ""net_profit"": 119.90999999999998, ""parsed_net_profit"": 119.91, ""parser_status"": ""matched"", ""profit_factor"": 1.1702444841979724, ""recovery_factor_closed"": 1.2552077881293822, ""report_max_drawdown_amount"": 112.86, ""report_net_profit"": 119.91, ""report_recovery_factor"": 1.06, ""short_net_profit"": -36.51, ""short_trade_count"": 30, ""trade_count"": 326, ""trades_per_calendar_day"": 8.479002980222162, ""underwater_trade_share"": 0.8926380368098159, ""win_rate"": 0.5644171779141104}",materialized_from_structured_runtime_trade_ledger,false,research_development_only_stage335N_branch_specific_runtime_metric_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,headline_kpi,profitability_and_risk,c56_bal_rf,75,1.45,1.0042465954,1.97152245345,0.0193333333333,112.77,106.45,0.01,0.0136214185063,39,87,-85.55,0.193333333333,"{""artifact_slug"": ""c56_bal"", ""attempt_name"": ""c56_bal_rf"", ""calendar_day_span"": 38.041666666666664, ""claim_boundary"": ""research_development_only_stage335N_branch_specific_runtime_metric_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve"", ""closed_balance_max_drawdown"": 106.44999999999999, ""closed_balance_max_drawdown_percent"": 21.29, ""expectancy"": 0.019333333333333293, ""feature_set_id"": ""core56_no_top3_weight_features"", ""first_trade_open_time"": ""2026-04-14 16:40:00"", ""last_trade_close_time"": ""2026-05-22 17:40:00"", ""long_net_profit"": 87.0, ""long_trade_count"": 42, ""longest_underwater_trades"": 39, ""max_losing_streak"": 7, ""net_per_lot"": 0.19333333333333294, ""net_profit"": 1.449999999999997, ""parsed_net_profit"": 1.45, ""parser_status"": ""matched"", ""profit_factor"": 1.0042465954019621, ""recovery_factor_closed"": 0.01362141850634098, ""report_max_drawdown_amount"": 112.77, ""report_net_profit"": 1.45, ""report_recovery_factor"": 0.01, ""short_net_profit"": -85.55, ""short_trade_count"": 33, ""trade_count"": 75, ""trades_per_calendar_day"": 1.9715224534501645, ""underwater_trade_share"": 0.8933333333333333, ""win_rate"": 0.52}",materialized_from_structured_runtime_trade_ledger,false,research_development_only_stage335N_branch_specific_runtime_metric_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,headline_kpi,profitability_and_risk,c56_plain_rf,77,147.06,1.67202851529,2.02465078061,1.90987012987,70.4,53.23,2.09,2.76272778508,23,158.14,-11.08,19.0987012987,"{""artifact_slug"": ""c56_plain"", ""attempt_name"": ""c56_plain_rf"", ""calendar_day_span"": 38.03125, ""claim_boundary"": ""research_development_only_stage335N_branch_specific_runtime_metric_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve"", ""closed_balance_max_drawdown"": 53.23000000000013, ""closed_balance_max_drawdown_percent"": 7.744911172867365, ""expectancy"": 1.90987012987013, ""feature_set_id"": ""core56_no_top3_weight_features"", ""first_trade_open_time"": ""2026-04-14 16:55:00"", ""last_trade_close_time"": ""2026-05-22 17:40:00"", ""long_net_profit"": 158.14, ""long_trade_count"": 58, ""longest_underwater_trades"": 23, ""max_losing_streak"": 4, ""net_per_lot"": 19.0987012987013, ""net_profit"": 147.06, ""parsed_net_profit"": 147.06, ""parser_status"": ""matched"", ""profit_factor"": 1.672028515285838, ""recovery_factor_closed"": 2.7627277850835927, ""report_max_drawdown_amount"": 70.4, ""report_net_profit"": 147.06, ""report_recovery_factor"": 2.09, ""short_net_profit"": -11.079999999999998, ""short_trade_count"": 19, ""trade_count"": 77, ""trades_per_calendar_day"": 2.0246507806080527, ""underwater_trade_share"": 0.6493506493506493, ""win_rate"": 0.5974025974025974}",materialized_from_structured_runtime_trade_ledger,false,research_development_only_stage335N_branch_specific_runtime_metric_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,headline_kpi,profitability_and_risk,m48_bal_rf,277,57.84,1.08069196429,7.20129987362,0.20880866426,143.61,133.91,0.4,0.431931894556,194,112.8,-54.96,2.0880866426,"{""artifact_slug"": ""m48_bal"", ""attempt_name"": ""m48_bal_rf"", ""calendar_day_span"": 38.46527777777778, ""claim_boundary"": ""research_development_only_stage335N_branch_specific_runtime_metric_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve"", ""closed_balance_max_drawdown"": 133.9099999999999, ""closed_balance_max_drawdown_percent"": 26.289337809450874, ""expectancy"": 0.20880866425992775, ""feature_set_id"": ""macro48_no_equity_breadth_or_top3"", ""first_trade_open_time"": ""2026-04-14 07:00:00"", ""last_trade_close_time"": ""2026-05-22 18:10:00"", ""long_net_profit"": 112.8, ""long_trade_count"": 216, ""longest_underwater_trades"": 194, ""max_losing_streak"": 9, ""net_per_lot"": 2.0880866425992775, ""net_profit"": 57.83999999999999, ""parsed_net_profit"": 57.84, ""parser_status"": ""matched"", ""profit_factor"": 1.0806919642857142, ""recovery_factor_closed"": 0.4319318945560453, ""report_max_drawdown_amount"": 143.61, ""report_net_profit"": 57.84, ""report_recovery_factor"": 0.4, ""short_net_profit"": -54.96000000000001, ""short_trade_count"": 61, ""trade_count"": 277, ""trades_per_calendar_day"": 7.201299873623397, ""underwater_trade_share"": 0.9530685920577617, ""win_rate"": 0.5090252707581228}",materialized_from_structured_runtime_trade_ledger,false,research_development_only_stage335N_branch_specific_runtime_metric_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,headline_kpi,profitability_and_risk,m48_plain_rf,269,269.88,1.48787895222,6.99395143089,1.00327137546,77.96,68.57,3.46,3.9358319965,51,229.53,40.35,10.0327137546,"{""artifact_slug"": ""m48_plain"", ""attempt_name"": ""m48_plain_rf"", ""calendar_day_span"": 38.46180555555556, ""claim_boundary"": ""research_development_only_stage335N_branch_specific_runtime_metric_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve"", ""closed_balance_max_drawdown"": 68.56999999999988, ""closed_balance_max_drawdown_percent"": 12.432461834137113, ""expectancy"": 1.003271375464684, ""feature_set_id"": ""macro48_no_equity_breadth_or_top3"", ""first_trade_open_time"": ""2026-04-14 07:00:00"", ""last_trade_close_time"": ""2026-05-22 18:05:00"", ""long_net_profit"": 229.53, ""long_trade_count"": 238, ""longest_underwater_trades"": 51, ""max_losing_streak"": 5, ""net_per_lot"": 10.032713754646839, ""net_profit"": 269.88, ""parsed_net_profit"": 269.88, ""parser_status"": ""matched"", ""profit_factor"": 1.4878789522208362, ""recovery_factor_closed"": 3.935831996499934, ""report_max_drawdown_amount"": 77.96, ""report_net_profit"": 269.88, ""report_recovery_factor"": 3.46, ""short_net_profit"": 40.35, ""short_trade_count"": 31, ""trade_count"": 269, ""trades_per_calendar_day"": 6.9939514308928405, ""underwater_trade_share"": 0.7992565055762082, ""win_rate"": 0.5687732342007435}",materialized_from_structured_runtime_trade_ledger,false,research_development_only_stage335N_branch_specific_runtime_metric_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
