protocol_id,branch_id,branch_name,attempt_name,dimension,proxy_expected_value,structured_runtime_value,difference_proxy_minus_structured_runtime,difference_status,proxy_use,runtime_use,claim_boundary
run335F_design_guarded_branch_probe_protocols_v1__cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,cost_spread_slippage_grid_guard,m48_plain_rf,max_drawdown,113.475,77.96,35.515,structured_runtime_available_proxy_aggregate_context_only,diagnostic_context_only_not_branch_forward_decision,branch_specific_diagnostic_materialized,research_development_only_stage335N_branch_specific_runtime_metric_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,cost_spread_slippage_grid_guard,u42_bal_rf,max_drawdown,113.475,163.25,-49.775,structured_runtime_available_proxy_aggregate_context_only,diagnostic_context_only_not_branch_forward_decision,branch_specific_diagnostic_materialized,research_development_only_stage335N_branch_specific_runtime_metric_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,cost_spread_slippage_grid_guard,u42_plain_rf,max_drawdown,113.475,112.86,0.615,structured_runtime_available_proxy_aggregate_context_only,diagnostic_context_only_not_branch_forward_decision,branch_specific_diagnostic_materialized,research_development_only_stage335N_branch_specific_runtime_metric_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,cost_spread_slippage_grid_guard,c56_bal_rf,trades_per_day,7.1928666667,1.97152245345,5.22134421325,structured_runtime_available_proxy_aggregate_context_only,diagnostic_context_only_not_branch_forward_decision,branch_specific_diagnostic_materialized,research_development_only_stage335N_branch_specific_runtime_metric_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,cost_spread_slippage_grid_guard,c56_plain_rf,trades_per_day,7.1928666667,2.02465078061,5.16821588609,structured_runtime_available_proxy_aggregate_context_only,diagnostic_context_only_not_branch_forward_decision,branch_specific_diagnostic_materialized,research_development_only_stage335N_branch_specific_runtime_metric_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,cost_spread_slippage_grid_guard,m48_bal_rf,trades_per_day,7.1928666667,7.20129987362,-0.0084332069234,structured_runtime_available_proxy_aggregate_context_only,diagnostic_context_only_not_branch_forward_decision,branch_specific_diagnostic_materialized,research_development_only_stage335N_branch_specific_runtime_metric_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,cost_spread_slippage_grid_guard,m48_plain_rf,trades_per_day,7.1928666667,6.99395143089,0.198915235807,structured_runtime_available_proxy_aggregate_context_only,diagnostic_context_only_not_branch_forward_decision,branch_specific_diagnostic_materialized,research_development_only_stage335N_branch_specific_runtime_metric_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,cost_spread_slippage_grid_guard,u42_bal_rf,trades_per_day,7.1928666667,8.40097534543,-1.20810867873,structured_runtime_available_proxy_aggregate_context_only,diagnostic_context_only_not_branch_forward_decision,branch_specific_diagnostic_materialized,research_development_only_stage335N_branch_specific_runtime_metric_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,cost_spread_slippage_grid_guard,u42_plain_rf,trades_per_day,7.1928666667,8.47900298022,-1.28613631352,structured_runtime_available_proxy_aggregate_context_only,diagnostic_context_only_not_branch_forward_decision,branch_specific_diagnostic_materialized,research_development_only_stage335N_branch_specific_runtime_metric_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,cost_spread_slippage_grid_guard,c56_bal_rf,expectancy,0.59,0.0193333333333,0.570666666667,structured_runtime_available_proxy_aggregate_context_only,diagnostic_context_only_not_branch_forward_decision,branch_specific_diagnostic_materialized,research_development_only_stage335N_branch_specific_runtime_metric_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,cost_spread_slippage_grid_guard,c56_plain_rf,expectancy,0.59,1.90987012987,-1.31987012987,structured_runtime_available_proxy_aggregate_context_only,diagnostic_context_only_not_branch_forward_decision,branch_specific_diagnostic_materialized,research_development_only_stage335N_branch_specific_runtime_metric_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,cost_spread_slippage_grid_guard,m48_bal_rf,expectancy,0.59,0.20880866426,0.38119133574,structured_runtime_available_proxy_aggregate_context_only,diagnostic_context_only_not_branch_forward_decision,branch_specific_diagnostic_materialized,research_development_only_stage335N_branch_specific_runtime_metric_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,cost_spread_slippage_grid_guard,m48_plain_rf,expectancy,0.59,1.00327137546,-0.413271375465,structured_runtime_available_proxy_aggregate_context_only,diagnostic_context_only_not_branch_forward_decision,branch_specific_diagnostic_materialized,research_development_only_stage335N_branch_specific_runtime_metric_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,cost_spread_slippage_grid_guard,u42_bal_rf,expectancy,0.59,0.0268111455108,0.563188854489,structured_runtime_available_proxy_aggregate_context_only,diagnostic_context_only_not_branch_forward_decision,branch_specific_diagnostic_materialized,research_development_only_stage335N_branch_specific_runtime_metric_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,cost_spread_slippage_grid_guard,u42_plain_rf,expectancy,0.59,0.36782208589,0.22217791411,structured_runtime_available_proxy_aggregate_context_only,diagnostic_context_only_not_branch_forward_decision,branch_specific_diagnostic_materialized,research_development_only_stage335N_branch_specific_runtime_metric_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,cost_spread_slippage_grid_guard,c56_bal_rf,recovery_factor,1.1783333333,0.01,1.1683333333,structured_runtime_available_proxy_aggregate_context_only,diagnostic_context_only_not_branch_forward_decision,branch_specific_diagnostic_materialized,research_development_only_stage335N_branch_specific_runtime_metric_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,cost_spread_slippage_grid_guard,c56_plain_rf,recovery_factor,1.1783333333,2.09,-0.9116666667,structured_runtime_available_proxy_aggregate_context_only,diagnostic_context_only_not_branch_forward_decision,branch_specific_diagnostic_materialized,research_development_only_stage335N_branch_specific_runtime_metric_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,cost_spread_slippage_grid_guard,m48_bal_rf,recovery_factor,1.1783333333,0.4,0.7783333333,structured_runtime_available_proxy_aggregate_context_only,diagnostic_context_only_not_branch_forward_decision,branch_specific_diagnostic_materialized,research_development_only_stage335N_branch_specific_runtime_metric_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,cost_spread_slippage_grid_guard,m48_plain_rf,recovery_factor,1.1783333333,3.46,-2.2816666667,structured_runtime_available_proxy_aggregate_context_only,diagnostic_context_only_not_branch_forward_decision,branch_specific_diagnostic_materialized,research_development_only_stage335N_branch_specific_runtime_metric_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,cost_spread_slippage_grid_guard,u42_bal_rf,recovery_factor,1.1783333333,0.05,1.1283333333,structured_runtime_available_proxy_aggregate_context_only,diagnostic_context_only_not_branch_forward_decision,branch_specific_diagnostic_materialized,research_development_only_stage335N_branch_specific_runtime_metric_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,cost_spread_slippage_grid_guard,u42_plain_rf,recovery_factor,1.1783333333,1.06,0.1183333333,structured_runtime_available_proxy_aggregate_context_only,diagnostic_context_only_not_branch_forward_decision,branch_specific_diagnostic_materialized,research_development_only_stage335N_branch_specific_runtime_metric_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,cost_spread_slippage_grid_guard,c56_bal_rf,curve_pocket,-65.4966666667,-66.07,0.5733333333,structured_runtime_available_proxy_aggregate_context_only,diagnostic_context_only_not_branch_forward_decision,branch_specific_diagnostic_materialized,research_development_only_stage335N_branch_specific_runtime_metric_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,cost_spread_slippage_grid_guard,c56_plain_rf,curve_pocket,-65.4966666667,-34.86,-30.6366666667,structured_runtime_available_proxy_aggregate_context_only,diagnostic_context_only_not_branch_forward_decision,branch_specific_diagnostic_materialized,research_development_only_stage335N_branch_specific_runtime_metric_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,cost_spread_slippage_grid_guard,m48_bal_rf,curve_pocket,-65.4966666667,-79.99,14.4933333333,structured_runtime_available_proxy_aggregate_context_only,diagnostic_context_only_not_branch_forward_decision,branch_specific_diagnostic_materialized,research_development_only_stage335N_branch_specific_runtime_metric_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,cost_spread_slippage_grid_guard,m48_plain_rf,curve_pocket,-65.4966666667,-62.79,-2.7066666667,structured_runtime_available_proxy_aggregate_context_only,diagnostic_context_only_not_branch_forward_decision,branch_specific_diagnostic_materialized,research_development_only_stage335N_branch_specific_runtime_metric_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,cost_spread_slippage_grid_guard,u42_bal_rf,curve_pocket,-65.4966666667,-77.21,11.7133333333,structured_runtime_available_proxy_aggregate_context_only,diagnostic_context_only_not_branch_forward_decision,branch_specific_diagnostic_materialized,research_development_only_stage335N_branch_specific_runtime_metric_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,cost_spread_slippage_grid_guard,u42_plain_rf,curve_pocket,-65.4966666667,-72.06,6.5633333333,structured_runtime_available_proxy_aggregate_context_only,diagnostic_context_only_not_branch_forward_decision,branch_specific_diagnostic_materialized,research_development_only_stage335N_branch_specific_runtime_metric_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,cost_spread_slippage_grid_guard,c56_bal_rf,underwater_stretch,0.4871820681,39,-38.5128179319,structured_runtime_available_proxy_aggregate_context_only,diagnostic_context_only_not_branch_forward_decision,branch_specific_diagnostic_materialized,research_development_only_stage335N_branch_specific_runtime_metric_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,cost_spread_slippage_grid_guard,c56_plain_rf,underwater_stretch,0.4871820681,23,-22.5128179319,structured_runtime_available_proxy_aggregate_context_only,diagnostic_context_only_not_branch_forward_decision,branch_specific_diagnostic_materialized,research_development_only_stage335N_branch_specific_runtime_metric_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,cost_spread_slippage_grid_guard,m48_bal_rf,underwater_stretch,0.4871820681,194,-193.512817932,structured_runtime_available_proxy_aggregate_context_only,diagnostic_context_only_not_branch_forward_decision,branch_specific_diagnostic_materialized,research_development_only_stage335N_branch_specific_runtime_metric_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
