run_id,status,claim_boundary
run364S_execute_drawdown_side_balance_overlay_mt5_runtime_probe_without_db_v1,no_skip_rows_or_no_telemetry,research_development_mt5_runtime_probe_attempt_only_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
