side,pnl,entry_hour,entry_month,entry_quarter,source
long,-0.44,20,2026-01,2026Q1,parent_kept(부모 유지)
long,3.07,16,2026-01,2026Q1,parent_kept(부모 유지)
long,0.09,17,2026-01,2026Q1,parent_kept(부모 유지)
long,-0.91,17,2026-01,2026Q1,parent_kept(부모 유지)
long,0.74,18,2026-01,2026Q1,parent_kept(부모 유지)
long,13.69,16,2026-01,2026Q1,parent_kept(부모 유지)
long,2.82,17,2026-01,2026Q1,parent_kept(부모 유지)
long,-0.26,16,2026-01,2026Q1,parent_kept(부모 유지)
long,-3.39,17,2026-01,2026Q1,parent_kept(부모 유지)
long,-1.89,18,2026-01,2026Q1,parent_kept(부모 유지)
long,-1.91,19,2026-01,2026Q1,parent_kept(부모 유지)
long,-1.76,19,2026-01,2026Q1,parent_kept(부모 유지)
long,3.04,21,2026-01,2026Q1,parent_kept(부모 유지)
short,12.565,17,2026-01,2026Q1,synthetic_short(합성 숏)
short,8.72,17,2026-01,2026Q1,parent_kept(부모 유지)
long,0.19,19,2026-01,2026Q1,parent_kept(부모 유지)
long,2.17,16,2026-01,2026Q1,parent_kept(부모 유지)
long,1.77,17,2026-01,2026Q1,parent_kept(부모 유지)
long,-9.76,17,2026-01,2026Q1,parent_kept(부모 유지)
long,-7.09,18,2026-01,2026Q1,parent_kept(부모 유지)
long,-3.74,21,2026-01,2026Q1,parent_kept(부모 유지)
long,13.19,16,2026-02,2026Q1,parent_kept(부모 유지)
long,-0.06,19,2026-02,2026Q1,parent_kept(부모 유지)
short,8.115,17,2026-02,2026Q1,synthetic_short(합성 숏)
short,-0.86,17,2026-02,2026Q1,parent_kept(부모 유지)
short,3.39,19,2026-02,2026Q1,parent_kept(부모 유지)
short,9.72,20,2026-02,2026Q1,parent_kept(부모 유지)
long,-9.2,16,2026-02,2026Q1,parent_kept(부모 유지)
short,3.82,17,2026-02,2026Q1,parent_kept(부모 유지)
short,2.82,18,2026-02,2026Q1,parent_kept(부모 유지)
short,-2.86,18,2026-02,2026Q1,parent_kept(부모 유지)
short,2.04,19,2026-02,2026Q1,parent_kept(부모 유지)
short,-3.685,20,2026-02,2026Q1,synthetic_short(합성 숏)
long,-22.66,16,2026-02,2026Q1,parent_kept(부모 유지)
long,-0.59,17,2026-02,2026Q1,parent_kept(부모 유지)
long,9.94,18,2026-02,2026Q1,parent_kept(부모 유지)
long,6.79,19,2026-02,2026Q1,parent_kept(부모 유지)
long,-11.94,16,2026-02,2026Q1,parent_kept(부모 유지)
long,15.49,17,2026-02,2026Q1,parent_kept(부모 유지)
long,7.99,17,2026-02,2026Q1,parent_kept(부모 유지)
long,1.62,18,2026-02,2026Q1,parent_kept(부모 유지)
long,3.82,19,2026-02,2026Q1,parent_kept(부모 유지)
long,-3.81,20,2026-02,2026Q1,parent_kept(부모 유지)
long,-1.56,20,2026-02,2026Q1,parent_kept(부모 유지)
long,6.97,17,2026-02,2026Q1,parent_kept(부모 유지)
long,7.62,17,2026-02,2026Q1,parent_kept(부모 유지)
long,4.77,18,2026-02,2026Q1,parent_kept(부모 유지)
long,2.52,18,2026-02,2026Q1,parent_kept(부모 유지)
long,3.29,20,2026-02,2026Q1,parent_kept(부모 유지)
long,-4.39,17,2026-02,2026Q1,parent_kept(부모 유지)
long,-3.76,17,2026-02,2026Q1,parent_kept(부모 유지)
long,4.42,18,2026-02,2026Q1,parent_kept(부모 유지)
long,-11.72,16,2026-02,2026Q1,parent_kept(부모 유지)
short,-18.67,17,2026-02,2026Q1,parent_kept(부모 유지)
long,-5.21,18,2026-02,2026Q1,parent_kept(부모 유지)
long,-1.89,18,2026-02,2026Q1,parent_kept(부모 유지)
long,9.14,19,2026-02,2026Q1,parent_kept(부모 유지)
long,-5.76,19,2026-02,2026Q1,parent_kept(부모 유지)
long,4.05,20,2026-02,2026Q1,parent_kept(부모 유지)
long,1.43,21,2026-02,2026Q1,parent_kept(부모 유지)
short,14.62,17,2026-02,2026Q1,parent_kept(부모 유지)
short,3.72,18,2026-02,2026Q1,parent_kept(부모 유지)
long,13.04,16,2026-02,2026Q1,parent_kept(부모 유지)
long,1.22,17,2026-02,2026Q1,parent_kept(부모 유지)
long,7.92,17,2026-02,2026Q1,parent_kept(부모 유지)
long,4.27,18,2026-02,2026Q1,parent_kept(부모 유지)
long,5.92,19,2026-02,2026Q1,parent_kept(부모 유지)
long,-5.14,19,2026-02,2026Q1,parent_kept(부모 유지)
long,-2.31,20,2026-02,2026Q1,parent_kept(부모 유지)
long,-3.24,21,2026-02,2026Q1,parent_kept(부모 유지)
long,-28.51,16,2026-02,2026Q1,parent_kept(부모 유지)
long,2.82,17,2026-02,2026Q1,parent_kept(부모 유지)
long,12.86,18,2026-02,2026Q1,parent_kept(부모 유지)
long,1.43,18,2026-02,2026Q1,parent_kept(부모 유지)
long,-0.85,19,2026-02,2026Q1,parent_kept(부모 유지)
long,15.67,20,2026-02,2026Q1,parent_kept(부모 유지)
long,-2.14,20,2026-02,2026Q1,parent_kept(부모 유지)
long,-1.4200000000000002,21,2026-02,2026Q1,parent_kept(부모 유지)
long,11.48,17,2026-02,2026Q1,parent_kept(부모 유지)
long,7.57,17,2026-02,2026Q1,parent_kept(부모 유지)
long,-2.59,18,2026-02,2026Q1,parent_kept(부모 유지)
long,-1.99,19,2026-02,2026Q1,parent_kept(부모 유지)
long,-6.73,20,2026-02,2026Q1,parent_kept(부모 유지)
long,-8.74,21,2026-02,2026Q1,parent_kept(부모 유지)
long,4.22,17,2026-02,2026Q1,parent_kept(부모 유지)
long,2.24,17,2026-02,2026Q1,parent_kept(부모 유지)
long,-10.16,18,2026-02,2026Q1,parent_kept(부모 유지)
long,4.87,20,2026-02,2026Q1,parent_kept(부모 유지)
long,-3.21,21,2026-02,2026Q1,parent_kept(부모 유지)
long,12.23,22,2026-02,2026Q1,parent_kept(부모 유지)
long,-3.58,17,2026-02,2026Q1,parent_kept(부모 유지)
long,9.72,17,2026-02,2026Q1,parent_kept(부모 유지)
long,1.37,18,2026-02,2026Q1,parent_kept(부모 유지)
long,-19.94,18,2026-02,2026Q1,parent_kept(부모 유지)
long,6.62,20,2026-02,2026Q1,parent_kept(부모 유지)
long,-2.54,20,2026-02,2026Q1,parent_kept(부모 유지)
long,-3.36,21,2026-02,2026Q1,parent_kept(부모 유지)
long,-4.09,17,2026-02,2026Q1,parent_kept(부모 유지)
long,14.52,22,2026-02,2026Q1,parent_kept(부모 유지)
long,9.89,17,2026-02,2026Q1,parent_kept(부모 유지)
long,1.54,17,2026-02,2026Q1,parent_kept(부모 유지)
long,0.89,18,2026-02,2026Q1,parent_kept(부모 유지)
long,2.77,19,2026-02,2026Q1,parent_kept(부모 유지)
long,2.07,21,2026-02,2026Q1,parent_kept(부모 유지)
long,7.14,16,2026-02,2026Q1,parent_kept(부모 유지)
long,-3.99,17,2026-02,2026Q1,parent_kept(부모 유지)
long,0.72,18,2026-02,2026Q1,parent_kept(부모 유지)
short,25.915,17,2026-02,2026Q1,synthetic_short(합성 숏)
long,11.12,16,2026-02,2026Q1,parent_kept(부모 유지)
long,3.62,17,2026-02,2026Q1,parent_kept(부모 유지)
long,4.22,17,2026-02,2026Q1,parent_kept(부모 유지)
long,5.32,18,2026-02,2026Q1,parent_kept(부모 유지)
short,4.94,20,2026-03,2026Q1,synthetic_short(합성 숏)
short,-0.31,17,2026-03,2026Q1,parent_kept(부모 유지)
short,-0.06,18,2026-03,2026Q1,parent_kept(부모 유지)
short,-1.86,17,2026-03,2026Q1,synthetic_short(합성 숏)
short,6.22,19,2026-03,2026Q1,parent_kept(부모 유지)
short,2.49,19,2026-03,2026Q1,parent_kept(부모 유지)
short,-0.685,20,2026-03,2026Q1,synthetic_short(합성 숏)
short,0.465,17,2026-03,2026Q1,synthetic_short(합성 숏)
long,-2.76,16,2026-04,2026Q2,parent_kept(부모 유지)
long,3.97,17,2026-04,2026Q2,parent_kept(부모 유지)
long,4.27,17,2026-04,2026Q2,parent_kept(부모 유지)
long,3.33,18,2026-04,2026Q2,parent_kept(부모 유지)
long,-0.99,19,2026-04,2026Q2,parent_kept(부모 유지)
long,3.14,19,2026-04,2026Q2,parent_kept(부모 유지)
long,-3.81,20,2026-04,2026Q2,parent_kept(부모 유지)
long,-14.71,20,2026-04,2026Q2,parent_kept(부모 유지)
long,20.64,16,2026-04,2026Q2,parent_kept(부모 유지)
long,16.07,17,2026-04,2026Q2,parent_kept(부모 유지)
long,3.09,19,2026-04,2026Q2,parent_kept(부모 유지)
long,-7.46,20,2026-04,2026Q2,parent_kept(부모 유지)
long,0.64,16,2026-04,2026Q2,parent_kept(부모 유지)
long,-7.99,17,2026-04,2026Q2,parent_kept(부모 유지)
long,-2.61,18,2026-04,2026Q2,parent_kept(부모 유지)
long,-1.89,18,2026-04,2026Q2,parent_kept(부모 유지)
long,5.07,20,2026-04,2026Q2,parent_kept(부모 유지)
long,-0.34,21,2026-04,2026Q2,parent_kept(부모 유지)
long,-16.31,16,2026-04,2026Q2,parent_kept(부모 유지)
long,5.69,18,2026-04,2026Q2,parent_kept(부모 유지)
long,1.22,19,2026-04,2026Q2,parent_kept(부모 유지)
long,0.49,20,2026-04,2026Q2,parent_kept(부모 유지)
long,-4.54,16,2026-04,2026Q2,parent_kept(부모 유지)
long,-7.29,17,2026-04,2026Q2,parent_kept(부모 유지)
long,0.57,18,2026-04,2026Q2,parent_kept(부모 유지)
long,4.69,19,2026-04,2026Q2,parent_kept(부모 유지)
long,2.84,20,2026-04,2026Q2,parent_kept(부모 유지)
long,-10.19,21,2026-04,2026Q2,parent_kept(부모 유지)
long,-7.81,16,2026-04,2026Q2,parent_kept(부모 유지)
long,1.69,18,2026-04,2026Q2,parent_kept(부모 유지)
long,11.37,18,2026-04,2026Q2,parent_kept(부모 유지)
long,-4.06,19,2026-04,2026Q2,parent_kept(부모 유지)
long,2.92,19,2026-04,2026Q2,parent_kept(부모 유지)
long,0.27,20,2026-04,2026Q2,parent_kept(부모 유지)
long,-0.59,21,2026-04,2026Q2,parent_kept(부모 유지)
long,-1.84,17,2026-04,2026Q2,parent_kept(부모 유지)
long,-0.56,18,2026-04,2026Q2,parent_kept(부모 유지)
long,-4.06,18,2026-04,2026Q2,parent_kept(부모 유지)
long,1.84,19,2026-04,2026Q2,parent_kept(부모 유지)
long,3.84,20,2026-04,2026Q2,parent_kept(부모 유지)
long,11.19,16,2026-04,2026Q2,parent_kept(부모 유지)
long,5.47,17,2026-04,2026Q2,parent_kept(부모 유지)
long,0.07,18,2026-04,2026Q2,parent_kept(부모 유지)
long,-0.59,18,2026-04,2026Q2,parent_kept(부모 유지)
long,7.24,19,2026-04,2026Q2,parent_kept(부모 유지)
long,2.07,19,2026-04,2026Q2,parent_kept(부모 유지)
