thesis_id,source_artifact,feature_family,bar_time_server,timestamp_utc,row_index,vix_change_1,vix_zscore_20,us10yr_change_1,us10yr_zscore_20,usdx_change_1,usdx_zscore_20,guard_score,guard_score_component_count,guard_score_valid_flag,guard_score_missing_flag,hard_veto_flag,soft_veto_flag,negative_control_flag,abstain_flag,guard_family,run_id,claim_boundary,scoring_mode,queue_id,view_signal_allowed_flag,mode_action,mode_veto_or_annotation_flag,hard_veto_rank,soft_veto_rank
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 07:00:00,2026-04-14T07:00:00Z,16,0.0004885198,-1.081531286,-0.0001796622,0.5319951773,5.09705e-05,-2.071770191,0.5,6,1,0,0,0,0,0,macro_rate_volatility_interaction,run333C_materialize_guarded_veto_scoring_payloads_v1,research_development_only_guarded_veto_scoring_payload_materialization_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve,soft_veto,pv_m48_macro_rate_volatility_guard__soft_veto,1,annotation_only_no_lot_or_threshold_change,0,0.8,0.65
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 07:05:00,2026-04-14T07:05:00Z,17,-0.0004882812,-1.535002112,0.0001796945,1.699673176,-2.03872e-05,-1.869885683,0.5,6,1,0,0,0,0,0,macro_rate_volatility_interaction,run333C_materialize_guarded_veto_scoring_payloads_v1,research_development_only_guarded_veto_scoring_payload_materialization_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve,soft_veto,pv_m48_macro_rate_volatility_guard__soft_veto,1,annotation_only_no_lot_or_threshold_change,0,0.8,0.65
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 07:20:00,2026-04-14T07:20:00Z,18,-0.0004882812,-1.304876566,8.98311e-05,1.982920289,-5.09663e-05,-1.42164731,0.5,6,1,0,0,0,0,0,macro_rate_volatility_interaction,run333C_materialize_guarded_veto_scoring_payloads_v1,research_development_only_guarded_veto_scoring_payload_materialization_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve,soft_veto,pv_m48_macro_rate_volatility_guard__soft_veto,1,annotation_only_no_lot_or_threshold_change,0,0.8,0.65
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 08:35:00,2026-04-14T08:35:00Z,19,0.0004885198,-0.6072426438,-8.98231e-05,0.7509171963,2.03793e-05,2.299703121,0.5,6,1,0,0,0,0,0,macro_rate_volatility_interaction,run333C_materialize_guarded_veto_scoring_payloads_v1,research_development_only_guarded_veto_scoring_payload_materialization_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve,soft_veto,pv_m48_macro_rate_volatility_guard__soft_veto,1,annotation_only_no_lot_or_threshold_change,0,0.8,0.65
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 08:40:00,2026-04-14T08:40:00Z,20,-0.0004882812,-1.132573366,0.0,0.6956083179,-0.0001018942,1.54967308,0.6,6,1,0,0,0,0,0,macro_rate_volatility_interaction,run333C_materialize_guarded_veto_scoring_payloads_v1,research_development_only_guarded_veto_scoring_payload_materialization_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve,soft_veto,pv_m48_macro_rate_volatility_guard__soft_veto,1,annotation_only_no_lot_or_threshold_change,0,0.8,0.65
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 09:05:00,2026-04-14T09:05:00Z,21,0.0,-0.9268440008,-0.0001796622,-0.3296171129,-7.13441e-05,0.1699801236,0.3452380952,6,1,0,0,0,0,0,macro_rate_volatility_interaction,run333C_materialize_guarded_veto_scoring_payloads_v1,research_development_only_guarded_veto_scoring_payload_materialization_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve,soft_veto,pv_m48_macro_rate_volatility_guard__soft_veto,1,annotation_only_no_lot_or_threshold_change,0,0.8,0.65
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 09:15:00,2026-04-14T09:15:00Z,22,-0.002442599,-2.922777891,-0.0001796622,-0.5198752284,0.0001834376,1.575083852,0.7196969697,6,1,0,0,1,0,0,macro_rate_volatility_interaction,run333C_materialize_guarded_veto_scoring_payloads_v1,research_development_only_guarded_veto_scoring_payload_materialization_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve,soft_veto,pv_m48_macro_rate_volatility_guard__soft_veto,1,annotation_only_no_lot_or_threshold_change,1,0.8,0.65
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 09:20:00,2026-04-14T09:20:00Z,23,0.000489716,-2.085520983,0.0,-0.7650920749,0.0001018911,1.75827086,0.7282608696,6,1,0,0,1,0,0,macro_rate_volatility_interaction,run333C_materialize_guarded_veto_scoring_payloads_v1,research_development_only_guarded_veto_scoring_payload_materialization_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve,soft_veto,pv_m48_macro_rate_volatility_guard__soft_veto,1,annotation_only_no_lot_or_threshold_change,1,0.8,0.65
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 09:25:00,2026-04-14T09:25:00Z,24,-0.0004894763,-2.095606327,0.0,-1.058213472,-5.09404e-05,1.378775835,0.6180555556,6,1,0,0,0,0,0,macro_rate_volatility_interaction,run333C_materialize_guarded_veto_scoring_payloads_v1,research_development_only_guarded_veto_scoring_payload_materialization_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve,soft_veto,pv_m48_macro_rate_volatility_guard__soft_veto,1,annotation_only_no_lot_or_threshold_change,0,0.8,0.65
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 09:40:00,2026-04-14T09:40:00Z,25,0.0004899559,-1.578500628,0.0001796945,0.4303314686,0.000132503,0.1571083218,0.4466666667,6,1,0,0,0,0,0,macro_rate_volatility_interaction,run333C_materialize_guarded_veto_scoring_payloads_v1,research_development_only_guarded_veto_scoring_payload_materialization_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve,soft_veto,pv_m48_macro_rate_volatility_guard__soft_veto,1,annotation_only_no_lot_or_threshold_change,0,0.8,0.65
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 09:45:00,2026-04-14T09:45:00Z,26,-0.000489716,-1.734175324,8.98311e-05,1.171700239,-0.0003872651,-1.93189466,0.75,6,1,0,0,1,0,0,macro_rate_volatility_interaction,run333C_materialize_guarded_veto_scoring_payloads_v1,research_development_only_guarded_veto_scoring_payload_materialization_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve,soft_veto,pv_m48_macro_rate_volatility_guard__soft_veto,1,annotation_only_no_lot_or_threshold_change,1,0.8,0.65
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 09:50:00,2026-04-14T09:50:00Z,27,0.0004899559,-1.28230083,0.0,1.094797492,-0.0002039027,-2.659875393,0.7283950617,6,1,0,0,1,0,0,macro_rate_volatility_interaction,run333C_materialize_guarded_veto_scoring_payloads_v1,research_development_only_guarded_veto_scoring_payload_materialization_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve,soft_veto,pv_m48_macro_rate_volatility_guard__soft_veto,1,annotation_only_no_lot_or_threshold_change,1,0.8,0.65
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 10:00:00,2026-04-14T10:00:00Z,28,0.0,-1.156206965,0.0,0.1781741679,-0.0002549876,-2.77714324,0.5625,6,1,0,0,0,0,0,macro_rate_volatility_interaction,run333C_materialize_guarded_veto_scoring_payloads_v1,research_development_only_guarded_veto_scoring_payload_materialization_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve,soft_veto,pv_m48_macro_rate_volatility_guard__soft_veto,1,annotation_only_no_lot_or_threshold_change,0,0.8,0.65
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 10:05:00,2026-04-14T10:05:00Z,29,-0.0029382957,-2.576652527,0.0005389867,3.408357143,-0.0008671788,-3.289462566,0.9913793103,6,1,0,1,1,0,0,macro_rate_volatility_interaction,run333C_materialize_guarded_veto_scoring_payloads_v1,research_development_only_guarded_veto_scoring_payload_materialization_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve,soft_veto,pv_m48_macro_rate_volatility_guard__soft_veto,1,annotation_only_no_lot_or_threshold_change,1,0.8,0.65
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 10:10:00,2026-04-14T10:10:00Z,30,-0.0019646366,-2.792166233,0.0004489136,3.533249617,-0.0004084383,-2.895971537,0.9722222222,6,1,0,1,1,0,0,macro_rate_volatility_interaction,run333C_materialize_guarded_veto_scoring_payloads_v1,research_development_only_guarded_veto_scoring_payload_materialization_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve,soft_veto,pv_m48_macro_rate_volatility_guard__soft_veto,1,annotation_only_no_lot_or_threshold_change,1,0.8,0.65
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 10:15:00,2026-04-14T10:15:00Z,31,-0.000492126,-2.404814482,-0.0001794849,2.299838305,0.0005618322,-1.800085187,0.8010752688,6,1,0,1,1,0,0,macro_rate_volatility_interaction,run333C_materialize_guarded_veto_scoring_payloads_v1,research_development_only_guarded_veto_scoring_payload_materialization_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve,soft_veto,pv_m48_macro_rate_volatility_guard__soft_veto,1,annotation_only_no_lot_or_threshold_change,1,0.8,0.65
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 10:20:00,2026-04-14T10:20:00Z,32,0.0009847366,-1.745360732,-0.0002692757,1.288763165,0.0004287946,-1.112018347,0.6458333333,6,1,0,0,0,0,0,macro_rate_volatility_interaction,run333C_materialize_guarded_veto_scoring_payloads_v1,research_development_only_guarded_veto_scoring_payload_materialization_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve,soft_veto,pv_m48_macro_rate_volatility_guard__soft_veto,1,annotation_only_no_lot_or_threshold_change,0,0.8,0.65
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 10:25:00,2026-04-14T10:25:00Z,33,0.0,-1.541917801,-8.97827e-05,0.9210981727,-7.14351e-05,-1.091495752,0.452020202,6,1,0,0,0,0,0,macro_rate_volatility_interaction,run333C_materialize_guarded_veto_scoring_payloads_v1,research_development_only_guarded_veto_scoring_payload_materialization_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve,soft_veto,pv_m48_macro_rate_volatility_guard__soft_veto,1,annotation_only_no_lot_or_threshold_change,0,0.8,0.65
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 10:30:00,2026-04-14T10:30:00Z,34,-0.0009837678,-1.67565465,0.0,0.8501877189,-0.000204115,-1.213474035,0.5490196078,6,1,0,0,0,0,0,macro_rate_volatility_interaction,run333C_materialize_guarded_veto_scoring_payloads_v1,research_development_only_guarded_veto_scoring_payload_materialization_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve,soft_veto,pv_m48_macro_rate_volatility_guard__soft_veto,1,annotation_only_no_lot_or_threshold_change,0,0.8,0.65
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 10:35:00,2026-04-14T10:35:00Z,35,-0.0014771048,-1.889089465,8.97908e-05,1.024543524,-0.0004593524,-1.566175342,0.6761904762,6,1,0,0,1,0,0,macro_rate_volatility_interaction,run333C_materialize_guarded_veto_scoring_payloads_v1,research_development_only_guarded_veto_scoring_payload_materialization_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve,soft_veto,pv_m48_macro_rate_volatility_guard__soft_veto,1,annotation_only_no_lot_or_threshold_change,1,0.8,0.65
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 10:40:00,2026-04-14T10:40:00Z,36,0.0,-1.675042152,0.0,0.9313806295,-0.0001531878,-1.539368272,0.5416666667,6,1,0,0,0,0,0,macro_rate_volatility_interaction,run333C_materialize_guarded_veto_scoring_payloads_v1,research_development_only_guarded_veto_scoring_payload_materialization_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve,soft_veto,pv_m48_macro_rate_volatility_guard__soft_veto,1,annotation_only_no_lot_or_threshold_change,0,0.8,0.65
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 10:45:00,2026-04-14T10:45:00Z,37,0.0,-1.500429749,0.0,0.8461538553,0.0002042818,-1.181784153,0.4594594595,6,1,0,0,0,0,0,macro_rate_volatility_interaction,run333C_materialize_guarded_veto_scoring_payloads_v1,research_development_only_guarded_veto_scoring_payload_materialization_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve,soft_veto,pv_m48_macro_rate_volatility_guard__soft_veto,1,annotation_only_no_lot_or_threshold_change,0,0.8,0.65
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 10:50:00,2026-04-14T10:50:00Z,38,0.0,-1.360291481,-8.97827e-05,0.5284716487,0.00020424,-0.8677184582,0.3815789474,6,1,0,0,0,0,0,macro_rate_volatility_interaction,run333C_materialize_guarded_veto_scoring_payloads_v1,research_development_only_guarded_veto_scoring_payload_materialization_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve,soft_veto,pv_m48_macro_rate_volatility_guard__soft_veto,1,annotation_only_no_lot_or_threshold_change,0,0.8,0.65
