attempt_name,queue_id,candidate_id,candidate_alias,candidate_role,source_test_id,source_queue_id,state_profile,source_followup_profile,second_followup_profile,pressure_group,tier,split,attempt_role,record_view_prefix,tier_pair_boundary,set_path,set_sha256,ini_path,ini_sha256,common_telemetry_path,common_summary_path,runtime_path_policy,execution_status,runtime_status,report_status
run267aw_p01_s264_aih_range_volatility_interaction_ta_2024,run267AW_p01_s264_aih_range_volatility_interaction,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,,range_expansion_pressure,core_range_resilience_pressure_v2,core_range_volatility_interaction_v3,core_challenger_second_pressure,Tier A,historical_2024_tier_a_train_era_stress,tier_only_total,mt5_ta_s264_aih_range_expansion_pressure_aw,Tier_B_and_actual_routed_total_blocked_until_true_fallback_manifest_exists,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AX/pool_wide_state_feature_engineering_second_followup_mt5_execution/mt5/short_telemetry_sets/run267aw_p01_s264_aih_range_volatility_interaction_ta_2024.set,fa29a0cb85a88773ca9a5b4285fce0d4c0aa4fd3447b56a442e5fbca4c0ab987,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AW/pool_wide_state_feature_engineering_second_followup_materialization/mt5/run267aw_p01_s264_aih_range_volatility_interaction_ta_2024.ini,4e95b0047da400e923e0c7438d7cb9b8166f845553ec6df36d7d788e25e07aed,OPV2/s267ax/s264_aih/p01_s264_aih_range_volatility_interaction_ta_2024_telemetry.csv,OPV2/s267ax/s264_aih/p01_s264_aih_range_volatility_interaction_ta_2024_summary.csv,run267AX_short_common_files_feature_model_telemetry_paths,completed,completed,completed
run267aw_p02_s264_aih_volatility_range_interaction_ta_2024,run267AW_p02_s264_aih_volatility_range_interaction,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,,volatility_regime_expansion,core_volatility_resilience_pressure_v2,core_volatility_range_interaction_v3,core_challenger_second_pressure,Tier A,historical_2024_tier_a_train_era_stress,tier_only_total,mt5_ta_s264_aih_volatility_regime_expans_aw,Tier_B_and_actual_routed_total_blocked_until_true_fallback_manifest_exists,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AX/pool_wide_state_feature_engineering_second_followup_mt5_execution/mt5/short_telemetry_sets/run267aw_p02_s264_aih_volatility_range_interaction_ta_2024.set,352e622c2c7f26435e1850fbb1ef473abcd26f65be55c3c8e84d4b239043ffa3,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AW/pool_wide_state_feature_engineering_second_followup_materialization/mt5/run267aw_p02_s264_aih_volatility_range_interaction_ta_2024.ini,f854f5e256d5b1cb2842069dd2c9929bbebf2db82181b7894da9c8f68f6be7e3,OPV2/s267ax/s264_aih/p02_s264_aih_volatility_range_interaction_ta_2024_telemetry.csv,OPV2/s267ax/s264_aih/p02_s264_aih_volatility_range_interaction_ta_2024_summary.csv,run267AX_short_common_files_feature_model_telemetry_paths,completed,completed,completed
run267aw_p03_s264_aia_range_dd_watch_ta_2024,run267AW_p03_s264_aia_range_dd_watch,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,,range_expansion_pressure,oos_anchor_dd_resilience_pressure_v2,oos_anchor_range_dd_conservative_v3,oos_anchor_adapter_watch_gate,Tier A,historical_2024_tier_a_train_era_stress,tier_only_total,mt5_ta_s264_aia_range_expansion_pressure_aw,Tier_B_and_actual_routed_total_blocked_until_true_fallback_manifest_exists,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AX/pool_wide_state_feature_engineering_second_followup_mt5_execution/mt5/short_telemetry_sets/run267aw_p03_s264_aia_range_dd_watch_ta_2024.set,ca3876b4e6b79ce1e9f8e75fcd672b2b1e4853464b4162ab096e7ccbf4fc3cf8,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AW/pool_wide_state_feature_engineering_second_followup_materialization/mt5/run267aw_p03_s264_aia_range_dd_watch_ta_2024.ini,7513ff270ee9a545efc70cc83143f93bd94eb585478b00ef76750c2dc499bf2b,OPV2/s267ax/s264_aia/p03_s264_aia_range_dd_watch_ta_2024_telemetry.csv,OPV2/s267ax/s264_aia/p03_s264_aia_range_dd_watch_ta_2024_summary.csv,run267AX_short_common_files_feature_model_telemetry_paths,completed,completed,completed
run267aw_p04_s264_aia_shock_range_watch_ta_2024,run267AW_p04_s264_aia_shock_range_watch,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,,return_shock_absorption,oos_anchor_shock_resilience_pressure_v2,oos_anchor_shock_range_conservative_v3,oos_anchor_adapter_watch_gate,Tier A,historical_2024_tier_a_train_era_stress,tier_only_total,mt5_ta_s264_aia_return_shock_absorption_aw,Tier_B_and_actual_routed_total_blocked_until_true_fallback_manifest_exists,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AX/pool_wide_state_feature_engineering_second_followup_mt5_execution/mt5/short_telemetry_sets/run267aw_p04_s264_aia_shock_range_watch_ta_2024.set,bf44ffff25f45c13f43c6e585b7e97fcdff3b462a192859de42bc594d691883b,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AW/pool_wide_state_feature_engineering_second_followup_materialization/mt5/run267aw_p04_s264_aia_shock_range_watch_ta_2024.ini,13148ac7169064192eab709e6c647b176933ff426813e1835b0ce74dd970d094,OPV2/s267ax/s264_aia/p04_s264_aia_shock_range_watch_ta_2024_telemetry.csv,OPV2/s267ax/s264_aia/p04_s264_aia_shock_range_watch_ta_2024_summary.csv,run267AX_short_common_files_feature_model_telemetry_paths,completed,completed,completed
run267aw_p05_s264_lc_control_repeat_audit_ta_2024,run267AW_p05_s264_lc_control_repeat_audit,s264_lowrank_control,s264_lc,defensive_control,rep_volatility_atr,,volatility_regime_expansion,defensive_control_volatility_audit_v1,defensive_control_repeat_audit_v2,defensive_control_repeat_audit,Tier A,historical_2024_tier_a_train_era_stress,tier_only_total,mt5_ta_s264_lc_volatility_regime_expans_aw,Tier_B_and_actual_routed_total_blocked_until_true_fallback_manifest_exists,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AX/pool_wide_state_feature_engineering_second_followup_mt5_execution/mt5/short_telemetry_sets/run267aw_p05_s264_lc_control_repeat_audit_ta_2024.set,87f0607bab4926c640b4cc65f66741cc1805d46edf5209dd43560b0110469a82,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AW/pool_wide_state_feature_engineering_second_followup_materialization/mt5/run267aw_p05_s264_lc_control_repeat_audit_ta_2024.ini,d3697375d2d385d8adf590b68014534e2b178d15b3fc7c929d5a9299b9a9c383,OPV2/s267ax/s264_lc/p05_s264_lc_control_repeat_audit_ta_2024_telemetry.csv,OPV2/s267ax/s264_lc/p05_s264_lc_control_repeat_audit_ta_2024_summary.csv,run267AX_short_common_files_feature_model_telemetry_paths,completed,completed,completed
run267aw_p06_s262_lih_control_repeat_audit_ta_2024,run267AW_p06_s262_lih_control_repeat_audit,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_volatility_atr,,volatility_regime_expansion,validation_control_volatility_audit_v1,validation_control_repeat_audit_v2,validation_control_repeat_audit,Tier A,historical_2024_tier_a_train_era_stress,tier_only_total,mt5_ta_s262_lih_volatility_regime_expans_aw,Tier_B_and_actual_routed_total_blocked_until_true_fallback_manifest_exists,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AX/pool_wide_state_feature_engineering_second_followup_mt5_execution/mt5/short_telemetry_sets/run267aw_p06_s262_lih_control_repeat_audit_ta_2024.set,b46e136ededf217d364e269d9e24a04376c09b84e2364ca221c6bc727d447a3b,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AW/pool_wide_state_feature_engineering_second_followup_materialization/mt5/run267aw_p06_s262_lih_control_repeat_audit_ta_2024.ini,e694adf576a0eba3e488d20f101a8543bc33754126da7574e56afa3067809371,OPV2/s267ax/s262_lih/p06_s262_lih_control_repeat_audit_ta_2024_telemetry.csv,OPV2/s267ax/s262_lih/p06_s262_lih_control_repeat_audit_ta_2024_summary.csv,run267AX_short_common_files_feature_model_telemetry_paths,completed,completed,completed
run267aw_p07_s258_stc_volatility_strict_prune_ta_2024,run267AW_p07_s258_stc_volatility_strict_prune,s258_short_tight_control,s258_stc,stress_challenger,abl_volatility_bandwidth,,volatility_regime_expansion,stress_challenger_volatility_prune_pressure_v2,stress_challenger_volatility_strict_prune_v3,stress_challenger_prune_or_rescue,Tier A,historical_2024_tier_a_train_era_stress,tier_only_total,mt5_ta_s258_stc_volatility_regime_expans_aw,Tier_B_and_actual_routed_total_blocked_until_true_fallback_manifest_exists,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AX/pool_wide_state_feature_engineering_second_followup_mt5_execution/mt5/short_telemetry_sets/run267aw_p07_s258_stc_volatility_strict_prune_ta_2024.set,e2ae41e2651b6922596c82f6f29e6a6cd0d67036e981f834f350f77ed75f4c28,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AW/pool_wide_state_feature_engineering_second_followup_materialization/mt5/run267aw_p07_s258_stc_volatility_strict_prune_ta_2024.ini,f47c3577545f4a085bc80085f2f4e344db8cc68dc65b7224ec74acf268783c3e,OPV2/s267ax/s258_stc/p07_s258_stc_volatility_strict_prune_ta_2024_telemetry.csv,OPV2/s267ax/s258_stc/p07_s258_stc_volatility_strict_prune_ta_2024_summary.csv,run267AX_short_common_files_feature_model_telemetry_paths,completed,completed,completed
run267aw_p08_s258_stc_trend_strict_prune_ta_2024,run267AW_p08_s258_stc_trend_strict_prune,s258_short_tight_control,s258_stc,stress_challenger,rep_trend_strength_adx,,trend_strength_disagreement,stress_challenger_trend_prune_pressure_v2,stress_challenger_trend_strict_prune_v3,stress_challenger_prune_or_rescue,Tier A,historical_2024_tier_a_train_era_stress,tier_only_total,mt5_ta_s258_stc_trend_strength_disagreem_aw,Tier_B_and_actual_routed_total_blocked_until_true_fallback_manifest_exists,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AX/pool_wide_state_feature_engineering_second_followup_mt5_execution/mt5/short_telemetry_sets/run267aw_p08_s258_stc_trend_strict_prune_ta_2024.set,d728feef3bb28a92bf281aa6c175d792f12f30c6bee7a896329b1753f5d1181c,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AW/pool_wide_state_feature_engineering_second_followup_materialization/mt5/run267aw_p08_s258_stc_trend_strict_prune_ta_2024.ini,b664b2681f55ef529d2179149f4364c9a0a3b6eaba3f9d48764b3ba89a1a1a10,OPV2/s267ax/s258_stc/p08_s258_stc_trend_strict_prune_ta_2024_telemetry.csv,OPV2/s267ax/s258_stc/p08_s258_stc_trend_strict_prune_ta_2024_summary.csv,run267AX_short_common_files_feature_model_telemetry_paths,completed,completed,completed
