record_view,tier_scope,split,status,route_role,net_profit,profit_factor,trade_count,expectancy,max_drawdown_amount,max_drawdown_percent,recovery_factor,order_attempt_count,fill_count,reject_count,skip_count,feature_ready_count,model_ok_count,queue_id,candidate_id,candidate_alias,candidate_role,source_test_id,source_queue_id,state_profile,source_followup_profile,second_followup_profile,pressure_group,tier_pair_boundary,model_materialization_type,materialization_boundary
mt5_ta_s264_aih_range_expansion_pressure_aw_historical_2024_tier_a_train_era_stress,Tier A,historical_2024_tier_a_train_era_stress,completed,tier_only_total,822.06,1.59,281,2.93,237.12,15.46,3.47,514,514,0,59283,11651,11651,run267AW_p01_s264_aih_range_volatility_interaction,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,,range_expansion_pressure,core_range_resilience_pressure_v2,core_range_volatility_interaction_v3,core_challenger_second_pressure,Tier_B_and_actual_routed_total_blocked_until_true_fallback_manifest_exists,research_score_table_pool_wide_state_feature_second_followup_pressure_v3,pool_wide_state_feature_engineering_second_followup_pressure_not_retrained_Tier_A_only
mt5_ta_s264_aih_volatility_regime_expans_aw_historical_2024_tier_a_train_era_stress,Tier A,historical_2024_tier_a_train_era_stress,completed,tier_only_total,1153.72,1.74,275,4.2,327.34,16.65,3.52,504,504,0,59283,11651,11651,run267AW_p02_s264_aih_volatility_range_interaction,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,,volatility_regime_expansion,core_volatility_resilience_pressure_v2,core_volatility_range_interaction_v3,core_challenger_second_pressure,Tier_B_and_actual_routed_total_blocked_until_true_fallback_manifest_exists,research_score_table_pool_wide_state_feature_second_followup_pressure_v3,pool_wide_state_feature_engineering_second_followup_pressure_not_retrained_Tier_A_only
mt5_ta_s264_aia_range_expansion_pressure_aw_historical_2024_tier_a_train_era_stress,Tier A,historical_2024_tier_a_train_era_stress,completed,tier_only_total,1037.6,1.64,287,3.62,245.41,14.11,4.23,521,521,0,59283,11651,11651,run267AW_p03_s264_aia_range_dd_watch,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,,range_expansion_pressure,oos_anchor_dd_resilience_pressure_v2,oos_anchor_range_dd_conservative_v3,oos_anchor_adapter_watch_gate,Tier_B_and_actual_routed_total_blocked_until_true_fallback_manifest_exists,research_score_table_pool_wide_state_feature_second_followup_pressure_v3,pool_wide_state_feature_engineering_second_followup_pressure_not_retrained_Tier_A_only
mt5_ta_s264_aia_return_shock_absorption_aw_historical_2024_tier_a_train_era_stress,Tier A,historical_2024_tier_a_train_era_stress,completed,tier_only_total,949.94,1.66,282,3.37,239.02,14.48,3.97,511,511,0,59283,11651,11651,run267AW_p04_s264_aia_shock_range_watch,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,,return_shock_absorption,oos_anchor_shock_resilience_pressure_v2,oos_anchor_shock_range_conservative_v3,oos_anchor_adapter_watch_gate,Tier_B_and_actual_routed_total_blocked_until_true_fallback_manifest_exists,research_score_table_pool_wide_state_feature_second_followup_pressure_v3,pool_wide_state_feature_engineering_second_followup_pressure_not_retrained_Tier_A_only
mt5_ta_s264_lc_volatility_regime_expans_aw_historical_2024_tier_a_train_era_stress,Tier A,historical_2024_tier_a_train_era_stress,completed,tier_only_total,1052.2,1.67,278,3.78,307.78,16.83,3.42,502,502,0,59283,11651,11651,run267AW_p05_s264_lc_control_repeat_audit,s264_lowrank_control,s264_lc,defensive_control,rep_volatility_atr,,volatility_regime_expansion,defensive_control_volatility_audit_v1,defensive_control_repeat_audit_v2,defensive_control_repeat_audit,Tier_B_and_actual_routed_total_blocked_until_true_fallback_manifest_exists,research_score_table_pool_wide_state_feature_second_followup_pressure_v3,pool_wide_state_feature_engineering_second_followup_pressure_not_retrained_Tier_A_only
mt5_ta_s262_lih_volatility_regime_expans_aw_historical_2024_tier_a_train_era_stress,Tier A,historical_2024_tier_a_train_era_stress,completed,tier_only_total,1007.16,1.59,283,3.56,300.32,16.98,3.35,517,517,0,59283,11651,11651,run267AW_p06_s262_lih_control_repeat_audit,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_volatility_atr,,volatility_regime_expansion,validation_control_volatility_audit_v1,validation_control_repeat_audit_v2,validation_control_repeat_audit,Tier_B_and_actual_routed_total_blocked_until_true_fallback_manifest_exists,research_score_table_pool_wide_state_feature_second_followup_pressure_v3,pool_wide_state_feature_engineering_second_followup_pressure_not_retrained_Tier_A_only
mt5_ta_s258_stc_volatility_regime_expans_aw_historical_2024_tier_a_train_era_stress,Tier A,historical_2024_tier_a_train_era_stress,completed,tier_only_total,878.2,1.57,255,3.44,255.85,16.54,3.43,469,469,0,59283,11651,11651,run267AW_p07_s258_stc_volatility_strict_prune,s258_short_tight_control,s258_stc,stress_challenger,abl_volatility_bandwidth,,volatility_regime_expansion,stress_challenger_volatility_prune_pressure_v2,stress_challenger_volatility_strict_prune_v3,stress_challenger_prune_or_rescue,Tier_B_and_actual_routed_total_blocked_until_true_fallback_manifest_exists,research_score_table_pool_wide_state_feature_second_followup_pressure_v3,pool_wide_state_feature_engineering_second_followup_pressure_not_retrained_Tier_A_only
mt5_ta_s258_stc_trend_strength_disagreem_aw_historical_2024_tier_a_train_era_stress,Tier A,historical_2024_tier_a_train_era_stress,completed,tier_only_total,1133.45,1.58,293,3.87,309.91,16.53,3.66,526,526,0,59283,11651,11651,run267AW_p08_s258_stc_trend_strict_prune,s258_short_tight_control,s258_stc,stress_challenger,rep_trend_strength_adx,,trend_strength_disagreement,stress_challenger_trend_prune_pressure_v2,stress_challenger_trend_strict_prune_v3,stress_challenger_prune_or_rescue,Tier_B_and_actual_routed_total_blocked_until_true_fallback_manifest_exists,research_score_table_pool_wide_state_feature_second_followup_pressure_v3,pool_wide_state_feature_engineering_second_followup_pressure_not_retrained_Tier_A_only
