candidate_id,artifact_slug,feature_set_id,model_id,feature_count,rows,first_timestamp,last_timestamp,decision_surface_mapping,decision_threshold,feature_matrix_path,feature_matrix_sha256,onnx_path,onnx_sha256,prediction_path,prediction_sha256,signal_payload_path,signal_rows,common_feature_path,common_model_path
core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,56,2070,2026-04-14T16:35:00+00:00,2026-05-22T23:00:00+00:00,"short_threshold=0,long_threshold=0,min_margin=fixed_train_margin_threshold",0.066774521,stages/330_onnx_rebuild__forward_safe_non_identity_surface_robustness/02_runs/run330E/feature_matrices/c56_bal_raw_forward_features.csv,8323b43b3d7de12b2194552c966623a58aa10e83f8dbbc18bd0b411741ead5ca,stages/329_onnx_rebuild__live_feature_control/02_runs/run329C/onnx/c56_bal.onnx,0685c7be80c7a9871f626201a8641c33903773bec62b8453405c73fe6e511369,stages/330_onnx_rebuild__forward_safe_non_identity_surface_robustness/02_runs/run330B/predictions/c56_bal_raw_forward_score.parquet,59fab1baf2e4b2cb8135358a5aea54b997a14f4507f7cb6748c9eba10c8440e7,stages/330_onnx_rebuild__forward_safe_non_identity_surface_robustness/02_runs/run330B/signal_payloads/c56_bal_raw_forward_signals.csv,442,Project_Obsidian_Prime_v2/stage330/run330E_raw_forward_mt5_runtime_probe/features/c56_bal_raw_forward_features.csv,Project_Obsidian_Prime_v2/stage330/run330E_raw_forward_mt5_runtime_probe/models/c56_bal.onnx
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,56,2070,2026-04-14T16:35:00+00:00,2026-05-22T23:00:00+00:00,"short_threshold=0,long_threshold=0,min_margin=fixed_train_margin_threshold",0.0709693722,stages/330_onnx_rebuild__forward_safe_non_identity_surface_robustness/02_runs/run330E/feature_matrices/c56_plain_raw_forward_features.csv,8323b43b3d7de12b2194552c966623a58aa10e83f8dbbc18bd0b411741ead5ca,stages/329_onnx_rebuild__live_feature_control/02_runs/run329C/onnx/c56_plain.onnx,28d6a644c4c3d8b322093c676c801f867d82568163a502e97457b46d5b530c85,stages/330_onnx_rebuild__forward_safe_non_identity_surface_robustness/02_runs/run330B/predictions/c56_plain_raw_forward_score.parquet,266d789abab71781c18c0e8e99c2434c1c79006b7afe4c4c012dd6346cc9b1ff,stages/330_onnx_rebuild__forward_safe_non_identity_surface_robustness/02_runs/run330B/signal_payloads/c56_plain_raw_forward_signals.csv,486,Project_Obsidian_Prime_v2/stage330/run330E_raw_forward_mt5_runtime_probe/features/c56_plain_raw_forward_features.csv,Project_Obsidian_Prime_v2/stage330/run330E_raw_forward_mt5_runtime_probe/models/c56_plain.onnx
macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,48,5484,2026-04-14T03:05:00+00:00,2026-05-22T23:55:00+00:00,"short_threshold=0,long_threshold=0,min_margin=fixed_train_margin_threshold",0.0660109267,stages/330_onnx_rebuild__forward_safe_non_identity_surface_robustness/02_runs/run330E/feature_matrices/m48_bal_raw_forward_features.csv,d4b34513c015ecbe15420fea48ac4c6da4a413647b34295feecb44fe9eca0e8c,stages/329_onnx_rebuild__live_feature_control/02_runs/run329C/onnx/m48_bal.onnx,2c5f7bf622bb77dbd8001ccf0eb438aaa3547a37270b7867422495efdb100659,stages/330_onnx_rebuild__forward_safe_non_identity_surface_robustness/02_runs/run330B/predictions/m48_bal_raw_forward_score.parquet,882662287e79dacfdfdac134e2553384dea4d82ad8807b5522739e80e163d1b3,stages/330_onnx_rebuild__forward_safe_non_identity_surface_robustness/02_runs/run330B/signal_payloads/m48_bal_raw_forward_signals.csv,2341,Project_Obsidian_Prime_v2/stage330/run330E_raw_forward_mt5_runtime_probe/features/m48_bal_raw_forward_features.csv,Project_Obsidian_Prime_v2/stage330/run330E_raw_forward_mt5_runtime_probe/models/m48_bal.onnx
macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,48,5484,2026-04-14T03:05:00+00:00,2026-05-22T23:55:00+00:00,"short_threshold=0,long_threshold=0,min_margin=fixed_train_margin_threshold",0.0707880876,stages/330_onnx_rebuild__forward_safe_non_identity_surface_robustness/02_runs/run330E/feature_matrices/m48_plain_raw_forward_features.csv,d4b34513c015ecbe15420fea48ac4c6da4a413647b34295feecb44fe9eca0e8c,stages/329_onnx_rebuild__live_feature_control/02_runs/run329C/onnx/m48_plain.onnx,ed80d304d1ce4a3b56b0cbcac8143b3b35b078dca899eee838dedca77846eee9,stages/330_onnx_rebuild__forward_safe_non_identity_surface_robustness/02_runs/run330B/predictions/m48_plain_raw_forward_score.parquet,b852c08b3dbda7a3c365f6735479ee1008b5988d1edfc500141a23fd27925d35,stages/330_onnx_rebuild__forward_safe_non_identity_surface_robustness/02_runs/run330B/signal_payloads/m48_plain_raw_forward_signals.csv,2562,Project_Obsidian_Prime_v2/stage330/run330E_raw_forward_mt5_runtime_probe/features/m48_plain_raw_forward_features.csv,Project_Obsidian_Prime_v2/stage330/run330E_raw_forward_mt5_runtime_probe/models/m48_plain.onnx
us100_technical42_no_external__l2_balanced_c025,u42_bal,us100_technical42_no_external,l2_balanced_c025,42,7649,2026-04-14T01:05:00+00:00,2026-05-23T00:00:00+00:00,"short_threshold=0,long_threshold=0,min_margin=fixed_train_margin_threshold",0.0616029815,stages/330_onnx_rebuild__forward_safe_non_identity_surface_robustness/02_runs/run330E/feature_matrices/u42_bal_raw_forward_features.csv,951dd1d57ecf3599555d5d59d7e16f0269a37a744f3c36b4c47a434dfb4289e1,stages/329_onnx_rebuild__live_feature_control/02_runs/run329C/onnx/u42_bal.onnx,ea676504449e5f1818e93f852bb24227d463b421ede69f4a20fe6b1d0b3425b7,stages/330_onnx_rebuild__forward_safe_non_identity_surface_robustness/02_runs/run330B/predictions/u42_bal_raw_forward_score.parquet,3ffd1908ab0beebcd5c85f411c9b4177227b7c435e7171c7f2961632a3dae865,stages/330_onnx_rebuild__forward_safe_non_identity_surface_robustness/02_runs/run330B/signal_payloads/u42_bal_raw_forward_signals.csv,3099,Project_Obsidian_Prime_v2/stage330/run330E_raw_forward_mt5_runtime_probe/features/u42_bal_raw_forward_features.csv,Project_Obsidian_Prime_v2/stage330/run330E_raw_forward_mt5_runtime_probe/models/u42_bal.onnx
us100_technical42_no_external__l2_plain_c025,u42_plain,us100_technical42_no_external,l2_plain_c025,42,7649,2026-04-14T01:05:00+00:00,2026-05-23T00:00:00+00:00,"short_threshold=0,long_threshold=0,min_margin=fixed_train_margin_threshold",0.0669555691,stages/330_onnx_rebuild__forward_safe_non_identity_surface_robustness/02_runs/run330E/feature_matrices/u42_plain_raw_forward_features.csv,951dd1d57ecf3599555d5d59d7e16f0269a37a744f3c36b4c47a434dfb4289e1,stages/329_onnx_rebuild__live_feature_control/02_runs/run329C/onnx/u42_plain.onnx,f6e1232824dfe499551e21e1a571e0abbb9ca96442752987cb9f0d8107330cc8,stages/330_onnx_rebuild__forward_safe_non_identity_surface_robustness/02_runs/run330B/predictions/u42_plain_raw_forward_score.parquet,e45d8156b14874bcd656d25a38c14020d71b3e51ce2663540c444237d5ea3162,stages/330_onnx_rebuild__forward_safe_non_identity_surface_robustness/02_runs/run330B/signal_payloads/u42_plain_raw_forward_signals.csv,3291,Project_Obsidian_Prime_v2/stage330/run330E_raw_forward_mt5_runtime_probe/features/u42_plain_raw_forward_features.csv,Project_Obsidian_Prime_v2/stage330/run330E_raw_forward_mt5_runtime_probe/models/u42_plain.onnx
