attempt_name,candidate_id,artifact_slug,feature_set_id,model_id,session_days,rows_evaluated,signal_count,order_attempt_count,order_fill_count,trade_count,trades_per_day,net_profit,profit_factor,expectancy,recovery_factor,equity_dd_amount,equity_dd_percent,long_trade_count,short_trade_count,long_win_rate_percent,short_win_rate_percent,recomputed_net_profit,recomputed_profit_factor,recomputed_max_drawdown,net_recompute_delta,max_underwater_trade_count,max_underwater_start,max_underwater_end,claim_boundary
m48_breadth_soft_veto_replay,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,29,5484,473,142,142,75,2.586207,190.33,2.11,2.54,3.46,54.96,7.94,56,19,67.86,57.89,190.33,2.11226,37.07,0.0,13,2026-04-20 17:35:00,2026-04-24 17:50:00,research_development_only_signal_payload_mt5_forensics_no_threshold_retuning_no_lot_optimization_identity_bridge_not_candidate_onnx_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
