run_id,parent_run_id,attempt_name,candidate_id,artifact_slug,feature_set_id,model_id,trade_index,direction,open_time,close_time,hold_bars,volume,open_price,close_price,net_profit,gross_profit,commission,swap,mfe_points,mae_points,realized_over_mfe_points,session_slice,hour,month,volatility_regime,adx_bucket,trend_regime,vix_regime,vix_change_regime,usd_regime,usd_change_regime,rate_regime,rate_change_regime,spread_regime,spread_points_median_in_trade,db_source
run333F_signal_replay_mt5_forensics_and_packaging_boundary_v1,run333E_runtime_probe_queue_or_failure_memory_from_screen_v1,m48_breadth_soft_veto_replay,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,1,buy,2026-04-14 16:55:00,2026-04-14 18:05:00,14.0,0.1,25608.85,25649.5,4.07,4.07,0.0,0.0,77.65,29.35,0.052415,feature_missing,16,2026-04,vol_missing,adx_missing,trend_missing,vix_missing,vix_change_missing,usdx_missing,usdx_change_missing,us10yr_missing,us10yr_change_missing,spread_low,60.0,not_applicable_no_db_decision_surface
run333F_signal_replay_mt5_forensics_and_packaging_boundary_v1,run333E_runtime_probe_queue_or_failure_memory_from_screen_v1,m48_breadth_soft_veto_replay,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,2,buy,2026-04-15 16:35:00,2026-04-15 17:35:00,12.0,0.1,25888.3,26004.95,11.67,11.67,0.0,0.0,133.15,35.35,0.087646,feature_missing,16,2026-04,vol_missing,adx_missing,trend_missing,vix_missing,vix_change_missing,usdx_missing,usdx_change_missing,us10yr_missing,us10yr_change_missing,spread_low,60.0,not_applicable_no_db_decision_surface
run333F_signal_replay_mt5_forensics_and_packaging_boundary_v1,run333E_runtime_probe_queue_or_failure_memory_from_screen_v1,m48_breadth_soft_veto_replay,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,3,buy,2026-04-16 16:40:00,2026-04-16 17:40:00,12.0,0.1,26234.5,26243.15,0.87,0.87,0.0,0.0,41.4,87.6,0.021014,feature_missing,16,2026-04,vol_missing,adx_missing,trend_missing,vix_missing,vix_change_missing,usdx_missing,usdx_change_missing,us10yr_missing,us10yr_change_missing,spread_low,60.0,not_applicable_no_db_decision_surface
run333F_signal_replay_mt5_forensics_and_packaging_boundary_v1,run333E_runtime_probe_queue_or_failure_memory_from_screen_v1,m48_breadth_soft_veto_replay,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,4,buy,2026-04-17 16:45:00,2026-04-17 17:45:00,12.0,0.1,26577.2,26703.1,12.59,12.59,0.0,0.0,131.65,73.35,0.095632,feature_missing,16,2026-04,vol_missing,adx_missing,trend_missing,vix_missing,vix_change_missing,usdx_missing,usdx_change_missing,us10yr_missing,us10yr_change_missing,spread_low,60.0,not_applicable_no_db_decision_surface
run333F_signal_replay_mt5_forensics_and_packaging_boundary_v1,run333E_runtime_probe_queue_or_failure_memory_from_screen_v1,m48_breadth_soft_veto_replay,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,5,buy,2026-04-20 16:35:00,2026-04-20 17:35:00,12.0,0.1,26689.5,26606.4,-8.31,-8.31,0.0,0.0,4.65,100.85,-1.787097,feature_missing,16,2026-04,vol_missing,adx_missing,trend_missing,vix_missing,vix_change_missing,usdx_missing,usdx_change_missing,us10yr_missing,us10yr_change_missing,spread_low,60.0,not_applicable_no_db_decision_surface
run333F_signal_replay_mt5_forensics_and_packaging_boundary_v1,run333E_runtime_probe_queue_or_failure_memory_from_screen_v1,m48_breadth_soft_veto_replay,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,6,buy,2026-04-20 17:45:00,2026-04-20 18:45:00,12.0,0.1,26574.75,26533.9,-4.09,-4.09,0.0,0.0,24.15,129.6,-0.169358,feature_missing,17,2026-04,vol_missing,adx_missing,trend_missing,vix_missing,vix_change_missing,usdx_missing,usdx_change_missing,us10yr_missing,us10yr_change_missing,spread_low,60.0,not_applicable_no_db_decision_surface
run333F_signal_replay_mt5_forensics_and_packaging_boundary_v1,run333E_runtime_probe_queue_or_failure_memory_from_screen_v1,m48_breadth_soft_veto_replay,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,7,buy,2026-04-20 18:50:00,2026-04-20 19:55:00,13.0,0.1,26532.5,26563.9,3.14,3.14,0.0,0.0,43.65,20.85,0.071936,feature_missing,18,2026-04,vol_missing,adx_missing,trend_missing,vix_missing,vix_change_missing,usdx_missing,usdx_change_missing,us10yr_missing,us10yr_change_missing,spread_low,60.0,not_applicable_no_db_decision_surface
run333F_signal_replay_mt5_forensics_and_packaging_boundary_v1,run333E_runtime_probe_queue_or_failure_memory_from_screen_v1,m48_breadth_soft_veto_replay,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,8,sell,2026-04-21 16:35:00,2026-04-21 16:55:00,4.0,0.1,26639.3,26676.15,-3.69,-3.69,0.0,0.0,32.25,44.0,-0.114419,feature_missing,16,2026-04,vol_missing,adx_missing,trend_missing,vix_missing,vix_change_missing,usdx_missing,usdx_change_missing,us10yr_missing,us10yr_change_missing,spread_low,60.0,not_applicable_no_db_decision_surface
run333F_signal_replay_mt5_forensics_and_packaging_boundary_v1,run333E_runtime_probe_queue_or_failure_memory_from_screen_v1,m48_breadth_soft_veto_replay,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,9,buy,2026-04-21 16:55:00,2026-04-21 17:55:00,12.0,0.1,26676.15,26674.3,-0.19,-0.19,0.0,0.0,88.65,20.1,-0.002143,feature_missing,16,2026-04,vol_missing,adx_missing,trend_missing,vix_missing,vix_change_missing,usdx_missing,usdx_change_missing,us10yr_missing,us10yr_change_missing,spread_low,60.0,not_applicable_no_db_decision_surface
run333F_signal_replay_mt5_forensics_and_packaging_boundary_v1,run333E_runtime_probe_queue_or_failure_memory_from_screen_v1,m48_breadth_soft_veto_replay,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,10,buy,2026-04-21 19:40:00,2026-04-21 20:45:00,13.0,0.1,26593.65,26606.05,1.24,1.24,0.0,0.0,49.9,113.1,0.02485,feature_missing,19,2026-04,vol_missing,adx_missing,trend_missing,vix_missing,vix_change_missing,usdx_missing,usdx_change_missing,us10yr_missing,us10yr_change_missing,spread_low,60.0,not_applicable_no_db_decision_surface
run333F_signal_replay_mt5_forensics_and_packaging_boundary_v1,run333E_runtime_probe_queue_or_failure_memory_from_screen_v1,m48_breadth_soft_veto_replay,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,11,buy,2026-04-21 20:50:00,2026-04-21 22:00:00,14.0,0.1,26592.15,26603.8,1.17,1.17,0.0,0.0,32.9,52.1,0.035562,feature_missing,20,2026-04,vol_missing,adx_missing,trend_missing,vix_missing,vix_change_missing,usdx_missing,usdx_change_missing,us10yr_missing,us10yr_change_missing,spread_low,60.0,not_applicable_no_db_decision_surface
run333F_signal_replay_mt5_forensics_and_packaging_boundary_v1,run333E_runtime_probe_queue_or_failure_memory_from_screen_v1,m48_breadth_soft_veto_replay,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,12,sell,2026-04-21 22:45:00,2026-04-22 01:01:00,27.2,0.1,26453.45,26631.3,-17.61,-17.79,0.0,0.18,3.75,219.75,-4.696,feature_missing,22,2026-04,vol_missing,adx_missing,trend_missing,vix_missing,vix_change_missing,usdx_missing,usdx_change_missing,us10yr_missing,us10yr_change_missing,spread_low,60.0,not_applicable_no_db_decision_surface
run333F_signal_replay_mt5_forensics_and_packaging_boundary_v1,run333E_runtime_probe_queue_or_failure_memory_from_screen_v1,m48_breadth_soft_veto_replay,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,13,buy,2026-04-22 16:40:00,2026-04-22 17:40:00,12.0,0.1,26717.3,26878.2,16.09,16.09,0.0,0.0,167.15,22.6,0.096261,feature_missing,16,2026-04,vol_missing,adx_missing,trend_missing,vix_missing,vix_change_missing,usdx_missing,usdx_change_missing,us10yr_missing,us10yr_change_missing,spread_low,60.0,not_applicable_no_db_decision_surface
run333F_signal_replay_mt5_forensics_and_packaging_boundary_v1,run333E_runtime_probe_queue_or_failure_memory_from_screen_v1,m48_breadth_soft_veto_replay,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,14,sell,2026-04-23 20:20:00,2026-04-23 21:00:00,8.0,0.1,26760.1,26756.95,0.32,0.32,0.0,0.0,201.5,66.75,0.001588,feature_missing,20,2026-04,vol_missing,adx_missing,trend_missing,vix_missing,vix_change_missing,usdx_missing,usdx_change_missing,us10yr_missing,us10yr_change_missing,spread_low,60.0,not_applicable_no_db_decision_surface
