run_id,parent_run_id,attempt_name,candidate_id,artifact_slug,feature_set_id,model_id,trade_index,direction,open_time,close_time,hold_bars,volume,open_price,close_price,net_profit,gross_profit,commission,swap,mfe_points,mae_points,realized_over_mfe_points,session_slice,hour,month,volatility_regime,adx_bucket,trend_regime,vix_regime,vix_change_regime,usd_regime,usd_change_regime,rate_regime,rate_change_regime,spread_regime,spread_points_median_in_trade,db_source
run333F_signal_replay_mt5_forensics_and_packaging_boundary_v1,run333E_runtime_probe_queue_or_failure_memory_from_screen_v1,m48_breadth_soft_veto_replay,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,15,buy,2026-04-23 21:00:00,2026-04-23 22:00:00,12.0,0.1,26756.95,26737.35,-1.96,-1.96,0.0,0.0,101.9,37.35,-0.019235,feature_missing,21,2026-04,vol_missing,adx_missing,trend_missing,vix_missing,vix_change_missing,usdx_missing,usdx_change_missing,us10yr_missing,us10yr_change_missing,spread_low,60.0,not_applicable_no_db_decision_surface
run333F_signal_replay_mt5_forensics_and_packaging_boundary_v1,run333E_runtime_probe_queue_or_failure_memory_from_screen_v1,m48_breadth_soft_veto_replay,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,16,buy,2026-04-23 22:10:00,2026-04-23 23:10:00,12.0,0.1,26768.2,26841.35,7.32,7.32,0.0,0.0,98.65,50.5,0.074202,feature_missing,22,2026-04,vol_missing,adx_missing,trend_missing,vix_missing,vix_change_missing,usdx_missing,usdx_change_missing,us10yr_missing,us10yr_change_missing,spread_low,60.0,not_applicable_no_db_decision_surface
run333F_signal_replay_mt5_forensics_and_packaging_boundary_v1,run333E_runtime_probe_queue_or_failure_memory_from_screen_v1,m48_breadth_soft_veto_replay,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,17,buy,2026-04-24 16:50:00,2026-04-24 17:50:00,12.0,0.1,27120.75,27141.15,2.04,2.04,0.0,0.0,38.9,110.6,0.052442,feature_missing,16,2026-04,vol_missing,adx_missing,trend_missing,vix_missing,vix_change_missing,usdx_missing,usdx_change_missing,us10yr_missing,us10yr_change_missing,spread_low,60.0,not_applicable_no_db_decision_surface
run333F_signal_replay_mt5_forensics_and_packaging_boundary_v1,run333E_runtime_probe_queue_or_failure_memory_from_screen_v1,m48_breadth_soft_veto_replay,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,18,buy,2026-04-24 17:55:00,2026-04-24 18:55:00,12.0,0.1,27144.25,27273.65,12.94,12.94,0.0,0.0,153.15,1.35,0.084492,feature_missing,17,2026-04,vol_missing,adx_missing,trend_missing,vix_missing,vix_change_missing,usdx_missing,usdx_change_missing,us10yr_missing,us10yr_change_missing,spread_low,60.0,not_applicable_no_db_decision_surface
run333F_signal_replay_mt5_forensics_and_packaging_boundary_v1,run333E_runtime_probe_queue_or_failure_memory_from_screen_v1,m48_breadth_soft_veto_replay,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,19,buy,2026-04-27 17:00:00,2026-04-27 18:00:00,12.0,0.1,27288.8,27253.95,-3.49,-3.49,0.0,0.0,7.15,81.1,-0.488112,feature_missing,17,2026-04,vol_missing,adx_missing,trend_missing,vix_missing,vix_change_missing,usdx_missing,usdx_change_missing,us10yr_missing,us10yr_change_missing,spread_low,60.0,not_applicable_no_db_decision_surface
run333F_signal_replay_mt5_forensics_and_packaging_boundary_v1,run333E_runtime_probe_queue_or_failure_memory_from_screen_v1,m48_breadth_soft_veto_replay,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,20,buy,2026-04-28 16:35:00,2026-04-28 17:35:00,12.0,0.1,27029.3,27032.7,0.34,0.34,0.0,0.0,110.15,3.85,0.003087,feature_missing,16,2026-04,vol_missing,adx_missing,trend_missing,vix_missing,vix_change_missing,usdx_missing,usdx_change_missing,us10yr_missing,us10yr_change_missing,spread_low,60.0,not_applicable_no_db_decision_surface
run333F_signal_replay_mt5_forensics_and_packaging_boundary_v1,run333E_runtime_probe_queue_or_failure_memory_from_screen_v1,m48_breadth_soft_veto_replay,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,21,sell,2026-04-28 18:50:00,2026-04-28 19:50:00,12.0,0.1,26911.7,26946.3,-3.46,-3.46,0.0,0.0,4.5,63.0,-0.768889,feature_missing,18,2026-04,vol_missing,adx_missing,trend_missing,vix_missing,vix_change_missing,usdx_missing,usdx_change_missing,us10yr_missing,us10yr_change_missing,spread_low,60.0,not_applicable_no_db_decision_surface
run333F_signal_replay_mt5_forensics_and_packaging_boundary_v1,run333E_runtime_probe_queue_or_failure_memory_from_screen_v1,m48_breadth_soft_veto_replay,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,22,sell,2026-04-29 16:35:00,2026-04-29 17:35:00,12.0,0.1,27037.45,27176.05,-13.86,-13.86,0.0,0.0,23.25,141.25,-0.596129,feature_missing,16,2026-04,vol_missing,adx_missing,trend_missing,vix_missing,vix_change_missing,usdx_missing,usdx_change_missing,us10yr_missing,us10yr_change_missing,spread_low,60.0,not_applicable_no_db_decision_surface
run333F_signal_replay_mt5_forensics_and_packaging_boundary_v1,run333E_runtime_probe_queue_or_failure_memory_from_screen_v1,m48_breadth_soft_veto_replay,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,23,sell,2026-04-30 16:35:00,2026-04-30 17:25:00,10.0,0.1,27236.95,27133.8,10.32,10.32,0.0,0.0,182.0,27.25,0.056703,feature_missing,16,2026-04,vol_missing,adx_missing,trend_missing,vix_missing,vix_change_missing,usdx_missing,usdx_change_missing,us10yr_missing,us10yr_change_missing,spread_low,60.0,not_applicable_no_db_decision_surface
run333F_signal_replay_mt5_forensics_and_packaging_boundary_v1,run333E_runtime_probe_queue_or_failure_memory_from_screen_v1,m48_breadth_soft_veto_replay,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,24,buy,2026-04-30 17:25:00,2026-04-30 18:25:00,12.0,0.1,27133.8,27289.7,15.59,15.59,0.0,0.0,172.65,70.6,0.090298,feature_missing,17,2026-04,vol_missing,adx_missing,trend_missing,vix_missing,vix_change_missing,usdx_missing,usdx_change_missing,us10yr_missing,us10yr_change_missing,spread_low,60.0,not_applicable_no_db_decision_surface
run333F_signal_replay_mt5_forensics_and_packaging_boundary_v1,run333E_runtime_probe_queue_or_failure_memory_from_screen_v1,m48_breadth_soft_veto_replay,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,25,buy,2026-04-30 18:30:00,2026-04-30 19:35:00,13.0,0.1,27297.3,27306.7,0.94,0.94,0.0,0.0,29.4,73.85,0.031973,feature_missing,18,2026-04,vol_missing,adx_missing,trend_missing,vix_missing,vix_change_missing,usdx_missing,usdx_change_missing,us10yr_missing,us10yr_change_missing,spread_low,60.0,not_applicable_no_db_decision_surface
run333F_signal_replay_mt5_forensics_and_packaging_boundary_v1,run333E_runtime_probe_queue_or_failure_memory_from_screen_v1,m48_breadth_soft_veto_replay,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,26,buy,2026-04-30 19:45:00,2026-04-30 20:45:00,12.0,0.1,27287.55,27389.2,10.17,10.17,0.0,0.0,108.65,47.35,0.093603,feature_missing,19,2026-04,vol_missing,adx_missing,trend_missing,vix_missing,vix_change_missing,usdx_missing,usdx_change_missing,us10yr_missing,us10yr_change_missing,spread_low,60.0,not_applicable_no_db_decision_surface
run333F_signal_replay_mt5_forensics_and_packaging_boundary_v1,run333E_runtime_probe_queue_or_failure_memory_from_screen_v1,m48_breadth_soft_veto_replay,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,27,buy,2026-05-01 16:35:00,2026-05-01 17:35:00,12.0,0.1,27630.1,27705.25,7.52,7.52,0.0,0.0,169.15,13.85,0.044458,feature_missing,16,2026-05,vol_missing,adx_missing,trend_missing,vix_missing,vix_change_missing,usdx_missing,usdx_change_missing,us10yr_missing,us10yr_change_missing,spread_low,60.0,not_applicable_no_db_decision_surface
run333F_signal_replay_mt5_forensics_and_packaging_boundary_v1,run333E_runtime_probe_queue_or_failure_memory_from_screen_v1,m48_breadth_soft_veto_replay,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,28,buy,2026-05-04 16:35:00,2026-05-04 17:35:00,12.0,0.1,27729.55,27792.45,6.29,6.29,0.0,0.0,84.4,19.6,0.074526,feature_missing,16,2026-05,vol_missing,adx_missing,trend_missing,vix_missing,vix_change_missing,usdx_missing,usdx_change_missing,us10yr_missing,us10yr_change_missing,spread_low,60.0,not_applicable_no_db_decision_surface
run333F_signal_replay_mt5_forensics_and_packaging_boundary_v1,run333E_runtime_probe_queue_or_failure_memory_from_screen_v1,m48_breadth_soft_veto_replay,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,29,sell,2026-05-04 18:20:00,2026-05-04 19:20:00,12.0,0.1,27683.95,27613.8,7.02,7.02,0.0,0.0,167.65,8.0,0.041873,feature_missing,18,2026-05,vol_missing,adx_missing,trend_missing,vix_missing,vix_change_missing,usdx_missing,usdx_change_missing,us10yr_missing,us10yr_change_missing,spread_low,60.0,not_applicable_no_db_decision_surface
run333F_signal_replay_mt5_forensics_and_packaging_boundary_v1,run333E_runtime_probe_queue_or_failure_memory_from_screen_v1,m48_breadth_soft_veto_replay,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,30,buy,2026-05-04 20:20:00,2026-05-04 21:25:00,13.0,0.1,27688.9,27664.2,-2.47,-2.47,0.0,0.0,30.55,36.7,-0.080851,feature_missing,20,2026-05,vol_missing,adx_missing,trend_missing,vix_missing,vix_change_missing,usdx_missing,usdx_change_missing,us10yr_missing,us10yr_change_missing,spread_low,60.0,not_applicable_no_db_decision_surface
run333F_signal_replay_mt5_forensics_and_packaging_boundary_v1,run333E_runtime_probe_queue_or_failure_memory_from_screen_v1,m48_breadth_soft_veto_replay,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,31,buy,2026-05-05 16:35:00,2026-05-05 17:35:00,12.0,0.1,27927.45,28028.1,10.07,10.07,0.0,0.0,108.15,5.6,0.093111,feature_missing,16,2026-05,vol_missing,adx_missing,trend_missing,vix_missing,vix_change_missing,usdx_missing,usdx_change_missing,us10yr_missing,us10yr_change_missing,spread_low,60.0,not_applicable_no_db_decision_surface
run333F_signal_replay_mt5_forensics_and_packaging_boundary_v1,run333E_runtime_probe_queue_or_failure_memory_from_screen_v1,m48_breadth_soft_veto_replay,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,32,buy,2026-05-06 16:35:00,2026-05-06 17:35:00,12.0,0.1,28350.05,28390.35,4.03,4.03,0.0,0.0,60.4,60.35,0.066722,feature_missing,16,2026-05,vol_missing,adx_missing,trend_missing,vix_missing,vix_change_missing,usdx_missing,usdx_change_missing,us10yr_missing,us10yr_change_missing,spread_low,60.0,not_applicable_no_db_decision_surface
run333F_signal_replay_mt5_forensics_and_packaging_boundary_v1,run333E_runtime_probe_queue_or_failure_memory_from_screen_v1,m48_breadth_soft_veto_replay,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,33,buy,2026-05-06 17:40:00,2026-05-06 18:40:00,12.0,0.1,28405.55,28458.45,5.29,5.29,0.0,0.0,85.15,2.35,0.062126,feature_missing,17,2026-05,vol_missing,adx_missing,trend_missing,vix_missing,vix_change_missing,usdx_missing,usdx_change_missing,us10yr_missing,us10yr_change_missing,spread_low,60.0,not_applicable_no_db_decision_surface
run333F_signal_replay_mt5_forensics_and_packaging_boundary_v1,run333E_runtime_probe_queue_or_failure_memory_from_screen_v1,m48_breadth_soft_veto_replay,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,34,buy,2026-05-07 16:50:00,2026-05-07 17:50:00,12.0,0.1,28639.35,28790.0,15.07,15.07,0.0,0.0,186.65,6.6,0.080739,feature_missing,16,2026-05,vol_missing,adx_missing,trend_missing,vix_missing,vix_change_missing,usdx_missing,usdx_change_missing,us10yr_missing,us10yr_change_missing,spread_low,60.0,not_applicable_no_db_decision_surface
run333F_signal_replay_mt5_forensics_and_packaging_boundary_v1,run333E_runtime_probe_queue_or_failure_memory_from_screen_v1,m48_breadth_soft_veto_replay,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,35,buy,2026-05-07 21:00:00,2026-05-07 22:00:00,12.0,0.1,28604.35,28551.75,-5.26,-5.26,0.0,0.0,19.65,114.6,-0.267684,feature_missing,21,2026-05,vol_missing,adx_missing,trend_missing,vix_missing,vix_change_missing,usdx_missing,usdx_change_missing,us10yr_missing,us10yr_change_missing,spread_low,60.0,not_applicable_no_db_decision_surface
run333F_signal_replay_mt5_forensics_and_packaging_boundary_v1,run333E_runtime_probe_queue_or_failure_memory_from_screen_v1,m48_breadth_soft_veto_replay,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,36,buy,2026-05-08 16:35:00,2026-05-08 17:35:00,12.0,0.1,28871.25,29023.9,15.27,15.27,0.0,0.0,199.9,21.85,0.076388,feature_missing,16,2026-05,vol_missing,adx_missing,trend_missing,vix_missing,vix_change_missing,usdx_missing,usdx_change_missing,us10yr_missing,us10yr_change_missing,spread_low,60.0,not_applicable_no_db_decision_surface
run333F_signal_replay_mt5_forensics_and_packaging_boundary_v1,run333E_runtime_probe_queue_or_failure_memory_from_screen_v1,m48_breadth_soft_veto_replay,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,37,buy,2026-05-11 16:35:00,2026-05-11 17:35:00,12.0,0.1,29339.05,29226.85,-11.22,-11.22,0.0,0.0,0.0,180.1,,feature_missing,16,2026-05,vol_missing,adx_missing,trend_missing,vix_missing,vix_change_missing,usdx_missing,usdx_change_missing,us10yr_missing,us10yr_change_missing,spread_low,60.0,not_applicable_no_db_decision_surface
run333F_signal_replay_mt5_forensics_and_packaging_boundary_v1,run333E_runtime_probe_queue_or_failure_memory_from_screen_v1,m48_breadth_soft_veto_replay,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,38,buy,2026-05-11 17:40:00,2026-05-11 18:40:00,12.0,0.1,29268.8,29335.95,6.72,6.72,0.0,0.0,82.65,11.6,0.081307,feature_missing,17,2026-05,vol_missing,adx_missing,trend_missing,vix_missing,vix_change_missing,usdx_missing,usdx_change_missing,us10yr_missing,us10yr_change_missing,spread_low,60.0,not_applicable_no_db_decision_surface
run333F_signal_replay_mt5_forensics_and_packaging_boundary_v1,run333E_runtime_probe_queue_or_failure_memory_from_screen_v1,m48_breadth_soft_veto_replay,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,39,sell,2026-05-12 17:00:00,2026-05-12 18:00:00,12.0,0.1,29044.7,28930.8,11.39,11.39,0.0,0.0,128.25,98.0,0.088811,feature_missing,17,2026-05,vol_missing,adx_missing,trend_missing,vix_missing,vix_change_missing,usdx_missing,usdx_change_missing,us10yr_missing,us10yr_change_missing,spread_low,60.0,not_applicable_no_db_decision_surface
run333F_signal_replay_mt5_forensics_and_packaging_boundary_v1,run333E_runtime_probe_queue_or_failure_memory_from_screen_v1,m48_breadth_soft_veto_replay,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,40,sell,2026-05-12 18:20:00,2026-05-12 19:15:00,11.0,0.1,28854.35,28825.4,2.9,2.9,0.0,0.0,127.15,9.25,0.022808,feature_missing,18,2026-05,vol_missing,adx_missing,trend_missing,vix_missing,vix_change_missing,usdx_missing,usdx_change_missing,us10yr_missing,us10yr_change_missing,spread_low,60.0,not_applicable_no_db_decision_surface
run333F_signal_replay_mt5_forensics_and_packaging_boundary_v1,run333E_runtime_probe_queue_or_failure_memory_from_screen_v1,m48_breadth_soft_veto_replay,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,41,buy,2026-05-12 19:15:00,2026-05-12 20:20:00,13.0,0.1,28825.4,28786.7,-3.87,-3.87,0.0,0.0,2.2,166.95,-1.759091,feature_missing,19,2026-05,vol_missing,adx_missing,trend_missing,vix_missing,vix_change_missing,usdx_missing,usdx_change_missing,us10yr_missing,us10yr_change_missing,spread_low,60.0,not_applicable_no_db_decision_surface
run333F_signal_replay_mt5_forensics_and_packaging_boundary_v1,run333E_runtime_probe_queue_or_failure_memory_from_screen_v1,m48_breadth_soft_veto_replay,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,42,buy,2026-05-12 20:25:00,2026-05-12 21:45:00,16.0,0.1,28821.55,28892.2,7.07,7.07,0.0,0.0,98.9,43.6,0.071486,feature_missing,20,2026-05,vol_missing,adx_missing,trend_missing,vix_missing,vix_change_missing,usdx_missing,usdx_change_missing,us10yr_missing,us10yr_change_missing,spread_low,60.0,not_applicable_no_db_decision_surface
