trade_index,signal_time,next_bar_proxy_entry_time,mt5_open_time,entry_diff_minutes_mt5_minus_proxy,proxy_pnl_contract,runtime_net_profit,runtime_minus_proxy,proxy_exit_offset_bars,runtime_hold_minutes
177,2025-07-15 21:40:00,2025-07-15 21:45:00,2025-07-15 21:40:00,-5.0,2.199999561734594,2.61,0.4100004382654059,3,12.333333333333334
178,2025-07-16 17:05:00,2025-07-16 17:10:00,2025-07-16 17:05:00,-5.0,-1.5258061476546378,-1.61,-0.08419385234536225,1,5.316666666666666
179,2025-07-16 17:40:00,2025-07-16 17:45:00,2025-07-16 17:40:00,-5.0,-1.5258061476546378,-1.73,-0.20419385234536214,1,8.166666666666666
180,2025-07-16 21:05:00,2025-07-16 21:10:00,2025-07-16 21:05:00,-5.0,-1.5258061476546378,-1.63,-0.10419385234536205,4,27.0
181,2025-07-17 17:10:00,2025-07-17 17:15:00,2025-07-17 17:10:00,-5.0,2.199999561734594,2.67,0.47000043826540594,2,8.116666666666667
182,2025-07-17 19:40:00,2025-07-17 19:45:00,2025-07-17 19:40:00,-5.0,-1.5258061476546378,-1.61,-0.08419385234536225,15,75.4
183,2025-07-18 17:40:00,2025-07-18 17:45:00,2025-07-18 17:40:00,-5.0,2.199999561734594,-1.62,-3.819999561734594,4,4.066666666666666
184,2025-07-18 19:05:00,2025-07-18 19:10:00,2025-07-18 19:05:00,-5.0,2.199999561734594,2.78,0.5800004382654058,4,16.266666666666666
185,2025-07-18 20:50:00,2025-07-18 20:55:00,2025-07-18 20:50:00,-5.0,-1.5258061476546378,-1.61,-0.08419385234536225,2,40.06666666666667
186,2025-07-18 22:00:00,2025-07-18 22:05:00,2025-07-18 22:00:00,-5.0,-1.5258061476546378,-1.65,-0.12419385234536207,3,16.216666666666665
187,2025-07-21 17:50:00,2025-07-21 17:55:00,2025-07-21 17:50:00,-5.0,2.199999561734594,2.61,0.4100004382654059,17,79.6
188,2025-07-22 16:45:00,2025-07-22 16:50:00,2025-07-22 16:45:00,-5.0,2.199999561734594,2.66,0.46000043826540615,1,1.0
189,2025-07-22 17:20:00,2025-07-22 17:25:00,2025-07-22 17:20:00,-5.0,-1.5258061476546378,-1.61,-0.08419385234536225,2,10.816666666666666
190,2025-07-22 20:20:00,2025-07-22 20:25:00,2025-07-22 20:20:00,-5.0,-1.5258061476546378,-1.61,-0.08419385234536225,1,5.416666666666667
191,2025-07-22 21:25:00,2025-07-22 21:30:00,2025-07-22 21:25:00,-5.0,-1.5258061476546378,-1.62,-0.09419385234536226,1,8.683333333333334
192,2025-07-23 17:05:00,2025-07-23 17:10:00,2025-07-23 17:05:00,-5.0,-1.5258061476546378,-1.61,-0.08419385234536225,2,1.1333333333333333
193,2025-07-23 18:20:00,2025-07-23 18:25:00,2025-07-23 18:20:00,-5.0,-1.5258061476546378,-1.62,-0.09419385234536226,6,10.033333333333333
194,2025-07-23 20:00:00,2025-07-23 20:05:00,2025-07-23 20:00:00,-5.0,-1.5258061476546378,-1.62,-0.09419385234536226,8,34.516666666666666
195,2025-07-24 17:05:00,2025-07-24 17:10:00,2025-07-24 17:05:00,-5.0,2.199999561734594,-1.61,-3.8099995617345943,1,1.1333333333333333
196,2025-07-24 17:45:00,2025-07-24 17:50:00,2025-07-24 17:45:00,-5.0,-1.5258061476546378,-1.83,-0.3041938523453622,2,5.233333333333333
197,2025-07-24 18:50:00,2025-07-24 18:55:00,2025-07-24 18:50:00,-5.0,2.199999561734594,2.64,0.44000043826540614,2,15.633333333333333
198,2025-07-24 19:45:00,2025-07-24 19:50:00,2025-07-24 19:45:00,-5.0,-1.5258061476546378,-1.61,-0.08419385234536225,3,19.383333333333333
199,2025-07-24 20:55:00,2025-07-24 21:00:00,2025-07-24 20:55:00,-5.0,-1.5258061476546378,-1.63,-0.10419385234536205,2,15.216666666666667
200,2025-07-24 21:50:00,2025-07-24 21:55:00,2025-07-24 21:50:00,-5.0,-1.5258061476546378,-1.61,-0.08419385234536225,2,25.916666666666668
201,2025-07-25 17:05:00,2025-07-25 17:10:00,2025-07-25 17:05:00,-5.0,-1.5258061476546378,-1.62,-0.09419385234536226,5,2.0
202,2025-07-25 18:50:00,2025-07-25 18:55:00,2025-07-25 18:50:00,-5.0,-1.5258061476546378,-1.73,-0.20419385234536214,4,18.05
203,2025-07-28 17:05:00,2025-07-28 17:10:00,2025-07-28 17:05:00,-5.0,2.199999561734594,-1.61,-3.8099995617345943,3,3.5166666666666666
204,2025-07-28 18:10:00,2025-07-28 18:15:00,2025-07-28 18:10:00,-5.0,2.199999561734594,2.88,0.6800004382654059,1,9.25
205,2025-07-28 19:05:00,2025-07-28 19:10:00,2025-07-28 19:05:00,-5.0,-1.5258061476546378,-1.67,-0.14419385234536208,2,15.566666666666666
206,2025-07-28 21:00:00,2025-07-28 21:05:00,2025-07-28 21:00:00,-5.0,-0.21733866638103855,-1.61,-1.3926613336189615,18,113.23333333333333
207,2025-07-29 18:05:00,2025-07-29 18:10:00,2025-07-29 18:05:00,-5.0,-1.5258061476546378,2.61,4.1358061476546375,1,18.05
208,2025-07-29 18:40:00,2025-07-29 18:45:00,2025-07-29 18:40:00,-5.0,-1.5258061476546378,2.62,4.145806147654638,1,2.55
209,2025-07-29 19:15:00,2025-07-29 19:20:00,2025-07-29 19:15:00,-5.0,2.199999561734594,2.61,0.4100004382654059,4,23.916666666666668
210,2025-07-29 20:45:00,2025-07-29 20:50:00,2025-07-29 20:45:00,-5.0,-1.5258061476546378,-1.62,-0.09419385234536226,2,10.783333333333333
211,2025-07-29 21:50:00,2025-07-29 21:55:00,2025-07-29 21:50:00,-5.0,2.199999561734594,2.62,0.4200004382654061,7,38.583333333333336
212,2025-07-30 17:30:00,2025-07-30 17:35:00,2025-07-30 17:30:00,-5.0,-1.5258061476546378,-1.61,-0.08419385234536225,4,0.7333333333333333
213,2025-07-30 18:20:00,2025-07-30 18:25:00,2025-07-30 18:20:00,-5.0,2.199999561734594,-1.61,-3.8099995617345943,2,3.7666666666666666
214,2025-07-30 19:00:00,2025-07-30 19:05:00,2025-07-30 19:00:00,-5.0,-1.5258061476546378,-1.63,-0.10419385234536205,3,20.583333333333332
215,2025-07-30 20:35:00,2025-07-30 20:40:00,2025-07-30 20:35:00,-5.0,2.199999561734594,-1.62,-3.819999561734594,5,6.966666666666667
216,2025-07-30 21:45:00,2025-07-30 21:50:00,2025-07-30 21:45:00,-5.0,2.199999561734594,2.68,0.48000043826540617,1,3.9166666666666665
217,2025-07-31 17:05:00,2025-07-31 17:10:00,2025-07-31 17:05:00,-5.0,2.199999561734594,-1.62,-3.819999561734594,1,1.85
218,2025-07-31 17:45:00,2025-07-31 17:50:00,2025-07-31 17:45:00,-5.0,2.199999561734594,2.66,0.46000043826540615,1,0.9833333333333333
219,2025-07-31 20:35:00,2025-07-31 20:40:00,2025-07-31 20:35:00,-5.0,-1.5258061476546378,-1.65,-0.12419385234536207,2,1.2
220,2025-07-31 21:15:00,2025-07-31 21:20:00,2025-07-31 21:15:00,-5.0,-1.5258061476546378,2.61,4.1358061476546375,1,1.4333333333333333
221,2025-08-01 20:20:00,2025-08-01 20:25:00,2025-08-01 20:20:00,-5.0,-1.5258061476546378,-1.65,-0.12419385234536207,2,1.4166666666666667
222,2025-08-01 21:00:00,2025-08-01 21:05:00,2025-08-01 21:00:00,-5.0,2.199999561734594,2.62,0.4200004382654061,1,9.433333333333334
223,2025-08-04 17:55:00,2025-08-04 18:00:00,2025-08-04 17:55:00,-5.0,2.199999561734594,-1.62,-3.819999561734594,1,7.316666666666666
224,2025-08-04 18:30:00,2025-08-04 18:35:00,2025-08-04 18:30:00,-5.0,-1.5258061476546378,-1.62,-0.09419385234536226,4,6.966666666666667
225,2025-08-05 21:25:00,2025-08-05 21:30:00,2025-08-05 21:25:00,-5.0,2.199999561734594,2.67,0.47000043826540594,3,5.466666666666667
226,2025-08-06 20:10:00,2025-08-06 20:15:00,2025-08-06 20:10:00,-5.0,-1.5258061476546378,-1.61,-0.08419385234536225,4,26.05
227,2025-08-08 18:00:00,2025-08-08 18:05:00,2025-08-08 18:00:00,-5.0,-1.5258061476546378,-1.62,-0.09419385234536226,1,6.016666666666667
228,2025-08-08 18:35:00,2025-08-08 18:40:00,2025-08-08 18:35:00,-5.0,-1.5258061476546378,2.62,4.145806147654638,2,3.433333333333333
229,2025-08-08 19:30:00,2025-08-08 19:35:00,2025-08-08 19:30:00,-5.0,2.199999561734594,2.66,0.46000043826540615,6,31.666666666666668
230,2025-08-11 17:05:00,2025-08-11 17:10:00,2025-08-11 17:05:00,-5.0,-1.5258061476546378,-1.62,-0.09419385234536226,1,4.133333333333334
231,2025-08-11 17:50:00,2025-08-11 17:55:00,2025-08-11 17:50:00,-5.0,-1.5258061476546378,-1.61,-0.08419385234536225,12,0.6666666666666666
232,2025-08-11 20:45:00,2025-08-11 20:50:00,2025-08-11 20:45:00,-5.0,2.199999561734594,2.71,0.510000438265406,3,18.983333333333334
233,2025-08-11 21:35:00,2025-08-11 21:40:00,2025-08-11 21:35:00,-5.0,2.199999561734594,2.62,0.4200004382654061,1,9.95
234,2025-08-12 19:45:00,2025-08-12 19:50:00,2025-08-12 19:45:00,-5.0,-1.5258061476546378,-1.61,-0.08419385234536225,12,1.6
235,2025-08-13 17:35:00,2025-08-13 17:40:00,2025-08-13 17:35:00,-5.0,2.199999561734594,-1.65,-3.849999561734594,2,9.3
236,2025-08-13 18:15:00,2025-08-13 18:20:00,2025-08-13 18:15:00,-5.0,-1.5258061476546378,-1.61,-0.08419385234536225,1,5.266666666666667
237,2025-08-13 19:25:00,2025-08-13 19:30:00,2025-08-13 19:25:00,-5.0,2.199999561734594,2.61,0.4100004382654059,5,25.633333333333333
238,2025-08-13 21:20:00,2025-08-13 21:25:00,2025-08-13 21:20:00,-5.0,2.199999561734594,2.67,0.47000043826540594,3,17.383333333333333
239,2025-08-14 18:25:00,2025-08-14 18:30:00,2025-08-14 18:25:00,-5.0,-1.5258061476546378,2.64,4.165806147654638,1,0.95
240,2025-08-14 19:05:00,2025-08-14 19:10:00,2025-08-14 19:05:00,-5.0,2.199999561734594,2.63,0.4300004382654059,1,6.633333333333334
241,2025-08-14 21:05:00,2025-08-14 21:10:00,2025-08-14 21:05:00,-5.0,2.199999561734594,2.64,0.44000043826540614,2,9.283333333333333
242,2025-08-14 22:00:00,2025-08-14 22:05:00,2025-08-14 22:00:00,-5.0,-1.5258061476546378,-1.62,-0.09419385234536226,3,19.316666666666666
243,2025-08-15 17:35:00,2025-08-15 17:40:00,2025-08-15 17:35:00,-5.0,2.199999561734594,-1.68,-3.8799995617345937,2,5.216666666666667
244,2025-08-15 20:15:00,2025-08-15 20:20:00,2025-08-15 20:15:00,-5.0,-1.5258061476546378,-1.63,-0.10419385234536205,2,16.083333333333332
245,2025-08-15 21:20:00,2025-08-15 21:25:00,2025-08-15 21:20:00,-5.0,2.199999561734594,-1.63,-3.829999561734594,8,9.4
246,2025-08-18 17:20:00,2025-08-18 17:25:00,2025-08-18 17:20:00,-5.0,2.199999561734594,-1.7,-3.899999561734594,1,1.8166666666666667
247,2025-08-18 18:00:00,2025-08-18 18:05:00,2025-08-18 18:00:00,-5.0,2.199999561734594,2.61,0.4100004382654059,3,16.1
248,2025-08-18 19:10:00,2025-08-18 19:15:00,2025-08-18 19:10:00,-5.0,-1.5258061476546378,-1.62,-0.09419385234536226,2,11.666666666666666
249,2025-08-18 20:35:00,2025-08-18 20:40:00,2025-08-18 20:35:00,-5.0,-1.5258061476546378,2.61,4.1358061476546375,11,6.9
250,2025-08-19 20:05:00,2025-08-19 20:10:00,2025-08-19 20:05:00,-5.0,-1.5258061476546378,-1.62,-0.09419385234536226,1,23.283333333333335
251,2025-08-19 21:40:00,2025-08-19 21:45:00,2025-08-19 21:40:00,-5.0,2.199999561734594,2.66,0.46000043826540615,4,21.983333333333334
252,2025-08-20 17:05:00,2025-08-20 17:10:00,2025-08-20 17:05:00,-5.0,-1.5258061476546378,2.61,4.1358061476546375,1,0.5666666666666667
253,2025-08-20 17:40:00,2025-08-20 17:45:00,2025-08-20 17:40:00,-5.0,-1.5258061476546378,2.63,4.155806147654638,1,6.516666666666667
254,2025-08-22 19:20:00,2025-08-22 19:25:00,2025-08-22 19:20:00,-5.0,2.199999561734594,-1.62,-3.819999561734594,7,2.8333333333333335
255,2025-08-22 21:20:00,2025-08-22 21:25:00,2025-08-22 21:20:00,-5.0,-1.5258061476546378,-1.63,-0.10419385234536205,3,16.166666666666668
256,2025-08-25 17:10:00,2025-08-25 17:15:00,2025-08-25 17:10:00,-5.0,2.199999561734594,2.63,0.4300004382654059,2,11.066666666666666
257,2025-08-25 17:55:00,2025-08-25 18:00:00,2025-08-25 17:55:00,-5.0,-1.5258061476546378,-1.61,-0.08419385234536225,3,5.9
258,2025-08-25 18:50:00,2025-08-25 18:55:00,2025-08-25 18:50:00,-5.0,2.199999561734594,-1.61,-3.8099995617345943,14,0.6833333333333333
259,2025-08-26 17:10:00,2025-08-26 17:15:00,2025-08-26 17:10:00,-5.0,-1.5258061476546378,-1.63,-0.10419385234536205,1,0.5666666666666667
260,2025-08-26 17:50:00,2025-08-26 17:55:00,2025-08-26 17:50:00,-5.0,2.199999561734594,-1.61,-3.8099995617345943,7,5.816666666666666
261,2025-08-26 20:00:00,2025-08-26 20:05:00,2025-08-26 20:00:00,-5.0,2.199999561734594,2.61,0.4100004382654059,2,11.116666666666667
262,2025-08-27 16:45:00,2025-08-27 16:50:00,2025-08-27 16:45:00,-5.0,-1.5258061476546378,2.69,4.215806147654638,1,0.6
263,2025-08-27 17:35:00,2025-08-27 17:40:00,2025-08-27 17:35:00,-5.0,2.199999561734594,2.63,0.4300004382654059,2,65.7
264,2025-08-27 19:00:00,2025-08-27 19:05:00,2025-08-27 19:00:00,-5.0,2.199999561734594,2.61,0.4100004382654059,4,17.516666666666666
265,2025-08-27 20:20:00,2025-08-27 20:25:00,2025-08-27 20:20:00,-5.0,-1.5258061476546378,-1.61,-0.08419385234536225,4,17.483333333333334
266,2025-08-28 19:45:00,2025-08-28 19:50:00,2025-08-28 19:45:00,-5.0,2.199999561734594,-1.62,-3.819999561734594,3,6.766666666666667
267,2025-08-29 16:40:00,2025-08-29 16:45:00,2025-08-29 16:40:00,-5.0,2.199999561734594,-1.72,-3.9199995617345937,1,1.7166666666666666
268,2025-08-29 17:15:00,2025-08-29 17:20:00,2025-08-29 17:15:00,-5.0,-1.5258061476546378,2.68,4.205806147654638,1,0.8333333333333334
269,2025-08-29 17:55:00,2025-08-29 18:00:00,2025-08-29 17:55:00,-5.0,-1.5258061476546378,-1.7,-0.1741938523453621,1,1.35
270,2025-08-29 21:05:00,2025-08-29 21:10:00,2025-08-29 21:05:00,-5.0,2.199999561734594,-1.63,-3.829999561734594,3,3.4833333333333334
271,2025-09-02 18:35:00,2025-09-02 18:40:00,2025-09-02 18:35:00,-5.0,2.199999561734594,2.62,0.4200004382654061,3,1.05
272,2025-09-02 19:30:00,2025-09-02 19:35:00,2025-09-02 19:30:00,-5.0,-1.5258061476546378,-1.62,-0.09419385234536226,1,6.25
273,2025-09-02 21:45:00,2025-09-02 21:50:00,2025-09-02 21:45:00,-5.0,-1.5258061476546378,-1.62,-0.09419385234536226,1,3.533333333333333
274,2025-09-03 19:05:00,2025-09-03 19:10:00,2025-09-03 19:05:00,-5.0,-1.5258061476546378,-1.63,-0.10419385234536205,3,2.8833333333333333
275,2025-09-03 19:55:00,2025-09-03 20:00:00,2025-09-03 19:55:00,-5.0,-1.5258061476546378,-1.61,-0.08419385234536225,1,2.5
276,2025-09-03 21:15:00,2025-09-03 21:20:00,2025-09-03 21:15:00,-5.0,-1.5258061476546378,2.61,4.1358061476546375,10,9.75
277,2025-09-04 19:25:00,2025-09-04 19:30:00,2025-09-04 19:25:00,-5.0,-1.5258061476546378,-1.62,-0.09419385234536226,2,22.783333333333335
278,2025-09-04 20:25:00,2025-09-04 20:30:00,2025-09-04 20:25:00,-5.0,-1.5258061476546378,-1.61,-0.08419385234536225,5,26.666666666666668
279,2025-09-05 17:05:00,2025-09-05 17:10:00,2025-09-05 17:05:00,-5.0,2.199999561734594,2.66,0.46000043826540615,1,0.8333333333333334
280,2025-09-05 17:40:00,2025-09-05 17:45:00,2025-09-05 17:40:00,-5.0,2.199999561734594,-1.72,-3.9199995617345937,1,0.85
281,2025-09-05 22:00:00,2025-09-05 22:05:00,2025-09-05 22:00:00,-5.0,-1.5258061476546378,-1.72,-0.19419385234536213,1,6.216666666666667
282,2025-09-08 17:05:00,2025-09-08 17:10:00,2025-09-08 17:05:00,-5.0,2.199999561734594,2.61,0.4100004382654059,2,12.9
283,2025-09-08 18:00:00,2025-09-08 18:05:00,2025-09-08 18:00:00,-5.0,-1.5258061476546378,-1.62,-0.09419385234536226,2,10.833333333333334
284,2025-09-08 18:55:00,2025-09-08 19:00:00,2025-09-08 18:55:00,-5.0,2.199999561734594,2.61,0.4100004382654059,2,21.55
285,2025-09-08 19:40:00,2025-09-08 19:45:00,2025-09-08 19:40:00,-5.0,2.199999561734594,-1.62,-3.819999561734594,5,3.6333333333333333
286,2025-09-08 21:05:00,2025-09-08 21:10:00,2025-09-08 21:05:00,-5.0,-1.5258061476546378,-1.63,-0.10419385234536205,1,5.416666666666667
287,2025-09-09 17:05:00,2025-09-09 17:10:00,2025-09-09 17:05:00,-5.0,-1.5258061476546378,-1.68,-0.1541938523453621,1,2.1333333333333333
288,2025-09-09 18:45:00,2025-09-09 18:50:00,2025-09-09 18:45:00,-5.0,-1.5258061476546378,-1.62,-0.09419385234536226,1,6.016666666666667
289,2025-09-09 19:55:00,2025-09-09 20:00:00,2025-09-09 19:55:00,-5.0,-1.5258061476546378,-1.62,-0.09419385234536226,1,2.5833333333333335
290,2025-09-10 16:45:00,2025-09-10 16:50:00,2025-09-10 16:45:00,-5.0,2.199999561734594,-1.71,-3.909999561734594,1,5.033333333333333
291,2025-09-10 17:20:00,2025-09-10 17:25:00,2025-09-10 17:20:00,-5.0,2.199999561734594,-1.66,-3.859999561734594,11,6.016666666666667
292,2025-09-10 19:30:00,2025-09-10 19:35:00,2025-09-10 19:30:00,-5.0,2.199999561734594,-1.93,-4.129999561734594,3,32.016666666666666
293,2025-09-10 20:30:00,2025-09-10 20:35:00,2025-09-10 20:30:00,-5.0,2.199999561734594,-1.61,-3.8099995617345943,9,5.133333333333334
294,2025-09-11 17:05:00,2025-09-11 17:10:00,2025-09-11 17:05:00,-5.0,2.199999561734594,-1.61,-3.8099995617345943,1,1.6833333333333333
295,2025-09-11 17:45:00,2025-09-11 17:50:00,2025-09-11 17:45:00,-5.0,2.199999561734594,2.67,0.47000043826540594,1,6.933333333333334
296,2025-09-11 18:55:00,2025-09-11 19:00:00,2025-09-11 18:55:00,-5.0,-1.5258061476546378,-1.61,-0.08419385234536225,1,9.016666666666667
297,2025-09-11 19:50:00,2025-09-11 19:55:00,2025-09-11 19:50:00,-5.0,-1.5258061476546378,-1.62,-0.09419385234536226,4,50.75
298,2025-09-12 17:05:00,2025-09-12 17:10:00,2025-09-12 17:05:00,-5.0,2.199999561734594,-1.67,-3.869999561734594,1,16.283333333333335
299,2025-09-12 18:10:00,2025-09-12 18:15:00,2025-09-12 18:10:00,-5.0,-1.5258061476546378,-1.61,-0.08419385234536225,16,80.75
300,2025-09-15 18:50:00,2025-09-15 18:55:00,2025-09-15 18:50:00,-5.0,2.199999561734594,-1.76,-3.9599995617345938,18,23.616666666666667
301,2025-09-15 21:50:00,2025-09-15 21:55:00,2025-09-15 21:50:00,-5.0,-1.5258061476546378,-1.66,-0.13419385234536207,11,10.133333333333333
302,2025-09-16 18:05:00,2025-09-16 18:10:00,2025-09-16 18:05:00,-5.0,2.199999561734594,-1.61,-3.8099995617345943,11,5.533333333333333
303,2025-09-16 20:05:00,2025-09-16 20:10:00,2025-09-16 20:05:00,-5.0,-0.029274187716720038,-1.67,-1.64072581228328,18,102.6
304,2025-09-17 17:35:00,2025-09-17 17:40:00,2025-09-17 17:35:00,-5.0,2.199999561734594,2.63,0.4300004382654059,2,10.833333333333334
305,2025-09-17 18:25:00,2025-09-17 18:30:00,2025-09-17 18:25:00,-5.0,2.199999561734594,2.98,0.780000438265406,14,45.7
306,2025-09-18 20:30:00,2025-09-18 20:35:00,2025-09-18 20:30:00,-5.0,-1.5258061476546378,2.61,4.1358061476546375,17,5.7
307,2025-09-19 17:30:00,2025-09-19 17:35:00,2025-09-19 17:30:00,-5.0,2.199999561734594,2.66,0.46000043826540615,2,14.283333333333333
308,2025-09-19 18:25:00,2025-09-19 18:30:00,2025-09-19 18:25:00,-5.0,-1.5258061476546378,2.74,4.265806147654638,3,5.783333333333333
309,2025-09-19 20:15:00,2025-09-19 20:20:00,2025-09-19 20:15:00,-5.0,-1.5258061476546378,-1.62,-0.09419385234536226,3,29.466666666666665
310,2025-09-22 18:40:00,2025-09-22 18:45:00,2025-09-22 18:40:00,-5.0,-1.5258061476546378,-1.61,-0.08419385234536225,4,21.916666666666668
311,2025-09-23 16:45:00,2025-09-23 16:50:00,2025-09-23 16:45:00,-5.0,-1.5258061476546378,-1.62,-0.09419385234536226,1,3.8666666666666667
312,2025-09-23 17:30:00,2025-09-23 17:35:00,2025-09-23 17:30:00,-5.0,-1.5258061476546378,-1.61,-0.08419385234536225,2,11.783333333333333
313,2025-09-23 18:20:00,2025-09-23 18:25:00,2025-09-23 18:20:00,-5.0,2.199999561734594,2.64,0.44000043826540614,4,21.0
314,2025-09-23 19:35:00,2025-09-23 19:40:00,2025-09-23 19:35:00,-5.0,2.199999561734594,-1.61,-3.8099995617345943,5,15.416666666666666
315,2025-09-23 20:35:00,2025-09-23 20:40:00,2025-09-23 20:35:00,-5.0,2.199999561734594,2.69,0.49000043826540596,1,1.2166666666666666
316,2025-09-23 21:15:00,2025-09-23 21:20:00,2025-09-23 21:15:00,-5.0,-1.5258061476546378,-1.62,-0.09419385234536226,2,11.9
317,2025-09-24 16:50:00,2025-09-24 16:55:00,2025-09-24 16:50:00,-5.0,-1.5258061476546378,-1.63,-0.10419385234536205,1,9.316666666666666
318,2025-09-24 17:30:00,2025-09-24 17:35:00,2025-09-24 17:30:00,-5.0,-1.5258061476546378,2.61,4.1358061476546375,1,27.716666666666665
319,2025-09-24 18:35:00,2025-09-24 18:40:00,2025-09-24 18:35:00,-5.0,2.199999561734594,-1.66,-3.859999561734594,2,2.9
320,2025-09-24 19:35:00,2025-09-24 19:40:00,2025-09-24 19:35:00,-5.0,-1.5258061476546378,-1.66,-0.13419385234536207,6,5.25
321,2025-09-25 19:55:00,2025-09-25 20:00:00,2025-09-25 19:55:00,-5.0,-1.5258061476546378,-1.62,-0.09419385234536226,2,13.5
322,2025-09-25 20:35:00,2025-09-25 20:40:00,2025-09-25 20:35:00,-5.0,2.199999561734594,2.64,0.44000043826540614,1,7.95
323,2025-09-26 20:55:00,2025-09-26 21:00:00,2025-09-26 20:55:00,-5.0,-1.5258061476546378,-1.61,-0.08419385234536225,1,4.65
324,2025-09-29 17:05:00,2025-09-29 17:10:00,2025-09-29 17:05:00,-5.0,2.199999561734594,-1.61,-3.8099995617345943,2,1.55
325,2025-09-29 17:45:00,2025-09-29 17:50:00,2025-09-29 17:45:00,-5.0,2.199999561734594,2.61,0.4100004382654059,2,11.6
326,2025-09-29 18:25:00,2025-09-29 18:30:00,2025-09-29 18:25:00,-5.0,2.199999561734594,2.66,0.46000043826540615,2,11.516666666666667
327,2025-09-29 19:15:00,2025-09-29 19:20:00,2025-09-29 19:15:00,-5.0,2.199999561734594,2.61,0.4100004382654059,8,2.683333333333333
328,2025-09-29 21:40:00,2025-09-29 21:45:00,2025-09-29 21:40:00,-5.0,2.199999561734594,2.66,0.46000043826540615,5,27.083333333333332
329,2025-09-30 20:10:00,2025-09-30 20:15:00,2025-09-30 20:10:00,-5.0,2.199999561734594,2.73,0.530000438265406,2,11.266666666666667
