label_name,feature_set,feature_count,model,status,train_rows,positive_rows,positive_rate
long_h6_tp10_sl7_net_utility_q57,full58,58,logistic_l2_balanced,fit_completed,29222,9385,0.32116213811511873
long_h6_tp10_sl7_net_utility_q57,full58,58,extra_trees_d8_l60,fit_completed,29222,9385,0.32116213811511873
long_h6_tp10_sl7_net_utility_q57,contract_core,33,logistic_l2_balanced,fit_completed,29222,9385,0.32116213811511873
long_h6_tp10_sl7_net_utility_q57,contract_core,33,extra_trees_d8_l60,fit_completed,29222,9385,0.32116213811511873
long_h6_tp10_sl7_net_utility_q57,price_vol_session,21,logistic_l2_balanced,fit_completed,29222,9385,0.32116213811511873
long_h6_tp10_sl7_net_utility_q57,price_vol_session,21,extra_trees_d8_l60,fit_completed,29222,9385,0.32116213811511873
long_h6_tp10_sl7_density_quota_utility_q52,full58,58,logistic_l2_balanced,fit_completed,29222,10006,0.3424132502908767
long_h6_tp10_sl7_density_quota_utility_q52,full58,58,extra_trees_d8_l60,fit_completed,29222,10006,0.3424132502908767
long_h6_tp10_sl7_density_quota_utility_q52,contract_core,33,logistic_l2_balanced,fit_completed,29222,10006,0.3424132502908767
long_h6_tp10_sl7_density_quota_utility_q52,contract_core,33,extra_trees_d8_l60,fit_completed,29222,10006,0.3424132502908767
long_h6_tp10_sl7_density_quota_utility_q52,price_vol_session,21,logistic_l2_balanced,fit_completed,29222,10006,0.3424132502908767
long_h6_tp10_sl7_density_quota_utility_q52,price_vol_session,21,extra_trees_d8_l60,fit_completed,29222,10006,0.3424132502908767
long_h12_tp18_sl12_net_utility_q57,full58,58,logistic_l2_balanced,fit_completed,29222,10557,0.36126890698788583
long_h12_tp18_sl12_net_utility_q57,full58,58,extra_trees_d8_l60,fit_completed,29222,10557,0.36126890698788583
long_h12_tp18_sl12_net_utility_q57,contract_core,33,logistic_l2_balanced,fit_completed,29222,10557,0.36126890698788583
long_h12_tp18_sl12_net_utility_q57,contract_core,33,extra_trees_d8_l60,fit_completed,29222,10557,0.36126890698788583
long_h12_tp18_sl12_net_utility_q57,price_vol_session,21,logistic_l2_balanced,fit_completed,29222,10557,0.36126890698788583
long_h12_tp18_sl12_net_utility_q57,price_vol_session,21,extra_trees_d8_l60,fit_completed,29222,10557,0.36126890698788583
long_h12_tp18_sl12_density_quota_utility_q52,full58,58,logistic_l2_balanced,fit_completed,29222,11479,0.392820477722264
long_h12_tp18_sl12_density_quota_utility_q52,full58,58,extra_trees_d8_l60,fit_completed,29222,11479,0.392820477722264
long_h12_tp18_sl12_density_quota_utility_q52,contract_core,33,logistic_l2_balanced,fit_completed,29222,11479,0.392820477722264
long_h12_tp18_sl12_density_quota_utility_q52,contract_core,33,extra_trees_d8_l60,fit_completed,29222,11479,0.392820477722264
long_h12_tp18_sl12_density_quota_utility_q52,price_vol_session,21,logistic_l2_balanced,fit_completed,29222,11479,0.392820477722264
long_h12_tp18_sl12_density_quota_utility_q52,price_vol_session,21,extra_trees_d8_l60,fit_completed,29222,11479,0.392820477722264
long_h18_tp26_sl16_net_utility_q57,full58,58,logistic_l2_balanced,fit_completed,29222,10529,0.36031072479638626
long_h18_tp26_sl16_net_utility_q57,full58,58,extra_trees_d8_l60,fit_completed,29222,10529,0.36031072479638626
long_h18_tp26_sl16_net_utility_q57,contract_core,33,logistic_l2_balanced,fit_completed,29222,10529,0.36031072479638626
long_h18_tp26_sl16_net_utility_q57,contract_core,33,extra_trees_d8_l60,fit_completed,29222,10529,0.36031072479638626
long_h18_tp26_sl16_net_utility_q57,price_vol_session,21,logistic_l2_balanced,fit_completed,29222,10529,0.36031072479638626
long_h18_tp26_sl16_net_utility_q57,price_vol_session,21,extra_trees_d8_l60,fit_completed,29222,10529,0.36031072479638626
long_h18_tp26_sl16_density_quota_utility_q52,full58,58,logistic_l2_balanced,fit_completed,29222,11356,0.38861132023817674
long_h18_tp26_sl16_density_quota_utility_q52,full58,58,extra_trees_d8_l60,fit_completed,29222,11356,0.38861132023817674
long_h18_tp26_sl16_density_quota_utility_q52,contract_core,33,logistic_l2_balanced,fit_completed,29222,11356,0.38861132023817674
long_h18_tp26_sl16_density_quota_utility_q52,contract_core,33,extra_trees_d8_l60,fit_completed,29222,11356,0.38861132023817674
long_h18_tp26_sl16_density_quota_utility_q52,price_vol_session,21,logistic_l2_balanced,fit_completed,29222,11356,0.38861132023817674
long_h18_tp26_sl16_density_quota_utility_q52,price_vol_session,21,extra_trees_d8_l60,fit_completed,29222,11356,0.38861132023817674
short_h6_tp10_sl7_net_utility_q57,full58,58,logistic_l2_balanced,fit_completed,29222,8985,0.30747382109369653
