label_name,feature_set,feature_count,model,status,train_rows,positive_rows,positive_rate
long_h6_tp10_sl7_net_utility_q57,full58,58,logistic_l2_balanced,fit_completed,29222,9442,0.3231127232906714
long_h6_tp10_sl7_net_utility_q57,full58,58,extra_trees_d8_l60,fit_completed,29222,9442,0.3231127232906714
long_h6_tp10_sl7_net_utility_q57,contract_core,33,logistic_l2_balanced,fit_completed,29222,9442,0.3231127232906714
long_h6_tp10_sl7_net_utility_q57,contract_core,33,extra_trees_d8_l60,fit_completed,29222,9442,0.3231127232906714
long_h6_tp10_sl7_net_utility_q57,price_vol_session,21,logistic_l2_balanced,fit_completed,29222,9442,0.3231127232906714
long_h6_tp10_sl7_net_utility_q57,price_vol_session,21,extra_trees_d8_l60,fit_completed,29222,9442,0.3231127232906714
long_h6_tp10_sl7_density_quota_utility_q52,full58,58,logistic_l2_balanced,fit_completed,29222,10079,0.3449113681472863
long_h6_tp10_sl7_density_quota_utility_q52,full58,58,extra_trees_d8_l60,fit_completed,29222,10079,0.3449113681472863
long_h6_tp10_sl7_density_quota_utility_q52,contract_core,33,logistic_l2_balanced,fit_completed,29222,10079,0.3449113681472863
long_h6_tp10_sl7_density_quota_utility_q52,contract_core,33,extra_trees_d8_l60,fit_completed,29222,10079,0.3449113681472863
long_h6_tp10_sl7_density_quota_utility_q52,price_vol_session,21,logistic_l2_balanced,fit_completed,29222,10079,0.3449113681472863
long_h6_tp10_sl7_density_quota_utility_q52,price_vol_session,21,extra_trees_d8_l60,fit_completed,29222,10079,0.3449113681472863
long_h12_tp18_sl12_net_utility_q57,full58,58,logistic_l2_balanced,fit_completed,29222,10577,0.3619533228389569
long_h12_tp18_sl12_net_utility_q57,full58,58,extra_trees_d8_l60,fit_completed,29222,10577,0.3619533228389569
long_h12_tp18_sl12_net_utility_q57,contract_core,33,logistic_l2_balanced,fit_completed,29222,10577,0.3619533228389569
long_h12_tp18_sl12_net_utility_q57,contract_core,33,extra_trees_d8_l60,fit_completed,29222,10577,0.3619533228389569
long_h12_tp18_sl12_net_utility_q57,price_vol_session,21,logistic_l2_balanced,fit_completed,29222,10577,0.3619533228389569
long_h12_tp18_sl12_net_utility_q57,price_vol_session,21,extra_trees_d8_l60,fit_completed,29222,10577,0.3619533228389569
long_h12_tp18_sl12_density_quota_utility_q52,full58,58,logistic_l2_balanced,fit_completed,29222,11508,0.39381288070631715
long_h12_tp18_sl12_density_quota_utility_q52,full58,58,extra_trees_d8_l60,fit_completed,29222,11508,0.39381288070631715
long_h12_tp18_sl12_density_quota_utility_q52,contract_core,33,logistic_l2_balanced,fit_completed,29222,11508,0.39381288070631715
long_h12_tp18_sl12_density_quota_utility_q52,contract_core,33,extra_trees_d8_l60,fit_completed,29222,11508,0.39381288070631715
long_h12_tp18_sl12_density_quota_utility_q52,price_vol_session,21,logistic_l2_balanced,fit_completed,29222,11508,0.39381288070631715
long_h12_tp18_sl12_density_quota_utility_q52,price_vol_session,21,extra_trees_d8_l60,fit_completed,29222,11508,0.39381288070631715
long_h18_tp26_sl16_net_utility_q57,full58,58,logistic_l2_balanced,fit_completed,29222,10535,0.36051604955170763
long_h18_tp26_sl16_net_utility_q57,full58,58,extra_trees_d8_l60,fit_completed,29222,10535,0.36051604955170763
long_h18_tp26_sl16_net_utility_q57,contract_core,33,logistic_l2_balanced,fit_completed,29222,10535,0.36051604955170763
long_h18_tp26_sl16_net_utility_q57,contract_core,33,extra_trees_d8_l60,fit_completed,29222,10535,0.36051604955170763
long_h18_tp26_sl16_net_utility_q57,price_vol_session,21,logistic_l2_balanced,fit_completed,29222,10535,0.36051604955170763
long_h18_tp26_sl16_net_utility_q57,price_vol_session,21,extra_trees_d8_l60,fit_completed,29222,10535,0.36051604955170763
long_h18_tp26_sl16_density_quota_utility_q52,full58,58,logistic_l2_balanced,fit_completed,29222,11357,0.3886455410307303
long_h18_tp26_sl16_density_quota_utility_q52,full58,58,extra_trees_d8_l60,fit_completed,29222,11357,0.3886455410307303
long_h18_tp26_sl16_density_quota_utility_q52,contract_core,33,logistic_l2_balanced,fit_completed,29222,11357,0.3886455410307303
long_h18_tp26_sl16_density_quota_utility_q52,contract_core,33,extra_trees_d8_l60,fit_completed,29222,11357,0.3886455410307303
long_h18_tp26_sl16_density_quota_utility_q52,price_vol_session,21,logistic_l2_balanced,fit_completed,29222,11357,0.3886455410307303
long_h18_tp26_sl16_density_quota_utility_q52,price_vol_session,21,extra_trees_d8_l60,fit_completed,29222,11357,0.3886455410307303
short_h6_tp10_sl7_net_utility_q57,full58,58,logistic_l2_balanced,fit_completed,29222,9060,0.3100403805352132
short_h6_tp10_sl7_net_utility_q57,full58,58,extra_trees_d8_l60,fit_completed,29222,9060,0.3100403805352132
short_h6_tp10_sl7_net_utility_q57,contract_core,33,logistic_l2_balanced,fit_completed,29222,9060,0.3100403805352132
short_h6_tp10_sl7_net_utility_q57,contract_core,33,extra_trees_d8_l60,fit_completed,29222,9060,0.3100403805352132
