label_name,feature_set,feature_count,model,status,train_rows,positive_rows,positive_rate
short_h6_tp10_sl7_net_utility_q57,price_vol_session,21,logistic_l2_balanced,fit_completed,29222,9060,0.3100403805352132
short_h6_tp10_sl7_net_utility_q57,price_vol_session,21,extra_trees_d8_l60,fit_completed,29222,9060,0.3100403805352132
short_h6_tp10_sl7_density_quota_utility_q52,full58,58,logistic_l2_balanced,fit_completed,29222,9655,0.3304017521045787
short_h6_tp10_sl7_density_quota_utility_q52,full58,58,extra_trees_d8_l60,fit_completed,29222,9655,0.3304017521045787
short_h6_tp10_sl7_density_quota_utility_q52,contract_core,33,logistic_l2_balanced,fit_completed,29222,9655,0.3304017521045787
short_h6_tp10_sl7_density_quota_utility_q52,contract_core,33,extra_trees_d8_l60,fit_completed,29222,9655,0.3304017521045787
short_h6_tp10_sl7_density_quota_utility_q52,price_vol_session,21,logistic_l2_balanced,fit_completed,29222,9655,0.3304017521045787
short_h6_tp10_sl7_density_quota_utility_q52,price_vol_session,21,extra_trees_d8_l60,fit_completed,29222,9655,0.3304017521045787
short_h12_tp18_sl12_net_utility_q57,full58,58,logistic_l2_balanced,fit_completed,29222,10118,0.34624597905687493
short_h12_tp18_sl12_net_utility_q57,full58,58,extra_trees_d8_l60,fit_completed,29222,10118,0.34624597905687493
short_h12_tp18_sl12_net_utility_q57,contract_core,33,logistic_l2_balanced,fit_completed,29222,10118,0.34624597905687493
short_h12_tp18_sl12_net_utility_q57,contract_core,33,extra_trees_d8_l60,fit_completed,29222,10118,0.34624597905687493
short_h12_tp18_sl12_net_utility_q57,price_vol_session,21,logistic_l2_balanced,fit_completed,29222,10118,0.34624597905687493
short_h12_tp18_sl12_net_utility_q57,price_vol_session,21,extra_trees_d8_l60,fit_completed,29222,10118,0.34624597905687493
short_h12_tp18_sl12_density_quota_utility_q52,full58,58,logistic_l2_balanced,fit_completed,29222,10973,0.3755047566901649
short_h12_tp18_sl12_density_quota_utility_q52,full58,58,extra_trees_d8_l60,fit_completed,29222,10973,0.3755047566901649
short_h12_tp18_sl12_density_quota_utility_q52,contract_core,33,logistic_l2_balanced,fit_completed,29222,10973,0.3755047566901649
short_h12_tp18_sl12_density_quota_utility_q52,contract_core,33,extra_trees_d8_l60,fit_completed,29222,10973,0.3755047566901649
short_h12_tp18_sl12_density_quota_utility_q52,price_vol_session,21,logistic_l2_balanced,fit_completed,29222,10973,0.3755047566901649
short_h12_tp18_sl12_density_quota_utility_q52,price_vol_session,21,extra_trees_d8_l60,fit_completed,29222,10973,0.3755047566901649
short_h18_tp26_sl16_net_utility_q57,full58,58,logistic_l2_balanced,fit_completed,29222,9913,0.3392307165833961
short_h18_tp26_sl16_net_utility_q57,full58,58,extra_trees_d8_l60,fit_completed,29222,9913,0.3392307165833961
short_h18_tp26_sl16_net_utility_q57,contract_core,33,logistic_l2_balanced,fit_completed,29222,9913,0.3392307165833961
short_h18_tp26_sl16_net_utility_q57,contract_core,33,extra_trees_d8_l60,fit_completed,29222,9913,0.3392307165833961
short_h18_tp26_sl16_net_utility_q57,price_vol_session,21,logistic_l2_balanced,fit_completed,29222,9913,0.3392307165833961
short_h18_tp26_sl16_net_utility_q57,price_vol_session,21,extra_trees_d8_l60,fit_completed,29222,9913,0.3392307165833961
short_h18_tp26_sl16_density_quota_utility_q52,full58,58,logistic_l2_balanced,fit_completed,29222,10699,0.3661282595304907
short_h18_tp26_sl16_density_quota_utility_q52,full58,58,extra_trees_d8_l60,fit_completed,29222,10699,0.3661282595304907
short_h18_tp26_sl16_density_quota_utility_q52,contract_core,33,logistic_l2_balanced,fit_completed,29222,10699,0.3661282595304907
short_h18_tp26_sl16_density_quota_utility_q52,contract_core,33,extra_trees_d8_l60,fit_completed,29222,10699,0.3661282595304907
short_h18_tp26_sl16_density_quota_utility_q52,price_vol_session,21,logistic_l2_balanced,fit_completed,29222,10699,0.3661282595304907
short_h18_tp26_sl16_density_quota_utility_q52,price_vol_session,21,extra_trees_d8_l60,fit_completed,29222,10699,0.3661282595304907
