candidate_id,label_name,side,hold_bars,tp_price_units,sl_price_units,tp_broker_points,sl_broker_points,label_mode,utility_quantile,feature_set,feature_count,model,prob_quantile,prob_threshold,session,risk_filter,cooldown_bars,contract_pnl_scale,contract_pnl_scale_source,raw_signal_total,lifecycle_trade_total,overall_signal_to_trade_ratio,scout_clue,meaningful_signal,final_like_reference,dual_positive,rank_score,validation_raw_signal_count,validation_lifecycle_trade_count,validation_signal_to_trade_ratio,oos_raw_signal_count,oos_lifecycle_trade_count,oos_signal_to_trade_ratio,val_net,val_gross_profit,val_gross_loss,val_pf,val_dd_pct,val_trade_count,val_calendar_days,val_calendar_trades_day,val_active_days,val_active_trades_day,val_win_rate,val_avg_win,val_avg_loss,val_payoff,val_expectancy,val_recovery,val_avg_hold_bars,val_avg_mae_contract,val_avg_spread_cost_contract,val_max_consecutive_loss,val_time_under_water_trades,val_smooth_equity_proxy,oos_net,oos_gross_profit,oos_gross_loss,oos_pf,oos_dd_pct,oos_trade_count,oos_calendar_days,oos_calendar_trades_day,oos_active_days,oos_active_trades_day,oos_win_rate,oos_avg_win,oos_avg_loss,oos_payoff,oos_expectancy,oos_recovery,oos_avg_hold_bars,oos_avg_mae_contract,oos_avg_spread_cost_contract,oos_max_consecutive_loss,oos_time_under_water_trades,oos_smooth_equity_proxy,entry_rule,dd_rule,initial_balance
f78b_01438,short_h6_tp10_sl7_net_utility_q57,short,6,10.0,7.0,1000.0,700.0,net_utility,0.58,contract_core,33,extra_trees_d8_l60,0.86,0.5536660122930602,cash_mid,trend_aligned,6,0.08870965974736267,F77 observed gross-profit runtime/proxy scale mean(관찰 총이익 런타임/프록시 배율 평균): (0.09352576207175615 + 0.08389355742296918) / 2,113,39,0.34513274336283184,0,0,0,1,29752.424102866138,83,25,0.30120481927710846,30,14,0.4666666666666667,2.9274187716629694,10.929030080875084,-8.001611309212112,1.3658536585365857,0.5819353679426967,25,271,0.09225092250922509,22,1.1363636363636365,0.56,0.7806450057767916,-0.7274192099283738,1.0731707317073174,0.11709675086651877,1.0060975609756142,1.48,1.7491061031707003,0.1064515916968352,4,7,1,0.7983869377262646,5.730644019679628,-4.932257081953364,1.1618705035971224,0.4364515259570226,14,194,0.07216494845360824,13,1.0769230769230769,0.5,0.8186634313828041,-0.7046081545647663,1.1618705035971224,0.0570276384090189,0.3658536585365871,1.0714285714285714,1.5080008516624754,0.07603685121202515,3,5,1,same_bar_open_runtime_aligned(동일 봉 시가 런타임 정렬),dd_pct_uses_tester_deposit_500(손실폭 퍼센트는 테스터 예치금 500 기준),500.0
f78b_01786,short_h12_tp18_sl12_net_utility_q57,short,12,18.0,12.0,1800.0,1200.0,net_utility,0.58,full58,58,extra_trees_d8_l60,0.86,0.5262159229785941,all,trend_aligned,6,0.08870965974736267,F77 observed gross-profit runtime/proxy scale mean(관찰 총이익 런타임/프록시 배율 평균): (0.09352576207175615 + 0.08389355742296918) / 2,188,59,0.31382978723404253,0,0,0,1,29611.092510073675,137,40,0.291970802919708,51,19,0.37254901960784315,11.709675086651872,32.78709024262524,-21.077415155973366,1.5555555555555558,1.8522576955249292,40,271,0.14760147601476015,27,1.4814814814814814,0.55,1.4903222837556926,-1.170967508665187,1.272727272727273,0.2927418771662968,1.2643678160919563,2.625,2.385469282851395,0.1064515916968352,6,17,1,2.3064511534314285,13.696771464992796,-11.390320311561368,1.2024922118380061,1.3590319873295926,19,194,0.0979381443298969,16,1.1875,0.47368421052631576,1.5218634961103108,-1.1390320311561368,1.3361024575977847,0.12139216597007518,0.3394255874673636,2.3684210526315788,2.4313450164967954,0.07470287136620016,3,16,1,same_bar_open_runtime_aligned(동일 봉 시가 런타임 정렬),dd_pct_uses_tester_deposit_500(손실폭 퍼센트는 테스터 예치금 500 기준),500.0
f78b_01798,short_h12_tp18_sl12_net_utility_q57,short,12,18.0,12.0,1800.0,1200.0,net_utility,0.58,full58,58,extra_trees_d8_l60,0.86,0.5262159229785941,cash_mid,trend_aligned,6,0.08870965974736267,F77 observed gross-profit runtime/proxy scale mean(관찰 총이익 런타임/프록시 배율 평균): (0.09352576207175615 + 0.08389355742296918) / 2,188,59,0.31382978723404253,0,0,0,1,29611.092510073675,137,40,0.291970802919708,51,19,0.37254901960784315,11.709675086651872,32.78709024262524,-21.077415155973366,1.5555555555555558,1.8522576955249292,40,271,0.14760147601476015,27,1.4814814814814814,0.55,1.4903222837556926,-1.170967508665187,1.272727272727273,0.2927418771662968,1.2643678160919563,2.625,2.385469282851395,0.1064515916968352,6,17,1,2.3064511534314285,13.696771464992796,-11.390320311561368,1.2024922118380061,1.3590319873295926,19,194,0.0979381443298969,16,1.1875,0.47368421052631576,1.5218634961103108,-1.1390320311561368,1.3361024575977847,0.12139216597007518,0.3394255874673636,2.3684210526315788,2.4313450164967954,0.07470287136620016,3,16,1,same_bar_open_runtime_aligned(동일 봉 시가 런타임 정렬),dd_pct_uses_tester_deposit_500(손실폭 퍼센트는 테스터 예치금 500 기준),500.0
f78b_01390,short_h6_tp10_sl7_net_utility_q57,short,6,10.0,7.0,1000.0,700.0,net_utility,0.58,contract_core,33,logistic_l2_balanced,0.86,0.5865334704079622,all,trend_aligned,6,0.08870965974736267,F77 observed gross-profit runtime/proxy scale mean(관찰 총이익 런타임/프록시 배율 평균): (0.09352576207175615 + 0.08389355742296918) / 2,121,37,0.30578512396694213,0,0,0,1,29430.96939782591,94,29,0.30851063829787234,27,8,0.2962962962962963,1.5258061476546396,11.709675086651876,-10.183868938997236,1.1498257839721255,0.9864514163906734,29,271,0.1070110701107011,21,1.380952380952381,0.5172413793103449,0.7806450057767917,-0.7274192099283739,1.0731707317073174,0.052614005091539295,0.3093525179856117,1.4137931034482758,1.619226596229989,0.10645159169683523,5,16,1,0.47903216263575876,3.2822574106524187,-2.8032252480166604,1.1708860759493671,0.42580636678734435,8,194,0.041237113402061855,7,1.1428571428571428,0.5,0.8205643526631047,-0.7008063120041651,1.1708860759493671,0.059879020329469845,0.22499999999999828,1.375,1.6352516903679355,0.0731854692915742,3,7,1,same_bar_open_runtime_aligned(동일 봉 시가 런타임 정렬),dd_pct_uses_tester_deposit_500(손실폭 퍼센트는 테스터 예치금 500 기준),500.0
f78b_01402,short_h6_tp10_sl7_net_utility_q57,short,6,10.0,7.0,1000.0,700.0,net_utility,0.58,contract_core,33,logistic_l2_balanced,0.86,0.5865334704079622,cash_mid,trend_aligned,6,0.08870965974736267,F77 observed gross-profit runtime/proxy scale mean(관찰 총이익 런타임/프록시 배율 평균): (0.09352576207175615 + 0.08389355742296918) / 2,121,37,0.30578512396694213,0,0,0,1,29430.96939782591,94,29,0.30851063829787234,27,8,0.2962962962962963,1.5258061476546396,11.709675086651876,-10.183868938997236,1.1498257839721255,0.9864514163906734,29,271,0.1070110701107011,21,1.380952380952381,0.5172413793103449,0.7806450057767917,-0.7274192099283739,1.0731707317073174,0.052614005091539295,0.3093525179856117,1.4137931034482758,1.619226596229989,0.10645159169683523,5,16,1,0.47903216263575876,3.2822574106524187,-2.8032252480166604,1.1708860759493671,0.42580636678734435,8,194,0.041237113402061855,7,1.1428571428571428,0.5,0.8205643526631047,-0.7008063120041651,1.1708860759493671,0.059879020329469845,0.22499999999999828,1.375,1.6352516903679355,0.0731854692915742,3,7,1,same_bar_open_runtime_aligned(동일 봉 시가 런타임 정렬),dd_pct_uses_tester_deposit_500(손실폭 퍼센트는 테스터 예치금 500 기준),500.0
f78b_01032,long_h18_tp26_sl16_net_utility_q57,long,18,26.0,16.0,2600.0,1600.0,net_utility,0.58,price_vol_session,21,logistic_l2_balanced,0.86,0.54867363528878,all,mean_revert,6,0.08870965974736267,F77 observed gross-profit runtime/proxy scale mean(관찰 총이익 런타임/프록시 배율 평균): (0.09352576207175615 + 0.08389355742296918) / 2,92,38,0.41304347826086957,0,0,0,1,29416.817857514056,48,22,0.4583333333333333,44,16,0.36363636363636365,1.6943545011746262,20.00402827303028,-18.309673771855653,1.0925387596899225,0.9154836885927806,22,271,0.08118081180811808,21,1.0476190476190477,0.45454545454545453,2.000402827303028,-1.5258061476546378,1.3110465116279069,0.07701611368975574,0.3701550387596906,7.909090909090909,3.2159267787049206,0.10645159169683521,3,7,1,5.872579475275407,17.812899677270423,-11.940320201995016,1.4918276374442792,0.727419209928371,16,194,0.08247422680412371,12,1.3333333333333333,0.5,2.226612459658803,-1.492540025249377,1.4918276374442792,0.3670362172047129,1.6146341463414693,5.0,3.6773480577522104,0.07651208153210029,2,5,1,same_bar_open_runtime_aligned(동일 봉 시가 런타임 정렬),dd_pct_uses_tester_deposit_500(손실폭 퍼센트는 테스터 예치금 500 기준),500.0
f78b_01044,long_h18_tp26_sl16_net_utility_q57,long,18,26.0,16.0,2600.0,1600.0,net_utility,0.58,price_vol_session,21,logistic_l2_balanced,0.86,0.54867363528878,cash_mid,mean_revert,6,0.08870965974736267,F77 observed gross-profit runtime/proxy scale mean(관찰 총이익 런타임/프록시 배율 평균): (0.09352576207175615 + 0.08389355742296918) / 2,92,38,0.41304347826086957,0,0,0,1,29416.817857514056,48,22,0.4583333333333333,44,16,0.36363636363636365,1.6943545011746262,20.00402827303028,-18.309673771855653,1.0925387596899225,0.9154836885927806,22,271,0.08118081180811808,21,1.0476190476190477,0.45454545454545453,2.000402827303028,-1.5258061476546378,1.3110465116279069,0.07701611368975574,0.3701550387596906,7.909090909090909,3.2159267787049206,0.10645159169683521,3,7,1,5.872579475275407,17.812899677270423,-11.940320201995016,1.4918276374442792,0.727419209928371,16,194,0.08247422680412371,12,1.3333333333333333,0.5,2.226612459658803,-1.492540025249377,1.4918276374442792,0.3670362172047129,1.6146341463414693,5.0,3.6773480577522104,0.07651208153210029,2,5,1,same_bar_open_runtime_aligned(동일 봉 시가 런타임 정렬),dd_pct_uses_tester_deposit_500(손실폭 퍼센트는 테스터 예치금 500 기준),500.0
f78b_02590,short_h18_tp26_sl16_density_quota_utility_q52,short,18,26.0,16.0,2600.0,1600.0,density_quota_utility,0.52,price_vol_session,21,extra_trees_d8_l60,0.86,0.5074550223749008,cash_mid,trend_aligned,6,0.08870965974736267,F77 observed gross-profit runtime/proxy scale mean(관찰 총이익 런타임/프록시 배율 평균): (0.09352576207175615 + 0.08389355742296918) / 2,352,133,0.3778409090909091,0,0,0,1,29336.224400241463,271,97,0.35793357933579334,81,36,0.4444444444444444,14.912980900129305,94.92643270245794,-80.01345180232859,1.1863809217601502,2.1361286067164884,97,271,0.35793357933579334,67,1.4477611940298507,0.4536082474226804,2.1574189250558624,-1.5096877698552564,1.4290497466656356,0.15374207113535365,1.3962624584717795,2.422680412371134,5.1087618688733905,0.10622295855315642,7,21,1,2.235483425633536,33.53225138450309,-31.29676795886956,1.0714285714285712,1.5151609884849564,36,194,0.18556701030927836,30,1.2,0.4166666666666667,2.2354834256335394,-1.4903222837556933,1.4999999999999996,0.062096761823153775,0.2950819672131139,2.111111111111111,4.683648260511372,0.07096772779789014,5,16,1,same_bar_open_runtime_aligned(동일 봉 시가 런타임 정렬),dd_pct_uses_tester_deposit_500(손실폭 퍼센트는 테스터 예치금 500 기준),500.0
f78b_01162,long_h18_tp26_sl16_density_quota_utility_q52,long,18,26.0,16.0,2600.0,1600.0,density_quota_utility,0.52,contract_core,33,logistic_l2_balanced,0.72,0.5181853065213892,cash_open,trend_aligned,6,0.08870965974736267,F77 observed gross-profit runtime/proxy scale mean(관찰 총이익 런타임/프록시 배율 평균): (0.09352576207175615 + 0.08389355742296918) / 2,20,10,0.5,0,0,0,1,29293.049987480732,14,7,0.5,6,3,0.5,0.4967740945852308,6.599998685203782,-6.103224590618551,1.0813953488372092,0.30516122953093827,7,271,0.025830258302583026,7,1.0,0.42857142857142855,2.199999561734594,-1.5258061476546378,1.441860465116279,0.07096772779789011,0.3255813953488257,2.2857142857142856,4.31395075351418,0.10645159169683518,2,1,1,6.706450276900617,6.706450276900617,0.0,999.0,0.0,3,194,0.015463917525773196,3,1.0,1.0,2.235483425633539,0.0,0.0,2.235483425633539,999.0,1.3333333333333333,2.943090811551699,0.07096772779789014,0,0,1,same_bar_open_runtime_aligned(동일 봉 시가 런타임 정렬),dd_pct_uses_tester_deposit_500(손실폭 퍼센트는 테스터 예치금 500 기준),500.0
f78b_02494,short_h18_tp26_sl16_density_quota_utility_q52,short,18,26.0,16.0,2600.0,1600.0,density_quota_utility,0.52,contract_core,33,extra_trees_d8_l60,0.72,0.5055296795951653,cash_open,trend_aligned,6,0.08870965974736267,F77 observed gross-profit runtime/proxy scale mean(관찰 총이익 런타임/프록시 배율 평균): (0.09352576207175615 + 0.08389355742296918) / 2,84,48,0.5714285714285714,0,0,0,1,29222.127623077948,54,30,0.5555555555555556,30,18,0.6,2.6612897924208774,28.599994302549717,-25.938704510128844,1.1025991792065661,1.6961286943695766,30,271,0.11070110701107011,30,1.0,0.43333333333333335,2.1999995617345935,-1.5258061476546378,1.4418604651162787,0.08870965974736258,0.31380753138075235,1.0333333333333334,6.436565922062544,0.10645159169683523,4,12,1,2.927418771662966,17.866125473118842,-14.938706701455875,1.195961995249406,1.7883867405068372,18,194,0.09278350515463918,18,1.0,0.4444444444444444,2.2332656841398553,-1.4938706701455875,1.4949524940617576,0.1626343762034981,0.32738095238095105,1.0555555555555556,6.090016707945043,0.07392471645613556,6,11,1,same_bar_open_runtime_aligned(동일 봉 시가 런타임 정렬),dd_pct_uses_tester_deposit_500(손실폭 퍼센트는 테스터 예치금 500 기준),500.0
f78b_02362,short_h18_tp26_sl16_net_utility_q57,short,18,26.0,16.0,2600.0,1600.0,net_utility,0.58,price_vol_session,21,extra_trees_d8_l60,0.86,0.5127934589873676,all,trend_aligned,6,0.08870965974736267,F77 observed gross-profit runtime/proxy scale mean(관찰 총이익 런타임/프록시 배율 평균): (0.09352576207175615 + 0.08389355742296918) / 2,379,107,0.28232189973614774,0,0,0,1,29182.071682763366,282,73,0.25886524822695034,97,34,0.35051546391752575,29.155316772568387,81.7264353320504,-52.57111855948196,1.5545881003003665,1.8366447954093816,73,271,0.2693726937269373,50,1.46,0.5205479452054794,2.150695666632905,-1.5020319588423416,1.431857460802969,0.3993879009940875,3.1748454404946354,3.835616438356164,3.3610996397539266,0.10645159169683518,4,29,0,16.220561284805257,40.10120168879529,-23.880640403990032,1.6792347696879641,1.5151609884849448,34,194,0.17525773195876287,26,1.3076923076923077,0.5294117647058824,2.227844538266405,-1.492540025249377,1.4926531286115234,0.47707533190603696,2.1411007025761246,2.5,3.3394229590366806,0.07605548769516535,5,19,1,same_bar_open_runtime_aligned(동일 봉 시가 런타임 정렬),dd_pct_uses_tester_deposit_500(손실폭 퍼센트는 테스터 예치금 500 기준),500.0
