adapter_id,split,attempt_name,set_path,set_sha256,summary_short_threshold,summary_long_threshold,set_short_threshold,set_long_threshold,set_threshold_match,min_margin,fallback_short_threshold,fallback_long_threshold
s158_valpf_lng53_risk0300_h3_cd5_sht54_lng53,validation_is,s158_valpf_lng53_risk0300_h3_cd5_sht54_lng53_rt_val,stages/158_adapter_research__stage156_validation_pf_margin_repair/02_runs/run158A/s158_valpf_lng53_risk0300_h3_cd5_sht54_lng53/mt5/s158_valpf_lng53_risk0300_h3_cd5_sht54_lng53_rt_val.set,d814d9a42f8c14a8759e15d299c2b7ca3e86b1ecb13296d26d81f695ea0aa910,0.54,0.53,0.54,0.53,True,0.0,0.54,0.53
s158_valpf_lng53_risk0300_h3_cd5_sht54_lng53,oos,s158_valpf_lng53_risk0300_h3_cd5_sht54_lng53_rt_oos,stages/158_adapter_research__stage156_validation_pf_margin_repair/02_runs/run158A/s158_valpf_lng53_risk0300_h3_cd5_sht54_lng53/mt5/s158_valpf_lng53_risk0300_h3_cd5_sht54_lng53_rt_oos.set,f3dc3eb0c37d35c7894001c28fcbe181acc62fb1231cbbe3f2b7b589f619b4b9,0.54,0.53,0.54,0.53,True,0.0,0.54,0.53
s158_valpf_sht55_risk0300_h3_cd5_sht55_lng52,validation_is,s158_valpf_sht55_risk0300_h3_cd5_sht55_lng52_rt_val,stages/158_adapter_research__stage156_validation_pf_margin_repair/02_runs/run158A/s158_valpf_sht55_risk0300_h3_cd5_sht55_lng52/mt5/s158_valpf_sht55_risk0300_h3_cd5_sht55_lng52_rt_val.set,877c6f852c55bd844f2f09d0245061a4597519ddfbbd715eb5bb89ae33834446,0.55,0.52,0.55,0.52,True,0.0,0.55,0.52
s158_valpf_sht55_risk0300_h3_cd5_sht55_lng52,oos,s158_valpf_sht55_risk0300_h3_cd5_sht55_lng52_rt_oos,stages/158_adapter_research__stage156_validation_pf_margin_repair/02_runs/run158A/s158_valpf_sht55_risk0300_h3_cd5_sht55_lng52/mt5/s158_valpf_sht55_risk0300_h3_cd5_sht55_lng52_rt_oos.set,6837d55e401fb015ec7c0438a3ea050c0f1bc860daf154638a508c65ed30b2f6,0.55,0.52,0.55,0.52,True,0.0,0.55,0.52
s158_valpf_sht55_lng53_risk0300_h3_cd5_sht55_lng53,validation_is,s158_valpf_sht55_lng53_risk0300_h3_cd5_sht55_lng53_rt_val,stages/158_adapter_research__stage156_validation_pf_margin_repair/02_runs/run158A/s158_valpf_sht55_lng53_risk0300_h3_cd5_sht55_lng53/mt5/s158_valpf_sht55_lng53_risk0300_h3_cd5_sht55_lng53_rt_val.set,f2060c0dc50b3a1a4948ba560c72a8352059f6cce26a01b3a8b2621da12b95a4,0.55,0.53,0.55,0.53,True,0.0,0.55,0.53
s158_valpf_sht55_lng53_risk0300_h3_cd5_sht55_lng53,oos,s158_valpf_sht55_lng53_risk0300_h3_cd5_sht55_lng53_rt_oos,stages/158_adapter_research__stage156_validation_pf_margin_repair/02_runs/run158A/s158_valpf_sht55_lng53_risk0300_h3_cd5_sht55_lng53/mt5/s158_valpf_sht55_lng53_risk0300_h3_cd5_sht55_lng53_rt_oos.set,8f2a2cdde7bbd3199a95707eb5307461e48ba7ccd1d88509998bf2859d6a8aba,0.55,0.53,0.55,0.53,True,0.0,0.55,0.53
s158_valpf_lng53_risk0325_h3_cd5_sht54_lng53,validation_is,s158_valpf_lng53_risk0325_h3_cd5_sht54_lng53_rt_val,stages/158_adapter_research__stage156_validation_pf_margin_repair/02_runs/run158A/s158_valpf_lng53_risk0325_h3_cd5_sht54_lng53/mt5/s158_valpf_lng53_risk0325_h3_cd5_sht54_lng53_rt_val.set,2badaa4e59a7ba4fd637fcb262380136f9e4e926eacdf6945400165972f03a18,0.54,0.53,0.54,0.53,True,0.0,0.54,0.53
s158_valpf_lng53_risk0325_h3_cd5_sht54_lng53,oos,s158_valpf_lng53_risk0325_h3_cd5_sht54_lng53_rt_oos,stages/158_adapter_research__stage156_validation_pf_margin_repair/02_runs/run158A/s158_valpf_lng53_risk0325_h3_cd5_sht54_lng53/mt5/s158_valpf_lng53_risk0325_h3_cd5_sht54_lng53_rt_oos.set,97ab38b2bd2de7e63409c397d7eb92b9e3737ee49ba84b3bdd1fb0b112d1f0e9,0.54,0.53,0.54,0.53,True,0.0,0.54,0.53
