run_id,input_path,exists,sha256,input_role,claim_boundary
run364BX_overlay_hour17_native_short_ablation_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BW/final_decision.json,True,0066b8ecdaead5c4f15119256080aa7245309d8ce135f90fe8128461c4c2abeb,BX runtime ablation source(BX 런타임 제거 비교 원천),research_development_runtime_ablation_probe_only_no_new_model_training_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BX_overlay_hour17_native_short_ablation_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BW/run364BX_runtime_ablation_queue.csv,True,2b91b9119dda91648e19dc864a402f4b69e02e0ee1b153be323502c61a426f51,BX runtime ablation source(BX 런타임 제거 비교 원천),research_development_runtime_ablation_probe_only_no_new_model_training_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BX_overlay_hour17_native_short_ablation_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BW/attribution_by_hour.csv,True,7848be8abc93fb7cd265082b8e9ad97c3aa79ef071890dd9ec985b5d3180ae10,BX runtime ablation source(BX 런타임 제거 비교 원천),research_development_runtime_ablation_probe_only_no_new_model_training_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BX_overlay_hour17_native_short_ablation_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BW/attribution_by_source_bucket.csv,True,98eb755019f83df039bed208e02b210c8d51ea6aefe886bff5a6261de3aeb4c8,BX runtime ablation source(BX 런타임 제거 비교 원천),research_development_runtime_ablation_probe_only_no_new_model_training_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BX_overlay_hour17_native_short_ablation_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BV/final_decision.json,True,1395fb6656568ee87e89ef3449314d74ff9b30167060d0b1858ba14b99b4fd6b,BX runtime ablation source(BX 런타임 제거 비교 원천),research_development_runtime_ablation_probe_only_no_new_model_training_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BX_overlay_hour17_native_short_ablation_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BV/mt5/sets/OPv2_run364BV.set,True,fd2f48a6663bc39647b63afb2b4dbf3e27146870068878619fcd81b653340966,BX runtime ablation source(BX 런타임 제거 비교 원천),research_development_runtime_ablation_probe_only_no_new_model_training_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BX_overlay_hour17_native_short_ablation_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BV/strategy_tester_report_records.json,True,4360bb4c89bd06f2fa26960aa0e4786bb31c2ff00ad660eb8d4395a3dba91b72,BX runtime ablation source(BX 런타임 제거 비교 원천),research_development_runtime_ablation_probe_only_no_new_model_training_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BX_overlay_hour17_native_short_ablation_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BS/selected_bs_candidate.json,True,adcec77bbf211d758e9466a994376d25a32cac06cb3e9321530a035ea4f00c39,BX runtime ablation source(BX 런타임 제거 비교 원천),research_development_runtime_ablation_probe_only_no_new_model_training_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BX_overlay_hour17_native_short_ablation_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364M/feature_matrices/density_lift_trade_shape_features.csv,True,b30205801b5d8c3615d886adafd7053e225179a31aaac01d4782d36c391990ca,BX runtime ablation source(BX 런타임 제거 비교 원천),research_development_runtime_ablation_probe_only_no_new_model_training_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BX_overlay_hour17_native_short_ablation_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364M/feature_order.json,True,d7a1067f22872488e8ef8c2fa66dbc644b3845662164dd6d9584c0a6d5a883cc,BX runtime ablation source(BX 런타임 제거 비교 원천),research_development_runtime_ablation_probe_only_no_new_model_training_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BX_overlay_hour17_native_short_ablation_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364L/onnx/h12_move5__rf5_l80_n64.onnx,True,d30c9e623c7219ded72b3129b954b3efcb07e2f1ac8ba5fb9e22b070abef7667,BX runtime ablation source(BX 런타임 제거 비교 원천),research_development_runtime_ablation_probe_only_no_new_model_training_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BX_overlay_hour17_native_short_ablation_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364M/expected_tapes/density_lift_expected_probability_tape.csv,True,7d64cbf175f2bb35f440a57d872803479c90cee49a963b9a35024ca648eb6fe1,BX runtime ablation source(BX 런타임 제거 비교 원천),research_development_runtime_ablation_probe_only_no_new_model_training_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BX_overlay_hour17_native_short_ablation_runtime_probe_without_db_v1,foundation/mt5/ObsidianPrimeV2_RuntimeProbeEA.mq5,True,43a15043b4bf0ffa95d3a3f016e3947212a1058e7f1be760b62b64f8d4caaa1e,BX runtime ablation source(BX 런타임 제거 비교 원천),research_development_runtime_ablation_probe_only_no_new_model_training_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BX_overlay_hour17_native_short_ablation_runtime_probe_without_db_v1,docs/contracts/mt5_ea_input_order_contract_fpmarkets_v2.md,True,c9082692c2f01b40d4422274721c22b0074ec1f17a726c0e25387b5c74568fe5,BX runtime ablation source(BX 런타임 제거 비교 원천),research_development_runtime_ablation_probe_only_no_new_model_training_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
