label_name,feature_set,feature_count,model,status,train_rows,positive_rows,positive_rate
long_same_h12_tp15_sl10_pessimistic_fill_path_net_q60,no_session,54,logistic_l2_balanced,fit_completed,29222,10174,0.34816234343987407
long_same_h12_tp15_sl10_pessimistic_fill_path_net_q60,no_session,54,extra_trees_d7_l80,fit_completed,29222,10174,0.34816234343987407
long_same_h12_tp15_sl10_pessimistic_dd_normalized_q56,runtime_fill_context,27,logistic_l2_balanced,fit_completed,29222,8913,0.3050099240298405
long_same_h12_tp15_sl10_pessimistic_dd_normalized_q56,runtime_fill_context,27,extra_trees_d7_l80,fit_completed,29222,8913,0.3050099240298405
long_same_h12_tp15_sl10_pessimistic_dd_normalized_q56,contract_core,37,logistic_l2_balanced,fit_completed,29222,8913,0.3050099240298405
long_same_h12_tp15_sl10_pessimistic_dd_normalized_q56,contract_core,37,extra_trees_d7_l80,fit_completed,29222,8913,0.3050099240298405
long_same_h12_tp15_sl10_pessimistic_dd_normalized_q56,no_external,42,logistic_l2_balanced,fit_completed,29222,8913,0.3050099240298405
long_same_h12_tp15_sl10_pessimistic_dd_normalized_q56,no_external,42,extra_trees_d7_l80,fit_completed,29222,8913,0.3050099240298405
long_same_h12_tp15_sl10_pessimistic_dd_normalized_q56,no_session,54,logistic_l2_balanced,fit_completed,29222,8913,0.3050099240298405
long_same_h12_tp15_sl10_pessimistic_dd_normalized_q56,no_session,54,extra_trees_d7_l80,fit_completed,29222,8913,0.3050099240298405
long_same_h12_tp15_sl10_pessimistic_mae_mfe_asymmetry_q62,runtime_fill_context,27,logistic_l2_balanced,fit_completed,29222,7704,0.2636369858325919
long_same_h12_tp15_sl10_pessimistic_mae_mfe_asymmetry_q62,runtime_fill_context,27,extra_trees_d7_l80,fit_completed,29222,7704,0.2636369858325919
long_same_h12_tp15_sl10_pessimistic_mae_mfe_asymmetry_q62,contract_core,37,logistic_l2_balanced,fit_completed,29222,7704,0.2636369858325919
long_same_h12_tp15_sl10_pessimistic_mae_mfe_asymmetry_q62,contract_core,37,extra_trees_d7_l80,fit_completed,29222,7704,0.2636369858325919
long_same_h12_tp15_sl10_pessimistic_mae_mfe_asymmetry_q62,no_external,42,logistic_l2_balanced,fit_completed,29222,7704,0.2636369858325919
long_same_h12_tp15_sl10_pessimistic_mae_mfe_asymmetry_q62,no_external,42,extra_trees_d7_l80,fit_completed,29222,7704,0.2636369858325919
long_same_h12_tp15_sl10_pessimistic_mae_mfe_asymmetry_q62,no_session,54,logistic_l2_balanced,fit_completed,29222,7704,0.2636369858325919
long_same_h12_tp15_sl10_pessimistic_mae_mfe_asymmetry_q62,no_session,54,extra_trees_d7_l80,fit_completed,29222,7704,0.2636369858325919
short_same_h6_tp9_sl7_pessimistic_fill_path_net_q60,runtime_fill_context,27,logistic_l2_balanced,fit_completed,29222,9229,0.31582369447676406
short_same_h6_tp9_sl7_pessimistic_fill_path_net_q60,runtime_fill_context,27,extra_trees_d7_l80,fit_completed,29222,9229,0.31582369447676406
short_same_h6_tp9_sl7_pessimistic_fill_path_net_q60,contract_core,37,logistic_l2_balanced,fit_completed,29222,9229,0.31582369447676406
short_same_h6_tp9_sl7_pessimistic_fill_path_net_q60,contract_core,37,extra_trees_d7_l80,fit_completed,29222,9229,0.31582369447676406
short_same_h6_tp9_sl7_pessimistic_fill_path_net_q60,no_external,42,logistic_l2_balanced,fit_completed,29222,9229,0.31582369447676406
short_same_h6_tp9_sl7_pessimistic_fill_path_net_q60,no_external,42,extra_trees_d7_l80,fit_completed,29222,9229,0.31582369447676406
short_same_h6_tp9_sl7_pessimistic_fill_path_net_q60,no_session,54,logistic_l2_balanced,fit_completed,29222,9229,0.31582369447676406
short_same_h6_tp9_sl7_pessimistic_fill_path_net_q60,no_session,54,extra_trees_d7_l80,fit_completed,29222,9229,0.31582369447676406
short_same_h6_tp9_sl7_pessimistic_dd_normalized_q56,runtime_fill_context,27,logistic_l2_balanced,fit_completed,29222,8206,0.2808158236944768
short_same_h6_tp9_sl7_pessimistic_dd_normalized_q56,runtime_fill_context,27,extra_trees_d7_l80,fit_completed,29222,8206,0.2808158236944768
short_same_h6_tp9_sl7_pessimistic_dd_normalized_q56,contract_core,37,logistic_l2_balanced,fit_completed,29222,8206,0.2808158236944768
short_same_h6_tp9_sl7_pessimistic_dd_normalized_q56,contract_core,37,extra_trees_d7_l80,fit_completed,29222,8206,0.2808158236944768
short_same_h6_tp9_sl7_pessimistic_dd_normalized_q56,no_external,42,logistic_l2_balanced,fit_completed,29222,8206,0.2808158236944768
short_same_h6_tp9_sl7_pessimistic_dd_normalized_q56,no_external,42,extra_trees_d7_l80,fit_completed,29222,8206,0.2808158236944768
short_same_h6_tp9_sl7_pessimistic_dd_normalized_q56,no_session,54,logistic_l2_balanced,fit_completed,29222,8206,0.2808158236944768
short_same_h6_tp9_sl7_pessimistic_dd_normalized_q56,no_session,54,extra_trees_d7_l80,fit_completed,29222,8206,0.2808158236944768
short_same_h6_tp9_sl7_pessimistic_mae_mfe_asymmetry_q62,runtime_fill_context,27,logistic_l2_balanced,fit_completed,29222,6980,0.23886113202381767
short_same_h6_tp9_sl7_pessimistic_mae_mfe_asymmetry_q62,runtime_fill_context,27,extra_trees_d7_l80,fit_completed,29222,6980,0.23886113202381767
short_same_h6_tp9_sl7_pessimistic_mae_mfe_asymmetry_q62,contract_core,37,logistic_l2_balanced,fit_completed,29222,6980,0.23886113202381767
short_same_h6_tp9_sl7_pessimistic_mae_mfe_asymmetry_q62,contract_core,37,extra_trees_d7_l80,fit_completed,29222,6980,0.23886113202381767
short_same_h6_tp9_sl7_pessimistic_mae_mfe_asymmetry_q62,no_external,42,logistic_l2_balanced,fit_completed,29222,6980,0.23886113202381767
short_same_h6_tp9_sl7_pessimistic_mae_mfe_asymmetry_q62,no_external,42,extra_trees_d7_l80,fit_completed,29222,6980,0.23886113202381767
short_same_h6_tp9_sl7_pessimistic_mae_mfe_asymmetry_q62,no_session,54,logistic_l2_balanced,fit_completed,29222,6980,0.23886113202381767
short_same_h6_tp9_sl7_pessimistic_mae_mfe_asymmetry_q62,no_session,54,extra_trees_d7_l80,fit_completed,29222,6980,0.23886113202381767
short_same_h12_tp15_sl10_pessimistic_fill_path_net_q60,runtime_fill_context,27,logistic_l2_balanced,fit_completed,29222,9720,0.33262610362055983
short_same_h12_tp15_sl10_pessimistic_fill_path_net_q60,runtime_fill_context,27,extra_trees_d7_l80,fit_completed,29222,9720,0.33262610362055983
short_same_h12_tp15_sl10_pessimistic_fill_path_net_q60,contract_core,37,logistic_l2_balanced,fit_completed,29222,9720,0.33262610362055983
short_same_h12_tp15_sl10_pessimistic_fill_path_net_q60,contract_core,37,extra_trees_d7_l80,fit_completed,29222,9720,0.33262610362055983
short_same_h12_tp15_sl10_pessimistic_fill_path_net_q60,no_external,42,logistic_l2_balanced,fit_completed,29222,9720,0.33262610362055983
short_same_h12_tp15_sl10_pessimistic_fill_path_net_q60,no_external,42,extra_trees_d7_l80,fit_completed,29222,9720,0.33262610362055983
short_same_h12_tp15_sl10_pessimistic_fill_path_net_q60,no_session,54,logistic_l2_balanced,fit_completed,29222,9720,0.33262610362055983
short_same_h12_tp15_sl10_pessimistic_fill_path_net_q60,no_session,54,extra_trees_d7_l80,fit_completed,29222,9720,0.33262610362055983
short_same_h12_tp15_sl10_pessimistic_dd_normalized_q56,runtime_fill_context,27,logistic_l2_balanced,fit_completed,29222,8486,0.2903976456094723
short_same_h12_tp15_sl10_pessimistic_dd_normalized_q56,runtime_fill_context,27,extra_trees_d7_l80,fit_completed,29222,8486,0.2903976456094723
short_same_h12_tp15_sl10_pessimistic_dd_normalized_q56,contract_core,37,logistic_l2_balanced,fit_completed,29222,8486,0.2903976456094723
short_same_h12_tp15_sl10_pessimistic_dd_normalized_q56,contract_core,37,extra_trees_d7_l80,fit_completed,29222,8486,0.2903976456094723
short_same_h12_tp15_sl10_pessimistic_dd_normalized_q56,no_external,42,logistic_l2_balanced,fit_completed,29222,8486,0.2903976456094723
short_same_h12_tp15_sl10_pessimistic_dd_normalized_q56,no_external,42,extra_trees_d7_l80,fit_completed,29222,8486,0.2903976456094723
short_same_h12_tp15_sl10_pessimistic_dd_normalized_q56,no_session,54,logistic_l2_balanced,fit_completed,29222,8486,0.2903976456094723
short_same_h12_tp15_sl10_pessimistic_dd_normalized_q56,no_session,54,extra_trees_d7_l80,fit_completed,29222,8486,0.2903976456094723
short_same_h12_tp15_sl10_pessimistic_mae_mfe_asymmetry_q62,runtime_fill_context,27,logistic_l2_balanced,fit_completed,29222,7317,0.2503935391143659
short_same_h12_tp15_sl10_pessimistic_mae_mfe_asymmetry_q62,runtime_fill_context,27,extra_trees_d7_l80,fit_completed,29222,7317,0.2503935391143659
short_same_h12_tp15_sl10_pessimistic_mae_mfe_asymmetry_q62,contract_core,37,logistic_l2_balanced,fit_completed,29222,7317,0.2503935391143659
short_same_h12_tp15_sl10_pessimistic_mae_mfe_asymmetry_q62,contract_core,37,extra_trees_d7_l80,fit_completed,29222,7317,0.2503935391143659
short_same_h12_tp15_sl10_pessimistic_mae_mfe_asymmetry_q62,no_external,42,logistic_l2_balanced,fit_completed,29222,7317,0.2503935391143659
short_same_h12_tp15_sl10_pessimistic_mae_mfe_asymmetry_q62,no_external,42,extra_trees_d7_l80,fit_completed,29222,7317,0.2503935391143659
short_same_h12_tp15_sl10_pessimistic_mae_mfe_asymmetry_q62,no_session,54,logistic_l2_balanced,fit_completed,29222,7317,0.2503935391143659
short_same_h12_tp15_sl10_pessimistic_mae_mfe_asymmetry_q62,no_session,54,extra_trees_d7_l80,fit_completed,29222,7317,0.2503935391143659
long_same_h12_tp15_sl10_close_direction_fill_path_net_q60,runtime_fill_context,27,logistic_l2_balanced,fit_completed,29222,11270,0.38566833207857093
long_same_h12_tp15_sl10_close_direction_fill_path_net_q60,runtime_fill_context,27,extra_trees_d7_l80,fit_completed,29222,11270,0.38566833207857093
long_same_h12_tp15_sl10_close_direction_fill_path_net_q60,contract_core,37,logistic_l2_balanced,fit_completed,29222,11270,0.38566833207857093
long_same_h12_tp15_sl10_close_direction_fill_path_net_q60,contract_core,37,extra_trees_d7_l80,fit_completed,29222,11270,0.38566833207857093
long_same_h12_tp15_sl10_close_direction_fill_path_net_q60,no_external,42,logistic_l2_balanced,fit_completed,29222,11270,0.38566833207857093
long_same_h12_tp15_sl10_close_direction_fill_path_net_q60,no_external,42,extra_trees_d7_l80,fit_completed,29222,11270,0.38566833207857093
long_same_h12_tp15_sl10_close_direction_fill_path_net_q60,no_session,54,logistic_l2_balanced,fit_completed,29222,11270,0.38566833207857093
long_same_h12_tp15_sl10_close_direction_fill_path_net_q60,no_session,54,extra_trees_d7_l80,fit_completed,29222,11270,0.38566833207857093
short_same_h12_tp15_sl10_close_direction_fill_path_net_q60,runtime_fill_context,27,logistic_l2_balanced,fit_completed,29222,10841,0.3709876120730956
short_same_h12_tp15_sl10_close_direction_fill_path_net_q60,runtime_fill_context,27,extra_trees_d7_l80,fit_completed,29222,10841,0.3709876120730956
short_same_h12_tp15_sl10_close_direction_fill_path_net_q60,contract_core,37,logistic_l2_balanced,fit_completed,29222,10841,0.3709876120730956
short_same_h12_tp15_sl10_close_direction_fill_path_net_q60,contract_core,37,extra_trees_d7_l80,fit_completed,29222,10841,0.3709876120730956
short_same_h12_tp15_sl10_close_direction_fill_path_net_q60,no_external,42,logistic_l2_balanced,fit_completed,29222,10841,0.3709876120730956
short_same_h12_tp15_sl10_close_direction_fill_path_net_q60,no_external,42,extra_trees_d7_l80,fit_completed,29222,10841,0.3709876120730956
short_same_h12_tp15_sl10_close_direction_fill_path_net_q60,no_session,54,logistic_l2_balanced,fit_completed,29222,10841,0.3709876120730956
short_same_h12_tp15_sl10_close_direction_fill_path_net_q60,no_session,54,extra_trees_d7_l80,fit_completed,29222,10841,0.3709876120730956
long_nextbar_control_h12_tp15_sl10_pessimistic_fill_path_net_q60,runtime_fill_context,27,logistic_l2_balanced,fit_completed,29222,10198,0.3489836424611594
long_nextbar_control_h12_tp15_sl10_pessimistic_fill_path_net_q60,runtime_fill_context,27,extra_trees_d7_l80,fit_completed,29222,10198,0.3489836424611594
long_nextbar_control_h12_tp15_sl10_pessimistic_fill_path_net_q60,contract_core,37,logistic_l2_balanced,fit_completed,29222,10198,0.3489836424611594
long_nextbar_control_h12_tp15_sl10_pessimistic_fill_path_net_q60,contract_core,37,extra_trees_d7_l80,fit_completed,29222,10198,0.3489836424611594
long_nextbar_control_h12_tp15_sl10_pessimistic_fill_path_net_q60,no_external,42,logistic_l2_balanced,fit_completed,29222,10198,0.3489836424611594
long_nextbar_control_h12_tp15_sl10_pessimistic_fill_path_net_q60,no_external,42,extra_trees_d7_l80,fit_completed,29222,10198,0.3489836424611594
long_nextbar_control_h12_tp15_sl10_pessimistic_fill_path_net_q60,no_session,54,logistic_l2_balanced,fit_completed,29222,10198,0.3489836424611594
long_nextbar_control_h12_tp15_sl10_pessimistic_fill_path_net_q60,no_session,54,extra_trees_d7_l80,fit_completed,29222,10198,0.3489836424611594
short_nextbar_control_h12_tp15_sl10_pessimistic_fill_path_net_q60,runtime_fill_context,27,logistic_l2_balanced,fit_completed,29222,9714,0.3324207788652385
short_nextbar_control_h12_tp15_sl10_pessimistic_fill_path_net_q60,runtime_fill_context,27,extra_trees_d7_l80,fit_completed,29222,9714,0.3324207788652385
short_nextbar_control_h12_tp15_sl10_pessimistic_fill_path_net_q60,contract_core,37,logistic_l2_balanced,fit_completed,29222,9714,0.3324207788652385
short_nextbar_control_h12_tp15_sl10_pessimistic_fill_path_net_q60,contract_core,37,extra_trees_d7_l80,fit_completed,29222,9714,0.3324207788652385
short_nextbar_control_h12_tp15_sl10_pessimistic_fill_path_net_q60,no_external,42,logistic_l2_balanced,fit_completed,29222,9714,0.3324207788652385
short_nextbar_control_h12_tp15_sl10_pessimistic_fill_path_net_q60,no_external,42,extra_trees_d7_l80,fit_completed,29222,9714,0.3324207788652385
short_nextbar_control_h12_tp15_sl10_pessimistic_fill_path_net_q60,no_session,54,logistic_l2_balanced,fit_completed,29222,9714,0.3324207788652385
short_nextbar_control_h12_tp15_sl10_pessimistic_fill_path_net_q60,no_session,54,extra_trees_d7_l80,fit_completed,29222,9714,0.3324207788652385
