label_name,feature_set,feature_count,model,status,train_rows,positive_rows,positive_rate
long_same_h6_tp9_sl7_pessimistic_fill_path_net_q60,runtime_fill_context,27,logistic_l2_balanced,fit_completed,29222,9652,0.33029908972691807
long_same_h6_tp9_sl7_pessimistic_fill_path_net_q60,runtime_fill_context,27,extra_trees_d7_l80,fit_completed,29222,9652,0.33029908972691807
long_same_h6_tp9_sl7_pessimistic_fill_path_net_q60,contract_core,37,logistic_l2_balanced,fit_completed,29222,9652,0.33029908972691807
long_same_h6_tp9_sl7_pessimistic_fill_path_net_q60,contract_core,37,extra_trees_d7_l80,fit_completed,29222,9652,0.33029908972691807
long_same_h6_tp9_sl7_pessimistic_fill_path_net_q60,no_external,42,logistic_l2_balanced,fit_completed,29222,9652,0.33029908972691807
long_same_h6_tp9_sl7_pessimistic_fill_path_net_q60,no_external,42,extra_trees_d7_l80,fit_completed,29222,9652,0.33029908972691807
long_same_h6_tp9_sl7_pessimistic_fill_path_net_q60,no_session,54,logistic_l2_balanced,fit_completed,29222,9652,0.33029908972691807
long_same_h6_tp9_sl7_pessimistic_fill_path_net_q60,no_session,54,extra_trees_d7_l80,fit_completed,29222,9652,0.33029908972691807
long_same_h6_tp9_sl7_pessimistic_dd_normalized_q56,runtime_fill_context,27,logistic_l2_balanced,fit_completed,29222,8543,0.292348230785025
long_same_h6_tp9_sl7_pessimistic_dd_normalized_q56,runtime_fill_context,27,extra_trees_d7_l80,fit_completed,29222,8543,0.292348230785025
long_same_h6_tp9_sl7_pessimistic_dd_normalized_q56,contract_core,37,logistic_l2_balanced,fit_completed,29222,8543,0.292348230785025
long_same_h6_tp9_sl7_pessimistic_dd_normalized_q56,contract_core,37,extra_trees_d7_l80,fit_completed,29222,8543,0.292348230785025
long_same_h6_tp9_sl7_pessimistic_dd_normalized_q56,no_external,42,logistic_l2_balanced,fit_completed,29222,8543,0.292348230785025
long_same_h6_tp9_sl7_pessimistic_dd_normalized_q56,no_external,42,extra_trees_d7_l80,fit_completed,29222,8543,0.292348230785025
long_same_h6_tp9_sl7_pessimistic_dd_normalized_q56,no_session,54,logistic_l2_balanced,fit_completed,29222,8543,0.292348230785025
long_same_h6_tp9_sl7_pessimistic_dd_normalized_q56,no_session,54,extra_trees_d7_l80,fit_completed,29222,8543,0.292348230785025
long_same_h6_tp9_sl7_pessimistic_mae_mfe_asymmetry_q62,runtime_fill_context,27,logistic_l2_balanced,fit_completed,29222,7280,0.24912736978988434
long_same_h6_tp9_sl7_pessimistic_mae_mfe_asymmetry_q62,runtime_fill_context,27,extra_trees_d7_l80,fit_completed,29222,7280,0.24912736978988434
long_same_h6_tp9_sl7_pessimistic_mae_mfe_asymmetry_q62,contract_core,37,logistic_l2_balanced,fit_completed,29222,7280,0.24912736978988434
long_same_h6_tp9_sl7_pessimistic_mae_mfe_asymmetry_q62,contract_core,37,extra_trees_d7_l80,fit_completed,29222,7280,0.24912736978988434
long_same_h6_tp9_sl7_pessimistic_mae_mfe_asymmetry_q62,no_external,42,logistic_l2_balanced,fit_completed,29222,7280,0.24912736978988434
long_same_h6_tp9_sl7_pessimistic_mae_mfe_asymmetry_q62,no_external,42,extra_trees_d7_l80,fit_completed,29222,7280,0.24912736978988434
long_same_h6_tp9_sl7_pessimistic_mae_mfe_asymmetry_q62,no_session,54,logistic_l2_balanced,fit_completed,29222,7280,0.24912736978988434
long_same_h6_tp9_sl7_pessimistic_mae_mfe_asymmetry_q62,no_session,54,extra_trees_d7_l80,fit_completed,29222,7280,0.24912736978988434
long_same_h12_tp15_sl10_pessimistic_fill_path_net_q60,runtime_fill_context,27,logistic_l2_balanced,fit_completed,29222,10174,0.34816234343987407
long_same_h12_tp15_sl10_pessimistic_fill_path_net_q60,runtime_fill_context,27,extra_trees_d7_l80,fit_completed,29222,10174,0.34816234343987407
long_same_h12_tp15_sl10_pessimistic_fill_path_net_q60,contract_core,37,logistic_l2_balanced,fit_completed,29222,10174,0.34816234343987407
long_same_h12_tp15_sl10_pessimistic_fill_path_net_q60,contract_core,37,extra_trees_d7_l80,fit_completed,29222,10174,0.34816234343987407
long_same_h12_tp15_sl10_pessimistic_fill_path_net_q60,no_external,42,logistic_l2_balanced,fit_completed,29222,10174,0.34816234343987407
long_same_h12_tp15_sl10_pessimistic_fill_path_net_q60,no_external,42,extra_trees_d7_l80,fit_completed,29222,10174,0.34816234343987407
