candidate_id,label_name,side,entry_price_model,fill_policy,hold_bars,tp_price_units,sl_price_units,tp_broker_points,sl_broker_points,feature_set,feature_count,model,prob_quantile,prob_threshold,session,risk_filter,cooldown_bars,scout_clue,meaningful_signal,dual_positive,rank_score,validation_raw_signal_count,validation_lifecycle_trade_count,validation_signal_to_trade_ratio,oos_raw_signal_count,oos_lifecycle_trade_count,oos_signal_to_trade_ratio,val_net,val_gross_profit,val_gross_loss,val_pf,val_dd_pct,val_trade_count,val_calendar_days,val_calendar_trades_day,val_active_trades_day,val_win_rate,val_avg_win,val_avg_loss,val_payoff,val_expectancy,val_recovery,val_max_consecutive_loss,val_time_under_water_trades,oos_net,oos_gross_profit,oos_gross_loss,oos_pf,oos_dd_pct,oos_trade_count,oos_calendar_days,oos_calendar_trades_day,oos_active_trades_day,oos_win_rate,oos_avg_win,oos_avg_loss,oos_payoff,oos_expectancy,oos_recovery,oos_max_consecutive_loss,oos_time_under_water_trades
f79f_00402,long_same_h6_tp9_sl7_bidask_skip_both_fill_path_net_q60,long,bid_open_plus_spread_for_long,bidask_skip_both,6,9.0,7.0,900.0,700.0,no_external,42,extra_trees_d7_l80,0.68,0.5050719671108258,cash_open,none,6,0,0,1,47616.33658490512,5,3,0.6,4,3,0.75,2.395160813178792,2.395160813178792,0.0,999.0,0.0,3,271,0.01107011070110701,1.0,1.0,0.798386937726264,0.0,0.0,0.798386937726264,999.0,0,0,2.395160813178792,2.395160813178792,0.0,999.0,0.0,3,194,0.015463917525773196,1.0,1.0,0.798386937726264,0.0,0.0,0.798386937726264,999.0,0,0
f79f_00401,long_same_h6_tp9_sl7_bidask_skip_both_fill_path_net_q60,long,bid_open_plus_spread_for_long,bidask_skip_both,6,9.0,7.0,900.0,700.0,no_external,42,extra_trees_d7_l80,0.68,0.5050719671108258,cash_open,none,0,0,0,1,42433.49686615279,5,5,1.0,4,4,1.0,2.5725801326735174,3.193547750905056,-0.6209676182315387,5.142857142857143,0.1241935236463064,5,271,0.01845018450184502,1.6666666666666667,0.8,0.798386937726264,-0.6209676182315387,1.2857142857142858,0.5145160265347035,4.142857142857188,1,1,1.7741931949472534,2.395160813178792,-0.6209676182315387,3.857142857142857,0.1241935236463064,4,194,0.020618556701030927,1.3333333333333333,0.75,0.798386937726264,-0.6209676182315387,1.2857142857142858,0.44354829873681334,2.857142857142888,1,1
f79f_00403,long_same_h6_tp9_sl7_bidask_skip_both_fill_path_net_q60,long,bid_open_plus_spread_for_long,bidask_skip_both,6,9.0,7.0,900.0,700.0,no_external,42,extra_trees_d7_l80,0.68,0.5050719671108258,cash_open,trend_aligned,0,0,0,1,42414.677677960906,4,4,1.0,4,4,1.0,1.7741931949472534,2.395160813178792,-0.6209676182315387,3.857142857142857,0.1241935236463064,4,271,0.014760147601476014,1.3333333333333333,0.75,0.798386937726264,-0.6209676182315387,1.2857142857142858,0.44354829873681334,2.857142857142888,1,1,1.7741931949472534,2.395160813178792,-0.6209676182315387,3.857142857142857,0.1241935236463064,4,194,0.020618556701030927,1.3333333333333333,0.75,0.798386937726264,-0.6209676182315387,1.2857142857142858,0.44354829873681334,2.857142857142888,1,1
f79f_00762,long_same_h12_tp15_sl10_bidask_skip_both_fill_path_net_q60,long,bid_open_plus_spread_for_long,bidask_skip_both,12,15.0,10.0,1500.0,1000.0,contract_core,37,extra_trees_d7_l80,0.68,0.5072475731767379,cash_open,none,6,0,0,1,38559.55478219908,5,3,0.6,1,1,1.0,1.7741931949472534,2.66128979242088,-0.8870965974736267,3.0,0.0,3,271,0.01107011070110701,1.0,0.6666666666666666,1.33064489621044,-0.8870965974736267,1.5,0.5913977316490845,999.0,1,0,1.33064489621044,1.33064489621044,0.0,999.0,0.0,1,194,0.005154639175257732,1.0,1.0,1.33064489621044,0.0,0.0,1.33064489621044,999.0,0,0
f79f_00764,long_same_h12_tp15_sl10_bidask_skip_both_fill_path_net_q60,long,bid_open_plus_spread_for_long,bidask_skip_both,12,15.0,10.0,1500.0,1000.0,contract_core,37,extra_trees_d7_l80,0.68,0.5072475731767379,cash_open,trend_aligned,6,0,0,1,38559.55478219908,5,3,0.6,1,1,1.0,1.7741931949472534,2.66128979242088,-0.8870965974736267,3.0,0.0,3,271,0.01107011070110701,1.0,0.6666666666666666,1.33064489621044,-0.8870965974736267,1.5,0.5913977316490845,999.0,1,0,1.33064489621044,1.33064489621044,0.0,999.0,0.0,1,194,0.005154639175257732,1.0,1.0,1.33064489621044,0.0,0.0,1.33064489621044,999.0,0,0
f79f_00320,long_same_h6_tp9_sl7_bidask_skip_both_fill_path_net_q60,long,bid_open_plus_spread_for_long,bidask_skip_both,6,9.0,7.0,900.0,700.0,contract_core,37,logistic_l2_balanced,0.9,0.5329725886016474,cash_open,trend_aligned,6,0,0,1,36612.59294541739,7,6,0.8571428571428571,4,3,0.75,1.9516125144419787,3.193547750905056,-1.2419352364630774,2.5714285714285716,0.1241935236463064,6,271,0.02214022140221402,1.0,0.6666666666666666,0.798386937726264,-0.6209676182315387,1.2857142857142858,0.32526875240699643,3.1428571428571765,2,1,0.9758062572209893,1.596773875452528,-0.6209676182315387,2.5714285714285716,0.1241935236463064,3,194,0.015463917525773196,1.0,0.6666666666666666,0.798386937726264,-0.6209676182315387,1.2857142857142858,0.32526875240699643,1.5714285714285883,1,1
f79f_00404,long_same_h6_tp9_sl7_bidask_skip_both_fill_path_net_q60,long,bid_open_plus_spread_for_long,bidask_skip_both,6,9.0,7.0,900.0,700.0,no_external,42,extra_trees_d7_l80,0.68,0.5050719671108258,cash_open,trend_aligned,6,0,0,1,36590.184530611594,4,3,0.75,4,3,0.75,0.9758062572209893,1.596773875452528,-0.6209676182315387,2.5714285714285716,0.1241935236463064,3,271,0.01107011070110701,1.0,0.6666666666666666,0.798386937726264,-0.6209676182315387,1.2857142857142858,0.32526875240699643,1.5714285714285883,1,1,2.395160813178792,2.395160813178792,0.0,999.0,0.0,3,194,0.015463917525773196,1.0,1.0,0.798386937726264,0.0,0.0,0.798386937726264,999.0,0,0
f79f_00390,long_same_h6_tp9_sl7_bidask_skip_both_fill_path_net_q60,long,bid_open_plus_spread_for_long,bidask_skip_both,6,9.0,7.0,900.0,700.0,no_external,42,logistic_l2_balanced,0.9,0.5381668858023931,cash_open,none,6,0,0,1,36555.58014284239,10,6,0.6,2,1,0.5,1.9516125144419787,3.193547750905056,-1.2419352364630774,2.5714285714285716,0.1241935236463064,6,271,0.02214022140221402,1.0,0.6666666666666666,0.798386937726264,-0.6209676182315387,1.2857142857142858,0.32526875240699643,3.1428571428571765,1,1,0.798386937726264,0.798386937726264,0.0,999.0,0.0,1,194,0.005154639175257732,1.0,1.0,0.798386937726264,0.0,0.0,0.798386937726264,999.0,0,0
f79f_00740,long_same_h12_tp15_sl10_bidask_skip_both_fill_path_net_q60,long,bid_open_plus_spread_for_long,bidask_skip_both,12,15.0,10.0,1500.0,1000.0,contract_core,37,logistic_l2_balanced,0.82,0.5321172425925065,cash_open,trend_aligned,6,0,0,1,34082.97722423841,8,7,0.875,5,4,0.8,2.66128979242088,5.32257958484176,-2.66128979242088,2.0,0.17741931949473155,7,271,0.025830258302583026,1.0,0.5714285714285714,1.33064489621044,-0.8870965974736267,1.5,0.38018425606012574,2.9999999999998948,2,1,3.1048380911576934,3.99193468863132,-0.8870965974736267,4.5,0.17741931949473155,4,194,0.020618556701030927,1.0,0.75,1.33064489621044,-0.8870965974736267,1.5,0.7762095227894233,3.4999999999998774,1,1
f79f_00224,long_same_h6_tp9_sl7_bidask_skip_both_fill_path_net_q60,long,bid_open_plus_spread_for_long,bidask_skip_both,6,9.0,7.0,900.0,700.0,runtime_fill_context,27,logistic_l2_balanced,0.68,0.5103067509374216,cash_open,trend_aligned,6,0,0,1,33714.65184331209,17,11,0.6470588235294118,6,5,0.8333333333333334,3.1048380911576934,5.5887085640838485,-2.4838704729261547,2.25,0.2483870472926128,11,271,0.04059040590405904,1.0,0.6363636363636364,0.7983869377262641,-0.6209676182315387,1.2857142857142858,0.28225800828706304,2.5000000000000266,2,3,1.1532255767157147,2.395160813178792,-1.2419352364630774,1.9285714285714286,0.2483870472926128,5,194,0.02577319587628866,1.0,0.6,0.798386937726264,-0.6209676182315387,1.2857142857142858,0.23064511534314294,0.9285714285714385,2,3
