candidate_id,label_name,side,entry_price_model,fill_policy,hold_bars,tp_price_units,sl_price_units,tp_broker_points,sl_broker_points,feature_set,feature_count,model,prob_quantile,prob_threshold,session,risk_filter,cooldown_bars,scout_clue,meaningful_signal,dual_positive,rank_score,validation_raw_signal_count,validation_lifecycle_trade_count,validation_signal_to_trade_ratio,oos_raw_signal_count,oos_lifecycle_trade_count,oos_signal_to_trade_ratio,val_net,val_gross_profit,val_gross_loss,val_pf,val_dd_pct,val_trade_count,val_calendar_days,val_calendar_trades_day,val_active_trades_day,val_win_rate,val_avg_win,val_avg_loss,val_payoff,val_expectancy,val_recovery,val_max_consecutive_loss,val_time_under_water_trades,oos_net,oos_gross_profit,oos_gross_loss,oos_pf,oos_dd_pct,oos_trade_count,oos_calendar_days,oos_calendar_trades_day,oos_active_trades_day,oos_win_rate,oos_avg_win,oos_avg_loss,oos_payoff,oos_expectancy,oos_recovery,oos_max_consecutive_loss,oos_time_under_water_trades
f79f_00738,long_same_h12_tp15_sl10_bidask_skip_both_fill_path_net_q60,long,bid_open_plus_spread_for_long,bidask_skip_both,12,15.0,10.0,1500.0,1000.0,contract_core,37,logistic_l2_balanced,0.82,0.5321172425925065,cash_open,none,6,0,0,1,32517.179034059143,17,15,0.8823529411764706,7,6,0.8571428571428571,4.435482987368133,10.64515916968352,-6.209676182315387,1.7142857142857142,0.887096597473635,15,271,0.055350553505535055,1.0,0.5333333333333333,1.33064489621044,-0.8870965974736267,1.5,0.29569886582454225,0.9999999999999906,6,8,3.5483863898945067,5.32257958484176,-1.7741931949472534,3.0,0.17741931949473155,6,194,0.030927835051546393,1.0,0.6666666666666666,1.33064489621044,-0.8870965974736267,1.5,0.5913977316490845,3.9999999999998597,1,1
f79f_00739,long_same_h12_tp15_sl10_bidask_skip_both_fill_path_net_q60,long,bid_open_plus_spread_for_long,bidask_skip_both,12,15.0,10.0,1500.0,1000.0,contract_core,37,logistic_l2_balanced,0.82,0.5321172425925065,cash_open,trend_aligned,0,0,0,1,31748.378809348033,8,8,1.0,5,5,1.0,1.7741931949472534,5.32257958484176,-3.5483863898945067,1.5,0.3548386389894404,8,271,0.02952029520295203,1.1428571428571428,0.5,1.33064489621044,-0.8870965974736267,1.5,0.22177414936840667,1.000000000000029,2,3,2.2177414936840667,3.99193468863132,-1.7741931949472534,2.25,0.17741931949473155,5,194,0.02577319587628866,1.25,0.6,1.33064489621044,-0.8870965974736267,1.5,0.44354829873681334,2.4999999999999125,1,1
f79f_00751,long_same_h12_tp15_sl10_bidask_skip_both_fill_path_net_q60,long,bid_open_plus_spread_for_long,bidask_skip_both,12,15.0,10.0,1500.0,1000.0,contract_core,37,logistic_l2_balanced,0.9,0.5431923166408426,cash_open,trend_aligned,0,0,0,1,31724.956367308685,6,6,1.0,2,2,1.0,1.33064489621044,3.99193468863132,-2.66128979242088,1.5,0.17741931949473155,6,271,0.02214022140221402,1.0,0.5,1.33064489621044,-0.8870965974736267,1.5,0.22177414936840667,1.4999999999999474,2,1,0.44354829873681334,1.33064489621044,-0.8870965974736267,1.5,0.17741931949473155,2,194,0.010309278350515464,1.0,0.5,1.33064489621044,-0.8870965974736267,1.5,0.22177414936840667,0.49999999999998246,1,1
f79f_00752,long_same_h12_tp15_sl10_bidask_skip_both_fill_path_net_q60,long,bid_open_plus_spread_for_long,bidask_skip_both,12,15.0,10.0,1500.0,1000.0,contract_core,37,logistic_l2_balanced,0.9,0.5431923166408426,cash_open,trend_aligned,6,0,0,1,31724.956367308685,6,6,1.0,2,2,1.0,1.33064489621044,3.99193468863132,-2.66128979242088,1.5,0.17741931949473155,6,271,0.02214022140221402,1.0,0.5,1.33064489621044,-0.8870965974736267,1.5,0.22177414936840667,1.4999999999999474,2,1,0.44354829873681334,1.33064489621044,-0.8870965974736267,1.5,0.17741931949473155,2,194,0.010309278350515464,1.0,0.5,1.33064489621044,-0.8870965974736267,1.5,0.22177414936840667,0.49999999999998246,1,1
f79f_00761,long_same_h12_tp15_sl10_bidask_skip_both_fill_path_net_q60,long,bid_open_plus_spread_for_long,bidask_skip_both,12,15.0,10.0,1500.0,1000.0,contract_core,37,extra_trees_d7_l80,0.68,0.5072475731767379,cash_open,none,0,0,0,1,31709.75641498329,5,4,0.8,1,1,1.0,0.8870965974736267,2.66128979242088,-1.7741931949472534,1.5,0.17741931949473155,4,271,0.014760147601476014,1.3333333333333333,0.5,1.33064489621044,-0.8870965974736267,1.5,0.22177414936840667,0.9999999999999649,1,1,1.33064489621044,1.33064489621044,0.0,999.0,0.0,1,194,0.005154639175257732,1.0,1.0,1.33064489621044,0.0,0.0,1.33064489621044,999.0,0,0
f79f_00763,long_same_h12_tp15_sl10_bidask_skip_both_fill_path_net_q60,long,bid_open_plus_spread_for_long,bidask_skip_both,12,15.0,10.0,1500.0,1000.0,contract_core,37,extra_trees_d7_l80,0.68,0.5072475731767379,cash_open,trend_aligned,0,0,0,1,31709.75641498329,5,4,0.8,1,1,1.0,0.8870965974736267,2.66128979242088,-1.7741931949472534,1.5,0.17741931949473155,4,271,0.014760147601476014,1.3333333333333333,0.5,1.33064489621044,-0.8870965974736267,1.5,0.22177414936840667,0.9999999999999649,1,1,1.33064489621044,1.33064489621044,0.0,999.0,0.0,1,194,0.005154639175257732,1.0,1.0,1.33064489621044,0.0,0.0,1.33064489621044,999.0,0,0
f79f_00824,long_same_h12_tp15_sl10_bidask_skip_both_fill_path_net_q60,long,bid_open_plus_spread_for_long,bidask_skip_both,12,15.0,10.0,1500.0,1000.0,no_external,42,logistic_l2_balanced,0.9,0.5456756821176526,cash_open,trend_aligned,6,0,0,1,31632.13546270435,8,6,0.75,2,1,0.5,1.33064489621044,3.99193468863132,-2.66128979242088,1.5,0.3548386389894517,6,271,0.02214022140221402,1.0,0.5,1.33064489621044,-0.8870965974736267,1.5,0.22177414936840667,0.7499999999999978,2,3,1.33064489621044,1.33064489621044,0.0,999.0,0.0,1,194,0.005154639175257732,1.0,1.0,1.33064489621044,0.0,0.0,1.33064489621044,999.0,0,0
f79f_00750,long_same_h12_tp15_sl10_bidask_skip_both_fill_path_net_q60,long,bid_open_plus_spread_for_long,bidask_skip_both,12,15.0,10.0,1500.0,1000.0,contract_core,37,logistic_l2_balanced,0.9,0.5431923166408426,cash_open,none,6,0,0,1,31518.382170265675,13,12,0.9230769230769231,3,3,1.0,2.66128979242088,7.983869377262641,-5.32257958484176,1.5000000000000002,0.7096772779789035,12,271,0.04428044280442804,1.0,0.5,1.3306448962104402,-0.8870965974736267,1.5000000000000002,0.22177414936840667,0.7499999999999978,5,6,1.7741931949472534,2.66128979242088,-0.8870965974736267,3.0,0.1774193194947202,3,194,0.015463917525773196,1.0,0.6666666666666666,1.33064489621044,-0.8870965974736267,1.5,0.5913977316490845,2.000000000000058,1,1
f79f_00726,long_same_h12_tp15_sl10_bidask_skip_both_fill_path_net_q60,long,bid_open_plus_spread_for_long,bidask_skip_both,12,15.0,10.0,1500.0,1000.0,contract_core,37,logistic_l2_balanced,0.68,0.518593848833893,cash_open,none,6,0,0,1,30922.435813159704,27,21,0.7777777777777778,11,10,0.9090909090909091,3.5483863898945067,13.306448962104401,-9.758062572209894,1.3636363636363635,1.0645159169683551,21,271,0.07749077490774908,1.0,0.47619047619047616,1.33064489621044,-0.8870965974736268,1.4999999999999998,0.16897078047116698,0.6666666666666646,7,9,2.2177414936840667,6.6532244810522005,-4.435482987368133,1.5,0.3548386389894517,10,194,0.05154639175257732,1.0,0.5,1.33064489621044,-0.8870965974736267,1.5,0.22177414936840667,1.2499999999999962,2,3
f79f_00319,long_same_h6_tp9_sl7_bidask_skip_both_fill_path_net_q60,long,bid_open_plus_spread_for_long,bidask_skip_both,6,9.0,7.0,900.0,700.0,contract_core,37,logistic_l2_balanced,0.9,0.5329725886016474,cash_open,trend_aligned,0,0,0,1,30837.643129041127,7,7,1.0,4,4,1.0,2.7499994521682427,3.99193468863132,-1.2419352364630774,3.2142857142857144,0.1241935236463064,7,271,0.025830258302583026,1.1666666666666667,0.7142857142857143,0.798386937726264,-0.6209676182315387,1.2857142857142858,0.39285706459546327,4.428571428571476,2,1,0.35483863898945067,1.596773875452528,-1.2419352364630774,1.2857142857142858,0.1241935236463064,4,194,0.020618556701030927,1.3333333333333333,0.5,0.798386937726264,-0.6209676182315387,1.2857142857142858,0.08870965974736267,0.5714285714285775,1,1
f79f_00223,long_same_h6_tp9_sl7_bidask_skip_both_fill_path_net_q60,long,bid_open_plus_spread_for_long,bidask_skip_both,6,9.0,7.0,900.0,700.0,runtime_fill_context,27,logistic_l2_balanced,0.68,0.5103067509374216,cash_open,trend_aligned,0,0,0,1,30832.55916979297,17,17,1.0,6,6,1.0,3.6370960496418694,7.983869377262639,-4.34677332762077,1.836734693877551,0.2483870472926128,17,271,0.06273062730627306,1.5454545454545454,0.5882352941176471,0.7983869377262639,-0.6209676182315386,1.2857142857142858,0.21394682644952173,2.92857142857146,2,7,0.532257958484176,2.395160813178792,-1.862902854694616,1.2857142857142858,0.2483870472926128,6,194,0.030927835051546393,1.2,0.5,0.798386937726264,-0.6209676182315387,1.2857142857142858,0.08870965974736267,0.42857142857143316,2,5
f79f_00737,long_same_h12_tp15_sl10_bidask_skip_both_fill_path_net_q60,long,bid_open_plus_spread_for_long,bidask_skip_both,12,15.0,10.0,1500.0,1000.0,contract_core,37,logistic_l2_balanced,0.82,0.5321172425925065,cash_open,none,0,0,0,1,30807.004564630406,17,17,1.0,7,7,1.0,2.66128979242088,10.64515916968352,-7.98386937726264,1.3333333333333333,0.887096597473635,17,271,0.06273062730627306,1.1333333333333333,0.47058823529411764,1.33064489621044,-0.8870965974736267,1.5,0.15654645837769882,0.5999999999999943,6,8,2.66128979242088,5.32257958484176,-2.66128979242088,2.0,0.17741931949473155,7,194,0.03608247422680412,1.1666666666666667,0.5714285714285714,1.33064489621044,-0.8870965974736267,1.5,0.38018425606012574,2.9999999999998948,1,1
f79f_00378,long_same_h6_tp9_sl7_bidask_skip_both_fill_path_net_q60,long,bid_open_plus_spread_for_long,bidask_skip_both,6,9.0,7.0,900.0,700.0,no_external,42,logistic_l2_balanced,0.82,0.52670376864227,cash_open,none,6,0,0,1,30780.63032646613,14,9,0.6428571428571429,3,2,0.6666666666666666,1.5080642157051654,3.99193468863132,-2.4838704729261547,1.6071428571428572,0.1241935236463064,9,271,0.033210332103321034,1.0,0.5555555555555556,0.798386937726264,-0.6209676182315387,1.2857142857142858,0.16756269063390727,2.4285714285714546,1,1,0.17741931949472534,0.798386937726264,-0.6209676182315387,1.2857142857142858,0.0,2,194,0.010309278350515464,1.0,0.5,0.798386937726264,-0.6209676182315387,1.2857142857142858,0.08870965974736267,999.0,1,0
f79f_00389,long_same_h6_tp9_sl7_bidask_skip_both_fill_path_net_q60,long,bid_open_plus_spread_for_long,bidask_skip_both,6,9.0,7.0,900.0,700.0,no_external,42,logistic_l2_balanced,0.9,0.5381668858023931,cash_open,none,0,0,0,1,30780.63032646613,10,10,1.0,2,2,1.0,2.3064511534314294,4.790321626357584,-2.4838704729261547,1.9285714285714286,0.1241935236463064,10,271,0.03690036900369004,1.6666666666666667,0.6,0.798386937726264,-0.6209676182315387,1.2857142857142858,0.23064511534314294,3.714285714285754,1,1,0.17741931949472534,0.798386937726264,-0.6209676182315387,1.2857142857142858,0.1241935236463064,2,194,0.010309278350515464,2.0,0.5,0.798386937726264,-0.6209676182315387,1.2857142857142858,0.08870965974736267,0.28571428571428875,1,1
f79f_00308,long_same_h6_tp9_sl7_bidask_skip_both_fill_path_net_q60,long,bid_open_plus_spread_for_long,bidask_skip_both,6,9.0,7.0,900.0,700.0,contract_core,37,logistic_l2_balanced,0.82,0.5234478745024774,cash_open,trend_aligned,6,0,0,1,30770.46240796982,12,11,0.9166666666666666,7,6,0.8571428571428571,1.6854835351998907,4.790321626357584,-3.1048380911576934,1.542857142857143,0.24838704729262415,11,271,0.04059040590405904,1.0,0.5454545454545454,0.798386937726264,-0.6209676182315387,1.2857142857142858,0.1532257759272628,1.3571428571428097,2,3,0.532257958484176,2.395160813178792,-1.862902854694616,1.2857142857142858,0.37258057093891916,6,194,0.030927835051546393,1.0,0.5,0.798386937726264,-0.6209676182315387,1.2857142857142858,0.08870965974736267,0.2857142857142888,3,4
f79f_00391,long_same_h6_tp9_sl7_bidask_skip_both_fill_path_net_q60,long,bid_open_plus_spread_for_long,bidask_skip_both,6,9.0,7.0,900.0,700.0,no_external,42,logistic_l2_balanced,0.9,0.5381668858023931,cash_open,trend_aligned,0,0,0,1,30718.533564642974,7,7,1.0,2,2,1.0,1.33064489621044,3.193547750905056,-1.862902854694616,1.7142857142857142,0.2483870472926128,7,271,0.025830258302583026,1.1666666666666667,0.5714285714285714,0.798386937726264,-0.6209676182315387,1.2857142857142858,0.19009212803006287,1.071428571428583,2,3,0.17741931949472534,0.798386937726264,-0.6209676182315387,1.2857142857142858,0.1241935236463064,2,194,0.010309278350515464,2.0,0.5,0.798386937726264,-0.6209676182315387,1.2857142857142858,0.08870965974736267,0.28571428571428875,1,1
f79f_00317,long_same_h6_tp9_sl7_bidask_skip_both_fill_path_net_q60,long,bid_open_plus_spread_for_long,bidask_skip_both,6,9.0,7.0,900.0,700.0,contract_core,37,logistic_l2_balanced,0.9,0.5329725886016474,cash_open,none,0,0,0,1,30713.449605394813,15,15,1.0,4,4,1.0,2.0403221741893414,6.387095501810112,-4.34677332762077,1.469387755102041,0.3725805709389306,15,271,0.055350553505535055,1.0714285714285714,0.5333333333333333,0.798386937726264,-0.6209676182315386,1.285714285714286,0.13602147827928943,1.0952380952380736,3,5,0.35483863898945067,1.596773875452528,-1.2419352364630774,1.2857142857142858,0.1241935236463064,4,194,0.020618556701030927,1.3333333333333333,0.5,0.798386937726264,-0.6209676182315387,1.2857142857142858,0.08870965974736267,0.5714285714285775,1,1
f79f_00318,long_same_h6_tp9_sl7_bidask_skip_both_fill_path_net_q60,long,bid_open_plus_spread_for_long,bidask_skip_both,6,9.0,7.0,900.0,700.0,contract_core,37,logistic_l2_balanced,0.9,0.5329725886016474,cash_open,none,6,0,0,1,30702.68513605679,15,14,0.9333333333333333,4,3,0.75,1.2419352364630774,5.5887085640838485,-4.34677332762077,1.285714285714286,0.3725805709389306,14,271,0.05166051660516605,1.0,0.5,0.7983869377262641,-0.6209676182315386,1.285714285714286,0.08870965974736267,0.6666666666666535,3,5,0.9758062572209893,1.596773875452528,-0.6209676182315387,2.5714285714285716,0.1241935236463064,3,194,0.015463917525773196,1.0,0.6666666666666666,0.798386937726264,-0.6209676182315387,1.2857142857142858,0.32526875240699643,1.5714285714285883,1,1
f79f_00380,long_same_h6_tp9_sl7_bidask_skip_both_fill_path_net_q60,long,bid_open_plus_spread_for_long,bidask_skip_both,6,9.0,7.0,900.0,700.0,no_external,42,logistic_l2_balanced,0.82,0.52670376864227,cash_open,trend_aligned,6,0,0,1,30656.436802819822,9,7,0.7777777777777778,3,2,0.6666666666666666,1.33064489621044,3.193547750905056,-1.862902854694616,1.7142857142857142,0.37258057093891916,7,271,0.025830258302583026,1.0,0.5714285714285714,0.798386937726264,-0.6209676182315387,1.2857142857142858,0.19009212803006287,0.7142857142857221,3,5,0.17741931949472534,0.798386937726264,-0.6209676182315387,1.2857142857142858,0.0,2,194,0.010309278350515464,1.0,0.5,0.798386937726264,-0.6209676182315387,1.2857142857142858,0.08870965974736267,999.0,1,0
f79f_00392,long_same_h6_tp9_sl7_bidask_skip_both_fill_path_net_q60,long,bid_open_plus_spread_for_long,bidask_skip_both,6,9.0,7.0,900.0,700.0,no_external,42,logistic_l2_balanced,0.9,0.5381668858023931,cash_open,trend_aligned,6,0,0,1,30639.019109000747,7,6,0.8571428571428571,2,1,0.5,0.532257958484176,2.395160813178792,-1.862902854694616,1.2857142857142858,0.37258057093891916,6,271,0.02214022140221402,1.0,0.5,0.798386937726264,-0.6209676182315387,1.2857142857142858,0.08870965974736267,0.2857142857142888,3,5,0.798386937726264,0.798386937726264,0.0,999.0,0.0,1,194,0.005154639175257732,1.0,1.0,0.798386937726264,0.0,0.0,0.798386937726264,999.0,0,0
f79f_00749,long_same_h12_tp15_sl10_bidask_skip_both_fill_path_net_q60,long,bid_open_plus_spread_for_long,bidask_skip_both,12,15.0,10.0,1500.0,1000.0,contract_core,37,logistic_l2_balanced,0.9,0.5431923166408426,cash_open,none,0,0,0,1,30554.09645597996,13,13,1.0,3,3,1.0,1.7741931949472534,7.983869377262641,-6.209676182315387,1.2857142857142858,0.7096772779789035,13,271,0.04797047970479705,1.0833333333333333,0.46153846153846156,1.3306448962104402,-0.8870965974736267,1.5000000000000002,0.13647639961132718,0.4999999999999985,5,6,1.7741931949472534,2.66128979242088,-0.8870965974736267,3.0,0.1774193194947202,3,194,0.015463917525773196,1.0,0.6666666666666666,1.33064489621044,-0.8870965974736267,1.5,0.5913977316490845,2.000000000000058,1,1
f79f_00677,long_same_h12_tp15_sl10_bidask_skip_both_fill_path_net_q60,long,bid_open_plus_spread_for_long,bidask_skip_both,12,15.0,10.0,1500.0,1000.0,runtime_fill_context,27,logistic_l2_balanced,0.9,0.5399606441529476,cash_open,none,0,0,0,1,30286.246707561324,9,9,1.0,2,2,1.0,0.8870965974736267,5.32257958484176,-4.435482987368133,1.2,0.3548386389894517,9,271,0.033210332103321034,1.0,0.4444444444444444,1.33064489621044,-0.8870965974736267,1.5,0.09856628860818074,0.4999999999999985,3,3,0.44354829873681334,1.33064489621044,-0.8870965974736267,1.5,0.17741931949473155,2,194,0.010309278350515464,1.0,0.5,1.33064489621044,-0.8870965974736267,1.5,0.22177414936840667,0.49999999999998246,1,1
f79f_00678,long_same_h12_tp15_sl10_bidask_skip_both_fill_path_net_q60,long,bid_open_plus_spread_for_long,bidask_skip_both,12,15.0,10.0,1500.0,1000.0,runtime_fill_context,27,logistic_l2_balanced,0.9,0.5399606441529476,cash_open,none,6,0,0,1,30286.246707561324,9,9,1.0,2,2,1.0,0.8870965974736267,5.32257958484176,-4.435482987368133,1.2,0.3548386389894517,9,271,0.033210332103321034,1.0,0.4444444444444444,1.33064489621044,-0.8870965974736267,1.5,0.09856628860818074,0.4999999999999985,3,3,0.44354829873681334,1.33064489621044,-0.8870965974736267,1.5,0.17741931949473155,2,194,0.010309278350515464,1.0,0.5,1.33064489621044,-0.8870965974736267,1.5,0.22177414936840667,0.49999999999998246,1,1
f79f_00305,long_same_h6_tp9_sl7_bidask_skip_both_fill_path_net_q60,long,bid_open_plus_spread_for_long,bidask_skip_both,6,9.0,7.0,900.0,700.0,contract_core,37,logistic_l2_balanced,0.82,0.5234478745024774,cash_open,none,0,0,0,1,30283.2355915788,23,23,1.0,8,8,1.0,1.33064489621044,8.782256314988903,-7.451611418778466,1.1785714285714282,0.49677409458523697,23,271,0.08487084870848709,1.15,0.4782608695652174,0.7983869377262639,-0.6209676182315388,1.2857142857142854,0.05785412592219304,0.5357142857142791,4,7,0.7096772779789013,3.193547750905056,-2.4838704729261547,1.2857142857142858,0.37258057093891916,8,194,0.041237113402061855,1.1428571428571428,0.5,0.798386937726264,-0.6209676182315387,1.2857142857142858,0.08870965974736267,0.3809523809523851,3,5
