run_id,group_column,group_value,trade_count,net_profit_after_cost,gross_profit_after_cost,gross_loss_after_cost,profit_factor_after_cost,expectancy_after_cost,win_count_after_cost,loss_count_after_cost,win_rate_after_cost_percent,min_trade_after_cost,max_trade_after_cost,median_hold_m5_calendar,max_hold_m5_calendar,claim_boundary
run364AW_review_threshold_edge_floor001_mt5_runtime_probe_without_db_v1,side,long,887,775.81,2960.76,-2184.95,1.35506991,0.874645,476,411,53.664036,-42.71,102.29,6.0,1098,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AW_review_threshold_edge_floor001_mt5_runtime_probe_without_db_v1,side,short,84,102.74,389.2,-286.46,1.358653913,1.223095,38,46,45.238095,-30.07,35.88,6.0,805,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
