run_id,adapter_id,source_adapter_id,oos_profit_factor,oos_net_profit,oos_max_drawdown_percent,oos_trade_count,density_gain_vs_stage120_source,trade_count_gap_to_34d,dd_gap_to_34d,read,next_probe
run123A_stage123_v41_density_scale_followup_review_v1,s122_v41_h3_cd6_session_margin_risk035_sht54_lng52,s120_v41_h3_cd7_session_margin_risk035_lng53,1.750000,1091.30,14.750000,178,1,-226,1.840864,small_density_gain_preserved_pf_net_but_not_enough,move_to_route_supply_or_lifecycle_source_not_more_threshold_only
run123A_stage123_v41_density_scale_followup_review_v1,s122_v41_h3_cd5_session_margin_risk035_sht54_lng52,s120_v41_h3_cd7_session_margin_risk035_lng53,1.750000,1102.04,14.660000,179,2,-225,1.750864,small_density_gain_preserved_pf_net_but_not_enough,move_to_route_supply_or_lifecycle_source_not_more_threshold_only
run123A_stage123_v41_density_scale_followup_review_v1,s122_v41_h3_cd6_session_margin_risk035_sht53_lng50,s120_v41_h3_cd7_session_margin_risk035_lng53,1.750000,1091.30,14.750000,178,1,-226,1.840864,small_density_gain_preserved_pf_net_but_not_enough,move_to_route_supply_or_lifecycle_source_not_more_threshold_only
run123A_stage123_v41_density_scale_followup_review_v1,s122_v41_h3_cd5_session_margin_risk035_sht53_lng50,s120_v41_h3_cd7_session_margin_risk035_lng53,1.750000,1102.04,14.660000,179,2,-225,1.750864,small_density_gain_preserved_pf_net_but_not_enough,move_to_route_supply_or_lifecycle_source_not_more_threshold_only
