run_id,adapter_id,split,status,report_path,initial_balance,final_balance,net_profit,closed_trade_count,profit_factor,legacy_34d_pf,legacy_34d_dd_percent,max_drawdown_amount,max_drawdown_percent,report_balance_drawdown_maximal,report_equity_drawdown_maximal,report_balance_drawdown_relative,report_equity_drawdown_relative,late_net_share,weak_segments,split_quality_flag
run254A_stage254_nonbinding_source_repair_after_binding_axis_no_gain_v1,s254_stage252_control,validation_is,completed,stages/254_adapter_research__nonbinding_source_repair_after_binding_axis_no_gain/02_runs/run254A/mt5/reports/Project_Obsidian_Prime_v2_run254A_stage254_nonbinding_source_repair_after_binding_axis_no_gain_v1_s254_stage252_control_rt_val.htm,500,1472.15,972.15,269,1.586973,1.583157,12.909136,134.15,12.9281,134.15 (12.93%),146.22 (14.01%),12.93% (134.15),14.01% (146.22),0.4621,mid,validation_dd_above_34d;validation_segment_pf_below_34d
run254A_stage254_nonbinding_source_repair_after_binding_axis_no_gain_v1,s254_stage252_control,oos,completed,stages/254_adapter_research__nonbinding_source_repair_after_binding_axis_no_gain/02_runs/run254A/mt5/reports/Project_Obsidian_Prime_v2_run254A_stage254_nonbinding_source_repair_after_binding_axis_no_gain_v1_s254_stage252_control_rt_oos.htm,500,1276.02,776.02,195,1.775973,1.583157,12.909136,95.37,9.5066,95.37 (9.51%),107.36 (10.66%),12.23% (70.03),14.13% (81.69),0.4163,,acceptable_measurement_only
run254A_stage254_nonbinding_source_repair_after_binding_axis_no_gain_v1,s254_hold4,validation_is,completed,stages/254_adapter_research__nonbinding_source_repair_after_binding_axis_no_gain/02_runs/run254A/mt5/reports/Project_Obsidian_Prime_v2_run254A_stage254_nonbinding_source_repair_after_binding_axis_no_gain_v1_s254_hold4_rt_val.htm,500,1276.25,776.25,266,1.468617,1.583157,12.909136,166.12,12.9109,166.12 (12.91%),174.02 (13.48%),14.50% (98.49),16.27% (164.33),0.5185,early;mid,validation_dd_above_34d;validation_segment_pf_below_34d;validation_late_concentration_above_50pct
run254A_stage254_nonbinding_source_repair_after_binding_axis_no_gain_v1,s254_hold4,oos,completed,stages/254_adapter_research__nonbinding_source_repair_after_binding_axis_no_gain/02_runs/run254A/mt5/reports/Project_Obsidian_Prime_v2_run254A_stage254_nonbinding_source_repair_after_binding_axis_no_gain_v1_s254_hold4_rt_oos.htm,500,1191.52,691.52,192,1.705222,1.583157,12.909136,87.49,13.1272,87.49 (13.13%),101.55 (14.98%),15.01% (80.89),18.28% (101.20),0.541,early,oos_dd_above_34d;oos_late_concentration_above_50pct
run254A_stage254_nonbinding_source_repair_after_binding_axis_no_gain_v1,s254_hold5,validation_is,completed,stages/254_adapter_research__nonbinding_source_repair_after_binding_axis_no_gain/02_runs/run254A/mt5/reports/Project_Obsidian_Prime_v2_run254A_stage254_nonbinding_source_repair_after_binding_axis_no_gain_v1_s254_hold5_rt_val.htm,500,1437.95,937.95,265,1.494532,1.583157,12.909136,221.96,14.6927,221.96 (14.69%),226.04 (14.96%),18.80% (209.24),20.08% (225.14),0.5144,mid,validation_dd_above_34d;validation_segment_pf_below_34d;validation_late_concentration_above_50pct
run254A_stage254_nonbinding_source_repair_after_binding_axis_no_gain_v1,s254_hold5,oos,completed,stages/254_adapter_research__nonbinding_source_repair_after_binding_axis_no_gain/02_runs/run254A/mt5/reports/Project_Obsidian_Prime_v2_run254A_stage254_nonbinding_source_repair_after_binding_axis_no_gain_v1_s254_hold5_rt_oos.htm,500,1195.15,695.15,192,1.637928,1.583157,12.909136,87.48,15.7784,87.48 (15.78%),110.45 (15.86%),15.78% (87.48),19.06% (108.66),0.5155,early,oos_dd_above_34d;oos_late_concentration_above_50pct
run254A_stage254_nonbinding_source_repair_after_binding_axis_no_gain_v1,s254_hold4_flatclose,validation_is,completed,stages/254_adapter_research__nonbinding_source_repair_after_binding_axis_no_gain/02_runs/run254A/mt5/reports/Project_Obsidian_Prime_v2_run254A_stage254_nonbinding_source_repair_after_binding_axis_no_gain_v1_s254_hold4_flatclose_rt_val.htm,500,541.68,41.68,267,1.078064,1.583157,12.909136,86.27,14.4719,86.27 (14.47%),87.20 (14.63%),14.47% (86.27),14.63% (87.20),0.3057,early;mid;late,validation_dd_above_34d;validation_segment_pf_below_34d
run254A_stage254_nonbinding_source_repair_after_binding_axis_no_gain_v1,s254_hold4_flatclose,oos,completed,stages/254_adapter_research__nonbinding_source_repair_after_binding_axis_no_gain/02_runs/run254A/mt5/reports/Project_Obsidian_Prime_v2_run254A_stage254_nonbinding_source_repair_after_binding_axis_no_gain_v1_s254_hold4_flatclose_rt_oos.htm,500,672.47,172.47,193,1.513793,1.583157,12.909136,48.37,7.68,48.37 (7.68%),58.43 (9.16%),7.80% (40.40),9.16% (58.43),0.2808,early;late,oos_pf_below_34d
run254A_stage254_nonbinding_source_repair_after_binding_axis_no_gain_v1,s254_hold4_reentry12,validation_is,completed,stages/254_adapter_research__nonbinding_source_repair_after_binding_axis_no_gain/02_runs/run254A/mt5/reports/Project_Obsidian_Prime_v2_run254A_stage254_nonbinding_source_repair_after_binding_axis_no_gain_v1_s254_hold4_reentry12_rt_val.htm,500,1187.99,687.99,243,1.45907,1.583157,12.909136,148.51,12.4614,148.51 (12.46%),167.43 (17.33%),15.25% (146.46),17.33% (167.43),0.5271,mid,validation_segment_pf_below_34d;validation_late_concentration_above_50pct
run254A_stage254_nonbinding_source_repair_after_binding_axis_no_gain_v1,s254_hold4_reentry12,oos,completed,stages/254_adapter_research__nonbinding_source_repair_after_binding_axis_no_gain/02_runs/run254A/mt5/reports/Project_Obsidian_Prime_v2_run254A_stage254_nonbinding_source_repair_after_binding_axis_no_gain_v1_s254_hold4_reentry12_rt_oos.htm,500,1098.55,598.55,174,1.649553,1.583157,12.909136,91.49,10.6709,91.49 (10.67%),104.48 (12.10%),14.70% (80.49),17.92% (100.80),0.4261,early,acceptable_measurement_only
