run_id,record_view,split,tier_scope,route_role,trade_count,avg_hold_bars,mfe_mean,mae_mean,long_net_profit,short_net_profit,positive_month_ratio,status
run03S_et_probability_shape_attribution_probe_v1,mt5_thin_edge_tier_a_only_validation_is,validation,Tier A,tier_only_total,48,34.0833,19.1231,13.4754,86.72,-106.7,0.5,trade_attribution_recorded
run03S_et_probability_shape_attribution_probe_v1,mt5_thin_edge_tier_b_fallback_only_validation_is,validation,Tier B,tier_b_fallback_only_total,11,214.818,6.97282,12.9686,10.24,-105.67,0,trade_attribution_recorded
run03S_et_probability_shape_attribution_probe_v1,mt5_thin_edge_routed_total_validation_is,validation,Tier A+B,routed_total,59,29.1864,16.5586,11.8208,96.96,-111.43,0.666667,trade_attribution_recorded
run03S_et_probability_shape_attribution_probe_v1,mt5_middle_edge_tier_a_only_validation_is,validation,Tier A,tier_only_total,29,713.414,39.6949,38.082,201.78,-181.77,0.333333,trade_attribution_recorded
run03S_et_probability_shape_attribution_probe_v1,mt5_middle_edge_tier_b_fallback_only_validation_is,validation,Tier B,tier_b_fallback_only_total,4,2827.5,31.3528,64.831,22.52,-121.54,0,trade_attribution_recorded
run03S_et_probability_shape_attribution_probe_v1,mt5_middle_edge_routed_total_validation_is,validation,Tier A+B,routed_total,32,656.438,34.4716,39.7709,136.27,-229.91,0.333333,trade_attribution_recorded
run03S_et_probability_shape_attribution_probe_v1,mt5_wide_edge_tier_a_only_validation_is,validation,Tier A,tier_only_total,19,1143.58,47.6319,48.1792,109.07,-104.99,0.333333,trade_attribution_recorded
run03S_et_probability_shape_attribution_probe_v1,mt5_wide_edge_tier_b_fallback_only_validation_is,validation,Tier B,tier_b_fallback_only_total,2,8675,144.314,34.1165,229.13,-39.38,0.5,trade_attribution_recorded
run03S_et_probability_shape_attribution_probe_v1,mt5_wide_edge_routed_total_validation_is,validation,Tier A+B,routed_total,21,995.571,49.1186,42.3708,198.53,-18.06,0.333333,trade_attribution_recorded
run03S_et_probability_shape_attribution_probe_v1,mt5_thin_edge_tier_a_only_oos,oos,Tier A,tier_only_total,5,12.4,9.7178,7.922,7.98,-7.96,0.5,trade_attribution_recorded
run03S_et_probability_shape_attribution_probe_v1,mt5_thin_edge_tier_b_fallback_only_oos,oos,Tier B,tier_b_fallback_only_total,3,22.3333,2.083,6.82533,0,-16.67,0,trade_attribution_recorded
run03S_et_probability_shape_attribution_probe_v1,mt5_thin_edge_routed_total_oos,oos,Tier A+B,routed_total,8,10.875,6.85475,5.95538,7.98,-18.41,0.333333,trade_attribution_recorded
run03S_et_probability_shape_attribution_probe_v1,mt5_middle_edge_tier_a_only_oos,oos,Tier A,tier_only_total,6,2028.67,35.08,31.416,72.47,-79.75,0.333333,trade_attribution_recorded
run03S_et_probability_shape_attribution_probe_v1,mt5_middle_edge_tier_b_fallback_only_oos,oos,Tier B,tier_b_fallback_only_total,3,3562.59,24.646,69.0197,-17.28,-149.69,0,trade_attribution_recorded
run03S_et_probability_shape_attribution_probe_v1,mt5_middle_edge_routed_total_oos,oos,Tier A+B,routed_total,7,1896.29,35.8219,28.6657,72.87,-50.46,0.333333,trade_attribution_recorded
run03S_et_probability_shape_attribution_probe_v1,mt5_wide_edge_tier_a_only_oos,oos,Tier A,tier_only_total,7,3012.57,14.8596,67.1147,0,-130.04,0.333333,trade_attribution_recorded
run03S_et_probability_shape_attribution_probe_v1,mt5_wide_edge_tier_b_fallback_only_oos,oos,Tier B,tier_b_fallback_only_total,1,8115.99,0.125,176.081,0,-157.16,0,trade_attribution_recorded
run03S_et_probability_shape_attribution_probe_v1,mt5_wide_edge_routed_total_oos,oos,Tier A+B,routed_total,7,2929.43,14.2077,67.4499,0,-146.41,0.333333,trade_attribution_recorded
