attempt_name,model_id,set_path,set_sha256,parameter_count,decision_mode,short_threshold,long_threshold,min_margin,close_on_flat,max_hold_bars,allow_trading,fixed_lot,csv_timestamp_is_bar_close,output_contract,claim_boundary
run364M_h12_move5_rf5_l80_n64_selected_margin_maxhold_only,h12_move5__rf5_l80_n64,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364M/mt5/sets/ObsidianPrimeV2_RuntimeProbeEA_run364M_h12_move5_rf5_l80_n64_selected_margin_maxhold_only.set,b40f6a8764e5f9d0036b5eaba453fdc588acf790a78ae539ef9d56f7aac00a16,51,threshold_margin(임계값 마진),1.1,0.0,-0.000562137088,False,8,True,0.1,False,p_short_p_flat_p_long_direct_three_class_probability_threshold_margin,research_development_runtime_probe_package_only_common_files_synced_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
