bar_time_server,timestamp_utc,split,row_index,stage45_volatility_mechanism_signal,tier_label,routing_source,partial_context_subtype,candidate_id,entry_decision
2025.04.01 16:35:00,2025-04-01T16:35:00Z,validation,3270,0,Tier A,tier_a_primary,Tier_A_full_context,c08_extreme_compression_stress,flat
2025.04.01 16:40:00,2025-04-01T16:40:00Z,validation,3271,0,Tier A,tier_a_primary,Tier_A_full_context,c08_extreme_compression_stress,long
2025.04.01 16:45:00,2025-04-01T16:45:00Z,validation,3272,0,Tier A,tier_a_primary,Tier_A_full_context,c08_extreme_compression_stress,long
2025.04.01 16:50:00,2025-04-01T16:50:00Z,validation,3273,0,Tier A,tier_a_primary,Tier_A_full_context,c08_extreme_compression_stress,flat
2025.04.01 16:55:00,2025-04-01T16:55:00Z,validation,3274,0,Tier A,tier_a_primary,Tier_A_full_context,c08_extreme_compression_stress,flat
2025.04.01 17:00:00,2025-04-01T17:00:00Z,validation,3275,0,Tier A,tier_a_primary,Tier_A_full_context,c08_extreme_compression_stress,flat
2025.04.01 17:05:00,2025-04-01T17:05:00Z,validation,3276,0,Tier A,tier_a_primary,Tier_A_full_context,c08_extreme_compression_stress,flat
2025.04.01 17:10:00,2025-04-01T17:10:00Z,validation,3277,0,Tier A,tier_a_primary,Tier_A_full_context,c08_extreme_compression_stress,flat
2025.04.01 17:15:00,2025-04-01T17:15:00Z,validation,3278,0,Tier A,tier_a_primary,Tier_A_full_context,c08_extreme_compression_stress,flat
2025.04.01 17:20:00,2025-04-01T17:20:00Z,validation,3279,0,Tier A,tier_a_primary,Tier_A_full_context,c08_extreme_compression_stress,flat
2025.04.01 17:25:00,2025-04-01T17:25:00Z,validation,3280,0,Tier A,tier_a_primary,Tier_A_full_context,c08_extreme_compression_stress,flat
2025.04.01 17:30:00,2025-04-01T17:30:00Z,validation,3281,0,Tier A,tier_a_primary,Tier_A_full_context,c08_extreme_compression_stress,flat
2025.04.01 17:35:00,2025-04-01T17:35:00Z,validation,3282,0,Tier A,tier_a_primary,Tier_A_full_context,c08_extreme_compression_stress,flat
2025.04.01 17:40:00,2025-04-01T17:40:00Z,validation,3283,0,Tier A,tier_a_primary,Tier_A_full_context,c08_extreme_compression_stress,flat
2025.04.01 17:45:00,2025-04-01T17:45:00Z,validation,3284,0,Tier A,tier_a_primary,Tier_A_full_context,c08_extreme_compression_stress,flat
2025.04.01 17:50:00,2025-04-01T17:50:00Z,validation,3285,0,Tier A,tier_a_primary,Tier_A_full_context,c08_extreme_compression_stress,flat
2025.04.01 17:55:00,2025-04-01T17:55:00Z,validation,3286,0,Tier A,tier_a_primary,Tier_A_full_context,c08_extreme_compression_stress,flat
2025.04.01 18:00:00,2025-04-01T18:00:00Z,validation,3287,0,Tier A,tier_a_primary,Tier_A_full_context,c08_extreme_compression_stress,flat
2025.04.01 18:05:00,2025-04-01T18:05:00Z,validation,3288,0,Tier A,tier_a_primary,Tier_A_full_context,c08_extreme_compression_stress,flat
2025.04.01 18:10:00,2025-04-01T18:10:00Z,validation,3289,0,Tier A,tier_a_primary,Tier_A_full_context,c08_extreme_compression_stress,flat
2025.04.01 18:15:00,2025-04-01T18:15:00Z,validation,3290,0,Tier A,tier_a_primary,Tier_A_full_context,c08_extreme_compression_stress,flat
2025.04.01 18:20:00,2025-04-01T18:20:00Z,validation,3291,0,Tier A,tier_a_primary,Tier_A_full_context,c08_extreme_compression_stress,flat
2025.04.01 18:25:00,2025-04-01T18:25:00Z,validation,3292,0,Tier A,tier_a_primary,Tier_A_full_context,c08_extreme_compression_stress,flat
2025.04.01 18:30:00,2025-04-01T18:30:00Z,validation,3293,0,Tier A,tier_a_primary,Tier_A_full_context,c08_extreme_compression_stress,flat
2025.04.01 18:35:00,2025-04-01T18:35:00Z,validation,3294,0,Tier A,tier_a_primary,Tier_A_full_context,c08_extreme_compression_stress,flat
2025.04.01 18:40:00,2025-04-01T18:40:00Z,validation,3295,0,Tier A,tier_a_primary,Tier_A_full_context,c08_extreme_compression_stress,flat
