bar_time_server,timestamp_utc,split,row_index,stage45_volatility_mechanism_signal,tier_label,routing_source,partial_context_subtype,candidate_id,entry_decision
2025.07.01 20:20:00,2025-07-01T20:20:00Z,validation,1185,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.01 20:25:00,2025-07-01T20:25:00Z,validation,1186,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.01 20:30:00,2025-07-01T20:30:00Z,validation,1187,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.01 20:35:00,2025-07-01T20:35:00Z,validation,1188,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.01 20:40:00,2025-07-01T20:40:00Z,validation,1189,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.01 21:10:00,2025-07-01T21:10:00Z,validation,1190,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.01 21:15:00,2025-07-01T21:15:00Z,validation,1191,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.01 21:40:00,2025-07-01T21:40:00Z,validation,1192,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,short
2025.07.01 21:45:00,2025-07-01T21:45:00Z,validation,1193,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.01 21:50:00,2025-07-01T21:50:00Z,validation,1194,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.01 21:55:00,2025-07-01T21:55:00Z,validation,1195,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.02 17:20:00,2025-07-02T17:20:00Z,validation,1196,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.02 17:30:00,2025-07-02T17:30:00Z,validation,1197,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.02 18:10:00,2025-07-02T18:10:00Z,validation,1198,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.02 18:20:00,2025-07-02T18:20:00Z,validation,1199,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.02 18:25:00,2025-07-02T18:25:00Z,validation,1200,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.02 18:40:00,2025-07-02T18:40:00Z,validation,1201,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.02 18:45:00,2025-07-02T18:45:00Z,validation,1202,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.02 18:50:00,2025-07-02T18:50:00Z,validation,1203,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.02 18:55:00,2025-07-02T18:55:00Z,validation,1204,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.02 19:10:00,2025-07-02T19:10:00Z,validation,1205,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.02 19:15:00,2025-07-02T19:15:00Z,validation,1206,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.02 19:20:00,2025-07-02T19:20:00Z,validation,1207,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.02 19:25:00,2025-07-02T19:25:00Z,validation,1208,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.02 19:40:00,2025-07-02T19:40:00Z,validation,1209,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.02 19:45:00,2025-07-02T19:45:00Z,validation,1210,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.02 19:50:00,2025-07-02T19:50:00Z,validation,1211,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.02 20:10:00,2025-07-02T20:10:00Z,validation,1212,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.02 20:15:00,2025-07-02T20:15:00Z,validation,1213,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.02 20:20:00,2025-07-02T20:20:00Z,validation,1214,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.02 20:30:00,2025-07-02T20:30:00Z,validation,1215,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.02 20:35:00,2025-07-02T20:35:00Z,validation,1216,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.02 20:40:00,2025-07-02T20:40:00Z,validation,1217,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.02 21:20:00,2025-07-02T21:20:00Z,validation,1218,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.02 21:25:00,2025-07-02T21:25:00Z,validation,1219,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.02 21:35:00,2025-07-02T21:35:00Z,validation,1220,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.02 21:40:00,2025-07-02T21:40:00Z,validation,1221,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.02 21:50:00,2025-07-02T21:50:00Z,validation,1222,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.02 21:55:00,2025-07-02T21:55:00Z,validation,1223,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.07 17:00:00,2025-07-07T17:00:00Z,validation,1224,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,short
2025.07.07 17:45:00,2025-07-07T17:45:00Z,validation,1225,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.07 18:15:00,2025-07-07T18:15:00Z,validation,1226,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.07 19:00:00,2025-07-07T19:00:00Z,validation,1227,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.07 19:15:00,2025-07-07T19:15:00Z,validation,1228,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.07 20:25:00,2025-07-07T20:25:00Z,validation,1229,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.07 21:45:00,2025-07-07T21:45:00Z,validation,1230,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.07 21:55:00,2025-07-07T21:55:00Z,validation,1231,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.08 17:15:00,2025-07-08T17:15:00Z,validation,1232,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.08 17:40:00,2025-07-08T17:40:00Z,validation,1233,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.08 18:05:00,2025-07-08T18:05:00Z,validation,1234,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.08 18:15:00,2025-07-08T18:15:00Z,validation,1235,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.08 18:20:00,2025-07-08T18:20:00Z,validation,1236,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.08 18:45:00,2025-07-08T18:45:00Z,validation,1237,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.08 18:55:00,2025-07-08T18:55:00Z,validation,1238,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.08 19:00:00,2025-07-08T19:00:00Z,validation,1239,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.08 19:10:00,2025-07-08T19:10:00Z,validation,1240,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.08 19:20:00,2025-07-08T19:20:00Z,validation,1241,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.08 20:05:00,2025-07-08T20:05:00Z,validation,1242,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.08 20:15:00,2025-07-08T20:15:00Z,validation,1243,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.08 21:00:00,2025-07-08T21:00:00Z,validation,1244,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.08 21:05:00,2025-07-08T21:05:00Z,validation,1245,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.08 21:15:00,2025-07-08T21:15:00Z,validation,1246,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.08 21:25:00,2025-07-08T21:25:00Z,validation,1247,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.08 21:35:00,2025-07-08T21:35:00Z,validation,1248,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.08 21:40:00,2025-07-08T21:40:00Z,validation,1249,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.08 21:45:00,2025-07-08T21:45:00Z,validation,1250,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.08 21:50:00,2025-07-08T21:50:00Z,validation,1251,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.08 21:55:00,2025-07-08T21:55:00Z,validation,1252,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.09 16:55:00,2025-07-09T16:55:00Z,validation,1253,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.09 17:05:00,2025-07-09T17:05:00Z,validation,1254,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.09 18:45:00,2025-07-09T18:45:00Z,validation,1255,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.09 19:00:00,2025-07-09T19:00:00Z,validation,1256,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.09 19:20:00,2025-07-09T19:20:00Z,validation,1257,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.09 19:30:00,2025-07-09T19:30:00Z,validation,1258,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.09 19:35:00,2025-07-09T19:35:00Z,validation,1259,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.09 19:40:00,2025-07-09T19:40:00Z,validation,1260,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.09 19:50:00,2025-07-09T19:50:00Z,validation,1261,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.09 19:55:00,2025-07-09T19:55:00Z,validation,1262,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.09 20:10:00,2025-07-09T20:10:00Z,validation,1263,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,long
2025.07.09 20:30:00,2025-07-09T20:30:00Z,validation,1264,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.09 20:40:00,2025-07-09T20:40:00Z,validation,1265,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.09 20:45:00,2025-07-09T20:45:00Z,validation,1266,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.09 20:50:00,2025-07-09T20:50:00Z,validation,1267,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.09 21:00:00,2025-07-09T21:00:00Z,validation,1268,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.09 21:10:00,2025-07-09T21:10:00Z,validation,1269,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.09 21:30:00,2025-07-09T21:30:00Z,validation,1270,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.09 21:35:00,2025-07-09T21:35:00Z,validation,1271,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.09 21:40:00,2025-07-09T21:40:00Z,validation,1272,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.09 21:45:00,2025-07-09T21:45:00Z,validation,1273,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.09 21:50:00,2025-07-09T21:50:00Z,validation,1274,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.09 21:55:00,2025-07-09T21:55:00Z,validation,1275,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.10 17:30:00,2025-07-10T17:30:00Z,validation,1276,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.10 17:50:00,2025-07-10T17:50:00Z,validation,1277,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.10 18:00:00,2025-07-10T18:00:00Z,validation,1278,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.10 18:10:00,2025-07-10T18:10:00Z,validation,1279,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.10 18:15:00,2025-07-10T18:15:00Z,validation,1280,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.10 18:20:00,2025-07-10T18:20:00Z,validation,1281,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.10 18:25:00,2025-07-10T18:25:00Z,validation,1282,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.10 18:30:00,2025-07-10T18:30:00Z,validation,1283,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.10 18:40:00,2025-07-10T18:40:00Z,validation,1284,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.10 18:45:00,2025-07-10T18:45:00Z,validation,1285,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.10 18:50:00,2025-07-10T18:50:00Z,validation,1286,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.10 19:00:00,2025-07-10T19:00:00Z,validation,1287,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.10 19:05:00,2025-07-10T19:05:00Z,validation,1288,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.10 19:15:00,2025-07-10T19:15:00Z,validation,1289,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.10 19:20:00,2025-07-10T19:20:00Z,validation,1290,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.10 19:30:00,2025-07-10T19:30:00Z,validation,1291,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.10 19:35:00,2025-07-10T19:35:00Z,validation,1292,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.07.10 19:40:00,2025-07-10T19:40:00Z,validation,1293,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
