bar_time_server,timestamp_utc,split,row_index,stage45_volatility_mechanism_signal,tier_label,routing_source,partial_context_subtype,candidate_id,entry_decision
2025.10.01 17:30:00,2025-10-01T17:30:00Z,oos,0,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.10.01 17:55:00,2025-10-01T17:55:00Z,oos,1,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.10.01 18:10:00,2025-10-01T18:10:00Z,oos,2,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.10.01 19:30:00,2025-10-01T19:30:00Z,oos,3,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.10.01 20:05:00,2025-10-01T20:05:00Z,oos,4,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,long
2025.10.01 20:25:00,2025-10-01T20:25:00Z,oos,5,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.10.01 20:35:00,2025-10-01T20:35:00Z,oos,6,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.10.01 20:40:00,2025-10-01T20:40:00Z,oos,7,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.10.01 21:10:00,2025-10-01T21:10:00Z,oos,8,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.10.02 18:20:00,2025-10-02T18:20:00Z,oos,9,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.10.02 18:50:00,2025-10-02T18:50:00Z,oos,10,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.10.02 19:05:00,2025-10-02T19:05:00Z,oos,11,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.10.02 19:15:00,2025-10-02T19:15:00Z,oos,12,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.10.02 19:20:00,2025-10-02T19:20:00Z,oos,13,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.10.02 19:30:00,2025-10-02T19:30:00Z,oos,14,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.10.02 20:15:00,2025-10-02T20:15:00Z,oos,15,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.10.02 20:25:00,2025-10-02T20:25:00Z,oos,16,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.10.02 20:40:00,2025-10-02T20:40:00Z,oos,17,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.10.02 20:50:00,2025-10-02T20:50:00Z,oos,18,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.10.02 20:55:00,2025-10-02T20:55:00Z,oos,19,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.10.02 21:25:00,2025-10-02T21:25:00Z,oos,20,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.10.02 21:55:00,2025-10-02T21:55:00Z,oos,21,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.10.03 17:15:00,2025-10-03T17:15:00Z,oos,22,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.10.03 17:30:00,2025-10-03T17:30:00Z,oos,23,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.10.03 18:30:00,2025-10-03T18:30:00Z,oos,24,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.10.03 18:45:00,2025-10-03T18:45:00Z,oos,25,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.10.03 19:10:00,2025-10-03T19:10:00Z,oos,26,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.10.03 20:20:00,2025-10-03T20:20:00Z,oos,27,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.10.03 20:55:00,2025-10-03T20:55:00Z,oos,28,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.10.03 21:55:00,2025-10-03T21:55:00Z,oos,29,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.10.06 17:40:00,2025-10-06T17:40:00Z,oos,30,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.10.06 18:05:00,2025-10-06T18:05:00Z,oos,31,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.10.06 18:15:00,2025-10-06T18:15:00Z,oos,32,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.10.06 18:50:00,2025-10-06T18:50:00Z,oos,33,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.10.06 19:25:00,2025-10-06T19:25:00Z,oos,34,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.10.06 19:30:00,2025-10-06T19:30:00Z,oos,35,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.10.06 19:40:00,2025-10-06T19:40:00Z,oos,36,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.10.06 19:50:00,2025-10-06T19:50:00Z,oos,37,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.10.06 20:45:00,2025-10-06T20:45:00Z,oos,38,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,short
2025.10.06 20:50:00,2025-10-06T20:50:00Z,oos,39,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.10.06 21:10:00,2025-10-06T21:10:00Z,oos,40,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.10.06 21:50:00,2025-10-06T21:50:00Z,oos,41,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.10.07 16:50:00,2025-10-07T16:50:00Z,oos,42,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.10.07 17:10:00,2025-10-07T17:10:00Z,oos,43,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,long
2025.10.07 20:30:00,2025-10-07T20:30:00Z,oos,44,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.10.07 20:40:00,2025-10-07T20:40:00Z,oos,45,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.10.07 20:50:00,2025-10-07T20:50:00Z,oos,46,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.10.07 21:10:00,2025-10-07T21:10:00Z,oos,47,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,long
2025.10.07 21:25:00,2025-10-07T21:25:00Z,oos,48,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
