candidate_id,candidate_alias,candidate_role,feature_design,model_materialization_type,record_view,net_profit,base_2024_net_profit,net_delta_vs_base_2024,profit_factor,base_2024_profit_factor,pf_delta_vs_base_2024,trade_count,base_2024_trade_count,trade_delta_vs_base_2024,report_equity_drawdown_percent,base_2024_max_drawdown_percent,dd_delta_vs_base_2024,recovery_factor,base_2024_recovery_factor,positive_month_ratio,negative_month_count,base_curve_grade,base_curve_read,weakest_month,weakest_month_net,weakest_weekday,weakest_weekday_net,weakest_hour_report,weakest_hour_net,weakest_session_report,weakest_session_net,weakest_chron_segment,weakest_chron_net,tier_b_fallback_used_count,source_chart_path,review_read
s264_allow_inner_high_quarter,s264_aih,challenger_core,adx_atr_soft_score,research_score_table_extension_not_retrained,mt5_rt_s264_aih_adxatrsoft_historical_2024_tier_a_train_era_stress,170.14,95.56,74.58,1.099154,1.05,0.049154,350,353,-3.0,30.3,36.68,-6.38,0.7,0.31,0.5,6,C_watch,survives_but_curve_not_pretty,2024-07,-104.02,Monday,-136.08,12,-53.3,session_07_12_report_time,-100.41,chron_mid,-106.0,0,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267I/p0_soft_noncalendar_adapter_materialization/mt5/reports/Project_Obsidian_Prime_v2_run267I_stage267_p0_soft_noncalendar_adapter_materialization_v1_s264_aih_adxatrsoft_rt_2024.png,"constructive_soft_adapter_watch_not_selection(건설적 부드러운 어댑터 관찰, 선택 아님)"
s264_lowrank_control,s264_lc,defensive_control,adx_atr_soft_score,research_score_table_extension_not_retrained,mt5_rt_s264_lc_adxatrsoft_historical_2024_tier_a_train_era_stress,148.03,71.34,76.69,1.088579,1.04,0.048579,347,350,-3.0,31.41,37.52,-6.11,0.59,0.23,0.5,6,C_watch,survives_but_curve_not_pretty,2024-07,-102.51,Monday,-140.37,12,-52.1,session_07_12_report_time,-98.29,chron_mid,-87.38,0,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267I/p0_soft_noncalendar_adapter_materialization/mt5/reports/Project_Obsidian_Prime_v2_run267I_stage267_p0_soft_noncalendar_adapter_materialization_v1_s264_lc_adxatrsoft_rt_2024.png,improved_but_dd_pf_not_enough(개선됐지만 손실폭/수익 팩터 불충분)
