record_view,candidate_id,candidate_alias,candidate_role,feature_design,model_materialization_type,route_role,axis,bucket,trade_count,net_profit,profit_factor,expectancy,win_rate,closed_balance_max_drawdown,closed_balance_max_drawdown_percent,longest_underwater_trades,max_losing_streak,slice_read
mt5_rt_s264_aih_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,adx_atr_soft_score,research_score_table_extension_not_retrained,routed_total,close_hour_report,03,1,34.85,inf,34.85,1.0,0.0,0.0,0,0,thin_slice(얇은 구간)
mt5_rt_s264_aih_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,adx_atr_soft_score,research_score_table_extension_not_retrained,routed_total,close_hour_report,12,3,-53.3,0.0,-17.766667,0.0,53.3,10.66,3,3,minor_negative_slice(소폭 음수 구간)
mt5_rt_s264_aih_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,adx_atr_soft_score,research_score_table_extension_not_retrained,routed_total,close_hour_report,20,3,9.21,6.829114,3.07,0.666667,1.58,0.314848,1,1,measured_slice(측정 구간)
mt5_rt_s264_aih_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,adx_atr_soft_score,research_score_table_extension_not_retrained,routed_total,close_hour_report,01,2,-40.29,0.0,-20.145,0.0,40.29,8.058,2,2,thin_slice(얇은 구간)
mt5_rt_s264_aih_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,adx_atr_soft_score,research_score_table_extension_not_retrained,routed_total,close_hour_report,02,2,-31.94,0.0,-15.97,0.0,31.94,6.388,2,2,thin_slice(얇은 구간)
mt5_rt_s264_aih_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,adx_atr_soft_score,research_score_table_extension_not_retrained,routed_total,close_hour_report,19,5,-5.15,0.766757,-1.03,0.6,22.08,4.416,5,2,minor_negative_slice(소폭 음수 구간)
mt5_rt_s264_aih_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,adx_atr_soft_score,research_score_table_extension_not_retrained,routed_total,close_hour_report,10,2,-26.88,0.0,-13.44,0.0,26.88,5.376,2,2,thin_slice(얇은 구간)
mt5_rt_s264_aih_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,adx_atr_soft_score,research_score_table_extension_not_retrained,routed_total,close_hour_report,09,1,-20.23,0.0,-20.23,0.0,20.23,4.046,1,1,thin_slice(얇은 구간)
mt5_rt_s264_aih_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,adx_atr_soft_score,research_score_table_extension_not_retrained,routed_total,close_hour_report,23,2,-34.98,0.0,-17.49,0.0,34.98,6.996,2,2,thin_slice(얇은 구간)
mt5_ta_s264_lc_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_lowrank_control,s264_lc,defensive_control,adx_atr_soft_score,research_score_table_extension_not_retrained,tier_only_total,close_hour_report,16,95,39.05,1.055906,0.411053,0.442105,161.4,24.382875,80,7,measured_slice(측정 구간)
mt5_ta_s264_lc_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_lowrank_control,s264_lc,defensive_control,adx_atr_soft_score,research_score_table_extension_not_retrained,tier_only_total,close_hour_report,18,82,132.95,1.702436,1.621341,0.609756,49.15,9.614632,32,4,measured_slice(측정 구간)
mt5_ta_s264_lc_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_lowrank_control,s264_lc,defensive_control,adx_atr_soft_score,research_score_table_extension_not_retrained,tier_only_total,close_hour_report,15,1,25.01,inf,25.01,1.0,0.0,0.0,0,0,thin_slice(얇은 구간)
mt5_ta_s264_lc_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_lowrank_control,s264_lc,defensive_control,adx_atr_soft_score,research_score_table_extension_not_retrained,tier_only_total,close_hour_report,17,120,76.0,1.188796,0.633333,0.516667,97.81,14.922345,74,6,measured_slice(측정 구간)
mt5_ta_s264_lc_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_lowrank_control,s264_lc,defensive_control,adx_atr_soft_score,research_score_table_extension_not_retrained,tier_only_total,close_hour_report,21,13,42.28,4.822785,3.252308,0.692308,5.68,1.106264,2,1,measured_slice(측정 구간)
mt5_ta_s264_lc_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_lowrank_control,s264_lc,defensive_control,adx_atr_soft_score,research_score_table_extension_not_retrained,tier_only_total,close_hour_report,22,15,-3.94,0.972841,-0.262667,0.266667,78.68,15.032193,12,4,minor_negative_slice(소폭 음수 구간)
mt5_ta_s264_lc_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_lowrank_control,s264_lc,defensive_control,adx_atr_soft_score,research_score_table_extension_not_retrained,tier_only_total,close_hour_report,03,1,34.04,inf,34.04,1.0,0.0,0.0,0,0,thin_slice(얇은 구간)
mt5_ta_s264_lc_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_lowrank_control,s264_lc,defensive_control,adx_atr_soft_score,research_score_table_extension_not_retrained,tier_only_total,close_hour_report,12,3,-52.1,0.0,-17.366667,0.0,52.1,10.42,3,3,minor_negative_slice(소폭 음수 구간)
mt5_ta_s264_lc_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_lowrank_control,s264_lc,defensive_control,adx_atr_soft_score,research_score_table_extension_not_retrained,tier_only_total,close_hour_report,20,3,8.9,6.779221,2.966667,0.666667,1.54,0.306914,1,1,measured_slice(측정 구간)
mt5_ta_s264_lc_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_lowrank_control,s264_lc,defensive_control,adx_atr_soft_score,research_score_table_extension_not_retrained,tier_only_total,close_hour_report,01,2,-38.42,0.0,-19.21,0.0,38.42,7.684,2,2,thin_slice(얇은 구간)
mt5_ta_s264_lc_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_lowrank_control,s264_lc,defensive_control,adx_atr_soft_score,research_score_table_extension_not_retrained,tier_only_total,close_hour_report,02,2,-31.37,0.0,-15.685,0.0,31.37,6.274,2,2,thin_slice(얇은 구간)
mt5_ta_s264_lc_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_lowrank_control,s264_lc,defensive_control,adx_atr_soft_score,research_score_table_extension_not_retrained,tier_only_total,close_hour_report,19,5,-4.32,0.796706,-0.864,0.6,21.25,4.25,5,2,minor_negative_slice(소폭 음수 구간)
mt5_ta_s264_lc_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_lowrank_control,s264_lc,defensive_control,adx_atr_soft_score,research_score_table_extension_not_retrained,tier_only_total,close_hour_report,10,2,-26.88,0.0,-13.44,0.0,26.88,5.376,2,2,thin_slice(얇은 구간)
mt5_ta_s264_lc_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_lowrank_control,s264_lc,defensive_control,adx_atr_soft_score,research_score_table_extension_not_retrained,tier_only_total,close_hour_report,09,1,-19.31,0.0,-19.31,0.0,19.31,3.862,1,1,thin_slice(얇은 구간)
mt5_ta_s264_lc_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_lowrank_control,s264_lc,defensive_control,adx_atr_soft_score,research_score_table_extension_not_retrained,tier_only_total,close_hour_report,23,2,-33.86,0.0,-16.93,0.0,33.86,6.772,2,2,thin_slice(얇은 구간)
mt5_rt_s264_lc_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_lowrank_control,s264_lc,defensive_control,adx_atr_soft_score,research_score_table_extension_not_retrained,routed_total,close_hour_report,16,95,39.05,1.055906,0.411053,0.442105,161.4,24.382875,80,7,measured_slice(측정 구간)
mt5_rt_s264_lc_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_lowrank_control,s264_lc,defensive_control,adx_atr_soft_score,research_score_table_extension_not_retrained,routed_total,close_hour_report,18,82,132.95,1.702436,1.621341,0.609756,49.15,9.614632,32,4,measured_slice(측정 구간)
mt5_rt_s264_lc_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_lowrank_control,s264_lc,defensive_control,adx_atr_soft_score,research_score_table_extension_not_retrained,routed_total,close_hour_report,15,1,25.01,inf,25.01,1.0,0.0,0.0,0,0,thin_slice(얇은 구간)
mt5_rt_s264_lc_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_lowrank_control,s264_lc,defensive_control,adx_atr_soft_score,research_score_table_extension_not_retrained,routed_total,close_hour_report,17,120,76.0,1.188796,0.633333,0.516667,97.81,14.922345,74,6,measured_slice(측정 구간)
mt5_rt_s264_lc_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_lowrank_control,s264_lc,defensive_control,adx_atr_soft_score,research_score_table_extension_not_retrained,routed_total,close_hour_report,21,13,42.28,4.822785,3.252308,0.692308,5.68,1.106264,2,1,measured_slice(측정 구간)
mt5_rt_s264_lc_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_lowrank_control,s264_lc,defensive_control,adx_atr_soft_score,research_score_table_extension_not_retrained,routed_total,close_hour_report,22,15,-3.94,0.972841,-0.262667,0.266667,78.68,15.032193,12,4,minor_negative_slice(소폭 음수 구간)
mt5_rt_s264_lc_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_lowrank_control,s264_lc,defensive_control,adx_atr_soft_score,research_score_table_extension_not_retrained,routed_total,close_hour_report,03,1,34.04,inf,34.04,1.0,0.0,0.0,0,0,thin_slice(얇은 구간)
mt5_rt_s264_lc_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_lowrank_control,s264_lc,defensive_control,adx_atr_soft_score,research_score_table_extension_not_retrained,routed_total,close_hour_report,12,3,-52.1,0.0,-17.366667,0.0,52.1,10.42,3,3,minor_negative_slice(소폭 음수 구간)
mt5_rt_s264_lc_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_lowrank_control,s264_lc,defensive_control,adx_atr_soft_score,research_score_table_extension_not_retrained,routed_total,close_hour_report,20,3,8.9,6.779221,2.966667,0.666667,1.54,0.306914,1,1,measured_slice(측정 구간)
mt5_rt_s264_lc_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_lowrank_control,s264_lc,defensive_control,adx_atr_soft_score,research_score_table_extension_not_retrained,routed_total,close_hour_report,01,2,-38.42,0.0,-19.21,0.0,38.42,7.684,2,2,thin_slice(얇은 구간)
mt5_rt_s264_lc_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_lowrank_control,s264_lc,defensive_control,adx_atr_soft_score,research_score_table_extension_not_retrained,routed_total,close_hour_report,02,2,-31.37,0.0,-15.685,0.0,31.37,6.274,2,2,thin_slice(얇은 구간)
mt5_rt_s264_lc_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_lowrank_control,s264_lc,defensive_control,adx_atr_soft_score,research_score_table_extension_not_retrained,routed_total,close_hour_report,19,5,-4.32,0.796706,-0.864,0.6,21.25,4.25,5,2,minor_negative_slice(소폭 음수 구간)
mt5_rt_s264_lc_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_lowrank_control,s264_lc,defensive_control,adx_atr_soft_score,research_score_table_extension_not_retrained,routed_total,close_hour_report,10,2,-26.88,0.0,-13.44,0.0,26.88,5.376,2,2,thin_slice(얇은 구간)
mt5_rt_s264_lc_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_lowrank_control,s264_lc,defensive_control,adx_atr_soft_score,research_score_table_extension_not_retrained,routed_total,close_hour_report,09,1,-19.31,0.0,-19.31,0.0,19.31,3.862,1,1,thin_slice(얇은 구간)
mt5_rt_s264_lc_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_lowrank_control,s264_lc,defensive_control,adx_atr_soft_score,research_score_table_extension_not_retrained,routed_total,close_hour_report,23,2,-33.86,0.0,-16.93,0.0,33.86,6.772,2,2,thin_slice(얇은 구간)
mt5_ta_s264_aih_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,adx_atr_soft_score,research_score_table_extension_not_retrained,tier_only_total,session_report,session_13_20_report_time,309,305.24,1.226416,0.987832,0.527508,162.61,19.916225,114,6,measured_slice(측정 구간)
mt5_ta_s264_aih_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,adx_atr_soft_score,research_score_table_extension_not_retrained,tier_only_total,session_report,session_21_23_report_time,30,2.69,1.013786,0.089667,0.433333,72.97,13.936477,17,4,measured_slice(측정 구간)
mt5_ta_s264_aih_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,adx_atr_soft_score,research_score_table_extension_not_retrained,tier_only_total,session_report,session_00_06_report_time,5,-37.38,0.482487,-7.476,0.2,72.23,13.504721,4,4,minor_negative_slice(소폭 음수 구간)
mt5_ta_s264_aih_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,adx_atr_soft_score,research_score_table_extension_not_retrained,tier_only_total,session_report,session_07_12_report_time,6,-100.41,0.0,-16.735,0.0,100.41,20.082,6,6,negative_fragile_slice(음수 취약 구간)
mt5_rt_s264_aih_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,adx_atr_soft_score,research_score_table_extension_not_retrained,routed_total,session_report,session_13_20_report_time,309,305.24,1.226416,0.987832,0.527508,162.61,19.916225,114,6,measured_slice(측정 구간)
mt5_rt_s264_aih_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,adx_atr_soft_score,research_score_table_extension_not_retrained,routed_total,session_report,session_21_23_report_time,30,2.69,1.013786,0.089667,0.433333,72.97,13.936477,17,4,measured_slice(측정 구간)
mt5_rt_s264_aih_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,adx_atr_soft_score,research_score_table_extension_not_retrained,routed_total,session_report,session_00_06_report_time,5,-37.38,0.482487,-7.476,0.2,72.23,13.504721,4,4,minor_negative_slice(소폭 음수 구간)
mt5_rt_s264_aih_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,adx_atr_soft_score,research_score_table_extension_not_retrained,routed_total,session_report,session_07_12_report_time,6,-100.41,0.0,-16.735,0.0,100.41,20.082,6,6,negative_fragile_slice(음수 취약 구간)
mt5_ta_s264_lc_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_lowrank_control,s264_lc,defensive_control,adx_atr_soft_score,research_score_table_extension_not_retrained,tier_only_total,session_report,session_13_20_report_time,306,277.59,1.211401,0.907157,0.522876,156.27,19.739036,113,6,measured_slice(측정 구간)
mt5_ta_s264_lc_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_lowrank_control,s264_lc,defensive_control,adx_atr_soft_score,research_score_table_extension_not_retrained,tier_only_total,session_report,session_21_23_report_time,30,4.48,1.02358,0.149333,0.433333,71.1,13.579327,17,4,measured_slice(측정 구간)
mt5_ta_s264_lc_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_lowrank_control,s264_lc,defensive_control,adx_atr_soft_score,research_score_table_extension_not_retrained,tier_only_total,session_report,session_00_06_report_time,5,-35.75,0.487749,-7.15,0.2,69.79,13.068309,4,4,minor_negative_slice(소폭 음수 구간)
mt5_ta_s264_lc_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_lowrank_control,s264_lc,defensive_control,adx_atr_soft_score,research_score_table_extension_not_retrained,tier_only_total,session_report,session_07_12_report_time,6,-98.29,0.0,-16.381667,0.0,98.29,19.658,6,6,minor_negative_slice(소폭 음수 구간)
mt5_rt_s264_lc_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_lowrank_control,s264_lc,defensive_control,adx_atr_soft_score,research_score_table_extension_not_retrained,routed_total,session_report,session_13_20_report_time,306,277.59,1.211401,0.907157,0.522876,156.27,19.739036,113,6,measured_slice(측정 구간)
mt5_rt_s264_lc_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_lowrank_control,s264_lc,defensive_control,adx_atr_soft_score,research_score_table_extension_not_retrained,routed_total,session_report,session_21_23_report_time,30,4.48,1.02358,0.149333,0.433333,71.1,13.579327,17,4,measured_slice(측정 구간)
mt5_rt_s264_lc_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_lowrank_control,s264_lc,defensive_control,adx_atr_soft_score,research_score_table_extension_not_retrained,routed_total,session_report,session_00_06_report_time,5,-35.75,0.487749,-7.15,0.2,69.79,13.068309,4,4,minor_negative_slice(소폭 음수 구간)
mt5_rt_s264_lc_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_lowrank_control,s264_lc,defensive_control,adx_atr_soft_score,research_score_table_extension_not_retrained,routed_total,session_report,session_07_12_report_time,6,-98.29,0.0,-16.381667,0.0,98.29,19.658,6,6,minor_negative_slice(소폭 음수 구간)
mt5_ta_s264_aih_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,adx_atr_soft_score,research_score_table_extension_not_retrained,tier_only_total,direction,sell,205,99.33,1.078746,0.484537,0.492683,208.6,28.878368,174,5,negative_fragile_slice(음수 취약 구간)
mt5_ta_s264_aih_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,adx_atr_soft_score,research_score_table_extension_not_retrained,tier_only_total,direction,buy,145,70.81,1.155794,0.488345,0.524138,73.92,11.953622,83,6,measured_slice(측정 구간)
mt5_rt_s264_aih_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,adx_atr_soft_score,research_score_table_extension_not_retrained,routed_total,direction,sell,205,99.33,1.078746,0.484537,0.492683,208.6,28.878368,174,5,negative_fragile_slice(음수 취약 구간)
mt5_rt_s264_aih_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,adx_atr_soft_score,research_score_table_extension_not_retrained,routed_total,direction,buy,145,70.81,1.155794,0.488345,0.524138,73.92,11.953622,83,6,measured_slice(측정 구간)
mt5_ta_s264_lc_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_lowrank_control,s264_lc,defensive_control,adx_atr_soft_score,research_score_table_extension_not_retrained,tier_only_total,direction,sell,202,77.04,1.062673,0.381386,0.485149,212.73,29.961128,152,5,negative_fragile_slice(음수 취약 구간)
mt5_ta_s264_lc_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_lowrank_control,s264_lc,defensive_control,adx_atr_soft_score,research_score_table_extension_not_retrained,tier_only_total,direction,buy,145,70.99,1.160636,0.489586,0.524138,72.46,11.753828,83,6,measured_slice(측정 구간)
mt5_rt_s264_lc_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_lowrank_control,s264_lc,defensive_control,adx_atr_soft_score,research_score_table_extension_not_retrained,routed_total,direction,sell,202,77.04,1.062673,0.381386,0.485149,212.73,29.961128,152,5,negative_fragile_slice(음수 취약 구간)
mt5_rt_s264_lc_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_lowrank_control,s264_lc,defensive_control,adx_atr_soft_score,research_score_table_extension_not_retrained,routed_total,direction,buy,145,70.99,1.160636,0.489586,0.524138,72.46,11.753828,83,6,measured_slice(측정 구간)
mt5_ta_s264_aih_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,adx_atr_soft_score,research_score_table_extension_not_retrained,tier_only_total,chron_segment,chron_early,117,268.67,1.509038,2.296325,0.538462,111.27,13.827857,41,6,measured_slice(측정 구간)
mt5_ta_s264_aih_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,adx_atr_soft_score,research_score_table_extension_not_retrained,tier_only_total,chron_segment,chron_mid,117,-106.0,0.829492,-0.905983,0.487179,202.92,40.584,117,5,negative_fragile_slice(음수 취약 구간)
mt5_ta_s264_aih_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,adx_atr_soft_score,research_score_table_extension_not_retrained,tier_only_total,chron_segment,chron_late,116,7.47,1.013188,0.064397,0.491379,138.31,23.601584,84,6,measured_slice(측정 구간)
mt5_rt_s264_aih_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,adx_atr_soft_score,research_score_table_extension_not_retrained,routed_total,chron_segment,chron_early,117,268.67,1.509038,2.296325,0.538462,111.27,13.827857,41,6,measured_slice(측정 구간)
mt5_rt_s264_aih_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,adx_atr_soft_score,research_score_table_extension_not_retrained,routed_total,chron_segment,chron_mid,117,-106.0,0.829492,-0.905983,0.487179,202.92,40.584,117,5,negative_fragile_slice(음수 취약 구간)
mt5_rt_s264_aih_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,adx_atr_soft_score,research_score_table_extension_not_retrained,routed_total,chron_segment,chron_late,116,7.47,1.013188,0.064397,0.491379,138.31,23.601584,84,6,measured_slice(측정 구간)
mt5_ta_s264_lc_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_lowrank_control,s264_lc,defensive_control,adx_atr_soft_score,research_score_table_extension_not_retrained,tier_only_total,chron_segment,chron_early,116,230.1,1.430286,1.983621,0.525862,118.08,14.90702,41,6,measured_slice(측정 구간)
mt5_ta_s264_lc_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_lowrank_control,s264_lc,defensive_control,adx_atr_soft_score,research_score_table_extension_not_retrained,tier_only_total,chron_segment,chron_mid,116,-87.38,0.851306,-0.753276,0.491379,186.25,36.935311,115,5,negative_fragile_slice(음수 취약 구간)
mt5_ta_s264_lc_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_lowrank_control,s264_lc,defensive_control,adx_atr_soft_score,research_score_table_extension_not_retrained,tier_only_total,chron_segment,chron_late,115,5.31,1.009676,0.046174,0.486957,136.74,23.488388,84,6,measured_slice(측정 구간)
mt5_rt_s264_lc_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_lowrank_control,s264_lc,defensive_control,adx_atr_soft_score,research_score_table_extension_not_retrained,routed_total,chron_segment,chron_early,116,230.1,1.430286,1.983621,0.525862,118.08,14.90702,41,6,measured_slice(측정 구간)
mt5_rt_s264_lc_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_lowrank_control,s264_lc,defensive_control,adx_atr_soft_score,research_score_table_extension_not_retrained,routed_total,chron_segment,chron_mid,116,-87.38,0.851306,-0.753276,0.491379,186.25,36.935311,115,5,negative_fragile_slice(음수 취약 구간)
mt5_rt_s264_lc_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_lowrank_control,s264_lc,defensive_control,adx_atr_soft_score,research_score_table_extension_not_retrained,routed_total,chron_segment,chron_late,115,5.31,1.009676,0.046174,0.486957,136.74,23.488388,84,6,measured_slice(측정 구간)
